index,ATM ID,Category,Description,Title,_id,raw_result,key_0,key_1,key_2,key_3,text,key_4
338,TRS05/027,Management advisory services,The Department of Transport and Regional Services invites suitably qualified Consultants to submit a proposal for the development of a communication plan and tools to enable community feedback on the Munjurla Scoping Study.,RFT RELATING TO THE PROVISION OF A COMMUNICATION PLAN AND TOOLS FOR THE EAST KIMBERLEY COAG TRIAL,6162aa1fe1b7f5c73e6fe122,"[('feedback munjurla study', 0.5481), ('kimberley coag trial', 0.5221), ('consultants submit proposal', 0.4757), ('tools east kimberley', 0.4879), ('community feedback munjurla', 0.5253)]",commun,scope,rft,plan,the department of transport and regional services invites suitably qualified consultants to submit a proposal for the development of a   and tools to enable community  on the munjurla  study.. relating to the provision of a   and tools for the east kimberley coag trial,feedback
339,TSYRFT 027/05,Management advisory services,The Takeovers Panel intends to undertake a review of the performance and role of the Panel in the current market,A Five Year Assessment of the Takeovers Panel,6162aa1fe1b7f5c73e6fe123,"[('review role current', 0.5636), ('current year assessment', 0.5091), ('intends undertake review', 0.5428), ('assessment', 0.5098), ('undertake review', 0.5628)]",takeov,panel,perform,market,the   intends to undertake a  of the  and role of the  in the current .a five year assessment of the  ,review
340,9017,Education and Training Services,Please see below for a full description of the RFT,COMPARATIVE STUDY OF SELECTED SUBJECTS FOR THE YEAR 12 CERTIFICATE,6162aa1fe1b7f5c73e6fe124,"[('study selected certificate', 0.7468), ('selected certificate', 0.6748), ('comparative study selected', 0.5759), ('certificate', 0.6123), ('study selected', 0.55)]",rft,year,12,subject,please see below for a full description of the .comparative study of   for the   certificate,select
341,RFT2005-2128,Earth science services,The Australian Government has provided funding   to establish the Australian Tsunami Warning   System. This involves upgrading existing and/or  establishing new seismic stations.  Geoscience   Australia wishes to create a panel contract to  undertake this work.,Panel contract for establishment of new and upgrade of existing seismic stations,6162aa1fe1b7f5c73e6fe125,"[('upgrade seismic stations', 0.5801), ('provided funding warning', 0.5005), ('geoscience australia wishes', 0.469), ('new seismic stations', 0.5554), ('panel contract undertake', 0.3919)]",australian,establish,tsunami,exist,the  government has provided funding   to  the   warning   system. this involves upgrading  and/or  ing new  stations.  geoscience   australia wishes to create a panel contract to  undertake this work..panel contract for ment of new and upgrade of   stations,seismic
342,RFT 141/0506,Healthcare Services,Australian Government Stocktake of Continence Workforce Curricula and Training Project,Australian Government Stocktake of Continence Workforce Curricula and Training Project,6162aa1fe1b7f5c73e6fe126,"[('government curricula training', 0.7919), ('project government curricula', 0.7896), ('training project government', 0.7584), ('curricula training project', 0.7401), ('government curricula', 0.737)]",workforc,contin,stocktak,australian,   of   curricula and training project.   of   curricula and training project,govern
343,RFT 125/0506,Healthcare Services,Australian Government Stocktake of Dementia Workforce Curricula and Training Project,Australian Government Stocktake of Dementia Workforce Curricula and Training Project,6162aa1fe1b7f5c73e6fe127,"[('training project government', 0.8023), ('workforce training project', 0.7607), ('government workforce training', 0.791), ('project government workforce', 0.7039), ('workforce training', 0.7019)]",dementia,stocktak,australian,curricula, government  of  workforce  and  project. government  of  workforce  and  project,train
344,TSYRFT 036/05,Management advisory services,Examine the teaching of business and professional ethics by Australia`s professional accounting bodies to the extent to which that teaching relates to auditor independence.,Consultancy services on teaching of business and professional ethics,6162aa1fe1b7f5c73e6fe128,"[('business australia accounting', 0.7824), ('relates independence consultancy', 0.6458), ('examine business australia', 0.7232), ('australia accounting bodies', 0.705), ('australia accounting', 0.7143)]",profession,ethic,teach,auditor,examine the  of business and   by `s  accounting bodies to the extent to which that  relates to  independence..consultancy services on  of business and  ,australia
345,TSYRFT 038/05,Management advisory services,Examine the planning and performance of the quality review programmes of Australia`s professional accounting bodies to the extent that those programmes relate to auditor independence requirements.,Quality review programmes of the professional accounting bodies,6162aa1fe1b7f5c73e6fe129,"[('auditor independence requirements', 0.6497), ('quality australia bodies', 0.6432), ('performance quality australia', 0.5529), ('relate auditor independence', 0.6089), ('requirements quality bodies', 0.5213)]",programm,account,review,profession,examine the planning and performance of the    of australia`s   bodies to the extent that those  relate to auditor independence requirements..   of the   bodies,qualiti
346,TSYRFT 039/05,Management advisory services,Examine the investigation and disciplinary procedures of Australia`s professional accounting bodies to the extent that those procedures apply to Australian auditors.,Disciplinary procedures of the professional accounting bodies,6162aa1fe1b7f5c73e6fe12a,"[('australian disciplinary bodies', 0.8481), ('disciplinary australia bodies', 0.8466), ('investigation disciplinary australia', 0.767), ('australia bodies', 0.736), ('australian disciplinary', 0.7333)]",auditor,account,procedur,profession,examine the investigation and   of australia`s   bodies to the extent that those  apply to australian ..  of the   bodies,disciplinari
347,146/0506,Education and Training Services,National Amphetamine Training Package,National Amphetamine Training Package,6162aa1fe1b7f5c73e6fe12b,"[('[NoneTag]', 0)]",amphetamin,train,packag,nation,   .   ,[nonetag]
348,ITR 02/2005,Management advisory services,The Department of Defence invites suitably qualified consultants/contractors to express interest for providing an evaluation of Defence Force Recruiting Services,Evaluation of Defence Force Recruiting Services,6162aa1fe1b7f5c73e6fe12c,"[('qualified consultants contractors', 0.6977), ('department invites suitably', 0.674), ('providing services', 0.5562), ('consultants contractors express', 0.6528), ('suitably qualified consultants', 0.6551)]",defenc,recruit,evalu,forc,the department of  invites suitably qualified /contractors to express interest for providing an  of    services. of    services,consult
349,107/0506,Management advisory services,Information Technology (IT) and related services,Information Technology (IT) and related services,6162aa1fe1b7f5c73e6fe12d,"[('[NoneTag]', 0)]",technolog,relat,inform,servic,  (it) and  .  (it) and  ,[nonetag]
350,7767,Education and Training Services,"Provision of language, literacy and numeracy training for eligible clients whose skill levels are below the level considered necessary to secure sustainable employment or pursue further education and training",Language Literacy and Numeracy Programme,6162aa1fe1b7f5c73e6fe12e,"[('eligible clients skill', 0.6557), ('secure sustainable employment', 0.5317), ('provision eligible clients', 0.6084), ('pursue education programme', 0.4562), ('eligible clients', 0.5905)]",numeraci,literaci,train,languag,"provision of ,  and   for eligible  whose skill levels are below the level considered necessary to secure sustainable employment or pursue further education and .  and  programme",client
351,106/2005DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for from suitably qualified professionals to collate and analyse information on the vulnerability of Australian settlements to the impacts of climate change.,Analysis of the Vulnerabiltiy of Austrlian Settlements to Climate Change,6162aa1fe1b7f5c73e6fe12f,"[('change analysis austrlian', 0.6288), ('environment heritage', 0.5711), ('vulnerability impacts change', 0.5213), ('austrlian change', 0.5825), ('impacts change analysis', 0.5614)]",settlement,climat,australian,vulnerabiltiy,the department of the environment and heritage invites tenders for from suitably qualified professionals to collate and analyse information on the vulnerability of   to the impacts of  ..analysis of the  of austrlian  to  ,chang
352,DAFF 43/05,Specialised educational services,Delivery of the Departments Corporate Governance for Women and Corporate Governance for Young People programmes,Corporate Governance for Industry Partnerships,6162aa1fe1b7f5c73e6fe130,"[('delivery departments women', 0.7306), ('young people partnerships', 0.6011), ('departments women young', 0.7242), ('departments women', 0.6772), ('delivery departments', 0.646)]",corpor,govern,industri,programm,delivery of the    for women and   for young people .  for  partnerships,depart
353,TRS05/249,Management advisory services,The Department wishes to obtain an informative and concise presentation package for delivery by representatives of the Department and Local Government Association to regional groups of councils setting out the key issues relating to the Roads to Recovery Programme,Provision of a Council Compliance Information Package for the Roads to Recovery Programme.,6162aa1fe1b7f5c73e6fe131,"[('relating recovery provision', 0.6324), ('compliance information recovery', 0.6187), ('department wishes obtain', 0.5134), ('informative concise presentation', 0.4791), ('recovery provision compliance', 0.6323)]",programm,packag,road,council,the department wishes to obtain an informative and concise presentation  for delivery by representatives of the department and local government association to regional groups of s setting out the key issues relating to the  to  .provision of a  compliance information  for the  to  .,recoveri
354,9255,Education and Training Services,"As part of a study into medical education, a suitable consultant will undertake surveys, focus groups and interviews with employers of recent medical graduates and with clinical trainers. The project will examine the expectations and opinions of these gro","Medical Education Study: Surveys, focus groups and interviews with employers and clinical trainers",6162aa1fe1b7f5c73e6fe132,"[('graduates clinical trainers', 0.6485), ('consultant undertake groups', 0.593), ('interviews employers clinical', 0.5628), ('study suitable consultant', 0.5844), ('employers clinical trainers', 0.6431)]",educ,medic,survey,focu,"as part of a study into  , a suitable consultant will undertake ,  groups and interviews with employers of recent  graduates and with  trainers. the project will examine the expectations and opinions of these gro.  study: ,  groups and interviews with employers and  trainers",clinic
355,9138,Education and Training Services,"As part of a study into medical education, a a suitable consultant will undertake surveys, focus groups and interviews of medical students in their second year and final year of study, and medical graduates in their first five postgraduate years. The proj","Medical Education Study: Surveys, focus groups and interviews with students and recent graduates",6162aa1fe1b7f5c73e6fe133,"[('surveys focus groups', 0.6751), ('year graduates postgraduate', 0.5842), ('interviews students', 0.6013), ('suitable undertake surveys', 0.6153), ('focus groups interviews', 0.6221)]",medic,educ,consult,studi,"as part of a  into  , a a suitable  will undertake surveys,  groups and interviews of  students in their second year and final year of , and  graduates in their first five postgraduate years. the proj.  : surveys,  groups and interviews with students and recent graduates",focu
356,RFT DEO 001/05,Specialised educational services,"The Department of Defence requires educational and technical services to assist with the design, production and maintenance of its internet and intranet sites in accordance with Australian Government accessibility guidelines.",Web Site Accessibility Training,6162aa1fe1b7f5c73e6fe134,"[('web training', 0.5981), ('intranet australian government', 0.5933), ('technical services assist', 0.5452), ('department defence requires', 0.4932), ('internet intranet australian', 0.5933)]",access,site,educ,accord,"the department of defence requires  and technical services to assist with the design, production and maintenance of its internet and intranet s in  with  government  guidelines..web   training",australian
357,DAFF 38/05,Crop production and management and protection,Develop a GM Canola information package,GM Canola - Information Package and Issues,6162aa1fe1b7f5c73e6fe135,"[('develop issues', 0.8128), ('develop', 0.5916), ('issues', 0.5705)]",canola,gm,inform,packag, a    .  -   and issues,develop
358,DAFF 36/05,Crop production and management and protection,A study of the current and potential value to Australian agriculture of biotechnology applications that do not involve commercial release of a genetically modified organism,The Value of Biotechnology Applications to Australian Agriculture,6162aa1fe1b7f5c73e6fe136,"[('modified organism australian', 0.653), ('commercial release genetically', 0.6341), ('genetically modified organism', 0.617), ('release genetically modified', 0.6242), ('genetically modified', 0.6133)]",agricultur,biotechnolog,applic,valu,a study of the current and potential  to australian  of   that do not involve commercial release of a genetically  organism.the  of   to australian ,modifi
359,DAFF 37/05,Crop production and management and protection,Undertake a study on the path to market for the introduction of GM Canola in Australia,GM Canola - A Path to Market,6162aa1fe1b7f5c73e6fe137,"[('introduction path', 0.7508), ('study path introduction', 0.7332), ('undertake study path', 0.6666), ('path introduction path', 0.6773), ('study path', 0.6713)]",canola,gm,market,australia,undertake a study on the  to  for the introduction of   in .  - a  to ,path
360,APVMA REOI 01/06,Engineering and Research and Technology Based Services,The APVMA is responsible for the registration of pesticides and veterinary medicines in Australia. The evaluation of toxicological hazard and occupational health and safety exposure data is a critical part of the assessment of such chemical products.,Request for Expressions of Interest (EOI) for the provision of data assessment - Toxicological Hazard and / or Occupational Health and Safety Exposure,6162aa1fe1b7f5c73e6fe138,"[('occupational safety data', 0.6248), ('registration pesticides veterinary', 0.5604), ('australia evaluation hazard', 0.5167), ('data assessment hazard', 0.5514), ('assessment hazard occupational', 0.5856)]",toxicolog,exposur,apvma,health,the  is responsible for the registration of pesticides and veterinary medicines in australia. the evaluation of   and occupational  and safety  data is a critical part of the assessment of such chemical products..request for expressions of interest (eoi) for the provision of data assessment -   and / or occupational  and safety ,hazard
361,DCON/06/1,Engineering and Research and Technology Based Services,"The purpose of this tender is to engage a suitable consultant to produce a research report that extends present insights on the role of ICT in innovation and productivity growth, and so advances the understanding of the growth mechanisms important to Australian living standards. ",Information Economy New Research Directions,6162aa1fe1b7f5c73e6fe139,"[('consultant produce research', 0.5507), ('innovation productivity', 0.546), ('purpose tender', 0.4701), ('living standards information', 0.4531), ('productivity advances understanding', 0.518)]",ict,economi,growth,australian,"the purpose of this tender is to engage a suitable consultant to produce a research report that extends present insights on the role of  in innovation and  , and so advances the understanding of the  mechanisms important to  living standards. .information  new research directions",product
362,RFT AWD 001/06,Management advisory services,"The Air Warfare Destroyer (AWD) Program has a requirement for the provision of Probity Auditor and probity advisory services for Phase 2 of the AWD Program, with an option for continuation in Phase 3.",Probity Auditor and Advisory Services for the Air Warfare Destroyer Program,6162aa1fe1b7f5c73e6fe13a,"[('phase probity auditor', 0.6431), ('advisory services phase', 0.5724), ('auditor probity advisory', 0.6086), ('requirement provision probity', 0.4781), ('services phase program', 0.5631)]",awd,destroy,warfar,air,"the    () program has a requirement for the provision of probity auditor and probity advisory services for  2 of the  program, with an option for continuation in  3..probity auditor and advisory services for the    program",phase
363,ITR 2006/06,Management advisory services,"An Invitation to Register Interest (ITR) is offered by the Department of Defence, to organisations able to provide suitably qualified personnel for the provision of market and client-focussed research. We are seeking an innovative and creative organisatio",Provision of Market and Client- Focussed Reseach Services,6162aa1fe1b7f5c73e6fe13b,"[('invitation register defence', 0.55), ('client focussed research', 0.5091), ('reseach services', 0.4765), ('creative organisatio provision', 0.4586), ('personnel provision client', 0.4755)]",itr,offer,market,depart,"an invitation to register interest () is  by the  of defence, to organisations able to provide suitably qualified personnel for the provision of  and -focussed research. we are seeking an innovative and creative organisatio.provision of  and - focussed reseach services",client
364,RFT FIN06/BUD001,Management advisory services,Appoint a Consultant to undertake a review of the Budget Group of the Department of Finance and Administration.,Review of Budget Group,6162aa1fe1b7f5c73e6fe13c,"[('appoint undertake department', 0.754), ('finance administration', 0.6689), ('undertake department finance', 0.726), ('department finance administration', 0.6881), ('appoint', 0.6099)]",review,budget,group,consult,appoint a  to undertake a  of the   of the  of finance and administration.. of  ,depart
365,RFT 143/0506,Healthcare Services,Mapping of the National Aboriginal and Torres Strait Islander Home and Community Care (HACC) Workforce.,Mapping of the National Aboriginal and Torres Strait Islander Home and Community Care (HACC) Workforce.,6162aa1fe1b7f5c73e6fe13d,"[('community care aboriginal', 0.6972), ('care aboriginal torres', 0.6286), ('home community care', 0.6048), ('islander home community', 0.5605), ('care aboriginal', 0.6166)]",hacc,map,workforc,nation, of the  aboriginal and torres strait islander home and community  () .. of the  aboriginal and torres strait islander home and community  () .,care
366,DVA06_HBD001,Management advisory services,DVA is seeking to appoint a Commercial Adviser to undertake a Scoping Study and present options on the way forward for the ongoing management and/or ownership of the Defence Service Homes Insurance Scheme.,Commercial Adviser for the Review of Defence Service Homes Insurance Scheme,6162aa1fe1b7f5c73e6fe13e,"[('defence service insurance', 0.7149), ('undertake scoping study', 0.5292), ('insurance scheme review', 0.544), ('review defence service', 0.5803), ('seeking appoint undertake', 0.4644)]",dva,advis,commerci,home, is seeking to appoint a   to undertake a scoping study and present options on the way forward for the ongoing management and/or ownership of the  service  insurance scheme..  for the review of  service  insurance scheme,defenc
367,RFT DEO 002/06,Management advisory services,"The Department of Defence is seeking to engage a consultant to review the structure, processes, and effectiveness of the Defence Equity Network. Network personnel provide policy advice, training, support and assistance to Defence personnel, nationally and",Consultancy for the Organisational Review of the Defence Equity Network,6162aa1fe1b7f5c73e6fe13f,"[('equity personnel provide', 0.7401), ('department seeking engage', 0.6071), ('effectiveness equity personnel', 0.7174), ('organisational equity', 0.6345), ('equity personnel', 0.664)]",defenc,network,review,consult,"the department of  is seeking to engage a  to  the structure, processes, and effectiveness of the   .  personnel provide policy advice, training, support and assistance to  personnel, nationally and. for the organisational  of the   ",equiti
368,DBMCON 1507/2/0021,Education and Training Services,Delivery of Training.,Delivery of Training.,6162aa1fe1b7f5c73e6fe140,"[('[NoneTag]', 0)]",train,deliveri,[nonetag],[nonetag], of .. of .,[nonetag]
369,100/2005DEH,Environmental Services,"The Department of the Environment and Heritage invites Tenders for the administration of verification services under the Greenhouse Challenge Plus programme (including Greenhouse Challenge, Generator Efficiency Standards and Greenhouse FriendlyTM).",Verification Administration of the Greenhouse Challenge Plus Programme,6162aa1fe1b7f5c73e6fe141,"[('administration plus programme', 0.6005), ('environment heritage invites', 0.5613), ('friendlytm administration plus', 0.5863), ('department environment heritage', 0.5532), ('services plus programme', 0.5508)]",greenhous,verif,tender,challeng,"the department of the environment and heritage invites  for the administration of  services under the    programme (including  , generator efficiency standards and  friendlytm).. administration of the    programme",plu
370,SEN-06/01,Management advisory services,The Department of the Senate requires the development of a comprehensive Business Continuity Management (BCM) framework that covers all essential and critical business resources and activities of the department.,Development of a comprehensive Business Continuity Management framework,6162aa1fe1b7f5c73e6fe142,"[('department comprehensive framework', 0.629), ('senate requires comprehensive', 0.5657), ('comprehensive bcm', 0.5759), ('department senate', 0.5333), ('bcm framework', 0.5724)]",continu,manag,busi,develop,the department of the senate requires the  of a     (bcm) framework that covers all essential and critical  resources and activities of the department.. of a     framework,comprehens
371,103/2005DEH,Management advisory services,"The Department of the Environment and Heritage invites Tenders for the design, management and implementation of the National Waterwatch Facilitator Project.",National Waterwatch Facilitator Project,6162aa1fe1b7f5c73e6fe143,"[('environment invites tenders', 0.6955), ('implementation national national', 0.5178), ('tenders design management', 0.5936), ('department environment', 0.4582), ('invites tenders design', 0.5449)]",waterwatch,heritag,facilit,project,"the department of the environment and  invites  for the design, management and implementation of the national   ..national   ",tender
372,109/2005DEH,Environmental Services,"The Department of the Environment and Heritage invites Tenders to undertake a review of the licence buyout to examine whether it effectively accounted for the scale and distribution of displaced fishing effort, following the rezoning of the Great Barrier Reef Marine Park (GBRMP)",Undertake a review of the Business Exit (licence buyout) assistance component of the Great Barrier Reef Marine Park Structural Adjustment Package (the Package),6162aa1fe1b7f5c73e6fe144,"[('rezoning great barrier', 0.6034), ('displaced fishing effort', 0.5087), ('business exit licence', 0.4723), ('environment heritage', 0.4301), ('barrier gbrmp undertake', 0.4152)]",buyout,reef,marin,park,"the department of the environment and heritage invites tenders to undertake a review of the licence  to examine whether it effectively accounted for the scale and distribution of displaced fishing effort, following the rezoning of the great     (gbrmp).undertake a review of the business exit (licence ) assistance component of the great     structural adjustment package (the package)",barrier
373,110/2005DEH,Environmental Services,The Department of the Environment and Heritage invites expressions of intrest for to provide marine data for OBIS Australia,OBIS Australia - Call for Expressions of Interest to Provide Marine Data,6162aa1fe1b7f5c73e6fe145,"[('environment heritage invites', 0.7078), ('intrest provide expressions', 0.5367), ('heritage invites expressions', 0.6672), ('environment heritage', 0.6158), ('department environment heritage', 0.5799)]",obi,data,australia,marin,the department of the environment and  invites expressions of intrest for to provide   for  .  - call for expressions of interest to provide  ,heritag
374,EOI2006/1163,Earth science services,"Geoscience Australia is issuing this Request for Expressions of Interest (EOI) to identify the Respondents who are willing and capable of acquiring, processing and supplying gravity Data to the technical specifications stated in Appendix 1 of this EOI. ",Request for Expressions of Interest - Acquisition and supply of gravity data,6162aa1fe1b7f5c73e6fe146,"[('geoscience issuing request', 0.6446), ('expressions acquisition supply', 0.4785), ('identify respondents willing', 0.4979), ('request expressions', 0.5074), ('geoscience issuing', 0.6016)]",data,graviti,eoi,australia,"  is issuing this request for expressions of interest () to identify the respondents who are willing and capable of acquiring, processing and supplying   to the technical specifications stated in appendix 1 of this . .request for expressions of interest - acquisition and supply of  ",geoscienc
375,EOI2006/158,Earth science services,"Geoscience Australia is issuing this Request for Expressions of Interest (EOI) to identify the Respondents who are willing and capable of acquiring, processing and supplying airborne geophysical Data to the technical specifications stated in Appendix 1 of this EOI. ",Request for Expressions of Interest - Acquisition and supply of airborne geophysical data,6162aa1fe1b7f5c73e6fe147,"[('geoscience issuing request', 0.6505), ('request expressions acquisition', 0.5318), ('identify respondents willing', 0.5073), ('geoscience issuing', 0.601), ('acquisition supply data', 0.461)]",airborn,eoi,geophys,australia,"  is issuing this request for expressions of interest () to identify the respondents who are willing and capable of acquiring, processing and supplying   data to the technical specifications stated in appendix 1 of this . .request for expressions of interest - acquisition and supply of   data",geoscienc
376,DCON/06/8,Engineering and Research and Technology Based Services,"The Department of Communications, Information Technology and the Arts invites suitably qualified consultants to submit a proposal for an analysis of impacts of ICT R&D undertaken in the Australian public sector.",Impacts of Public Information and Communications Technology (ICT) Research and Development (R&D) in Australia,6162aa1fe1b7f5c73e6fe148,"[('technology development australia', 0.542), ('consultants submit proposal', 0.4971), ('department communications', 0.4722), ('public sector', 0.4727), ('qualified consultants', 0.5006)]",ict,impact,australian,research,"the department of communications, information technology and the arts invites suitably qualified  to submit a proposal for an analysis of  of  r&d undertaken in the  public sector.. of public information and communications technology ()  and development (r&d) in australia",consult
377,117/DEH2005,Environmental Services,The Department of the Environment and Heritage invites tenders for a scoping study into the mandatory disclosure of the energy performance of commercial buildings in Australia.,Mandatory Disclosure of the Energy Performance of Commercial Buildings in Australia,6162aa1fe1b7f5c73e6fe149,"[('commercial mandatory disclosure', 0.6637), ('heritage invites tenders', 0.5004), ('disclosure commercial mandatory', 0.6269), ('tenders scoping study', 0.4902), ('department environment heritage', 0.4645)]",australia,perform,energi,build,the department of the environment and heritage invites tenders for a scoping study into the mandatory disclosure of the   of   in ..mandatory disclosure of the   of   in ,commerci
378,06/1111,Education and Training Services,Analysis of security training for critical infrastructure practitioners,Analysis of security training for critical infrastructure practitioners,6162aa1fe1b7f5c73e6fe14a,"[('practitioners analysis', 0.8164), ('practitioners analysis practitioners', 0.8153), ('analysis practitioners analysis', 0.7691), ('analysis practitioners', 0.6807), ('practitioners', 0.6021)]",train,critic,secur,infrastructur,analysis of   for   .analysis of   for   ,practition
379,9098,Education and Training Services,"DEST is seeking the services of an organisation to manage the Values Education Good Practice  Schools Project - Stage 2. This project will involve the establishment, management and administration of twenty-five clusters of schools to implement good practi",Values Education Good Practice Schools Project - Stage 2,6162aa1fe1b7f5c73e6fe14b,"[('organisation manage values', 0.6299), ('good practice stage', 0.5692), ('seeking services organisation', 0.5092), ('values good practice', 0.5253), ('implement good practi', 0.4749)]",educ,school,project,dest," is seeking the services of an organisation to manage the values   practice    - stage 2. this  will involve the establishment, management and administration of twenty-five clusters of  to implement  practi.values   practice   - stage 2",good
380,RFT AWD 003/06,Management advisory services,"The Air Warfare Destroyer Program has a requirement for the provision of Alliance Facilitator services for Phase 2 of the AWD Program, with an option for continuation in Phase 3.",Alliance Facilitator Services for Air Warfare Destroyer Program,6162aa1fe1b7f5c73e6fe14c,"[('warfare destroyer requirement', 0.6207), ('phase awd option', 0.597), ('phase air warfare', 0.5461), ('air warfare destroyer', 0.5947), ('awd option continuation', 0.5435)]",servic,facilit,allianc,program,"the air  destroyer  has a requirement for the provision of    for phase 2 of the awd , with an option for continuation in phase 3..   for air  destroyer ",warfar
381,9076,Education and Training Services,Please see below for a full description of the RFT,Study in Australia Brand Evaluation,6162aa1fe1b7f5c73e6fe14d,"[('evaluation', 0.6318), ('description evaluation', 0.5204), ('description', 0.3686)]",rft,brand,australia,studi,please see below for a full description of the . in   ,evalu
382,182/0506,Education and Training Services,.,Aged Care – Delivery of Transition Care Training Seminars to Aged Care Assessment Teams,6162aa1fe1b7f5c73e6fe14e,"[('transition assessment teams', 0.8912), ('assessment teams', 0.8255), ('transition assessment', 0.6887), ('assessment', 0.6278), ('delivery transition assessment', 0.6236)]",care,age,seminar,train,..  – delivery of transition    to    teams,assess
383,RFT FIN06/TEL004,Engineering and Research and Technology Based Services,Request for Tender for a web services provider in preparation for a possible sale of the Australian Government`s remaining shares in Telstra.,Preparation for possible Telstra sale: Web Services Provider,6162aa1fe1b7f5c73e6fe14f,"[('services provider preparation', 0.624), ('possible australian government', 0.5618), ('possible services provider', 0.6016), ('preparation possible services', 0.5731), ('possible services', 0.5668)]",tender,sale,web,telstra,request for  for a   provider in preparation for a possible  of the australian government`s remaining shares in ..preparation for possible  :   provider,servic
384,9218,Education and Training Services,"SUPPORTING THE LITERACY, NUMERACY AND SPECIAL LEARNINGS NEEDS PROGRAMME - NATIONAL PROJECTS ELEMENT",SPECIALIST ADVISORY AND RESEARCH SERVICES,6162aa1fe1b7f5c73e6fe150,"[('special programme projects', 0.6421), ('programme projects element', 0.6311), ('advisory research services', 0.5328), ('supporting numeracy', 0.4601), ('programme projects', 0.6136)]",need,literaci,learn,nation,"supporting the , numeracy and special    -  projects element.specialist advisory and research services",programm
385,2006/06,Education and Training Services,The Department of Employment and Workplace Relations (the Department) is seeking a provider or providers who are suitably qualified to provide written content for a new publicly available website for the employment of people with disabilities.,Website content for disability employment information and advice service.,6162aa1fe1b7f5c73e6fe151,"[('workplace seeking provider', 0.6071), ('people website content', 0.5243), ('qualified provide written', 0.5104), ('providers suitably qualified', 0.5632), ('seeking provider', 0.5445)]",employ,depart,disabl,relat,the  of  and workplace  (the ) is seeking a  or s who are suitably qualified to  written content for a new publicly available website for the  of people with ..website content for   information and advice service.,provid
386,ABS/DIMA LD 53/05,Education and Training Services,The ABS and DIMA are seeking tenders for the provision of learning and development services across a range of subject matter areas under a Standing Offer arrangement.,Request for Tender – for the provision of learning and development services,6162aa1fe1b7f5c73e6fe152,"[('dima seeking services', 0.5925), ('services range subject', 0.5563), ('areas standing offer', 0.5036), ('abs dima seeking', 0.5541), ('arrangement request services', 0.5178)]",provis,learn,develop,tender,the abs and dima are seeking  for the  of  and   across a range of subject matter areas under a standing offer arrangement..request for  – for the  of  and  ,servic
387,RFT2005/3310,Earth science services,Geoscience Australia is issuing an RFT to identify and select a Preferred Tenderer to acquire and supply industry quality seismic data from the Capel and Faust basins.,The Provision of Marine Seismic Data Acquisition Services,6162aa1fe1b7f5c73e6fe153,"[('marine data acquisition', 0.6088), ('rft', 0.5391), ('acquisition services', 0.5004), ('quality data capel', 0.4747), ('marine data', 0.5962)]",seismic,issu,australia,geoscienc,  is  an rft to identify and select a preferred tenderer to acquire and supply industry quality   from the capel and faust basins..the provision of marine   acquisition services,data
388,DVACEM 01_06,Specialised educational services,DVA intends to establish a panel of preferred providers to assist in developing education materials for Australian schools and websites containing historical content,Panel Of Providers To Develop Commemorative Education Materials And Websites,6162aa1fe1b7f5c73e6fe154,"[('dva intends establish', 0.5807), ('panel providers develop', 0.5498), ('australian schools websites', 0.442), ('providers develop websites', 0.5208), ('historical panel providers', 0.523)]",educ,materi,content,commemor,dva intends to establish a panel of preferred  to assist in developing   for australian schools and websites containing historical .panel of  to develop    and websites,provid
389,AEC06/019,Management advisory services,Provision of ICT contractor and consultant services,Provision of ICT People Services,6162aa1fe1b7f5c73e6fe155,"[('contractor people', 0.7888), ('contractor', 0.7189), ('people', 0.3821)]",ict,provis,servic,consult, of   and  . of  people ,contractor
390,RFTS06/0088,Management advisory services,"Centrelink seeks to engage a consultant to support a cultural change program for its organisation, incorporating facilitation of discussions with its Executive to determine the desired culture, survey/measurement and provision of advice on the prevailing climate and culture, and recommending strategies to effect cultural change in order to improve organisational performance.",Provision of Services in Support of a Cultural Change Program for Centrelink,6162aa1fe1b7f5c73e6fe156,"[('support program organisation', 0.6526), ('incorporating facilitation discussions', 0.5546), ('seeks engage support', 0.5511), ('climate culture recommending', 0.4447), ('organisation incorporating facilitation', 0.5877)]",cultur,centrelink,consult,chang," seeks to engage a  to support a   program for its , incorporating facilitation of discussions with its executive to determine the desired culture, survey/measurement and provision of advice on the prevailing climate and culture, and recommending strategies to effect   in order to improve al performance..provision of services in support of a   program for ",organis
391,9426,Education and Training Services,The development of a Professional Learning Package (PLP) primarily intended to be delivered through national workshops targeted at primary school principals and teachers of early years students addressing drug education and the development of positive att,Targeted Strategies for School Leaders and Early years Teachers in Drug Education Project,6162aa1fe1b7f5c73e6fe157,"[('development plp', 0.6007), ('school leaders early', 0.5633), ('education development', 0.5748), ('development positive att', 0.4923), ('targeted primary school', 0.5118)]",drug,learn,packag,profession,the  of a    (plp) primarily intended to be delivered through national workshops targeted at primary school principals and teachers of early years students addressing  education and the  of positive att.targeted strategies for school leaders and early years teachers in  education project,develop
