index,ATM ID,Category,Description,Title,_id,result,text,raw_result,items,key_1,first_result
779,RFT 2007-12,Management advisory services,Provision of consultancy services to the Australian Competition and Consumer Commission to assess forecast expenditure in the regulatory proposals submitted by ACT and NSW electricity distribution network service providers,Consultancy services for ACCC & AER - ACT & NSW DNSPs cost review,6162aa1fe1b7f5c73e6fe2ed,,provision of consultancy services to the  competition and consumer commission to assess forecast expenditure in the regulatory proposals submitted by act and nsw electricity distribution network service providers.consultancy services for accc & aer - act & nsw dnsps cost review,"[('consultancy services australian', 0.6488), ('dnsps cost review', 0.3971), ('electricity distribution', 0.3181), ('assess forecast', 0.4294), ('accc aer act', 0.2358)]",779,australian,"[('consultancy services competition', 0.6506), ('forecast expenditure regulatory', 0.5882), ('nsw electricity distribution', 0.5042), ('provision consultancy services', 0.6231), ('providers consultancy services', 0.637)]"
780,RFT 2007 - 13,Management advisory services,"The Australian Energy Regulator (AER) is to conduct an assessment into the appropriate revenue determination to apply to prescribed transmission services provided by the Tasmanian electricity network business Transend for the period from 1 July 2009 to 30 June 2014.  This review will place in accordance with the National Electricity Rules (NER), particularly chapter 6A.  The AER requires an appropriately qualified consultant to assist the AER and to review Transend’s past and forecast capital expenditure (capex), operational expenditure (opex) and service standards proposals.The consultant’s review will assist the AER to assess Transend’s revenue proposal relative to the requirements of the NER. In accordance with the NER, the consultant’s report will be published in support of the AER’s decision. The AER is required to release its draft decision by 30 November 2008. The consultant’s final report must be provided to the AER no later than 30 September 2008. ",Assist the AER to assess Transend's revenue proposal,6162aa1fe1b7f5c73e6fe2ee,,"the  energy regulator (aer) is to conduct an assessment into the appropriate revenue determination to apply to prescribed transmission services provided by the tasmanian electricity network business transend for the period from 1 july 2009 to 30 june 2014.  this review will place in accordance with the national electricity rules (ner), particularly chapter 6a.  the aer requires an appropriately qualified consultant to assist the aer and to review transend’s past and forecast capital expenditure (capex), operational expenditure (opex) and service standards proposals.the consultant’s review will assist the aer to assess transend’s revenue proposal relative to the requirements of the ner. in accordance with the ner, the consultant’s report will be published in support of the aer’s decision. the aer is required to release its draft decision by 30 november 2008. the consultant’s final report must be provided to the aer no later than 30 september 2008. .assist the aer to assess transend's revenue proposal","[('australian energy regulator', 0.6135), ('apply prescribed transmission', 0.2379), ('revenue determination', 0.3974), ('consultant assist aer', 0.4693), ('review transend past', 0.2373)]",780,australian,"[('provided tasmanian electricity', 0.5851), ('assess transend revenue', 0.5392), ('consultant assist aer', 0.4756), ('electricity rules ner', 0.4945), ('electricity network business', 0.4913)]"
781,DPS07082,Education and Training Services,"The Department of Parliamentary Services (DPS) intends to establish a panel of training service providers who can offer cost-effective and efficient solutions for security-related training requirements. These requirements include: certificates in security operations, fire extinguisher familiarisation training, first aid, x-ray screening, protect self and others using basic defensive tactics, advanced defensive tactics and mail room screening.",Security training services,6162aa1fe1b7f5c73e6fe2ef,,"the department of parliamentary services () intends to establish a panel of training service providers who can offer cost-effective and efficient solutions for security-related training requirements. these requirements include: certificates in security operations, fire extinguisher familiarisation training, first aid, x-ray screening, protect self and others using basic defensive tactics, advanced defensive tactics and mail room screening..security training services","[('parliamentary services dps', 0.6877), ('security related training', 0.6291), ('requirements requirements include', 0.2989), ('self', 0.0072), ('offer cost', 0.0966)]",781,dp,"[('security training services', 0.7406), ('department parliamentary services', 0.5963), ('panel training service', 0.6466), ('security related training', 0.6937), ('security training', 0.6778)]"
782,RFT 091-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Systems Delivery in order to perform ICT Services.  The Tax Office is seeking approximately four personnel.",Mainframe Developer - CoolGen/Telon-Cobol,6162aa1fe1b7f5c73e6fe2f0,,"the commonwealth, represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified  (specified ) to work at the tax office's premises within a team known as systems delivery in order to perform ict services.  the tax office is seeking approximately four ..mainframe developer - coolgen/telon-cobol","[('australian taxation office', 0.6356), ('coolgen telon cobol', 0.2241), ('personnel specified personnel', 0.4132), ('tenders provision suitably', 0.3679), ('perform ict services', 0.4671)]",782,personnel,"[('australian taxation office', 0.6585), ('ict services tax', 0.5504), ('tenders provision', 0.4464), ('commonwealth', 0.5133), ('tax office premises', 0.5289)]"
783,RFT 093-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as The Centralised Audit Logging project in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Senior Technicak Specialist,6162aa1fe1b7f5c73e6fe2f1,,"the commonwealth, represented by and acting through the  taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as the centralised audit logging project in order to perform ict services.  the tax office is seeking approximately one personnel..senior technicak specialist","[('australian taxation office', 0.6305), ('invites tenders', 0.2867), ('audit logging project', 0.4016), ('perform ict', 0.3429), ('approximately personnel senior', 0.3175)]",783,australian,"[('acting taxation office', 0.5635), ('centralised audit logging', 0.5111), ('commonwealth', 0.4842), ('ict services tax', 0.5104), ('qualified personnel', 0.465)]"
784,0708-034,Education and Training Services,Design and Delivery of a learning and development workshop and associated activities to a support leadership development programme for middle managers.,DESIGN AND DELIVERY OF A LEARNING AND DEVELOPMENT WORKSHOP FOR LEADERSHIP DEVELOPMENT PROGRAMME FOR MIDDLE MANAGERS,6162aa1fe1b7f5c73e6fe2f2,,design and delivery of a learning and  workshop and associated activities to a support leadership  programme for middle managers..design and delivery of a learning and  workshop for leadership  programme for middle managers,"[('workshop leadership development', 0.6888), ('delivery', 0.2066), ('associated activities support', 0.3064), ('programme middle', 0.427), ('learning', 0.2137)]",784,develop,"[('leadership programme middle', 0.6835), ('learning workshop leadership', 0.6376), ('middle managers design', 0.5979), ('programme middle managers', 0.6351), ('delivery learning workshop', 0.5686)]"
785,RFT 094-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as EDS Contract Management in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Project Assurer,6162aa1fe1b7f5c73e6fe2f3,,"the commonwealth, represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified  (specified ) to work at the tax office's premises within a team known as eds contract management in order to perform ict services.  the tax office is seeking approximately one ..project assurer","[('australian taxation office', 0.5976), ('invites tenders', 0.3569), ('perform ict', 0.3973), ('personnel specified personnel', 0.4127), ('assurer', 0.1877)]",785,personnel,"[('australian taxation office', 0.6031), ('eds contract management', 0.5552), ('office invites tenders', 0.5117), ('perform ict services', 0.4651), ('provision suitably qualified', 0.4542)]"
786,RFT008-HQ07,Education and Training Services,Provision of Multimedia Technician training to Defence personnel which have Multimedia samples with a realistic ADF Focus.,Multimedia Technician Course,6162aa1fe1b7f5c73e6fe2f4,,provision of  technician training to defence personnel which have  samples with a realistic adf focus.. technician course,"[('multimedia technician training', 0.8281), ('samples realistic adf', 0.2581), ('defence', 0.2704), ('provision', 0.1736), ('focus', 0.1869)]",786,multimedia,"[('technician training defence', 0.7699), ('training defence personnel', 0.705), ('provision technician training', 0.6464), ('technician training', 0.6903), ('adf focus technician', 0.5639)]"
787,RFT 096-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Corporate Systems Assurance (SAP HR/Payroll) in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",SAP HR / Payroll Contractor,6162aa1fe1b7f5c73e6fe2f6,,"the commonwealth, represented by and acting tough the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as corporate systems assurance (sap /payroll) in order to perform ict services.  the tax office is seeking approximately one personnel..sap  / payroll contractor","[('personnel sap hr', 0.6819), ('australian taxation', 0.47), ('invites tenders provision', 0.3357), ('represented acting', 0.2004), ('team known', 0.1384)]",787,hr,"[('personnel sap', 0.6134), ('australian taxation office', 0.6103), ('sap payroll contractor', 0.6104), ('assurance sap payroll', 0.5872), ('personnel sap payroll', 0.6029)]"
788,RFT 092-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT PSS-CRM in order to perform ICT Services.  The Tax Office is seeking approximately five personnel.",Midrange Developer (Brisbane),6162aa1fe1b7f5c73e6fe2f9,,"the commonwealth, represented by and acting through the australian taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as ict pss- in order to perform ict services.  the tax office is seeking approximately five personnel..midrange developer (brisbane)","[('ict pss crm', 0.678), ('acting australian taxation', 0.5261), ('tenders', 0.1588), ('office seeking approximately', 0.406), ('provision suitably qualified', 0.3512)]",788,crm,"[('ict pss', 0.6238), ('australian taxation office', 0.5888), ('ict services tax', 0.5603), ('personnel midrange developer', 0.4519), ('developer brisbane', 0.4985)]"
789,RFT 7/2007,Specialised educational services,The Strategy Coordination and Governance Executive requires the provision of services to develop and deliver Defence and Strategic Policy seminars for Defence Graduate programs.The aim is to provide Defence graduates with the necessary knowledge to deliver high quality strategic policy advice.  The seminars should explain the progression of Australian defence policy and provide participants with a solid grounding in historical and current policy rationale and debates.  The seminars should focus on defence policy as a public policy discipline involved in providing practical answers to real questions.  The seminars should also explain how Defence fits into the broader political and government policy environment.  ,Develop and deliver Defence and Strategic Policy Seminars for Defence Graduate programs,6162aa1fe1b7f5c73e6fe2fa,,the strategy coordination and governance executive requires the provision of services to develop and deliver  and strategic policy seminars for  graduate programs.the aim is to provide  graduates with the necessary knowledge to deliver high quality strategic policy advice.  the seminars should explain the progression of australian  policy and provide participants with a solid grounding in historical and current policy rationale and debates.  the seminars should focus on  policy as a public policy discipline involved in providing practical answers to real questions.  the seminars should also explain how  fits into the broader political and government policy environment.  .develop and deliver  and strategic policy seminars for  graduate programs,"[('policy seminars defence', 0.7252), ('australian', 0.089), ('explain progression', 0.1323), ('graduates necessary', 0.1303), ('grounding historical current', 0.1555)]",789,defenc,"[('strategic policy seminars', 0.7548), ('australian policy provide', 0.6238), ('policy seminars graduate', 0.7211), ('policy seminars', 0.6932), ('policy advice seminars', 0.6669)]"
790,FaCSIA/07/RFT610,Management advisory services,"The Department of Families, Community Services and Indigenous Affairs (FaCSIA) is seeking services to provide project management services to manage the Indigenous Housing and Associated Early Works Project in the Northern Territory.",Project Management Services to Manage the Indigenous Housing and Associated Early Works Project in the Northern Territory,6162aa1fe1b7f5c73e6fe2fb,,"the department of families, community services and indigenous affairs (facsia) is seeking services to provide  management services to manage the indigenous housing and associated early works  in the northern territory.. management services to manage the indigenous housing and associated early works  in the northern territory","[('facsia seeking services', 0.7292), ('project management', 0.3905), ('indigenous housing associated', 0.5239), ('early', 0.0514), ('project northern territory', 0.4271)]",790,project,"[('facsia seeking services', 0.7376), ('indigenous affairs facsia', 0.7227), ('services manage indigenous', 0.6735), ('services indigenous affairs', 0.6878), ('community services indigenous', 0.6683)]"
791,FaCSIA/07/RFT611,Management advisory services,"The Australian Department of Families, Community Services and Indigenous Affairs (FaCSIA) invites suitably qualified organisations to tender for the provision of contract services to establish a Panel for the provision of Project Advisory and Management Services in support of indigenous housing and infrastructure Programs.",Request for Tender to establish a Panel for the provision of Project Advisory and Management Services in Support of Indigenous Housing and Infrastructure Programs,6162aa1fe1b7f5c73e6fe2fc,,"the australian department of families, community services and indigenous  (facsia) invites suitably qualified organisations to tender for the provision of contract services to establish a panel for the provision of project advisory and management services in support of indigenous housing and infrastructure programs..request for tender to establish a panel for the provision of project advisory and management services in support of indigenous housing and infrastructure programs","[('indigenous affairs facsia', 0.6316), ('programs request tender', 0.4114), ('panel', 0.2259), ('advisory management services', 0.4019), ('housing infrastructure', 0.4418)]",791,affair,"[('services indigenous facsia', 0.7082), ('qualified organisations tender', 0.5626), ('support indigenous housing', 0.582), ('indigenous facsia invites', 0.612), ('provision project advisory', 0.5016)]"
792,FAM0107,Medical science and research,Request for expressions of interest from suitably qualified and experienced research organisations capable of providing high quality research services to DVA’s Family Study Program.,FAMILY STUDY PROGRAM,6162aa1fe1b7f5c73e6fe2fd,,request for expressions of interest from suitably qualified and experienced research organisations capable of providing high quality research services to dva’s family  program..family  program,"[('dva family study', 0.8252), ('request expressions suitably', 0.0932), ('quality research services', 0.4608), ('high', 0.0342), ('study program', 0.3452)]",792,studi,"[('dva family program', 0.8245), ('services dva family', 0.756), ('research services dva', 0.7252), ('dva family', 0.6743), ('family program family', 0.5777)]"
793,OPC 06_07,Healthcare Services,"The VVCS – Veterans and Veterans Families Counselling Service (VVCS) is seeking to form a panel of appropriately qualified professionals to provide Outreach Program Counselling services to eligible veterans, their partners and families in outer metropolitan, rural and remote areas across Australia. ",VVCS Outreach Program Counsellors,6162aa1fe1b7f5c73e6fe2fe,,"the vvcs – veterans and veterans families  service (vvcs) is seeking to form a panel of appropriately qualified professionals to provide outreach program  services to eligible veterans, their partners and families in outer metropolitan, rural and remote areas across australia. .vvcs outreach program counsellors","[('counselling service vvcs', 0.8189), ('australia', 0.099), ('partners families outer', 0.2613), ('form panel appropriately', 0.1921), ('eligible veterans', 0.5171)]",793,counsel,"[('vvcs outreach', 0.7802), ('families service vvcs', 0.7662), ('vvcs veterans veterans', 0.7462), ('australia vvcs outreach', 0.7591), ('vvcs outreach program', 0.7729)]"
794,ISIP RFT 2007/17,Specialised educational services,"The Australian Defence Organisation has a requirement for the provision of the following services for students from countries in South East Asia and the South West Pacific including the screening of candidates, the registration of candidates, the placement of candidates in academic Post Graduate programs and the administrative support for these and other agreed study programs.",Coordination of the Defence Cooperation Scholarship Program,6162aa1fe1b7f5c73e6fe2ff,,"the australian defence organisation has a requirement for the provision of the following services for students from countries in south east asia and the south west pacific including the screening of candidates, the registration of candidates, the placement of candidates in academic post graduate programs and the administrative support for these and other agreed study programs..coordination of the defence  scholarship program","[('defence cooperation scholarship', 0.6725), ('registration candidates placement', 0.3636), ('australian', 0.281), ('administrative support agreed', 0.2292), ('provision following services', 0.3106)]",794,cooper,"[('defence scholarship', 0.6633), ('australian defence organisation', 0.6588), ('defence organisation requirement', 0.6182), ('services students countries', 0.5594), ('defence scholarship program', 0.6628)]"
795,ISIP RFT 2007/19,Education and Training Services,Request for tender for a standing offer for the provision of information technology programming training services,IT Programming Training Services,6162aa1fe1b7f5c73e6fe300,,request for tender for a standing offer for the provision of information technology  training services.it  training services,"[('programming training services', 0.6302), ('tender standing offer', 0.4254), ('information', 0.1332), ('provision', 0.4101), ('request', 0.202)]",795,program,"[('information technology training', 0.6077), ('request tender', 0.5793), ('technology training services', 0.6025), ('offer provision information', 0.4616), ('request tender standing', 0.5373)]"
796,RFQ 1/1007,Healthcare Services,"Cancer Australia is an Australian government agency estabished to help reduce the impact of cancer on the community.  In February 2007, the Australian Government announced funding of $1 million for the establishment and initial operation of the National Centre for Gynaecological Cancers. ",Request for Quotation for Research into Patterns of Care in Gynaecological Cancers,6162aa1fe1b7f5c73e6fe301,,"cancer  is an n government agency estabished to help reduce the impact of cancer on the community.  in february 2007, the n government announced funding of $1 million for the establishment and initial operation of the national centre for gynaecological cancers. .request for quotation for research into patterns of care in gynaecological cancers","[('cancer australia australian', 0.7227), ('government announced funding', 0.3962), ('care gynaecological', 0.4253), ('research patterns', 0.1644), ('estabished help reduce', 0.0904)]",796,australia,"[('cancer government agency', 0.7028), ('care gynaecological cancers', 0.6838), ('cancer government', 0.6765), ('gynaecological cancers request', 0.6272), ('impact cancer community', 0.5199)]"
797,RFT 099-2007,Engineering and Research and Technology Based Services,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT Sourcing Program in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Project Manager,6162aa1fe1b7f5c73e6fe302,,"the commonwealth, represented by and acting through the  taxation office (tax office), invites tenders for the provision of suitably qualified personnel (specified personnel) to work at the tax office's premises within a team known as ict sourcing program in order to perform ict services.  the tax office is seeking approximately one personnel..project manager","[('australian taxation office', 0.6109), ('team known ict', 0.4784), ('tenders provision suitably', 0.35), ('program order perform', 0.1348), ('qualified personnel specified', 0.4501)]",797,australian,"[('ict sourcing', 0.6058), ('acting taxation office', 0.5452), ('ict services tax', 0.5939), ('commonwealth', 0.4739), ('qualified personnel specified', 0.4605)]"
798,2007-1071347,Engineering and Research and Technology Based Services,"The Command, Control, Communications and Intelligence Division Wiki began as an amalgamation of the IND and C2D information protals and has now developed to a stage where the assistance of a professional IT specialist in this area is required to maximise its functionality.  The additions to the Wiki pages shall include additional content as well as introducing a software access control model.",Provision of IT Services - Wiki,6162aa1fe1b7f5c73e6fe303,,"the command, control,  and intelligence division wiki began as an amalgamation of the ind and c2d information protals and has now developed to a stage where the assistance of a professional it specialist in this area is required to maximise its functionality.  the additions to the wiki pages shall include additional content as well as introducing a software access control model..provision of it services - wiki","[('control communications intelligence', 0.5897), ('additions wiki pages', 0.3595), ('began amalgamation ind', 0.2482), ('introducing software access', 0.3929), ('c2d information protals', 0.4279)]",798,commun,"[('control intelligence division', 0.6056), ('services wiki', 0.5086), ('information protals developed', 0.523), ('software access control', 0.5205), ('command control', 0.5331)]"
799,2007/1136073,Engineering and Research and Technology Based Services,The NCW Science & Technology Initiative (NSI) provides a focal point  for liasing with the broader Defence Client base for management and dissemination of DSTO NSW related research. ,Provision of Network Centric Warfare (NCW) Study Data Analysis Support Services,6162aa1fe1b7f5c73e6fe304,,the  science & technology initiative (nsi) provides a focal point  for liasing with the broader defence client base for management and dissemination of dsto nsw related research. .provision of network centric warfare () study data analysis support services,"[('warfare ncw study', 0.6897), ('dsto nsw related', 0.4663), ('initiative nsi provides', 0.6033), ('client base management', 0.2225), ('point', 0.0438)]",799,ncw,"[('technology initiative nsi', 0.6446), ('warfare study data', 0.5763), ('dsto nsw related', 0.5128), ('network centric warfare', 0.5553), ('analysis support services', 0.4663)]"
800,RFT 55-2007,Research or testing facilities,"Provision of urine sample collection, analysis and reporting services in respect of illicit drugs",Collection of urine samples for the purpose of detecting illicit drugs,6162aa1fe1b7f5c73e6fe305,,"provision of urine sample , analysis and reporting services in respect of illicit drugs. of urine samples for the purpose of detecting illicit drugs","[('urine sample collection', 0.7403), ('respect illicit', 0.3438), ('reporting services', 0.2892), ('detecting', 0.2482), ('provision', 0.0908)]",800,collect,"[('drugs urine samples', 0.7987), ('illicit drugs urine', 0.7606), ('detecting illicit drugs', 0.7081), ('urine sample analysis', 0.7137), ('urine samples', 0.7103)]"
801,RFT AWD004/07,Management advisory services,"The Contractor will provide assistance to the AWD Program for the project and commercial duties, and will provide leadership and management services.",Assistant Program Manager Phase 3,6162aa1fe1b7f5c73e6fe306,,"the contractor will  assistance to the awd program for the project and commercial duties, and will  leadership and management services..assistant program manager phase 3","[('provide assistance awd', 0.6649), ('program manager phase', 0.4489), ('contractor', 0.3969), ('provide leadership', 0.3462), ('management services assistant', 0.4471)]",801,provid,"[('contractor assistance awd', 0.7739), ('assistance awd program', 0.6584), ('management services assistant', 0.4592), ('contractor assistance', 0.5552), ('assistance awd', 0.5942)]"
802,CON CPA 8/2007,Education and Training Services,"·     The facilitation of a minimum of 10 Defence Ministerial worshops per year for two years (with the provision to extend up to 5 years). Each workshop comprises one day face-to-face delivery and one day of one-on-one feedback to participants on post-course activities; ·     The provision of at least two facilitators who have extensive experience and knowledge gained through working within the Australian Public Service, Defence and/or the Government and has a well developed knowledge of their interactions;·     A ‘train-the-trainer’ session with the Minsterial Awareness and Training (MAT) section to assist facilitator’s familiarity with the learning materials and activities included in the program; and·     The facilitation of one or more pilot training courses in the ACT.  ",Defence Ministerial Writing Training,6162aa1fe1b7f5c73e6fe307,,"·     the facilitation of a minimum of 10  ministerial worshops per year for two years (with the provision to extend up to 5 years). each workshop comprises one day face-to-face delivery and one day of one-on-one feedback to participants on post-course activities; ·     the provision of at least two facilitators who have extensive experience and knowledge gained through working within the australian public service,  and/or the government and has a well developed knowledge of their interactions;·     a ‘train-the-trainer’ session with the minsterial awareness and training (mat) section to assist facilitator’s familiarity with the learning materials and activities included in the program; and·     the facilitation of one or more pilot training courses in the act.  . ministerial writing training","[('defence ministerial worshops', 0.6484), ('facilitator familiarity learning', 0.3954), ('writing training', 0.5526), ('australian', 0.1943), ('provision extend', 0.1125)]",802,defenc,"[('ministerial writing training', 0.7189), ('facilitation pilot training', 0.5981), ('ministerial worshops', 0.5957), ('courses act ministerial', 0.5179), ('facilitators extensive experience', 0.5446)]"
803,PMC2007 - P0038,Strategic planning consultation services,"The Department of Climate Change, initially through the Department of the Prime Minister and Cabinet, is seeking to establish a panel to provide consultancy and legal services relating to the design and implementation of Australia's emissions trading scheme.",Emissions Trading Scheme Consultancy and Legal Services Panel,6162aa1fe1b7f5c73e6fe308,,"the department of climate change, initially through the department of the prime minister and cabinet, is seeking to establish a panel to provide  and legal services relating to the design and implementation of australia's emissions trading scheme..emissions trading scheme  and legal services panel","[('panel provide consultancy', 0.7267), ('trading scheme emissions', 0.3577), ('change initially', 0.177), ('department climate change', 0.5211), ('australia', 0.1943)]",803,consult,"[('seeking establish panel', 0.6211), ('implementation australia emissions', 0.5121), ('legal services panel', 0.5935), ('department climate change', 0.5134), ('panel provide legal', 0.5882)]"
804,RFT/CET/TCA/07-08,Specialised educational services,"This project aims to progress the objectives of the ADFC training enhancement program through comparative and gap analyses of the existing and proposed cadet and cadet staff training and activity programs of the three ADFC corps.  It is proposed that the content, delivery and assessment components of the three programs be examined and compared.  Such analyses will lay a foundation for the future development, implementation and enhancement of the cadet and cadet staff education and training programs.",Comparative Analysis of Australian Defence Force Cadets Training Program,6162aa1fe1b7f5c73e6fe309,,"this project aims to progress the objectives of the adfc training enhancement program through comparative and gap analyses of the existing and proposed  and  staff training and activity programs of the three adfc corps.  it is proposed that the content, delivery and assessment components of the three programs be examined and compared.  such analyses will lay a foundation for the future development, implementation and enhancement of the  and  staff education and training programs..comparative analysis of australian defence force s training program","[('adfc training', 0.6935), ('comparative gap analyses', 0.2419), ('proposed content delivery', 0.0095), ('proposed cadet cadet', 0.5112), ('australian', 0.0064)]",804,cadet,"[('adfc training', 0.7451), ('programs adfc corps', 0.6835), ('objectives adfc training', 0.6869), ('adfc training enhancement', 0.7018), ('defence force training', 0.5978)]"
805,LWA - K4RNRM1,Natural resources management or conservation strategy planning services,Land & Water Australia (LWA) invites the submission of a proposal for the trial operation of a decision support advisory service for regional NRM bodies.,Request for Tender - Trial provision of an independent advisory service to assist regional natural resource management (NRM) bodies select decision making approaches,6162aa1fe1b7f5c73e6fe30a,,land & water  (lwa) invites the submission of a proposal for the trial operation of a decision support advisory service for regional nrm bodies..request for tender - trial provision of an independent advisory service to assist regional natural resource management (nrm) bodies select decision making approaches,"[('water australia lwa', 0.6067), ('proposal trial operation', 0.4322), ('natural resource management', 0.4542), ('nrm bodies select', 0.3846), ('support advisory service', 0.3676)]",805,australia,"[('land water lwa', 0.7072), ('service regional nrm', 0.5311), ('natural resource management', 0.4716), ('proposal trial operation', 0.4334), ('water lwa invites', 0.5364)]"
806,RFT AFHQ 01/2008,Management advisory services,To Provide assistance in the form of strategic communications advice to the Air Combat Transition Office throughout 2008. Advice will consist of responding to short notice tasking as well as enacting a strategic communications plan with key milestones and products.,Strategic Communications Advice For The Air Combat Transition,6162aa1fe1b7f5c73e6fe30b,,to provide assistance in the form of strategic communications  to the air combat transition office throughout 2008.  will consist of responding to short notice tasking as well as enacting a strategic communications plan with key milestones and products..strategic communications  for the air combat transition,"[('communications advice air', 0.6806), ('combat transition', 0.4802), ('key milestones products', 0.1796), ('responding short notice', 0.1374), ('2008', 0.1916)]",806,advic,"[('strategic communications air', 0.725), ('communications air combat', 0.6775), ('enacting strategic communications', 0.6822), ('strategic communications plan', 0.6726), ('air combat transition', 0.6152)]"
807,0708-648,Environmental Services,Undertake a national scoping study of all 56 Natural Resource Management (NRM) regions to systematically identify areas and NRM priorities that are at risk from climate change impacts.,NATIONAL SCOPING STUDY OF CLIMATE CHANGE IMPACTS ON NATURAL RESOURCE MANAGEMENT REGIONS,6162aa1fe1b7f5c73e6fe30d,,undertake a national scoping study of all 56 natural resource  (nrm) regions to systematically identify areas and nrm priorities that are at risk from climate change impacts..national scoping study of climate change impacts on natural resource  regions,"[('management nrm regions', 0.6361), ('climate change impacts', 0.5658), ('scoping study', 0.4007), ('56 natural', 0.0584), ('priorities risk', 0.2388)]",807,manag,"[('resource nrm regions', 0.6374), ('scoping study climate', 0.6245), ('impacts natural resource', 0.6295), ('natural resource regions', 0.619), ('climate change impacts', 0.5911)]"
808,APSC 2007/0055,Education and Training Services,"The PSM Program is an established national middle management development strategy initiated by the public sector in 1989. The Program is a partnership between Commonwealth, State/Territory and Local Governments. The Program is overseen by a National Board, made up of representatives from all jurisdictions, (the Partners). The Board is supported by a National Secretariat located at the Australian Public Service Commission. Under the current model, the Program acquires accreditation and support services from four universities, a College of Moderators and a pool of assessors, with each contributing to the PSM Program. The current deeds of agreement for the provision of the PSM Program accreditation services from the four universities are due to expire. The Australian Public Service Commission is facilitating this procurement process on behalf of all Partners.",Provision of academic and support services for the Public Sector Management Program,6162aa1fe1b7f5c73e6fe30e,,"the psm program is an established national middle management development strategy initiated by the public sector in 1989. the program is a partnership between commonwealth, state/territory and local governments. the program is overseen by a national board, made up of representatives from all jurisdictions, (the partners). the board is supported by a national secretariat located at the australian public service commission. under the current model, the program acquires  and support services from four universities, a college of moderators and a pool of assessors, with each contributing to the psm program. the current deeds of agreement for the provision of the psm program  services from the four universities are due to expire. the australian public service commission is facilitating this procurement process on behalf of all partners..provision of academic and support services for the public sector management program","[('psm program accreditation', 0.6996), ('australian', 0.1596), ('deeds agreement provision', 0.2185), ('middle management development', 0.3978), ('board supported national', 0.3076)]",808,accredit,"[('psm program services', 0.6235), ('program partnership commonwealth', 0.5699), ('australian public service', 0.5595), ('agreement provision psm', 0.5747), ('psm program established', 0.6231)]"
809,CIOG 618/07,Management advisory services,"As a Project Controller for Common Services Identity Management and Messaging Program (CSIMM), undertake ongoing management of Program and project schedules and documentation. This role provides timely reporting to the program and management of documentation both physical and electronic.",Project Controller CSIMM Program,6162aa1fe1b7f5c73e6fe30f,,"as a project controller for common services identity  and messaging program (csimm), undertake ongoing  of program and project schedules and documentation. this role provides timely reporting to the program and  of documentation both physical and electronic..project controller csimm program","[('project controller csimm', 0.6685), ('services identity management', 0.5125), ('schedules documentation', 0.3337), ('messaging', 0.2467), ('reporting program management', 0.4938)]",809,manag,"[('project controller csimm', 0.7218), ('messaging program csimm', 0.619), ('program csimm undertake', 0.6478), ('controller csimm program', 0.61), ('project schedules documentation', 0.4586)]"
