ATM ID,Category,Description,Title,_id,result,text,raw_result
CORP RFT 150506,Education and Training Services,"The Commonwealth of Australia, acting through the Department of Industry, Tourism and Resources invites suitably qualified consultants/contractors to submit a proposal for delivery of Project Management Training for DITR staff.",Delivery of Project Management Training,6162aa1fe1b7f5c73e6fe198,,"The Commonwealth of Australia, acting through the Department of Industry, Tourism and Resources invites suitably qualified consultants/contractors to submit a proposal for delivery of Project Management Training for DITR staff..Delivery of Project Management Training","[('project management training', 0.6692), ('commonwealth australia', 0.2892), ('ditr staff delivery', 0.4423), ('invites suitably qualified', 0.4117), ('industry tourism resources', 0.315)]"
ITR-JCCC018,Engineering and Research and Technology Based Services,The Provision of Logistic Support Services To Elements In Timor Leste (Op Astute),The Provision of Logistic Support Services To Elements In Timor Leste (Op Astute),6162aa1fe1b7f5c73e6fe199,,The Provision of Logistic Support Services To Elements In Timor Leste (Op Astute).The Provision of Logistic Support Services To Elements In Timor Leste (Op Astute),"[('services elements timor', 0.6669), ('logistic support', 0.5637), ('op astute', 0.3306), ('leste', 0.1828), ('provision', 0.3686)]"
TSY RFT 010/06,Specialised educational services,Treasury intends to acquire an external provider for a in-house training course in public finance economics.,Provision of Treasury Public Finance Course,6162aa1fe1b7f5c73e6fe19a,,Treasury intends to acquire an external provider for a in-house training course in public finance economics..Provision of Treasury Public Finance Course,"[('treasury public finance', 0.656), ('training course', 0.3804), ('acquire external provider', 0.4847), ('intends', 0.1301), ('economics provision', 0.3688)]"
2006/16,Education and Training Services,"The Department of Employment and Workplace Relations is seeking to engage a provider for the national delivery of train-the-trainer training for Age Management Training to qualified trainers over the 2006-07 financial year.     The objectives of Age Management Training are to raise awareness of Australia`s ageing population and promote an age balanced workforce by assisting organisations implement policies and practices to increase their attraction and retention of mature age workers, and to help experienced workers plan and implement a phased retirement.      The Department has developed Age Management Training materials for Team Leader and Experienced Worker programmes.      Training for Age Management Training is to familiarise qualified trainers with mature age employment issues and the Department`s Age Management Training course materials, answer any questions participants might have, and assess and accredit participants to deliver Age Management Training to Clients.      The successful tenderer will deliver train-the-trainer training and accreditation for the Department`s Age Management Training to qualified trainers in metropolitan and regional areas of all States and Territories to enable them to present the Team Leader and Experienced Worker workshops to peak bodies, businesses and other interested organisations, workplaces, and individual workers, jobseekers and retirees.    The Department`s required outcome is to create a pool of motivated and accredited trainers across Australia that are able to deliver Age Management Training to clients.      ",National Delivery of Train-the-Trainer Training for Age Management Training,6162aa1fe1b7f5c73e6fe19b,,"The Department of Employment and Workplace Relations is seeking to engage a provider for the national delivery of train-the-trainer training for Age Management Training to qualified trainers over the 2006-07 financial year.     The objectives of Age Management Training are to raise awareness of Australia`s ageing population and promote an age balanced workforce by assisting organisations implement policies and practices to increase their attraction and retention of mature age workers, and to help experienced workers plan and implement a phased retirement.      The Department has developed Age Management Training materials for Team Leader and Experienced Worker programmes.      Training for Age Management Training is to familiarise qualified trainers with mature age employment issues and the Department`s Age Management Training course materials, answer any questions participants might have, and assess and accredit participants to deliver Age Management Training to Clients.      The successful tenderer will deliver train-the-trainer training and accreditation for the Department`s Age Management Training to qualified trainers in metropolitan and regional areas of all States and Territories to enable them to present the Team Leader and Experienced Worker workshops to peak bodies, businesses and other interested organisations, workplaces, and individual workers, jobseekers and retirees.    The Department`s required outcome is to create a pool of motivated and accredited trainers across Australia that are able to deliver Age Management Training to clients.      .National Delivery of Train-the-Trainer Training for Age Management Training","[('training age management', 0.7522), ('raise awareness australia', 0.218), ('relations', 0.1153), ('successful tenderer deliver', 0.1693), ('outcome create pool', 0.1052)]"
DFR RFT 02/2006,Education and Training Services,The Australian Government Department of Defence is seeking tenders from appropriately skilled and experienced organisations to provide Defence Force Recruiting (DFR) with alternative educational equivalency information on candidates who cannot provide for,Provision of Alternative Education Equivalency Assessments for entry into the ADF,6162aa1fe1b7f5c73e6fe19c,,The Australian Government Department of Defence is seeking tenders from appropriately skilled and experienced organisations to provide Defence Force Recruiting (DFR) with alternative educational equivalency information on candidates who cannot provide for.Provision of Alternative Education Equivalency Assessments for entry into the ADF,"[('recruiting dfr alternative', 0.6058), ('australian government', 0.3402), ('tenders appropriately', 0.292), ('educational equivalency', 0.3939), ('provide defence force', 0.4524)]"
06/1416,Management advisory services,Provision of Expert Services to Review Customs Passengers Functions at International Airports,Provision of Expert Services to Review Customs Passengers Functions at International Airports,6162aa1fe1b7f5c73e6fe19d,,Provision of Expert Services to Review Customs Passengers Functions at International Airports.Provision of Expert Services to Review Customs Passengers Functions at International Airports,"[('review customs passengers', 0.7058), ('provision expert services', 0.5126), ('functions', 0.1247), ('international', 0.2674), ('airports provision', 0.4252)]"
CSIRO2006-043,Engineering and Research and Technology Based Services,"CSIRO is issuing this Request for Tender in order to seek proposals for a consultancy study of the Preliminary Design, Costing and Business Plan for a National Low Emissions Gasification Test Facility in accordance with the requirements specified in this Tender.",National Low Emissions Gasification Test Facility Consultancy,6162aa1fe1b7f5c73e6fe19f,,"CSIRO is issuing this Request for Tender in order to seek proposals for a consultancy study of the Preliminary Design, Costing and Business Plan for a National Low Emissions Gasification Test Facility in accordance with the requirements specified in this Tender..National Low Emissions Gasification Test Facility Consultancy","[('csiro issuing request', 0.618), ('emissions gasification test', 0.4143), ('design costing business', 0.2673), ('specified tender', 0.4883), ('plan national low', 0.2205)]"
105/2006DEH,Environmental Services,"The Department of the Environment and Heritage invites Tenders to deliver the voluntary conservation agreement component of the Tasmanian Forest Conservation Fund (FCF). The FCF is a significant new programme with the objective of protecting up to 45,600 hectares of forested private land in Tasmania.",Forest Conservation Fund,6162aa1fe1b7f5c73e6fe1a0,,"The Department of the Environment and Heritage invites Tenders to deliver the voluntary conservation agreement component of the Tasmanian Forest Conservation Fund (FCF). The FCF is a significant new programme with the objective of protecting up to 45,600 hectares of forested private land in Tasmania..Forest Conservation Fund","[('forest conservation fund', 0.7017), ('agreement component tasmanian', 0.4605), ('fcf fcf significant', 0.3579), ('invites tenders deliver', 0.1554), ('programme objective', 0.1002)]"
06-1419,Management advisory services,Review of Customs Intelligence Operations,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe1a1,,Review of Customs Intelligence Operations.Review of Customs Intelligence Operations,"[('customs intelligence operations', 0.9093), ('review', 0.1658), ('intelligence', 0.2852), ('operations', 0.2883), ('operations review customs', 0.6605)]"
2006/18,Education and Training Services,"On 28 April 2006, the Minister for Employment and Workplace Relations launched the Unlawful Termination Assistance Scheme (UTAS). The Scheme provides financial assistance to eligible terminated employees to seek legal advice as to the merits of their unlawful termination claim, to assist them in making an informed decision about whether to commence further legal proceedings.               To compliment this assistance, the Minister also announced the development of a best practice education and training programme on fair and proper employment termination practices. This programme would assist employers and employees in their understanding of their rights and obligations under the unfair dismissal and unlawful termination provisions of the Workplace Relations Act 1996 (the Act).               The Department of Employment and Workplace Relations (DEWR) is undertaking a competitive tender process to purchase services for the development of a national advisory network to deliver information and advice to employers and employees about their rights and obligations under the unfair dismissal and unlawful termination provisions of the Act. A key focus of the tender will be the advocating of good management practices to support better practice in the workplace. The objectives of the National Advisor Network Programme (the Programme) are to:                  increase employers understanding of good management practices relating to hiring, performance management and conflict resolution;                     provide employers with an understanding of fair and proper employment termination practices, leading to reduced unfair dismissal and unlawful termination claims; and                     provide employers with information and advice about the unfair dismissal and unlawful termination provisions of the Act, leading to greater understanding of and compliance with their legal obligations under the Act;                  o  informative materials should also be developed for employers to provide to their employees concerning employee rights under the Act.                ",National Adviser Network Programme,6162aa1fe1b7f5c73e6fe1a2,,"On 28 April 2006, the Minister for Employment and Workplace Relations launched the Unlawful Termination Assistance Scheme (UTAS). The Scheme provides financial assistance to eligible terminated employees to seek legal advice as to the merits of their unlawful termination claim, to assist them in making an informed decision about whether to commence further legal proceedings.               To compliment this assistance, the Minister also announced the development of a best practice education and training programme on fair and proper employment termination practices. This programme would assist employers and employees in their understanding of their rights and obligations under the unfair dismissal and unlawful termination provisions of the Workplace Relations Act 1996 (the Act).               The Department of Employment and Workplace Relations (DEWR) is undertaking a competitive tender process to purchase services for the development of a national advisory network to deliver information and advice to employers and employees about their rights and obligations under the unfair dismissal and unlawful termination provisions of the Act. A key focus of the tender will be the advocating of good management practices to support better practice in the workplace. The objectives of the National Advisor Network Programme (the Programme) are to:                  increase employers understanding of good management practices relating to hiring, performance management and conflict resolution;                     provide employers with an understanding of fair and proper employment termination practices, leading to reduced unfair dismissal and unlawful termination claims; and                     provide employers with information and advice about the unfair dismissal and unlawful termination provisions of the Act, leading to greater understanding of and compliance with their legal obligations under the Act;                  o  informative materials should also be developed for employers to provide to their employees concerning employee rights under the Act.                .National Adviser Network Programme","[('termination practices programme', 0.6793), ('announced', 0.0581), ('national advisor network', 0.3847), ('financial assistance eligible', 0.1807), ('relations act', 0.4079)]"
2006/20,Education and Training Services,"The Department of Employment and Workplace Relations (the Department) is seeking proposals from organisations to provide the Wise Workforce Programme (the Programme) in specified Regions of Australia for the 2006-07 financial year.     The objectives of the Programme are to assist employers to:  1.  understand the value of Mature Age workers and Australia`s workforce demographics;  2.  appreciate the advantages of developing age positive workplace policies and practices for sustainable business growth; and   3. develop their own age positive workplace policies and practices.    The Programme is delivered in ten Regions nationally each year.    The successful tenderer will deliver:  1. Awareness  Providers will be required to raise awareness of:   (a) workforce ageing and its implications,   (b) the value of Mature Age workers,   (c) the advantages of age positive workplace policies and practices for recruitment and retention, and  (d) the ease with which age positive workplace policies and practices can be implemented in workplaces within Industry Sectors in the specified Regions  by marketing the Programme and its messages to Participants.   2. Assistance  The Provider will be required to provide assistance to Participants to implement age positive workplace policies and practices.    The Provider will be required to deliver the programme to Participants including businesses, employers, peak bodies and other organisations, government, and employment service providers from the Industry Sectors relevant to each Region.    ",Wise Workforce Programme 2006-07,6162aa1fe1b7f5c73e6fe1a3,,"The Department of Employment and Workplace Relations (the Department) is seeking proposals from organisations to provide the Wise Workforce Programme (the Programme) in specified Regions of Australia for the 2006-07 financial year.     The objectives of the Programme are to assist employers to:  1.  understand the value of Mature Age workers and Australia`s workforce demographics;  2.  appreciate the advantages of developing age positive workplace policies and practices for sustainable business growth; and   3. develop their own age positive workplace policies and practices.    The Programme is delivered in ten Regions nationally each year.    The successful tenderer will deliver:  1. Awareness  Providers will be required to raise awareness of:   (a) workforce ageing and its implications,   (b) the value of Mature Age workers,   (c) the advantages of age positive workplace policies and practices for recruitment and retention, and  (d) the ease with which age positive workplace policies and practices can be implemented in workplaces within Industry Sectors in the specified Regions  by marketing the Programme and its messages to Participants.   2. Assistance  The Provider will be required to provide assistance to Participants to implement age positive workplace policies and practices.    The Provider will be required to deliver the programme to Participants including businesses, employers, peak bodies and other organisations, government, and employment service providers from the Industry Sectors relevant to each Region.    .Wise Workforce Programme 2006-07","[('age workers australia', 0.6913), ('programme specified regions', 0.2301), ('practices sustainable business', 0.2405), ('required deliver', 0.162), ('retention ease', 0.1637)]"
2006/1084250,Management advisory services,"The provision of a Project Management team to support the Soldier System Integration Mission for Defence Science and Technology Organisation (DSTO) Edinburgh, South Australia.  ",DSTO Soldier System Integration Mission Project Management,6162aa1fe1b7f5c73e6fe1a4,,"The provision of a Project Management team to support the Soldier System Integration Mission for Defence Science and Technology Organisation (DSTO) Edinburgh, South Australia.  .DSTO Soldier System Integration Mission Project Management","[('dsto soldier integration', 0.6827), ('project management', 0.5169), ('edinburgh south australia', 0.17), ('defence science technology', 0.3951), ('support', 0.1959)]"
AESSO A06010,Engineering and Research and Technology Based Services,Australian Defence Force Calibration Services.,Australian Defence Force Calibration Services.,6162aa1fe1b7f5c73e6fe1a5,,Australian Defence Force Calibration Services..Australian Defence Force Calibration Services.,"[('calibration services australian', 0.8286), ('defence force', 0.4749), ('australian', 0.3323), ('services', 0.3846), ('defence force calibration', 0.7563)]"
RFT DDFC 3/06,Specialised educational services,The Department of Defence invites suitably qualified organisations or consultants to tender for the provision of services relating to a review of current Australian Defence Force Cadet and Cadet Staff curricula and training content and delivery. The revie,Review of Australian Defence Force Cadet and Cadet Staff Training,6162aa1fe1b7f5c73e6fe1a6,,The Department of Defence invites suitably qualified organisations or consultants to tender for the provision of services relating to a review of current Australian Defence Force Cadet and Cadet Staff curricula and training content and delivery. The revie.Review of Australian Defence Force Cadet and Cadet Staff Training,"[('defence force cadet', 0.6418), ('tender provision services', 0.4118), ('revie review australian', 0.4419), ('invites suitably qualified', 0.2982), ('organisations consultants', 0.4064)]"
DHS0506-070,Management advisory services,The Department is seeking professional organisations that can provide a high standard of capability in the delivery of Quality Assurance Audit services for the Job Capacity Assessment measure.,Quality Assurance Audits of Job Capacity Assessments,6162aa1fe1b7f5c73e6fe1a7,,The Department is seeking professional organisations that can provide a high standard of capability in the delivery of Quality Assurance Audit services for the Job Capacity Assessment measure..Quality Assurance Audits of Job Capacity Assessments,"[('audits job capacity', 0.6902), ('delivery', 0.1013), ('professional organisations provide', 0.4407), ('assessment measure quality', 0.4618), ('high standard capability', 0.3976)]"
DAFF 63/06,Education and Training Services,Request for Tender for the AAA FarmBis Mid Term Review and Review of States` Performance.,RFT for the AAA FarmBis Mid Term Review and Review of States Performance,6162aa1fe1b7f5c73e6fe1a8,,Request for Tender for the AAA FarmBis Mid Term Review and Review of States` Performance..RFT for the AAA FarmBis Mid Term Review and Review of States Performance,"[('tender aaa farmbis', 0.6442), ('states performance rft', 0.4832), ('term review review', 0.3317), ('request', 0.0685), ('mid', 0.2078)]"
FIN06/FMG022,Education and Training Services,The Department of Finance and Administration (Finance) requires training providers to develop and deliver basic training in public sector financial management and budgeting to the Australian Public Service ( APS) and other interested parties under deed of licence.,Appointment of training providers to develop and deliver financial management training to the public sector and other interested parties,6162aa1fe1b7f5c73e6fe1a9,,The Department of Finance and Administration (Finance) requires training providers to develop and deliver basic training in public sector financial management and budgeting to the Australian Public Service ( APS) and other interested parties under deed of licence..Appointment of training providers to develop and deliver financial management training to the public sector and other interested parties,"[('financial management training', 0.694), ('public service aps', 0.3738), ('parties deed licence', 0.2139), ('australian', 0.1607), ('develop deliver', 0.2491)]"
IG 2005/1102942/1,Management advisory services,The Inspector General for Defence invites tenders to form a Standing Offer which will provide expeditious access to a range of audit and evaluation services.    ,RFT for Standing Offer.,6162aa1fe1b7f5c73e6fe1aa,,The Inspector General for Defence invites tenders to form a Standing Offer which will provide expeditious access to a range of audit and evaluation services.    .RFT for Standing Offer.,"[('rft standing offer', 0.6323), ('audit evaluation services', 0.3275), ('tenders form', 0.3251), ('general', 0.2625), ('defence invites', 0.4403)]"
PRN10943,Specialised educational services,"The Australian Government Department of Education, Science and Training (DEST) is seeking tenders for a Resource Materials Project to develop a reading assistance kit for tuition under the Reading Assistance Voucher(RAV) programme, to be conducted in 2007",Resource materials for the RAV Progemme 2007,6162aa1fe1b7f5c73e6fe1ab,,"The Australian Government Department of Education, Science and Training (DEST) is seeking tenders for a Resource Materials Project to develop a reading assistance kit for tuition under the Reading Assistance Voucher(RAV) programme, to be conducted in 2007.Resource materials for the RAV Progemme 2007","[('resource materials rav', 0.5713), ('reading assistance voucher', 0.5214), ('dest', 0.3889), ('australian government department', 0.3255), ('seeking tenders', 0.3507)]"
154/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for the provision of waste management services,The provision of waste management services,6162aa1fe1b7f5c73e6fe1ac,,The Department of the Environment and Heritage invites Tenders for the provision of waste management services.The provision of waste management services,"[('waste management services', 0.7339), ('heritage invites tenders', 0.5338), ('provision', 0.2965), ('department', 0.2162), ('environment', 0.2924)]"
159/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the National Reserve System and the implications of these impacts for developing and managing the National Reserve System.,Impacts of climate change on the development and management of the National Reserve System (NRS).,6162aa1fe1b7f5c73e6fe1ad,,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the National Reserve System and the implications of these impacts for developing and managing the National Reserve System..Impacts of climate change on the development and management of the National Reserve System (NRS).,"[('reserve impacts climate', 0.6771), ('professionals assess', 0.2138), ('heritage invites tenders', 0.4268), ('change development management', 0.2376), ('nrs', 0.3441)]"
160/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the Australian Government`s protected areas (other than the Great Barrier Reef Marine Park  GBRMP) and the implications of these impacts for management of these areas.,Impacts and management implications of climate change for the Australian Government`s protected areas.,6162aa1fe1b7f5c73e6fe1ae,,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the Australian Government`s protected areas (other than the Great Barrier Reef Marine Park  GBRMP) and the implications of these impacts for management of these areas..Impacts and management implications of climate change for the Australian Government`s protected areas.,"[('climate change australian', 0.656), ('heritage invites tenders', 0.3357), ('government protected areas', 0.4722), ('park gbrmp', 0.2999), ('professionals assess potential', 0.1612)]"
2006-1072000,Management advisory services,"Defence Science & Technology Organisation (DSTO), Department of Defence, is seeking to establish an Executive Coaches Panel which will comprise a list of providers from whom coaching services may be selected under a standing offer arrangement.",Executive Coaches Panel under Standing Offer Arrangement,6162aa1fe1b7f5c73e6fe1af,,"Defence Science & Technology Organisation (DSTO), Department of Defence, is seeking to establish an Executive Coaches Panel which will comprise a list of providers from whom coaching services may be selected under a standing offer arrangement..Executive Coaches Panel under Standing Offer Arrangement","[('dsto department defence', 0.7419), ('establish executive coaches', 0.4216), ('panel standing', 0.2435), ('offer arrangement', 0.2779), ('science technology organisation', 0.2717)]"
DIMA RFT 06/61,Education and Training Services,DIMA wishes to engage a production company to produce a high quality 60-90 minute DVD to facilitate the onshore orientation of humanitarian entrants from Africa.,To Undertake DVD Production Services,6162aa1fe1b7f5c73e6fe1b0,,DIMA wishes to engage a production company to produce a high quality 60-90 minute DVD to facilitate the onshore orientation of humanitarian entrants from Africa..To Undertake DVD Production Services,"[('undertake dvd production', 0.7267), ('dima', 0.4375), ('onshore orientation humanitarian', 0.2611), ('60 90 minute', 0.2432), ('entrants africa', 0.2938)]"
ITR 06/029/EWS,Engineering and Research and Technology Based Services,"Defence Materiel Organisation (DMO) invites suitably qualified and experienced companies to register their interest in becoming one of the suppliers for the development of a single integrated ADF command support system, the Joint Command Support Environme",Joint Project 2030 Phase 8,6162aa1fe1b7f5c73e6fe1b1,,"Defence Materiel Organisation (DMO) invites suitably qualified and experienced companies to register their interest in becoming one of the suppliers for the development of a single integrated ADF command support system, the Joint Command Support Environme.Joint Project 2030 Phase 8","[('materiel organisation dmo', 0.6594), ('adf command support', 0.5766), ('2030', 0.1449), ('experienced', 0.1567), ('joint command', 0.3009)]"
RFT-CORP210706MDProgram,Specialised educational services,"A customised Management Development Program, targeted at the Executive Level 2 (and equivalents) management cohort, is required to be designed and developed as a pilot program, intended to be delivered three (3) times, that may be adopted as an ongoing program for approximately 400 participants.",Management Development Program,6162aa1fe1b7f5c73e6fe1b2,,"A customised Management Development Program, targeted at the Executive Level 2 (and equivalents) management cohort, is required to be designed and developed as a pilot program, intended to be delivered three (3) times, that may be adopted as an ongoing program for approximately 400 participants..Management Development Program","[('management development program', 0.613), ('approximately 400 participants', 0.2281), ('adopted', 0.0506), ('cohort required designed', 0.4737), ('executive level equivalents', 0.412)]"
PRN10857,Specialised educational services,To develop a preferred national funding model to facilitate portability and transparency of funding for students with disabilities who transfer between schools. This model would support the capacity of schools to deliver sustainable programmes and offer p,Investigating the Feasibility of Portable Funding for Students with Disabilities,6162aa1fe1b7f5c73e6fe1b3,,To develop a preferred national funding model to facilitate portability and transparency of funding for students with disabilities who transfer between schools. This model would support the capacity of schools to deliver sustainable programmes and offer p.Investigating the Feasibility of Portable Funding for Students with Disabilities,"[('funding students disabilities', 0.7506), ('preferred national', 0.1642), ('model facilitate portability', 0.3393), ('deliver sustainable', 0.2523), ('offer', -0.0935)]"
143/2006DEH,Education and Training Services,The Department of the Environment and Heritage invites Tenders for the provision of project management learning and development activities and consultancy services.,"To establish a panel of service providers for provision of project management learning and development, and consultancy services",6162aa1fe1b7f5c73e6fe1b4,,"The Department of the Environment and Heritage invites Tenders for the provision of project management learning and development activities and consultancy services..To establish a panel of service providers for provision of project management learning and development, and consultancy services","[('development consultancy services', 0.6194), ('heritage invites', 0.3529), ('establish panel', 0.3996), ('tenders provision', 0.514), ('environment', 0.3217)]"
DAFF 64/06,Environmental Services,The Department is seeking to form a Panel of providers capable of undertaking work related to the development and implementation of the National System on an `as-required` basis.,RFT for the National System for the Prevention and Management of Marine Pest Incursions,6162aa1fe1b7f5c73e6fe1b5,,The Department is seeking to form a Panel of providers capable of undertaking work related to the development and implementation of the National System on an `as-required` basis..RFT for the National System for the Prevention and Management of Marine Pest Incursions,"[('rft national prevention', 0.522), ('panel providers capable', 0.4956), ('incursions', 0.0984), ('marine pest', 0.3), ('work related development', 0.2525)]"
2006UMPNER0001,Engineering and Research and Technology Based Services,RFT for the Establishment of a Panel Arrangement for the Provision of Expert Advice to the Uranium Mining and Processing and Nuclear Energy Review.,RFT to Establish a Panel of Expert Advisers,6162aa1fe1b7f5c73e6fe1b6,,RFT for the Establishment of a Panel Arrangement for the Provision of Expert Advice to the Uranium Mining and Processing and Nuclear Energy Review..RFT to Establish a Panel of Expert Advisers,"[('review rft establish', 0.595), ('panel expert', 0.5067), ('uranium mining processing', 0.494), ('arrangement provision', 0.1653), ('advice', 0.2257)]"
ACSC06_2006,Education and Training Services,The Australian Command and Staff College (ACSC) has a requirement for a three year contract to provide maritime and strategic focussed study units for the Navy single service module. These units are held over six weeks in the latter half of each calendar year. This contract will start in 2007.,Educational services for the Navy Single Service,6162aa1fe1b7f5c73e6fe1b7,,The Australian Command and Staff College (ACSC) has a requirement for a three year contract to provide maritime and strategic focussed study units for the Navy single service module. These units are held over six weeks in the latter half of each calendar year. This contract will start in 2007..Educational services for the Navy Single Service,"[('educational services navy', 0.6051), ('weeks half calendar', 0.1717), ('acsc requirement year', 0.5737), ('contract provide', 0.2468), ('australian', 0.1462)]"
2006/1103210,Management advisory services,"Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS)","Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS)",6162aa1fe1b7f5c73e6fe1b8,,"Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS).Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS)","[('fis provide consulting', 0.6461), ('change', 0.242), ('governance processes management', 0.4489), ('project management', 0.4899), ('information', 0.2623)]"
PRN10722,Specialised educational services,Refine and implement the draft Career Advice Australia (CAA) Evaluation Strategy,Carrer Advice Australia Evaluation Strategy,6162aa1fe1b7f5c73e6fe1b9,,Refine and implement the draft Career Advice Australia (CAA) Evaluation Strategy.Carrer Advice Australia Evaluation Strategy,"[('advice australia evaluation', 0.6987), ('draft career', 0.5121), ('refine implement', 0.1021), ('caa', 0.3592), ('strategy carrer', 0.4129)]"
OHSC0106,Specialised educational services,"Tenders are invited from qualified and accredited national, regional and local training providers throughout Australia to conduct advanced on-road and off-road motorcycle rider safety training to Australian Defence Force Members, Reservists and Defence Ci",Provision of Advanced Motorcycle Rider Skills Training,6162aa1fe1b7f5c73e6fe1ba,,"Tenders are invited from qualified and accredited national, regional and local training providers throughout Australia to conduct advanced on-road and off-road motorcycle rider safety training to Australian Defence Force Members, Reservists and Defence Ci.Provision of Advanced Motorcycle Rider Skills Training","[('rider skills training', 0.6062), ('tenders invited', 0.3698), ('providers australia conduct', 0.3327), ('reservists defence ci', 0.3416), ('road road', 0.1674)]"
DITR-RFTPost GradProg280706,Specialised educational services,"A tertiary program aimed at maintaining DITR`s expertise in economics and policy development and developing DITR`s focus on organisational management and leadership.  The program will be delivered during a normal working day i.e. Monday to Friday between 8.30 a.m. and 5.00 p.m.    The Department, through the Human Resource Management Branch, will be responsible for nominating staff for the program and overseeing all phases of program delivery and evaluation including monitoring of performance with payments at milestones.  ",Delivery of DITR Post Graduate Program,6162aa1fe1b7f5c73e6fe1bb,,"A tertiary program aimed at maintaining DITR`s expertise in economics and policy development and developing DITR`s focus on organisational management and leadership.  The program will be delivered during a normal working day i.e. Monday to Friday between 8.30 a.m. and 5.00 p.m.    The Department, through the Human Resource Management Branch, will be responsible for nominating staff for the program and overseeing all phases of program delivery and evaluation including monitoring of performance with payments at milestones.  .Delivery of DITR Post Graduate Program","[('development developing ditr', 0.6507), ('friday 30', 0.1317), ('department human resource', 0.4526), ('monitoring performance payments', 0.2771), ('program delivered normal', 0.279)]"
004/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for placement on a panel of national delivery agents for provision of conservation stewardship and acquisition services.,To establish a panel of national delivery agents for the Maintaining Australia`s Biodiversity Hotspots Programme,6162aa1fe1b7f5c73e6fe1bc,,The Department of the Environment and Heritage invites Tenders for placement on a panel of national delivery agents for provision of conservation stewardship and acquisition services..To establish a panel of national delivery agents for the Maintaining Australia`s Biodiversity Hotspots Programme,"[('provision conservation stewardship', 0.666), ('tenders placement panel', 0.439), ('australia', 0.2725), ('hotspots programme', 0.2791), ('delivery agents', 0.4003)]"
RFT-0607-111,Engineering and Research and Technology Based Services,Provision of Research Service For The Further Development of PMAST Software.,Provision of Research Service For The Further Development of PMAST Software.,6162aa1fe1b7f5c73e6fe1bd,,Provision of Research Service For The Further Development of PMAST Software..Provision of Research Service For The Further Development of PMAST Software.,"[('development pmast software', 0.7729), ('research service', 0.4495), ('provision', 0.3048), ('development', 0.3427), ('software', 0.4137)]"
003/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for a technical study into the relative benefits of current grazing land management practices in the mulga lands in terms of environmental sustainability and farm profitability.,Research Project: Mulga Harvesting in the Quilpie area of Queensland,6162aa1fe1b7f5c73e6fe1be,,The Department of the Environment and Heritage invites Tenders for a technical study into the relative benefits of current grazing land management practices in the mulga lands in terms of environmental sustainability and farm profitability..Research Project: Mulga Harvesting in the Quilpie area of Queensland,"[('practices mulga lands', 0.7037), ('profitability research', 0.2364), ('environmental sustainability farm', 0.4798), ('invites tenders', 0.2259), ('benefits current grazing', 0.5642)]"
06.234,Specialised educational services,The services required by the Tax Office include the co-design and acquisition of tailored and targeted psychological wellbeing education programs for managers.,ATO - Psychological Wellbeing - Education Program,6162aa1fe1b7f5c73e6fe1bf,,The services required by the Tax Office include the co-design and acquisition of tailored and targeted psychological wellbeing education programs for managers..ATO - Psychological Wellbeing - Education Program,"[('tax office include', 0.5341), ('tailored targeted psychological', 0.3076), ('programs managers ato', 0.4458), ('wellbeing education program', 0.5325), ('services required', 0.2921)]"
CIOG IAM211/06,Management advisory services,Provision of ICT research services to Defence,Provision of ICT Research Services to Defence,6162aa1fe1b7f5c73e6fe1c0,,Provision of ICT research services to Defence.Provision of ICT Research Services to Defence,"[('defence provision ict', 0.7845), ('research services', 0.4976), ('ict research', 0.6354), ('provision', 0.2202), ('services defence', 0.5267)]"
