tag,division,weight
communicable diseases,PSYCHOLOGY AND COGNITIVE SCIENCES,0.44189395478149895
communication,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
communication,TECHNOLOGY,0.5
communication technology,TECHNOLOGY,1.0
communications,TECHNOLOGY,1.0
community development,STUDIES IN HUMAN SOCIETY,1.0
community engagement,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
community health services,MEDICAL AND HEALTH,0.5
community health services,STUDIES IN HUMAN SOCIETY,0.5
community participation,HISTORY AND ARCHAEOLOGY,0.24405796405297311
community participation,"LANGUAGE, COMMUNICATION AND CULTURE",0.22037848000839771
community participation,LAW AND LEGAL STUDIES,0.21615509381407605
community participation,STUDIES IN CREATIVE ARTS AND WRITING,0.07478281653470917
community participation,STUDIES IN HUMAN SOCIETY,0.24462564558984395
community research,HISTORY AND ARCHAEOLOGY,0.27629164544312973
community research,"LANGUAGE, COMMUNICATION AND CULTURE",0.24592935444977196
community research,LAW AND LEGAL STUDIES,0.1579875762002748
community research,STUDIES IN CREATIVE ARTS AND WRITING,0.1221504987593569
community research,STUDIES IN HUMAN SOCIETY,0.1976409251474667
community service,STUDIES IN HUMAN SOCIETY,1.0
community structure,STUDIES IN HUMAN SOCIETY,1.0
comorbidity,MEDICAL AND HEALTH,0.4943111144006973
comorbidity,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5056888855993027
company value,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
company value,ECONOMICS,0.5284567887161055
comparative study,OTHERS(RELEVANT),1.0
comparison,OTHERS(IRRELEVANT),1.0
compassion fatigue,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
competency,OTHERS(IRRELEVANT),1.0
competitiveness,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
complementarity,MATHEMATICAL,1.0
complementary therapies,MEDICAL AND HEALTH,0.42925749578111394
complementary therapies,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5707425042188861
compliance,OTHERS(IRRELEVANT),1.0
composite materials,CHEMICAL,1.0
computer simulation,INFORMATION AND COMPUTING,0.5
computer simulation,TECHNOLOGY,0.5
computer vision,INFORMATION AND COMPUTING,1.0
conceptual framework,OTHERS(RELEVANT),1.0
conceptual model,OTHERS(RELEVANT),1.0
concretes,BUILT ENVIRONMENT AND DESIGN,0.3333333333333333
concretes,CHEMICAL,0.3333333333333333
concretes,ENGINEERING,0.3333333333333333
conditioning (psychology),MEDICAL AND HEALTH,0.5
conditioning (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
confidence,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
confidence intervals,INFORMATION AND COMPUTING,1.0
confidentiality,OTHERS(IRRELEVANT),1.0
conflict,OTHERS(IRRELEVANT),1.0
conflict (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
conflict of interest,OTHERS(IRRELEVANT),1.0
confusion,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
connectivity,OTHERS(IRRELEVANT),1.0
consciousness,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
conservation,OTHERS(IRRELEVANT),1.0
conservation management,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.5527811293783173e-05
conservation management,ECONOMICS,0.9999689443774126
conservation management,STUDIES IN HUMAN SOCIETY,1.5527811293783173e-05
constitution,LAW AND LEGAL STUDIES,0.5
constitution,OTHERS(RELEVANT),0.5
constitutional state,LAW AND LEGAL STUDIES,0.5
constitutional state,STUDIES IN HUMAN SOCIETY,0.5
construction industry,BUILT ENVIRONMENT AND DESIGN,1.0
construction project,BUILT ENVIRONMENT AND DESIGN,1.0
constructivism,OTHERS(IRRELEVANT),1.0
consultation,OTHERS(IRRELEVANT),1.0
consumer health,MEDICAL AND HEALTH,1.0
consumption behavior,ECONOMICS,1.0
contact,OTHERS(IRRELEVANT),1.0
contagious disease,MEDICAL AND HEALTH,1.0
contamination,ENVIRONMENTAL,1.0
contemporary poetry,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
contemporary poetry,STUDIES IN CREATIVE ARTS AND WRITING,0.5
content analysis,OTHERS(RELEVANT),1.0
context,INFORMATION AND COMPUTING,0.3333333333333333
context,"LANGUAGE, COMMUNICATION AND CULTURE",0.3333333333333333
context,STUDIES IN CREATIVE ARTS AND WRITING,0.3333333333333333
contextual factors,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
contigency,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
continent,EARTH,1.0
contingency,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4715164890837521
contingency,ECONOMICS,0.5284567887161055
contingency,OTHERS(RELEVANT),2.6722200142431643e-05
continuity of patient care,MEDICAL AND HEALTH,1.0
control groups,OTHERS(RELEVANT),1.0
controllers,ENGINEERING,1.0
convention,OTHERS(IRRELEVANT),1.0
conventional,OTHERS(IRRELEVANT),1.0
conversation,OTHERS(IRRELEVANT),1.0
cooking,OTHERS(IRRELEVANT),1.0
cooling,ENGINEERING,1.0
cooperation,STUDIES IN HUMAN SOCIETY,1.0
coping,OTHERS(IRRELEVANT),1.0
copper,ENGINEERING,1.0
coproduction,AGRICULTURAL AND VETERINARY,0.3333333333333333
coproduction,ENGINEERING,0.3333333333333333
coproduction,TECHNOLOGY,0.3333333333333333
coronary disease,MEDICAL AND HEALTH,1.0
coronavirus,BIOLOGICAL,0.4793557486747019
coronavirus,INFORMATION AND COMPUTING,0.08583310793934051
coronavirus,MEDICAL AND HEALTH,0.43481114338595755
corporate governance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
corporate governance,ECONOMICS,0.5284567887161055
corporate social responsibility,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
corporate social responsibility,STUDIES IN HUMAN SOCIETY,0.5
corporation,OTHERS(IRRELEVANT),1.0
correctional institution,MEDICAL AND HEALTH,0.5
correctional institution,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
corruption,INFORMATION AND COMPUTING,0.3333333333333333
corruption,"LANGUAGE, COMMUNICATION AND CULTURE",0.3333333333333333
corruption,LAW AND LEGAL STUDIES,0.3333333333333333
cost,OTHERS(IRRELEVANT),1.0
cost of illness,MEDICAL AND HEALTH,1.0
cost-benefit analysis,ECONOMICS,1.0
costs,OTHERS(IRRELEVANT),1.0
costs and cost analysis,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
counseling,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
counterfeit drugs,MEDICAL AND HEALTH,1.0
coverage,OTHERS(IRRELEVANT),1.0
crack,OTHERS(RELEVANT),1.0
creative arts,STUDIES IN CREATIVE ARTS AND WRITING,1.0
creative work,HISTORY AND ARCHAEOLOGY,0.27593176344461523
creative work,"LANGUAGE, COMMUNICATION AND CULTURE",0.3526517271128458
creative work,STUDIES IN CREATIVE ARTS AND WRITING,0.37141650944253884
creative writing,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
creative writing,STUDIES IN CREATIVE ARTS AND WRITING,0.5
creativity,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
creativity,STUDIES IN CREATIVE ARTS AND WRITING,0.5
credibility,OTHERS(RELEVANT),1.0
credit,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
credit,ECONOMICS,0.5284567887161055
crime,LAW AND LEGAL STUDIES,1.0
criminal investigation,STUDIES IN HUMAN SOCIETY,1.0
criminal justice,LAW AND LEGAL STUDIES,1.0
criminal justice systems,STUDIES IN HUMAN SOCIETY,1.0
criminal law,LAW AND LEGAL STUDIES,1.0
criminals,LAW AND LEGAL STUDIES,1.0
criminology,STUDIES IN HUMAN SOCIETY,1.0
critic,STUDIES IN CREATIVE ARTS AND WRITING,1.0
critical care,MEDICAL AND HEALTH,1.0
critical success factors,OTHERS(RELEVANT),1.0
criticism,STUDIES IN CREATIVE ARTS AND WRITING,1.0
cross-cultural communication,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
cross-over studies,OTHERS(RELEVANT),1.0
cross-sectional studies,OTHERS(RELEVANT),1.0
cross-sectional study,OTHERS(RELEVANT),1.0
cryptography,INFORMATION AND COMPUTING,1.0
cues,OTHERS(IRRELEVANT),1.0
cultural change,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
cultural difference,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
cultural diversity,HISTORY AND ARCHAEOLOGY,0.44525723915958604
cultural diversity,"LANGUAGE, COMMUNICATION AND CULTURE",0.3089602290983275
cultural diversity,STUDIES IN HUMAN SOCIETY,0.2457825317420864
cultural economy,ECONOMICS,1.0
cultural factors,HISTORY AND ARCHAEOLOGY,0.0003346310399641116
cultural factors,"LANGUAGE, COMMUNICATION AND CULTURE",0.5451560259338716
cultural factors,LAW AND LEGAL STUDIES,0.2897700873810352
cultural factors,STUDIES IN HUMAN SOCIETY,0.16473925564512906
cultural geography,HISTORY AND ARCHAEOLOGY,0.12639275349825568
cultural geography,"LANGUAGE, COMMUNICATION AND CULTURE",0.3399680574729219
cultural geography,LAW AND LEGAL STUDIES,0.12329061548140018
cultural geography,STUDIES IN CREATIVE ARTS AND WRITING,0.1907769678738687
cultural geography,STUDIES IN HUMAN SOCIETY,0.2195716056735535
cultural heritage,HISTORY AND ARCHAEOLOGY,0.4306923329503465
cultural heritage,"LANGUAGE, COMMUNICATION AND CULTURE",0.29793056801044754
cultural heritage,STUDIES IN CREATIVE ARTS AND WRITING,0.1255167201881114
cultural heritage,STUDIES IN HUMAN SOCIETY,0.14586037885109457
cultural identity,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
cultural relations,HISTORY AND ARCHAEOLOGY,0.12639275349825568
cultural relations,"LANGUAGE, COMMUNICATION AND CULTURE",0.3399680574729219
cultural relations,LAW AND LEGAL STUDIES,0.12329061548140018
cultural relations,STUDIES IN CREATIVE ARTS AND WRITING,0.1907769678738687
cultural relations,STUDIES IN HUMAN SOCIETY,0.2195716056735535
cultural studies,HISTORY AND ARCHAEOLOGY,0.0397013189988222
cultural studies,"LANGUAGE, COMMUNICATION AND CULTURE",0.9373783318884558
cultural studies,STUDIES IN HUMAN SOCIETY,0.0229203491127221
culture factors,HISTORY AND ARCHAEOLOGY,0.4452475520629358
culture factors,"LANGUAGE, COMMUNICATION AND CULTURE",0.30895615641392077
culture factors,STUDIES IN HUMAN SOCIETY,0.24579629152314345
culture studies,HISTORY AND ARCHAEOLOGY,0.4452475520629358
culture studies,"LANGUAGE, COMMUNICATION AND CULTURE",0.30895615641392077
culture studies,STUDIES IN HUMAN SOCIETY,0.24579629152314345
currency,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4714897668836094
currency,ECONOMICS,0.5285102331163906
curricula,EDUCATION,1.0
curriculum,EDUCATION,1.0
curriculum development,EDUCATION,1.0
customer,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.10556225874057e-05
customer,ECONOMICS,0.9999689443774126
customer satisfaction,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
cyber physical system,INFORMATION AND COMPUTING,1.0
cyberbullying,LAW AND LEGAL STUDIES,0.3333333333333333
cyberbullying,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3333333333333333
cyberbullying,STUDIES IN HUMAN SOCIETY,0.3333333333333333
cytochrome,BIOLOGICAL,1.0
cytogenetics,BIOLOGICAL,1.0
cytokines,BIOLOGICAL,1.0
czech republic,OTHERS(IRRELEVANT),1.0
damage,OTHERS(IRRELEVANT),1.0
dams,BUILT ENVIRONMENT AND DESIGN,1.0
dance,EDUCATION,1.0
dancing,EDUCATION,1.0
data analysis,OTHERS(RELEVANT),1.0
data analytics,OTHERS(RELEVANT),1.0
data base,INFORMATION AND COMPUTING,1.0
data collection,OTHERS(RELEVANT),1.0
data mining,INFORMATION AND COMPUTING,1.0
data quality,OTHERS(RELEVANT),1.0
data science,INFORMATION AND COMPUTING,1.0
data sciences,INFORMATION AND COMPUTING,1.0
data structures,INFORMATION AND COMPUTING,1.0
databases,INFORMATION AND COMPUTING,1.0
datasets,INFORMATION AND COMPUTING,1.0
death,OTHERS(IRRELEVANT),1.0
decapoda,AGRICULTURAL AND VETERINARY,1.0
decentralization,STUDIES IN HUMAN SOCIETY,1.0
deception,BIOLOGICAL,0.5
deception,LAW AND LEGAL STUDIES,0.5
decision,OTHERS(RELEVANT),1.0
decision making,OTHERS(IRRELEVANT),1.0
decision support systems,ENGINEERING,0.3333333333333333
decision support systems,INFORMATION AND COMPUTING,0.3333333333333333
decision support systems,TECHNOLOGY,0.3333333333333333
decision support techniques,INFORMATION AND COMPUTING,0.5
decision support techniques,TECHNOLOGY,0.5
decision-making process,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
decomposition,OTHERS(RELEVANT),1.0
deep learning,INFORMATION AND COMPUTING,1.0
deep neural networks,INFORMATION AND COMPUTING,1.0
defects,OTHERS(IRRELEVANT),1.0
deficit,STUDIES IN HUMAN SOCIETY,1.0
degradation,BIOLOGICAL,1.0
deliberation,HISTORY AND ARCHAEOLOGY,0.5
deliberation,STUDIES IN HUMAN SOCIETY,0.5
deliberative democracy,STUDIES IN HUMAN SOCIETY,1.0
delivery of health care,MEDICAL AND HEALTH,1.0
delphi technique,MEDICAL AND HEALTH,1.0
demand,OTHERS(IRRELEVANT),1.0
dementia,MEDICAL AND HEALTH,1.0
democracy,STUDIES IN HUMAN SOCIETY,1.0
democratic institutions,STUDIES IN HUMAN SOCIETY,1.0
democratic theory,STUDIES IN HUMAN SOCIETY,1.0
democratization,STUDIES IN HUMAN SOCIETY,1.0
demographic statistics,STUDIES IN HUMAN SOCIETY,1.0
demography,STUDIES IN HUMAN SOCIETY,1.0
denmark,OTHERS(IRRELEVANT),1.0
deprescriptions,MEDICAL AND HEALTH,1.0
depression,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
descriptive statistics,MATHEMATICAL,0.5
descriptive statistics,OTHERS(RELEVANT),0.5
desert,EARTH,1.0
design,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.7280130191518409
design,ECONOMICS,0.27198698084815903
design of experiments,OTHERS(RELEVANT),1.0
designer,STUDIES IN CREATIVE ARTS AND WRITING,1.0
destination,OTHERS(IRRELEVANT),1.0
detection,MEDICAL AND HEALTH,1.0
detectors,ENGINEERING,1.0
detention,LAW AND LEGAL STUDIES,0.5
detention,STUDIES IN HUMAN SOCIETY,0.5
determinants,OTHERS(IRRELEVANT),1.0
deuterium,CHEMICAL,0.5
deuterium,PHYSICAL,0.5
developed countries,OTHERS(IRRELEVANT),1.0
developing countries,STUDIES IN HUMAN SOCIETY,1.0
developing country,OTHERS(IRRELEVANT),1.0
developing world,OTHERS(IRRELEVANT),1.0
development model,STUDIES IN HUMAN SOCIETY,1.0
development policy,STUDIES IN HUMAN SOCIETY,1.0
development project,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.47154321128389454
development project,ECONOMICS,0.5284567887161055
development strategy,STUDIES IN HUMAN SOCIETY,1.0
devolution,HISTORY AND ARCHAEOLOGY,0.5
devolution,STUDIES IN HUMAN SOCIETY,0.5
diabetes mellitus,MEDICAL AND HEALTH,1.0
diagnostic,MEDICAL AND HEALTH,1.0
diagnostic imaging,MEDICAL AND HEALTH,1.0
dialect,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
dialogue,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
diary,MEDICAL AND HEALTH,1.0
dichotomy,MATHEMATICAL,1.0
diet,MEDICAL AND HEALTH,1.0
dietary supplements,MEDICAL AND HEALTH,1.0
dietetics,MEDICAL AND HEALTH,1.0
dietitians,MEDICAL AND HEALTH,1.0
digital divide,"LANGUAGE, COMMUNICATION AND CULTURE",0.3996168545985198
digital divide,STUDIES IN CREATIVE ARTS AND WRITING,0.24337711906296514
digital divide,STUDIES IN HUMAN SOCIETY,0.35700602633851514
digital forensics,INFORMATION AND COMPUTING,0.5
digital forensics,TECHNOLOGY,0.5
digital media,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
digital media,TECHNOLOGY,0.5
digital storage,TECHNOLOGY,1.0
digitalization,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
digitalization,TECHNOLOGY,0.5
diploidy,BIOLOGICAL,1.0
direction compound,CHEMICAL,1.0
director,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
disability,MEDICAL AND HEALTH,1.0
disability insurance,MEDICAL AND HEALTH,0.5
disability insurance,STUDIES IN HUMAN SOCIETY,0.5
disabled children,MEDICAL AND HEALTH,1.0
disabled persons,MEDICAL AND HEALTH,0.3333333333333333
disabled persons,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3333333333333333
disabled persons,STUDIES IN HUMAN SOCIETY,0.3333333333333333
disadvantage,OTHERS(IRRELEVANT),1.0
disaster,ENVIRONMENTAL,1.0
disasters,EARTH,1.0
disclosure,OTHERS(IRRELEVANT),0.5
disclosure,OTHERS(RELEVANT),0.5
discourse,OTHERS(RELEVANT),1.0
discramination,HISTORY AND ARCHAEOLOGY,0.39308489483134534
discramination,LAW AND LEGAL STUDIES,0.39116765107861284
discramination,STUDIES IN HUMAN SOCIETY,0.21574745409004184
discrimination,HISTORY AND ARCHAEOLOGY,0.2124523251194401
discrimination,"LANGUAGE, COMMUNICATION AND CULTURE",0.10175797246384609
discrimination,LAW AND LEGAL STUDIES,0.2892281303260418
discrimination,MEDICAL AND HEALTH,0.04751350554816131
discrimination,PSYCHOLOGY AND COGNITIVE SCIENCES,0.12072771872350456
discrimination,STUDIES IN HUMAN SOCIETY,0.22832034781900631
discrimination (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
discrimination law,HISTORY AND ARCHAEOLOGY,0.1645103553222701
discrimination law,"LANGUAGE, COMMUNICATION AND CULTURE",0.11292349950438532
discrimination law,LAW AND LEGAL STUDIES,0.5404546341963534
discrimination law,STUDIES IN HUMAN SOCIETY,0.1821115109769911
disease management,MEDICAL AND HEALTH,1.0
disinformation,INFORMATION AND COMPUTING,1.0
dismantling,ENGINEERING,1.0
dismissal,STUDIES IN HUMAN SOCIETY,1.0
display devices,ENGINEERING,1.0
disposition,ENVIRONMENTAL,1.0
dispute,OTHERS(IRRELEVANT),1.0
disruption,BIOLOGICAL,0.07094021349798639
disruption,MEDICAL AND HEALTH,0.9290597865020136
distribution,OTHERS(RELEVANT),1.0
distributional impacts,OTHERS(IRRELEVANT),1.0
district,BUILT ENVIRONMENT AND DESIGN,0.3333333333333333
district,OTHERS(RELEVANT),0.3333333333333333
district,STUDIES IN HUMAN SOCIETY,0.3333333333333333
divergence,OTHERS(RELEVANT),1.0
dna,BIOLOGICAL,1.0
dna barcoding,BIOLOGICAL,0.5
dna barcoding,TECHNOLOGY,0.5
docosahexaenoic acids,BIOLOGICAL,1.0
doctrine,STUDIES IN HUMAN SOCIETY,1.0
documentation,OTHERS(IRRELEVANT),1.0
domestic violence,LAW AND LEGAL STUDIES,0.3333333333333333
domestic violence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3333333333333333
domestic violence,STUDIES IN HUMAN SOCIETY,0.3333333333333333
donna haraway,OTHERS(IRRELEVANT),1.0
dopamine,BIOLOGICAL,0.5
dopamine,MEDICAL AND HEALTH,0.5
dosimetry,MEDICAL AND HEALTH,1.0
drainage,BUILT ENVIRONMENT AND DESIGN,1.0
drama,STUDIES IN CREATIVE ARTS AND WRITING,1.0
dreams,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
drinking,MEDICAL AND HEALTH,1.0
drive,OTHERS(IRRELEVANT),1.0
driver,OTHERS(IRRELEVANT),1.0
drought,AGRICULTURAL AND VETERINARY,1.0
droughts,ENVIRONMENTAL,1.0
drug,BIOLOGICAL,0.38394378992282246
drug,ENGINEERING,3.798976504887286e-05
drug,MEDICAL AND HEALTH,0.34325209185807143
drug,PSYCHOLOGY AND COGNITIVE SCIENCES,0.2727281386890084
drug,TECHNOLOGY,3.798976504887286e-05
drug therapy,MEDICAL AND HEALTH,1.0
drug-related side effects and adverse reactions,BIOLOGICAL,0.28700946141239747
drug-related side effects and adverse reactions,CHEMICAL,0.013186309124226744
drug-related side effects and adverse reactions,INFORMATION AND COMPUTING,0.0008945200726914375
drug-related side effects and adverse reactions,MEDICAL AND HEALTH,0.3947555230249954
drug-related side effects and adverse reactions,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3041541863656889
drugs,MEDICAL AND HEALTH,1.0
drying,ENVIRONMENTAL,1.0
dwqd,CHEMICAL,1.0
early detection of cancer,MEDICAL AND HEALTH,1.0
earthquakes,EARTH,1.0
east-timor,OTHERS(IRRELEVANT),1.0
eating,OTHERS(IRRELEVANT),1.0
eating behavior,MEDICAL AND HEALTH,1.0
ecological momentary assessment,ENVIRONMENTAL,1.0
ecological system,BIOLOGICAL,1.0
ecology,BIOLOGICAL,0.5
ecology,ENVIRONMENTAL,0.5
economic change,ECONOMICS,1.0
economic development,ECONOMICS,1.0
economic factors,ECONOMICS,1.0
economic geography,ECONOMICS,1.0
economic growth,ECONOMICS,1.0
economic impact,ECONOMICS,1.0
economic status,ECONOMICS,1.0
economic success,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4715189714194502
economic success,ECONOMICS,0.5284810285805498
economic system,ECONOMICS,1.0
economics,ECONOMICS,1.0
economy,ECONOMICS,1.0
ecosystem,BIOLOGICAL,1.0
ecosystem function,BIOLOGICAL,0.5
ecosystem function,ENVIRONMENTAL,0.5
ecosystem services,ENVIRONMENTAL,1.0
ecosystems,BIOLOGICAL,0.5
ecosystems,ENVIRONMENTAL,0.5
ecotourism,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.7280130128131461
ecotourism,ECONOMICS,0.2719869808481589
ecotourism,ENVIRONMENTAL,6.3386948219501665e-09
edition,OTHERS(IRRELEVANT),1.0
editor,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
education,EDUCATION,1.0
education sector,STUDIES IN HUMAN SOCIETY,1.0
education system,EDUCATION,1.0
educational opportunity,EDUCATION,1.0
educational policy,EDUCATION,1.0
educational practice,EDUCATION,1.0
educational reform,STUDIES IN HUMAN SOCIETY,1.0
educational research,EDUCATION,1.0
educational setting,EDUCATION,1.0
educator,EDUCATION,1.0
effect,OTHERS(IRRELEVANT),1.0
efficacy,ENGINEERING,0.5
efficacy,TECHNOLOGY,0.5
efficiency,OTHERS(IRRELEVANT),1.0
ego,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
ehealth,MEDICAL AND HEALTH,1.0
eicosapentaenoic acid,CHEMICAL,1.0
elasticity,OTHERS(RELEVANT),1.0
elderly,MEDICAL AND HEALTH,0.3333333333333333
elderly,OTHERS(RELEVANT),0.3333333333333333
elderly,STUDIES IN HUMAN SOCIETY,0.3333333333333333
election,STUDIES IN HUMAN SOCIETY,1.0
election campaign,STUDIES IN HUMAN SOCIETY,1.0
electric fuses,TECHNOLOGY,1.0
electric impedance,PHYSICAL,1.0
electric network analysis,TECHNOLOGY,1.0
electric vehicles,ENGINEERING,1.0
electricity,ENGINEERING,1.0
electrodes,ENGINEERING,1.0
electroencephalogram,ENGINEERING,0.3333333333333333
electroencephalogram,MEDICAL AND HEALTH,0.3333333333333333
electroencephalogram,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3333333333333333
electroencephalography,MEDICAL AND HEALTH,1.0
electronic mail,INFORMATION AND COMPUTING,0.5
electronic mail,TECHNOLOGY,0.5
electronics,ENGINEERING,0.5
electronics,PHYSICAL,0.5
eleocharis,BIOLOGICAL,1.0
elite,OTHERS(IRRELEVANT),1.0
emancipation,HISTORY AND ARCHAEOLOGY,0.5
emancipation,STUDIES IN HUMAN SOCIETY,0.5
emergencies,OTHERS(IRRELEVANT),1.0
emergency,MEDICAL AND HEALTH,1.0
emergency responders,OTHERS(IRRELEVANT),1.0
emerging asian countries,OTHERS(IRRELEVANT),1.0
emerging economies,ECONOMICS,1.0
emerging markets,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.471516489083752
emerging markets,ECONOMICS,0.5284835109162479
emigration and immigration,HISTORY AND ARCHAEOLOGY,0.3946989664965033
emigration and immigration,LAW AND LEGAL STUDIES,0.38740032336704183
emigration and immigration,STUDIES IN HUMAN SOCIETY,0.2179007101364548
emotion,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
emotion recognition,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
emotions,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
empirical analysis,OTHERS(RELEVANT),1.0
empirical evidence,OTHERS(RELEVANT),1.0
empirical investigation,OTHERS(RELEVANT),1.0
empirical research,OTHERS(RELEVANT),1.0
employability,ECONOMICS,0.9999844721887062
employability,STUDIES IN HUMAN SOCIETY,1.5527811293783085e-05
employee,STUDIES IN HUMAN SOCIETY,1.0
employees,STUDIES IN HUMAN SOCIETY,1.0
empowerment,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4715164890837521
empowerment,ECONOMICS,0.5284567887161055
empowerment,LAW AND LEGAL STUDIES,2.6722200142431643e-05
end effectors,OTHERS(RELEVANT),0.5
end effectors,TECHNOLOGY,0.5
endangered species,BIOLOGICAL,1.0
endophenotypes,BIOLOGICAL,0.3379317754749821
endophenotypes,MEDICAL AND HEALTH,0.3105235456011032
endophenotypes,PSYCHOLOGY AND COGNITIVE SCIENCES,0.3515446789239146
endorsements,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.4715189789102216
endorsements,ECONOMICS,0.5284810210897783
endurance training,MEDICAL AND HEALTH,1.0
energy,PHYSICAL,1.0
energy conservation,PHYSICAL,1.0
energy consumption,ENVIRONMENTAL,0.5
energy consumption,STUDIES IN HUMAN SOCIETY,0.5
energy efficiency,PHYSICAL,1.0
energy intake,PHYSICAL,1.0
energy metabolism,BIOLOGICAL,0.5
energy metabolism,MEDICAL AND HEALTH,0.5
energy utilization,PHYSICAL,1.0
enforcement,LAW AND LEGAL STUDIES,1.0
engagement,OTHERS(IRRELEVANT),1.0
engineer,ENGINEERING,1.0
engineering,ENGINEERING,1.0
engineers,TECHNOLOGY,1.0
english language,"LANGUAGE, COMMUNICATION AND CULTURE",1.0
entrepreneur,STUDIES IN HUMAN SOCIETY,1.0
entrepreneurship,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.0
entropy,PHYSICAL,1.0
environmental amenities,ENVIRONMENTAL,1.0
environmental change,ENVIRONMENTAL,1.0
environmental factors,OTHERS(RELEVANT),1.0
environmental governance,ENVIRONMENTAL,1.0
environmental health,MEDICAL AND HEALTH,1.0
environmental impact,BIOLOGICAL,0.5
environmental impact,ENVIRONMENTAL,0.5
environmental issues,ENVIRONMENTAL,1.0
environmental justice,BIOLOGICAL,0.3333333333333333
environmental justice,EARTH,0.3333333333333333
environmental justice,ENVIRONMENTAL,0.3333333333333333
environmental law,ENVIRONMENTAL,0.5
environmental law,LAW AND LEGAL STUDIES,0.5
environmental management,BIOLOGICAL,0.3333333333333333
environmental management,EARTH,0.3333333333333333
environmental management,ENVIRONMENTAL,0.3333333333333333
environmental policy,ENVIRONMENTAL,0.5
environmental policy,LAW AND LEGAL STUDIES,0.5
environmental sustainability,ENVIRONMENTAL,1.0
ephemeroptera,BIOLOGICAL,1.0
epidemiologic studies,MEDICAL AND HEALTH,1.0
epidemiology,MEDICAL AND HEALTH,1.0
episode of care,MEDICAL AND HEALTH,0.9287698687546508
episode of care,PSYCHOLOGY AND COGNITIVE SCIENCES,0.0712301312453492
episodic memory,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0
epistemology,STUDIES IN HUMAN SOCIETY,1.0
equality,OTHERS(RELEVANT),1.0
