id,division,weight,cnt
UC_615862d5d7b0c43ebd755252,OTHERS(RELEVANT),1.86,
UC_615862d5d7b0c43ebd755252,PHYSICAL,0.39,
UC_615862d5d7b0c43ebd755252,PSYCHOLOGY AND COGNITIVE SCIENCES,2.42,
UC_615862d5d7b0c43ebd755252,STUDIES IN CREATIVE ARTS AND WRITING,0.28,
UC_615862d5d7b0c43ebd755252,STUDIES IN HUMAN SOCIETY,0.28,
UC_615862d5d7b0c43ebd755252,TECHNOLOGY,4.12,
UC_615862f1d7b0c43ebd755253,AGRICULTURAL AND VETERINARY,6.16,
UC_615862f1d7b0c43ebd755253,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.29,
UC_615862f1d7b0c43ebd755253,EARTH,0.98,
UC_615862f1d7b0c43ebd755253,ECONOMICS,3.7,
UC_615862f1d7b0c43ebd755253,EDUCATION,1.0,
UC_615862f1d7b0c43ebd755253,ENGINEERING,2.55,
UC_615862f1d7b0c43ebd755253,ENVIRONMENTAL,1.9899999999999998,
UC_615862f1d7b0c43ebd755253,INFORMATION AND COMPUTING,0.24,
UC_615862f1d7b0c43ebd755253,"LANGUAGE, COMMUNICATION AND CULTURE",4.59,
UC_615862f1d7b0c43ebd755253,LAW AND LEGAL STUDIES,4.19,
UC_615862f1d7b0c43ebd755253,MEDICAL AND HEALTH,2.19,
UC_615862f1d7b0c43ebd755253,OTHERS(IRRELEVANT),12.63,
UC_615862f1d7b0c43ebd755253,OTHERS(RELEVANT),4.89,
UC_615862f1d7b0c43ebd755253,PHYSICAL,2.19,
UC_615862f1d7b0c43ebd755253,STUDIES IN CREATIVE ARTS AND WRITING,4.31,
UC_615862f1d7b0c43ebd755253,STUDIES IN HUMAN SOCIETY,8.0,
UC_615862f1d7b0c43ebd755253,TECHNOLOGY,11.15,
UC_61586301d7b0c43ebd755254,BIOLOGICAL,1.08,
UC_61586301d7b0c43ebd755254,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.58,
UC_61586301d7b0c43ebd755254,EARTH,0.6799999999999999,
UC_61586301d7b0c43ebd755254,EDUCATION,6.89,
UC_61586301d7b0c43ebd755254,ENGINEERING,1.67,
UC_61586301d7b0c43ebd755254,ENVIRONMENTAL,0.6799999999999999,
UC_61586301d7b0c43ebd755254,INFORMATION AND COMPUTING,2.3000000000000003,
UC_61586301d7b0c43ebd755254,"LANGUAGE, COMMUNICATION AND CULTURE",0.2,
UC_61586301d7b0c43ebd755254,MATHEMATICAL,0.6799999999999999,
UC_61586301d7b0c43ebd755254,MEDICAL AND HEALTH,21.47,
UC_61586301d7b0c43ebd755254,OTHERS(IRRELEVANT),3.5100000000000002,
UC_61586301d7b0c43ebd755254,OTHERS(RELEVANT),2.8000000000000003,
UC_61586301d7b0c43ebd755254,PHYSICAL,0.6799999999999999,
UC_61586301d7b0c43ebd755254,PSYCHOLOGY AND COGNITIVE SCIENCES,3.97,
UC_61586301d7b0c43ebd755254,STUDIES IN CREATIVE ARTS AND WRITING,1.1199999999999999,
UC_61586301d7b0c43ebd755254,STUDIES IN HUMAN SOCIETY,2.37,
UC_61586301d7b0c43ebd755254,TECHNOLOGY,2.85,
UC_61586314d7b0c43ebd755255,BIOLOGICAL,0.12,
UC_61586314d7b0c43ebd755255,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",4.06,
UC_61586314d7b0c43ebd755255,EARTH,1.69,
UC_61586314d7b0c43ebd755255,ECONOMICS,5.55,
UC_61586314d7b0c43ebd755255,EDUCATION,0.11,
UC_61586314d7b0c43ebd755255,ENGINEERING,0.73,
UC_61586314d7b0c43ebd755255,HISTORY AND ARCHAEOLOGY,0.97,
UC_61586314d7b0c43ebd755255,"LANGUAGE, COMMUNICATION AND CULTURE",0.38,
UC_61586314d7b0c43ebd755255,LAW AND LEGAL STUDIES,3.36,
UC_61586314d7b0c43ebd755255,MEDICAL AND HEALTH,0.13,
UC_61586314d7b0c43ebd755255,OTHERS(IRRELEVANT),4.25,
UC_61586314d7b0c43ebd755255,OTHERS(RELEVANT),1.66,
UC_61586314d7b0c43ebd755255,PSYCHOLOGY AND COGNITIVE SCIENCES,0.05,
UC_61586314d7b0c43ebd755255,STUDIES IN CREATIVE ARTS AND WRITING,1.71,
UC_61586314d7b0c43ebd755255,STUDIES IN HUMAN SOCIETY,2.87,
UC_61586314d7b0c43ebd755255,TECHNOLOGY,0.85,
UC_6158632ed7b0c43ebd755256,BIOLOGICAL,1.92,
UC_6158632ed7b0c43ebd755256,CHEMICAL,0.07,
UC_6158632ed7b0c43ebd755256,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.65,
UC_6158632ed7b0c43ebd755256,EARTH,0.7899999999999999,
UC_6158632ed7b0c43ebd755256,ECONOMICS,2.68,
UC_6158632ed7b0c43ebd755256,EDUCATION,2.43,
UC_6158632ed7b0c43ebd755256,ENGINEERING,3.09,
UC_6158632ed7b0c43ebd755256,ENVIRONMENTAL,2.15,
UC_6158632ed7b0c43ebd755256,HISTORY AND ARCHAEOLOGY,5.48,
UC_6158632ed7b0c43ebd755256,INFORMATION AND COMPUTING,3.74,
UC_6158632ed7b0c43ebd755256,"LANGUAGE, COMMUNICATION AND CULTURE",13.29,
UC_6158632ed7b0c43ebd755256,LAW AND LEGAL STUDIES,3.37,
UC_6158632ed7b0c43ebd755256,OTHERS(IRRELEVANT),13.540000000000001,
UC_6158632ed7b0c43ebd755256,OTHERS(RELEVANT),4.65,
UC_6158632ed7b0c43ebd755256,PSYCHOLOGY AND COGNITIVE SCIENCES,9.97,
UC_6158632ed7b0c43ebd755256,STUDIES IN CREATIVE ARTS AND WRITING,17.26,
UC_6158632ed7b0c43ebd755256,STUDIES IN HUMAN SOCIETY,9.23,
UC_6158632ed7b0c43ebd755256,TECHNOLOGY,0.53,
UC_6158633fd7b0c43ebd755257,AGRICULTURAL AND VETERINARY,5.59,
UC_6158633fd7b0c43ebd755257,BIOLOGICAL,22.23,
UC_6158633fd7b0c43ebd755257,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.73,
UC_6158633fd7b0c43ebd755257,EARTH,7.26,
UC_6158633fd7b0c43ebd755257,ECONOMICS,0.05,
UC_6158633fd7b0c43ebd755257,ENGINEERING,0.8300000000000001,
UC_6158633fd7b0c43ebd755257,ENVIRONMENTAL,3.98,
UC_6158633fd7b0c43ebd755257,INFORMATION AND COMPUTING,1.0,
UC_6158633fd7b0c43ebd755257,MEDICAL AND HEALTH,3.67,
UC_6158633fd7b0c43ebd755257,OTHERS(IRRELEVANT),3.6999999999999997,
UC_6158633fd7b0c43ebd755257,OTHERS(RELEVANT),7.94,
UC_6158633fd7b0c43ebd755257,STUDIES IN HUMAN SOCIETY,0.73,
UC_6158633fd7b0c43ebd755257,TECHNOLOGY,3.2600000000000002,
UC_61586356d7b0c43ebd755258,BIOLOGICAL,1.19,
UC_61586356d7b0c43ebd755258,BUILT ENVIRONMENT AND DESIGN,1.06,
UC_61586356d7b0c43ebd755258,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.75,
UC_61586356d7b0c43ebd755258,ECONOMICS,1.6600000000000001,
UC_61586356d7b0c43ebd755258,ENGINEERING,0.66,
UC_61586356d7b0c43ebd755258,HISTORY AND ARCHAEOLOGY,0.18,
UC_61586356d7b0c43ebd755258,INFORMATION AND COMPUTING,1.01,
UC_61586356d7b0c43ebd755258,"LANGUAGE, COMMUNICATION AND CULTURE",1.48,
UC_61586356d7b0c43ebd755258,LAW AND LEGAL STUDIES,3.29,
UC_61586356d7b0c43ebd755258,MEDICAL AND HEALTH,1.25,
UC_61586356d7b0c43ebd755258,OTHERS(IRRELEVANT),9.36,
UC_61586356d7b0c43ebd755258,OTHERS(RELEVANT),3.06,
UC_61586356d7b0c43ebd755258,PHILOSOPHY AND RELIGIOUS STUDIES,0.7,
UC_61586356d7b0c43ebd755258,PHYSICAL,1.56,
UC_61586356d7b0c43ebd755258,PSYCHOLOGY AND COGNITIVE SCIENCES,0.54,
UC_61586356d7b0c43ebd755258,STUDIES IN CREATIVE ARTS AND WRITING,4.97,
UC_61586356d7b0c43ebd755258,STUDIES IN HUMAN SOCIETY,24.7,
UC_61586356d7b0c43ebd755258,TECHNOLOGY,1.56,
UC_61586361d7b0c43ebd755259,BIOLOGICAL,1.76,
UC_61586361d7b0c43ebd755259,CHEMICAL,1.01,
UC_61586361d7b0c43ebd755259,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.79,
UC_61586361d7b0c43ebd755259,EARTH,0.08,
UC_61586361d7b0c43ebd755259,ECONOMICS,2.67,
UC_61586361d7b0c43ebd755259,EDUCATION,1.3699999999999999,
UC_61586361d7b0c43ebd755259,ENVIRONMENTAL,0.08,
UC_61586361d7b0c43ebd755259,INFORMATION AND COMPUTING,0.06,
UC_61586361d7b0c43ebd755259,"LANGUAGE, COMMUNICATION AND CULTURE",1.11,
UC_61586361d7b0c43ebd755259,LAW AND LEGAL STUDIES,1.11,
UC_61586361d7b0c43ebd755259,MATHEMATICAL,0.08,
UC_61586361d7b0c43ebd755259,MEDICAL AND HEALTH,4.21,
UC_61586361d7b0c43ebd755259,OTHERS(IRRELEVANT),3.77,
UC_61586361d7b0c43ebd755259,OTHERS(RELEVANT),1.43,
UC_61586361d7b0c43ebd755259,PHILOSOPHY AND RELIGIOUS STUDIES,0.2,
UC_61586361d7b0c43ebd755259,PHYSICAL,0.08,
UC_61586361d7b0c43ebd755259,PSYCHOLOGY AND COGNITIVE SCIENCES,0.05,
UC_61586361d7b0c43ebd755259,STUDIES IN HUMAN SOCIETY,4.19,
UC_6158637ad7b0c43ebd75525a,BIOLOGICAL,0.72,
UC_6158637ad7b0c43ebd75525a,CHEMICAL,0.92,
UC_6158637ad7b0c43ebd75525a,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.05,
UC_6158637ad7b0c43ebd75525a,EARTH,0.72,
UC_6158637ad7b0c43ebd75525a,ECONOMICS,0.35,
UC_6158637ad7b0c43ebd75525a,EDUCATION,5.57,
UC_6158637ad7b0c43ebd75525a,ENGINEERING,1.37,
UC_6158637ad7b0c43ebd75525a,ENVIRONMENTAL,0.72,
UC_6158637ad7b0c43ebd75525a,MATHEMATICAL,0.72,
UC_6158637ad7b0c43ebd75525a,MEDICAL AND HEALTH,9.09,
UC_6158637ad7b0c43ebd75525a,OTHERS(IRRELEVANT),5.1499999999999995,
UC_6158637ad7b0c43ebd75525a,OTHERS(RELEVANT),3.73,
UC_6158637ad7b0c43ebd75525a,PHYSICAL,0.72,
UC_6158637ad7b0c43ebd75525a,PSYCHOLOGY AND COGNITIVE SCIENCES,7.58,
UC_6158637ad7b0c43ebd75525a,STUDIES IN CREATIVE ARTS AND WRITING,1.78,
UC_6158637ad7b0c43ebd75525a,STUDIES IN HUMAN SOCIETY,0.76,
UC_6158637ad7b0c43ebd75525a,TECHNOLOGY,3.62,
UC_615863add7b0c43ebd75525b,AGRICULTURAL AND VETERINARY,5.62,
UC_615863add7b0c43ebd75525b,BIOLOGICAL,33.94,
UC_615863add7b0c43ebd75525b,CHEMICAL,1.94,
UC_615863add7b0c43ebd75525b,EARTH,4.93,
UC_615863add7b0c43ebd75525b,ENGINEERING,0.8,
UC_615863add7b0c43ebd75525b,ENVIRONMENTAL,4.75,
UC_615863add7b0c43ebd75525b,INFORMATION AND COMPUTING,1.22,
UC_615863add7b0c43ebd75525b,MATHEMATICAL,1.0,
UC_615863add7b0c43ebd75525b,MEDICAL AND HEALTH,6.38,
UC_615863add7b0c43ebd75525b,OTHERS(IRRELEVANT),4.11,
UC_615863add7b0c43ebd75525b,OTHERS(RELEVANT),2.29,
UC_615863add7b0c43ebd75525b,PHYSICAL,0.8300000000000001,
UC_615863add7b0c43ebd75525b,PSYCHOLOGY AND COGNITIVE SCIENCES,2.54,
UC_615863add7b0c43ebd75525b,STUDIES IN CREATIVE ARTS AND WRITING,0.06,
UC_615863add7b0c43ebd75525b,STUDIES IN HUMAN SOCIETY,3.04,
UC_615863add7b0c43ebd75525b,TECHNOLOGY,2.62,
UC_615863d6d7b0c43ebd75525c,BIOLOGICAL,0.74,
UC_615863d6d7b0c43ebd75525c,ECONOMICS,0.33,
UC_615863d6d7b0c43ebd75525c,EDUCATION,0.89,
UC_615863d6d7b0c43ebd75525c,HISTORY AND ARCHAEOLOGY,0.9199999999999999,
UC_615863d6d7b0c43ebd75525c,"LANGUAGE, COMMUNICATION AND CULTURE",0.37,
UC_615863d6d7b0c43ebd75525c,LAW AND LEGAL STUDIES,12.69,
UC_615863d6d7b0c43ebd75525c,MEDICAL AND HEALTH,1.68,
UC_615863d6d7b0c43ebd75525c,OTHERS(IRRELEVANT),13.52,
UC_615863d6d7b0c43ebd75525c,OTHERS(RELEVANT),3.29,
UC_615863d6d7b0c43ebd75525c,PHILOSOPHY AND RELIGIOUS STUDIES,1.2,
UC_615863d6d7b0c43ebd75525c,PSYCHOLOGY AND COGNITIVE SCIENCES,3.01,
UC_615863d6d7b0c43ebd75525c,STUDIES IN CREATIVE ARTS AND WRITING,1.46,
UC_615863d6d7b0c43ebd75525c,STUDIES IN HUMAN SOCIETY,13.67,
UC_61586409d7b0c43ebd75525d,BIOLOGICAL,4.81,
UC_61586409d7b0c43ebd75525d,CHEMICAL,3.97,
UC_61586409d7b0c43ebd75525d,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.6,
UC_61586409d7b0c43ebd75525d,ENVIRONMENTAL,0.44,
UC_61586409d7b0c43ebd75525d,MEDICAL AND HEALTH,2.91,
UC_61586409d7b0c43ebd75525d,OTHERS(IRRELEVANT),0.8300000000000001,
UC_61586409d7b0c43ebd75525d,OTHERS(RELEVANT),0.98,
UC_61586409d7b0c43ebd75525d,PHYSICAL,2.0300000000000002,
UC_61586409d7b0c43ebd75525d,PSYCHOLOGY AND COGNITIVE SCIENCES,0.69,
UC_61586413d7b0c43ebd75525e,AGRICULTURAL AND VETERINARY,1.86,
UC_61586413d7b0c43ebd75525e,BIOLOGICAL,9.14,
UC_61586413d7b0c43ebd75525e,CHEMICAL,0.5900000000000001,
UC_61586413d7b0c43ebd75525e,EARTH,0.5,
UC_61586413d7b0c43ebd75525e,ENGINEERING,1.78,
UC_61586413d7b0c43ebd75525e,MEDICAL AND HEALTH,6.930000000000001,
UC_61586413d7b0c43ebd75525e,PHYSICAL,1.53,
UC_61586413d7b0c43ebd75525e,PSYCHOLOGY AND COGNITIVE SCIENCES,1.12,
UC_61586413d7b0c43ebd75525e,TECHNOLOGY,1.96,
UC_61586425d7b0c43ebd75525f,BIOLOGICAL,3.3,
UC_61586425d7b0c43ebd75525f,BUILT ENVIRONMENT AND DESIGN,0.51,
UC_61586425d7b0c43ebd75525f,CHEMICAL,0.59,
UC_61586425d7b0c43ebd75525f,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.41,
UC_61586425d7b0c43ebd75525f,EARTH,1.6,
UC_61586425d7b0c43ebd75525f,ECONOMICS,1.48,
UC_61586425d7b0c43ebd75525f,EDUCATION,1.03,
UC_61586425d7b0c43ebd75525f,ENVIRONMENTAL,1.99,
UC_61586425d7b0c43ebd75525f,HISTORY AND ARCHAEOLOGY,0.85,
UC_61586425d7b0c43ebd75525f,INFORMATION AND COMPUTING,3.28,
UC_61586425d7b0c43ebd75525f,"LANGUAGE, COMMUNICATION AND CULTURE",1.7,
UC_61586425d7b0c43ebd75525f,LAW AND LEGAL STUDIES,0.85,
UC_61586425d7b0c43ebd75525f,MATHEMATICAL,2.29,
UC_61586425d7b0c43ebd75525f,MEDICAL AND HEALTH,19.81,
UC_61586425d7b0c43ebd75525f,OTHERS(IRRELEVANT),11.209999999999999,
UC_61586425d7b0c43ebd75525f,OTHERS(RELEVANT),6.78,
UC_61586425d7b0c43ebd75525f,PHILOSOPHY AND RELIGIOUS STUDIES,0.98,
UC_61586425d7b0c43ebd75525f,PHYSICAL,1.6,
UC_61586425d7b0c43ebd75525f,PSYCHOLOGY AND COGNITIVE SCIENCES,6.57,
UC_61586425d7b0c43ebd75525f,STUDIES IN CREATIVE ARTS AND WRITING,0.42000000000000004,
UC_61586425d7b0c43ebd75525f,STUDIES IN HUMAN SOCIETY,12.09,
UC_61586425d7b0c43ebd75525f,TECHNOLOGY,2.85,
UC_61586451d7b0c43ebd755260,AGRICULTURAL AND VETERINARY,1.72,
UC_61586451d7b0c43ebd755260,BIOLOGICAL,0.07,
UC_61586451d7b0c43ebd755260,BUILT ENVIRONMENT AND DESIGN,0.43,
UC_61586451d7b0c43ebd755260,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.1,
UC_61586451d7b0c43ebd755260,EARTH,0.75,
UC_61586451d7b0c43ebd755260,EDUCATION,2.98,
UC_61586451d7b0c43ebd755260,ENGINEERING,1.32,
UC_61586451d7b0c43ebd755260,ENVIRONMENTAL,0.76,
UC_61586451d7b0c43ebd755260,HISTORY AND ARCHAEOLOGY,1.08,
UC_61586451d7b0c43ebd755260,INFORMATION AND COMPUTING,1.78,
UC_61586451d7b0c43ebd755260,"LANGUAGE, COMMUNICATION AND CULTURE",7.32,
UC_61586451d7b0c43ebd755260,LAW AND LEGAL STUDIES,1.65,
UC_61586451d7b0c43ebd755260,MEDICAL AND HEALTH,1.9,
UC_61586451d7b0c43ebd755260,OTHERS(IRRELEVANT),4.08,
UC_61586451d7b0c43ebd755260,OTHERS(RELEVANT),2.44,
UC_61586451d7b0c43ebd755260,PHYSICAL,0.87,
UC_61586451d7b0c43ebd755260,PSYCHOLOGY AND COGNITIVE SCIENCES,1.54,
UC_61586451d7b0c43ebd755260,STUDIES IN CREATIVE ARTS AND WRITING,9.2,
UC_61586451d7b0c43ebd755260,STUDIES IN HUMAN SOCIETY,3.09,
UC_61586451d7b0c43ebd755260,TECHNOLOGY,1.76,
UC_6158646fd7b0c43ebd755261,AGRICULTURAL AND VETERINARY,5.53,
UC_6158646fd7b0c43ebd755261,BIOLOGICAL,10.4,
UC_6158646fd7b0c43ebd755261,BUILT ENVIRONMENT AND DESIGN,0.98,
UC_6158646fd7b0c43ebd755261,CHEMICAL,2.49,
UC_6158646fd7b0c43ebd755261,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.36,
UC_6158646fd7b0c43ebd755261,EARTH,5.96,
UC_6158646fd7b0c43ebd755261,ENGINEERING,0.79,
UC_6158646fd7b0c43ebd755261,ENVIRONMENTAL,7.09,
UC_6158646fd7b0c43ebd755261,INFORMATION AND COMPUTING,2.31,
UC_6158646fd7b0c43ebd755261,MATHEMATICAL,1.0,
UC_6158646fd7b0c43ebd755261,MEDICAL AND HEALTH,0.13,
UC_6158646fd7b0c43ebd755261,OTHERS(IRRELEVANT),2.69,
UC_6158646fd7b0c43ebd755261,OTHERS(RELEVANT),1.17,
UC_6158646fd7b0c43ebd755261,PHYSICAL,0.53,
UC_6158646fd7b0c43ebd755261,STUDIES IN HUMAN SOCIETY,0.14,
UC_6158646fd7b0c43ebd755261,TECHNOLOGY,0.79,
UC_6158649fd7b0c43ebd755262,AGRICULTURAL AND VETERINARY,10.18,
UC_6158649fd7b0c43ebd755262,BIOLOGICAL,36.34,
UC_6158649fd7b0c43ebd755262,BUILT ENVIRONMENT AND DESIGN,0.56,
UC_6158649fd7b0c43ebd755262,CHEMICAL,0.08,
UC_6158649fd7b0c43ebd755262,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.09,
UC_6158649fd7b0c43ebd755262,EARTH,9.66,
UC_6158649fd7b0c43ebd755262,ECONOMICS,0.9,
UC_6158649fd7b0c43ebd755262,ENGINEERING,1.27,
UC_6158649fd7b0c43ebd755262,ENVIRONMENTAL,6.76,
UC_6158649fd7b0c43ebd755262,HISTORY AND ARCHAEOLOGY,1.08,
UC_6158649fd7b0c43ebd755262,INFORMATION AND COMPUTING,1.0,
UC_6158649fd7b0c43ebd755262,"LANGUAGE, COMMUNICATION AND CULTURE",0.53,
UC_6158649fd7b0c43ebd755262,LAW AND LEGAL STUDIES,1.0,
UC_6158649fd7b0c43ebd755262,MEDICAL AND HEALTH,5.05,
UC_6158649fd7b0c43ebd755262,OTHERS(IRRELEVANT),4.89,
UC_6158649fd7b0c43ebd755262,OTHERS(RELEVANT),8.81,
UC_6158649fd7b0c43ebd755262,STUDIES IN CREATIVE ARTS AND WRITING,0.53,
UC_6158649fd7b0c43ebd755262,STUDIES IN HUMAN SOCIETY,1.6300000000000001,
UC_6158649fd7b0c43ebd755262,TECHNOLOGY,4.51,
UC_615864c1d7b0c43ebd755263,BIOLOGICAL,2.14,
UC_615864c1d7b0c43ebd755263,CHEMICAL,0.6200000000000001,
UC_615864c1d7b0c43ebd755263,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.01,
UC_615864c1d7b0c43ebd755263,EARTH,1.42,
UC_615864c1d7b0c43ebd755263,ECONOMICS,0.38,
UC_615864c1d7b0c43ebd755263,EDUCATION,2.4499999999999997,
UC_615864c1d7b0c43ebd755263,ENGINEERING,7.34,
UC_615864c1d7b0c43ebd755263,ENVIRONMENTAL,1.49,
UC_615864c1d7b0c43ebd755263,INFORMATION AND COMPUTING,14.42,
UC_615864c1d7b0c43ebd755263,"LANGUAGE, COMMUNICATION AND CULTURE",2.31,
UC_615864c1d7b0c43ebd755263,MATHEMATICAL,2.27,
UC_615864c1d7b0c43ebd755263,MEDICAL AND HEALTH,9.99,
UC_615864c1d7b0c43ebd755263,OTHERS(IRRELEVANT),7.58,
UC_615864c1d7b0c43ebd755263,OTHERS(RELEVANT),6.54,
UC_615864c1d7b0c43ebd755263,PHYSICAL,3.57,
UC_615864c1d7b0c43ebd755263,PSYCHOLOGY AND COGNITIVE SCIENCES,4.76,
UC_615864c1d7b0c43ebd755263,STUDIES IN CREATIVE ARTS AND WRITING,0.78,
UC_615864c1d7b0c43ebd755263,STUDIES IN HUMAN SOCIETY,0.62,
UC_615864c1d7b0c43ebd755263,TECHNOLOGY,10.85,
UC_615864d1d7b0c43ebd755265,BIOLOGICAL,0.46,
UC_615864d1d7b0c43ebd755265,BUILT ENVIRONMENT AND DESIGN,7.19,
UC_615864d1d7b0c43ebd755265,CHEMICAL,1.06,
UC_615864d1d7b0c43ebd755265,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.21,
UC_615864d1d7b0c43ebd755265,EARTH,0.9299999999999999,
UC_615864d1d7b0c43ebd755265,ECONOMICS,0.51,
UC_615864d1d7b0c43ebd755265,ENGINEERING,3.95,
UC_615864d1d7b0c43ebd755265,ENVIRONMENTAL,3.01,
UC_615864d1d7b0c43ebd755265,INFORMATION AND COMPUTING,4.05,
UC_615864d1d7b0c43ebd755265,"LANGUAGE, COMMUNICATION AND CULTURE",0.17,
UC_615864d1d7b0c43ebd755265,MATHEMATICAL,0.78,
UC_615864d1d7b0c43ebd755265,MEDICAL AND HEALTH,1.28,
UC_615864d1d7b0c43ebd755265,OTHERS(IRRELEVANT),2.86,
UC_615864d1d7b0c43ebd755265,OTHERS(RELEVANT),9.75,
UC_615864d1d7b0c43ebd755265,PHYSICAL,2.15,
UC_615864d1d7b0c43ebd755265,PSYCHOLOGY AND COGNITIVE SCIENCES,1.3599999999999999,
UC_615864d1d7b0c43ebd755265,STUDIES IN CREATIVE ARTS AND WRITING,1.5899999999999999,
UC_615864d1d7b0c43ebd755265,STUDIES IN HUMAN SOCIETY,3.59,
UC_615864d1d7b0c43ebd755265,TECHNOLOGY,2.3000000000000003,
UC_61586507d7b0c43ebd755266,BIOLOGICAL,1.56,
UC_61586507d7b0c43ebd755266,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",6.2700000000000005,
UC_61586507d7b0c43ebd755266,EARTH,1.3,
UC_61586507d7b0c43ebd755266,ECONOMICS,4.2,
UC_61586507d7b0c43ebd755266,EDUCATION,2.2,
UC_61586507d7b0c43ebd755266,ENGINEERING,0.2,
UC_61586507d7b0c43ebd755266,ENVIRONMENTAL,0.37,
UC_61586507d7b0c43ebd755266,HISTORY AND ARCHAEOLOGY,0.79,
UC_61586507d7b0c43ebd755266,INFORMATION AND COMPUTING,2.76,
UC_61586507d7b0c43ebd755266,"LANGUAGE, COMMUNICATION AND CULTURE",0.07,
UC_61586507d7b0c43ebd755266,LAW AND LEGAL STUDIES,3.04,
UC_61586507d7b0c43ebd755266,MATHEMATICAL,1.47,
UC_61586507d7b0c43ebd755266,MEDICAL AND HEALTH,10.15,
UC_61586507d7b0c43ebd755266,OTHERS(IRRELEVANT),7.07,
UC_61586507d7b0c43ebd755266,OTHERS(RELEVANT),4.9399999999999995,
UC_61586507d7b0c43ebd755266,PHYSICAL,0.37,
UC_61586507d7b0c43ebd755266,PSYCHOLOGY AND COGNITIVE SCIENCES,1.0,
UC_61586507d7b0c43ebd755266,STUDIES IN CREATIVE ARTS AND WRITING,0.8600000000000001,
UC_61586507d7b0c43ebd755266,STUDIES IN HUMAN SOCIETY,9.97,
UC_61586507d7b0c43ebd755266,TECHNOLOGY,0.12,
UC_6158650fd7b0c43ebd755267,AGRICULTURAL AND VETERINARY,1.8599999999999999,
UC_6158650fd7b0c43ebd755267,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.98,
UC_6158650fd7b0c43ebd755267,ECONOMICS,1.29,
UC_6158650fd7b0c43ebd755267,INFORMATION AND COMPUTING,0.48,
UC_6158650fd7b0c43ebd755267,"LANGUAGE, COMMUNICATION AND CULTURE",0.33,
UC_6158650fd7b0c43ebd755267,LAW AND LEGAL STUDIES,0.13,
UC_6158650fd7b0c43ebd755267,OTHERS(IRRELEVANT),1.8399999999999999,
UC_6158650fd7b0c43ebd755267,PSYCHOLOGY AND COGNITIVE SCIENCES,0.2,
UC_6158650fd7b0c43ebd755267,STUDIES IN CREATIVE ARTS AND WRITING,0.2,
UC_6158650fd7b0c43ebd755267,STUDIES IN HUMAN SOCIETY,2.7600000000000002,
UC_61586522d7b0c43ebd755268,BUILT ENVIRONMENT AND DESIGN,3.09,
UC_61586522d7b0c43ebd755268,EARTH,1.08,
UC_61586522d7b0c43ebd755268,ECONOMICS,1.02,
UC_61586522d7b0c43ebd755268,EDUCATION,2.1,
UC_61586522d7b0c43ebd755268,ENGINEERING,0.36,
UC_61586522d7b0c43ebd755268,ENVIRONMENTAL,1.79,
UC_61586522d7b0c43ebd755268,HISTORY AND ARCHAEOLOGY,0.08,
UC_61586522d7b0c43ebd755268,INFORMATION AND COMPUTING,0.65,
UC_61586522d7b0c43ebd755268,"LANGUAGE, COMMUNICATION AND CULTURE",0.61,
UC_61586522d7b0c43ebd755268,LAW AND LEGAL STUDIES,1.8900000000000001,
UC_61586522d7b0c43ebd755268,MATHEMATICAL,1.08,
UC_61586522d7b0c43ebd755268,MEDICAL AND HEALTH,6.04,
UC_61586522d7b0c43ebd755268,OTHERS(IRRELEVANT),4.78,
UC_61586522d7b0c43ebd755268,OTHERS(RELEVANT),3.84,
UC_61586522d7b0c43ebd755268,PHYSICAL,1.08,
UC_61586522d7b0c43ebd755268,PSYCHOLOGY AND COGNITIVE SCIENCES,4.56,
UC_61586522d7b0c43ebd755268,STUDIES IN CREATIVE ARTS AND WRITING,0.79,
UC_61586522d7b0c43ebd755268,STUDIES IN HUMAN SOCIETY,8.2,
UC_61586522d7b0c43ebd755268,TECHNOLOGY,0.18,
UC_61586529d7b0c43ebd755269,EARTH,1.29,
UC_61586529d7b0c43ebd755269,ECONOMICS,0.5900000000000001,
UC_61586529d7b0c43ebd755269,ENVIRONMENTAL,1.29,
UC_61586529d7b0c43ebd755269,MATHEMATICAL,1.29,
UC_61586529d7b0c43ebd755269,OTHERS(IRRELEVANT),4.17,
UC_61586529d7b0c43ebd755269,OTHERS(RELEVANT),0.28,
UC_61586529d7b0c43ebd755269,PHYSICAL,1.29,
