Name,ID,attributes
Biological Sample Storage Facility,https://www.tenders.gov.au/Atm/Show/b945a6fe-95e0-4263-aa9c-76834f63cac9,CSIRORFT2021017,CSIRO,85100000 - Comprehensive health services,11-Oct-2021 2:00 pm (ACT Local Time) Show close time for other time zones,14-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,No,No,No,"CSIRO is seeking responses from suitably qualified and experienced service providers of Biological Sample Storage Facility (Facility) with access to VLN2, -80°C, -20°C and 4°C storage equipment for receipt, long term storage, management, retrieval and dispatch of biomedical samples.",,"Subject to clause 5.7 of the RFT2021017 Head Document, Unintentional Errors of Form, CSIRO will exclude a Tenderer from further consideration and evaluation if CSIRO considers in its absolute discretion that the conditions for participation set out in this clause have not been met by the Tenderer. Notwithstanding anything else contained in this RFT, only requirements listed in this clause will be deemed conditions for participation.  a.the Tenderer exists as a legal entity at the RFT Closing Time and Date b.at the time of lodgement of their Tender, Tenderers must not have been: i.precluded from tendering for Australian Government funded work or ii.subject to a judicial decision against them relating to employee entitlements (not including decisions under appeal, and have not paid the claim c.Where the Tenderer is a relevant employer, the Tenderer must be compliant with its obligations under the Workplace Gender Equality Act 2012 (Cth) (the WGE Act). Further information may be found at http://www.wgea.gov.au/; and d.the Tenderer must comply with all Mandatory Requirements identified in the Attachment A - SOR (Statement of Requirements).   ",Commence 1 January 2022,Via AusTender,,,
"Capability Analyst Training Courses - Design, Development and Delivery",https://www.tenders.gov.au/Atm/Show/c6835408-6a0e-429e-9c08-2f256e97d7bb,RFT-19802,Department of Defence - ISG,86000000 - Education and Training Services,11-Oct-2021 3:00 pm (ACT Local Time) Show close time for other time zones,15-Sep-2021,ACT  Canberra,Request for Tender,No,No,No,"The Department of Defence is seeking assistance to collaboratively design, develop and deliver the Intermediate and Advanced level Capability Analyst Training courses; and to deliver and continuously refine the existing Capability Analyst Foundations Training course.  These courses must enable Capability Analysts to develop, consolidate and demonstrate a range of core analytical capabilities, in increasingly complex and highly representative environments.  ",,COT Clause 3.3,Approximately November 2021 to December 2022 (plus two one year contract extension options),"COT 2.7.3	Tenders are to be lodged electronically via AusTender (https://www.tenders.gov.au) before the Closing Time specified in the Tender Details Schedule, in accordance with the tender lodgement procedures set out in this RFT and on AusTender.",,,
ESTL4503PH1 Facilities to Support LAND4503 Armed Reconnaissance Helicopter Replacement – Managing Contractor MCC-1 2021,https://www.tenders.gov.au/Atm/Show/074e45a1-2ee0-4a53-b593-cd8059e794e1,AZ6316 - MCC DCA,Department of Defence - DSRG,72100000 - Building construction and support and maintenance and repair services,12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones,19-Aug-2021,"QLD, NT",Notice,No,No,No,"ESTL4503PH1 Facilities to Support LAND4503 Phase 1 Armed Reconnaissance Helicopter Replacement project is to provide the facilities and infrastructure required to support the introduction into service and sustainment of the Boeing Apache Guardian helicopter capability, which will replace the Tiger Armed Reconnaissance Helicopter (ARH) capability. The Managing Contractor services include delivery of design (through 30%, 50%, 90% and final design stages), assistance in siting board and project approvals and PWC, procurement of design subconsultants and trade packages, and management of the following scope and related works. The scope of the project may include: 1st Aviation Regiment, Robertson Barracks, Darwin: adapt and optimise the current infrastructure and facilities to support the requirements of the Apache helicopter which may include the redevelopment of the the apron to meet Apache operational requirements and future-proof for the Chinook; including upgrade and refurbishment of existing facilities, including working accommodation, hangars, apron, headquarters building, and training facilities. upgrade of existing services and in-ground infrastructure; and provide temporary facilities and enabling infrastructure to facilitate continuity of operations during the transition phase from the Tiger ARH to the Apache. Robertson Close Training Area, Darwin: construct a Forward Arming and Refuelling Point. Army Aviation Training Centre, Swartz Barracks, Oakey: upgrade or rebuild the infrastructure and facilities located at the Army Aviation Training Centre to support the new Apache. ","The Managing Contractor Contract (MCC-1 2021) is a two stage Contract where the successful applicant is appointed to plan the Works (the Planning Phase). The Planning Phase includes all aspects of design, environmental, heritage, services condition and capacity investigations. Managing Contractor appointment for the Delivery Phase is subject to all relevant Approvals, including Delivery Phase Agreement under the Contract with the Commonwealth. Disclaimer and Confidentiality Agreement The Disclaimer and Confidentiality Agreement is available from the Contact Officer.  Tenderers are required to complete, duly execute and return the Disclaimer and Confidentiality Agreement by return email to the Contact Officer. A passcode will be provided to access the Tender Documentation within ATM AZ6316 ESTL4503PH1 Facilities to Support LAND4503 Armed Reconnaissance Helicopter Replacement – Managing Contractor (MCC-1 2021). Confidential Information The Tender Documents contain Confidential Information. Further information regarding the Tenderer's obligations in respect of Confidential Information is set out in the Disclaimer and Confidentiality Agreement and the Tender Documents. Sensitive or Classified Information The Tender Documents do contain Sensitive or Classified information.  Further information regarding the Tenderer's obligations in respect of Sensitive and Classified Information is set out in the Disclaimer and Confidentiality Agreement and the Tender Documents. Industry Briefing A virtual industry briefing will be conducted on 6 September 2021 at 10am AEST.   Further information regarding the industry briefing is provided in the Tender Documents. Building Code 2016 The Building Code 2016 applies. If the Building Code 2016 applies then by lodging a Tender, the Tenderer will become subject to the Building Code 2016. Further information regarding the Building Code 2016 is provided in the Tender Documents (including conditions of participation and minimum form and content requirements). WHS Accreditation Scheme The WHS Accreditation Scheme pursuant to the Building and Construction Industry (Improving Productivity) Act 2016 (Cth) applies.  Further information regarding the WHS Accreditation Scheme is provided in the Tender Documents. Indigenous Procurement Policy The Australian Government's new Indigenous Procurement Policy took effect on 1 July 2015.  Further information regarding the Indigenous Procurement Policy is provided in the Tender Documents (including, if it applies potential minimum form and content requirements). Joint Bids  The Commonwealth does offer the Tenderer an opportunity to lodge its Tender on a Joint Bid Basis.  Further information regarding Joint Bids is provided in the Tender Documents. PWC Act The Works described in the Tender Documents are a ""public work"" and therefore subject to section 18 of the Public Works Committee Act 1969 (Cth). Evaluation Criteria The evaluation criteria are described in the Tender Documents. Minimum Form and Content Requirements  The minimum form and content requirements are described in the Tender Documents.  ",The conditions for participation are described in the Tender Documents. The Conditions for Participation are described in Tender Documents.,"The Award Date is anticipated to be January 2022. The Services are anticipated to commence in February 2022 with Completion in or before November 2029 Estimated Value (AUD): From$470,000,000.00to$530,000,000.00","AusTender at www.tenders.gov.au, in accordance with instructions in Request documentation.",,,
"Paluma Road Works, QLD",https://www.tenders.gov.au/Atm/Show/2b23a25f-5a5c-4a33-a138-ef39232bdf60,EST06523,Department of Defence - DSRG,81101500 - Civil engineering,12-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones,17-Sep-2021,QLD,Request for Tender,No,No,No,"The project involves the completion of road repairs to sections of Forestry Road and Paluma Road to maintain access to the Paluma Training Area so that Australian Defence Force (ADF) Units can undertake necessary training activities on the range in support of Defence capability.  The scope of works are the road repairs to the existing track, Forestry Road that traverses through the Townsville City Council (TCC) and Charters Towers Regional Council (CTRC) areas and the existing track Paluma Road that provides access into and throughout the Paluma Training Area.  ","The tender documents (including Contract) are attached on AusTender (under ‘Go to ATM documents’). The scopes of works and associated documents have not been attached. To obtain the full scope of works documentation, tenderers are to submit a signed Confidentiality Agreement as follows: 1. Click on Go to ATM Documents 2. Download the tender documents 3. Go to Confidentiality Agreement 4. Print and sign the Confidentiality Agreement 5. Return the signed copy by email, as a scanned PDF file, to the Contact Officer / PDS Contractor noted below Tenderers are to note that without the Confidentiality Agreement being returned to the Contact Officer / PDS Contractor, the complete Scope of Works cannot be released. Any questions relating to this tender are to be forwarded via email to the Contact Officer / PDS Contractor nominated below.  The cut-off date for questions pertaining to this tender is seven (7) days before the tender close date.  Industry Briefing: Refer to Part 2, Tender Particulars of the Tender Conditions.","The Tenderer must at the time of submitting its Tender satisfy each condition for participation as follows: - The Tenderer must comply with the Building Code 2016 at the time of submitting its registration of interest or if no registration of interest was submitted, at the time of submitting its tender. - The Tenderer must not be precluded from tendering for Australian Government funded work or specifically excluded from participating in this tender process. - The tenderer must complete and return the signed Confidentiality Agreement. - The Tenderer must complete and sign the Tender Form and Statutory Declaration.",Within 13 weeks from Commencement on Site. Must be completed between 1 February 2022 to 29 April 2022. ,Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification.,,,
Early Intervention – Triage and Treatment Program,https://www.tenders.gov.au/Atm/Show/962a504e-c5bb-46ac-8d47-dc44bb91ac43,PRI-00004566,"Department of Industry, Science, Energy and Resources",85101700 - Health administration services,12-Oct-2021 3:00 pm (ACT Local Time) Show close time for other time zones,17-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,No,No,No,"Early intervention and prevention strategies promote the health and wellbeing of employees and create workplaces where employees feel valued and supported. In addition, they assist organisations in retaining a skilled workforce, while reducing the frequency and duration of claims.  The department wishes to offer an externally procured injury management service, Triage and Treatment Program, to its employees to access a 24/7, 365 days’ injury/illness management service. The service would be a first response to emerging symptoms of psychological and physical conditions and actual injuries and illnesses, providing workers the treatment and care they need without delay.  The nurse triage service will incorporate a 24/7, 365 days telephonic nurse assessment service which provides support at the moment an injury or illness occurs, or symptoms emerge plus provision of a National Health Practitioner network so the nurse triage team coordinate an appointment with same day or next day access to a national practitioner treatment network.  This should include an option to access the national network of health practitioners via telehealth.   The service offer should include (note this list is not exhaustive): a)Provision of high quality and professional services that deliver early medical/allied health treatment and relevant non-clinical support from date of injury/illness, dealing services offered and the qualifications and experience of clinicians delivering these services. b)Ability and flexibility to tailor services to suit specified needs of the department, and support with change management and communication requirements. c)Ability to provide services in locations with departmental employee presence (domestic and potentially international).  d)Ability to provide agreed information and data to enable evaluation and review of services. e)Ability to demonstrate privacy, security, information and data management to Commonwealth standards.   ",,"1.The tenderer and any subcontractors proposed in the tender must not be named as not complying with the Workplace Gender Equality Act 2012 (Cth). 2.The tenderer confirms that in dealing with its employees and independent contractors, the tenderer has due regard to Commonwealth policies on the engagement of workers, comply with Commonwealth policies on the engagement of workers, including the obligations under the Work Health and Safety Act 2011 (Cth) and relevant work health and safety laws. 3.The tenderer and any subcontractors proposed in the tender are not insolvent, bankrupt, in liquidation, or under administration or receivership.   ",Commencement during December 2021,AusTender at www.tenders.gov.au in accordance with instructions in the Request documentation,,,
Expression of Interest Application for members of the Australian Energy Regulator's Customer Consultative Group,https://www.tenders.gov.au/Atm/Show/2267fd08-d7c9-400a-be58-4f83e8af6df6,RFEOI-CCG-2021/1,Australian Competition and Consumer Commission,80111600 - Temporary personnel services,12-Oct-2021 4:00 pm (ACT Local Time) Show close time for other time zones,14-Sep-2021,"ACT, NSW, VIC, SA, QLD, TAS  Canberra, Sydney, Melbourne, Adelaide, Brisbane, Hobart",Expression of Interest,No,Yes,No,"The AER has a requirement under rule 172 of the National Energy Retail Rules to establish and maintain a CCG. The CCG advises the AER on key energy issues and provides an opportunity for the views of member’s constituents to be considered and reflected in the AER’s work. The CCG focuses on issues facing residential household and small business consumers, particularly those related to our functions under the National Energy Retail Law (Retail Law) and National Energy Retail Rules.  Membership on the CCG provides the opportunity to advise us on key energy consumer issues in a collaborative environment alongside other consumer representatives. We aim to achieve a balance and variety of interests and perspectives among the membership and encourage both national and state-based consumer representatives to apply.  The CCG typically consists of 10-12 CCG members, chosen to reflect the diverse interests of energy consumers in the National Energy Market.",Membership is for organisations and appropriately skilled individuals. The CCG will be in operation for 3 years with flexibility for the AER to extend the Agreement for up to an additional 2 years.    ,Not Applicable,"As detailed in the Expression of Interest document Estimated Value (AUD): From$79,200.00to$132,000.00","AusTender at www.tenders.gov.au, in accordance with instructions in the request documentation",,,
Supply of stainless steel reference weights in denominations from 200 kg to 1000 kg,https://www.tenders.gov.au/Atm/Show/03f7c6d4-8068-468d-9ed8-c2f4a108c0dd,PRI-00004560,"Department of Industry, Science, Energy and Resources",41120000 - Laboratory supplies and fixtures,13-Oct-2021 2:00 pm (ACT Local Time) Show close time for other time zones,15-Sep-2021,"SA, WA, QLD  Adelaide, Perth, Brisbane",Request for Tender APP Reference: 2021/22 - NMI - 015,No,No,No,"Supply of 4 x 200 kg (cylindrical), 2 x 500 kg (rectangular) and 5 x 1000 kg (rectangular) stainless steel weights suitable for use as reference standards used in the calibration of industrial mass standards and volumetric proving measures. Protective cases are also required to be provided for the 200 kg weights.",,"1.The tenderer confirms that in dealing with its employees and independent contractors, the tenderer has due regard to Commonwealth policies on the engagement of workers, comply with Commonwealth policies on the engagement of workers, including the obligations under the Work Health and Safety Act 2011 (Cth) and relevant work health and safety laws. 2.The tenderer and any subcontractors proposed in the tender are not insolvent, bankrupt, in liquidation, or under administration or receivership.",30 April 2022 ,AusTender at www.tenders.gov.au in accordance with instructions in the Request documentation.,,,
Australian Centre for Disease Preparedness (ACDP) Part Life Refit - Head Contractor,https://www.tenders.gov.au/Atm/Show/9fb6d7cf-a4a2-4fdf-9225-489733ca028d,CSIRORFT2021002,CSIRO,72100000 - Building construction and support and maintenance and repair services,13-Oct-2021 2:00 pm (ACT Local Time) Show close time for other time zones,15-Sep-2021,VIC,Request for Tender APP Reference: CSIRORFT2021002,No,No,No,"Integrated Contractor Engagement (ICE) Phase: CSIRO through this RFT is seeking a Contractor to provide buildability, constructability, staging and detailed design input during Schematic Design and Design Development phases. The requirements during these design phases are further outlined in the Attachment B - Scope of Services (SoS) and the ICE Framework (Schedule 3 of Part A – Design Phase Contract).  Construction Contractor Phase: CSIRO through this RFT is seeking a Contractor to manage, construct and deliver the extension and refit of ACDP (the Facility) and incorporate the following:  (a) Final Design  (b) Construction Documentation  (c) Construction, incorporating the following:   i. New external facility with a link bridge to the existing facility   ii. Refit of internal laboratory and ancillary areas    iii. Infrastructure and external works to support items (i) and (ii) above  (d) Post Construction and Defect Liability Periods","Industry Briefing will be conducted in accordance with 5.11 of the Head Document. 5.11.1 An Industry Briefing will be held (Via Webex) 12:30 PM on Tues 21/9/21 (Victoria, Australia Local Time). Attendance at the Industry Briefing is recommended, however is NOT a mandatory requirement for this RFT. Copies of any presentations and responses to questions provided at the Industry Briefing will be provided to Tenderers following the completion of the Industry Briefing. Individual Industry Briefings will not be provided.  5.11.2 Tenderers should indicate if they intend to attend the Industry Briefing by providing written details of the name, company and position of each person attending and an email address for notification of the WebEx meeting details to the CSIRO Contact Officer by close of business on 17 September 2021. Attendees who have not been notified to the CSIRO Contact Officer by this time may be refused entry to the Industry Briefing. 5.11.3 An Industry Briefing is conducted for the purpose of providing background information only. Tenderers should note the effect of the disclaimers and limitations of liability set out in this RFT. Tenderers should not rely on any statement made at the Industry Briefing as amending or adding to this RFT unless that amendment or addition is confirmed by CSIRO in writing. 5.11.4 CSIRO may conduct security vetting of persons wishing to attend the Industry Briefing. Additional Information 5.11.5 No Site Visits will be conducted during Part 1 for this RFT. 5.11.6 Individual Site Visits/Briefs will not be provided during Part 1. 5.11.7 An Industry Brief will be held during Part 1. Questions in relation to or arising from the Industry Brief must be raised in writing using the Clarification request process and addressed to the  CSIRORFT2021002@csiro.au  mailbox. Copies of any presentations and responses to questions arising from the Industry Briefing will be provided to ALL Tenderers via AusTender following the completion of the Industry Briefing. 5.11.8 Industry Briefings are conducted for the purpose of providing background information only.  5.11.9 Tenderers should not rely on any statement made at the Industry Briefing as amending or adding to this RFT unless that amendment or addition is confirmed by CSIRO in writing.","Conditions for Participation Clause 5 of the Head Document. Subject to clause 5.7, Unintentional Errors of Form, CSIRO will exclude a Tenderer from further consideration and evaluation if CSIRO considers in its absolute discretion that the conditions for participation set out in this clause have not been met by the Tenderer. Notwithstanding anything else contained in this RFT, only requirements listed in this clause will be deemed conditions for participation.   a.the Tenderer exists as a legal entity at the RFT Closing Time and Date b.at the time of lodgement of their Tender, Tenderers must not have been: i.precluded from tendering for Australian Government funded work or ii.subject to a judicial decision against them relating to employee entitlements (not including decisions under appeal, and have not paid the claim   c.With respect to this RFT’s it is considered to be valued over $4 million (GST inclusive), therefore the following conditions applies: i.holds a Valid and Satisfactory Statement of Tax Record by the Tender Closing Time and Date; or ii.has a receipt demonstrating that a Statement of Tax Record has been requested from the Australian Taxation Office by the Tender Closing Time and Date and holds a Valid and Satisfactory Statement of Tax Record no later than 4 business days from the Tender Closing Time and Date.     Tenderers, and where applicable their first-tier subcontractors, should apply for a Statement of Tax Record within sufficient time to meet these Conditions for Participation.   a.This also applies to new businesses or foreign Tenderers that do not have an Australian tax record of at least four years. Further information can be found at clause 2.1.1 under Black Economy Procurement Connected Policy. b.In respect of RFT’s valued over $4 million (GST inclusive), the Tenderer holds a Valid and Satisfactory Statement of Tax Record for any first-tier subcontractor that it proposes, as part of its response, to engage to deliver goods or services with an estimated value of over $4 million (GST inclusive).   Where applicable, Tenderers should apply for a Statement of Tax Record and should ensure that their subcontractors apply for a Statement of Tax Record within sufficient time to meet these conditions for participation. For further information on the application process can be found at clause 2.1.1 under Statement of Tax Record. Tenderers must confirm they are currently accredited or in the process of being accredited, under the Australian Government Building and Construction WHS Accreditation Scheme. Where the Tenderer is a relevant employer, the Tenderer must be compliant with its obligations under the Workplace Gender Equality Act 2012 (Cth) (the WGE Act). Further information may be found at  http://www.wgea.gov.au/ Tenderers must comply with all Mandatory Requirements identified in the Attachment A - SOR (Statement of Requirements).",As per Estimated Value (AUD): Fromto,www.tenders.gov.au,,,
Establishment of a Panel for the provision of Specialist Safety Services,https://www.tenders.gov.au/Atm/Show/6aaa20ba-1083-4897-84fc-47389954ad0c,SR705005512,Airservices Australia,93141808 - Occupational health or safety services,13-Oct-2021 5:00 pm (ACT Local Time) Show close time for other time zones,8-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart",Request for Tender,No,Yes,No,Airservices has divided its safety services requirement into individual domains which are as follow:  (i) System Safety  (ii) Human Factors  (iii) Work Health and Safety  Tenderers may submit a Tender for some or all of the domains listed above,,As per the attached RFT terms and conditions,Terms: 3 years  Option Period(s): one (1) x two (2) year extension,As per the attached RFT terms and conditions,,,
Provision of a Primary Systems Integrator to Trial an Integrated Drone Surveillance System,https://www.tenders.gov.au/Atm/Show/486f1e9c-196a-4452-84ca-69726ab38143,ASA RFP SR_585930309,Airservices Australia,25200000 - Aerospace systems and components and equipment,13-Oct-2021 6:00 pm (ACT Local Time) Show close time for other time zones,1-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Request for Proposal,No,No,No,"In order for Airservices Australia to maintain its legal obligation to maintain safety for its airspace users, we seek to conduct the Integrated Drone Surveillance System trial activity to investigate how to detect and safely manage drones around an aerodrome environment. The purpose of this RFP is for Airservices to: (a) Select a preferred Primary Systems Integrator (supplier) for the trial; and (b) Provide a catalyst for comprehensive drone detection solutions that meet the objective of maintaining safety around critical sites, such as airports. ","Respondents must direct any questions regarding the Request for Proposal (RFP) in the Questions section of https://engage.airservicesaustralia.com/idss_rfp. Please register your intent to respond to the RFP, and nominate representativites to attend the non-mandatory industry biriefing via https://engage.airservicesaustralia.com/idss_rfp/survey_tools/.",Please refer to item no. 15 of the RFP Head Document. ,Please refer to Schedule 1 of the RFP Head Document.,Proposals must be submitted via AusTender in accordance with the AusTender terms and conditions of tendering. Note: Please do not submit any responses in a RAR compressed file format.,View Addenda,,
Australia Awards Indonesia,https://www.tenders.gov.au/Atm/Show/c2281e9d-e021-4e4e-8f15-95e87f5b8258,DFAT-337 EOI,Department of Foreign Affairs and Trade - Australian Aid Program,80100000 - Management advisory services,14-Oct-2021 10:00 am (ACT Local Time) Show close time for other time zones,15-Sep-2021,Overseas,Expression of Interest,No,No,Yes,"DFAT has a requirement for a new Australia Awards Indonesia (AAI) program. This requirement scheduled to last eight years until 31 March 2030, including a four year option period.",See attachments,Refer EOI document,Contract in place by February 2022,www.tenders.gov.au,,,Expression of Interest first-step followed by a Request for Tender second step
Special Notice for Next Generation Personal Electronic Countermeasures System for Defence,https://www.tenders.gov.au/Atm/Show/abe7084d-6b67-4d3b-928e-88748fde042d,HUB-21-PECM-001,Department of Defence - DSRG,92111700 - Military science and research,14-Oct-2021 12:00 pm (ACT Local Time) Show close time for other time zones,16-Aug-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Notice,No,No,No,"The Department of Defence via the Australian Army and the Defence Innovation Hub (‘Defence’) are seeking innovation proposals that will assist Defence in exploring next-generation Personal Electronic Countermeasures (Personal ECM) systems.The focus of this Challenge Statement is Personal ECM. Defence recognises that due to the highly constrained size, weight and power considerations, within the context of a rapidly evolving threat environment, Personal ECM is on the edge of technical feasibility. Therefore, Defence is seeking innovative solutions for a next-generation Personal ECM system to provide protection to individual Australian Defence Force (ADF) personnel.  This challenge focuses on leveraging innovative technology to provide a next generation Personal ECM system capable of delivering a high level of protection for individual ADF personnel against an evolving Radio Controlled Improvised Explosive Device (RCIED) threat, within the constraints of size, weight and power considerations (as stated below). The future deployable ADF requires a personal ECM system that is able to inhibit multiple RCIED triggers, is modular and sufficiently agile to meet changes in RCIED triggers, and be configurable to reliably operate in various environments. Next Generation Personal ECM systems must be able to counter emerging and future vulnerabilities and threats, whilst minimising impact on an individual’s mobility. Army seeks to explore improvements in Personal ECM system components (for example processing, amplifiers, antennas and batteries) that can be integrated into a single solution, and are easy to operate. Next Generation Personal ECM systems will need to be interoperable with other radio frequency (RF) and electrical systems, and able to log operational data to support exploitation. Defence encourages Respondents to collaborate broadly and/or form consortiums with industry leaders in ECM system componentry in an effort to achieve the maximum technological potential. Proposals should demonstrate a pathway for how technical upgrades will be achieved to ensure that the Personal ECM system maintains relevance to an evolving threat environment. Defence considers the following design goals to be of particular importance in the design of a Personal ECM system: 1.    ADF individuals need to be protected against the widest possible range of commercial radio-controlled triggered threats, with minimal impact to their tactical mobility. This means consideration be given to the size, weight and power constraints of the proposed system. Defence considers that a total weight of 1-2kg is ideal; however, Defence will consider other options that can demonstrate there will be minimal impact to mobility. 2.    RCIED threats are constantly evolving as adversaries seek to exploit the rapid advance of commercial telecommunications and recreational technologies in order to gain an advantage over the ADF. Solutions that are offered need to consider how the system will be upgraded, in terms of both hardware and software, over the proposed life of type of the system. 3.    ADF individuals will perform a variety of tasks whilst under the protection of Personal ECM. The solutions offered need to consider the ease of use of the system by an operator, including the ability to quickly identify that the system is operational and the ability to rapidly load different RCIED defeat protocols/waveforms. The focus of this Challenge Statement is Personal ECM. Defence recognises that due to the highly constrained size, weight and power considerations, within the context of a rapidly evolving threat environment, Personal ECM is on the edge of technical feasibility. Therefore, Defence is seeking innovative solutions for a next-generation Personal ECM system to provide protection to individual AD personnel. Technologically Mature Products Defence would prefer proposals based on products that are at a reasonable technological maturity, i.e. at TRL 4 (component and/or breadboard laboratory validated) to TRL 6 (system adequacy validated in a simulated environment). Proposals at lower levels of technological maturity are unlikely to be able to be demonstrated within the preferred 18-month timeframe. Defence’s objective of the RFP is to conduct a detailed evaluation of Proposals to select a number of Respondents to enter into an Innovation Contract with Defence to deliver a prototype system  for the Australian Army within 18 months after contract commencement. Respondents may need to satisfy security requirements to review and hold information classified up to SECRET. This material has limited release to Australia, Canada, New Zealand, United Kingdom and the United States of America. If your prototype will not be ready in this timeframe, you should not respond to this RFP.  An alternative is to consider submitting an Innovation Proposal through the Defence Innovation Hub portal which is available at the following link: https://www.innovationhub.defence.gov.au/call-for-submissions/.",Respondents must submit a response to this RFP using the ‘Special Notice Proposal Submission Form’ available at https://www.innovationhub.defence.gov.au/call-for-submissions/ by 12:00 noon (local time in the Australian Capital Territory) on Thursday 14 October 2021 (Closing Time).  Please refer to the Special Notice at https://www.innovationhub.defence.gov.au/call-for-submissions/ Defence has prepared a number of resources to help you as you consider submitting a proposal. These resources include how the Defence Innovation Hub operates and evaluates Proposals. The Defence Innovation Hub’s website can be accessed here to view these resources. You might like to speak with a business advisor from the Centre for Defence Industry Capability (CDIC) to understand how they might be able to assist you throughout this procurement. See www.business.gov.au/cdic for further information. Submissions to this RFP can be made by selecting ‘Create New Proposal’ for this Challenge Statement. A submission can be made any time before the Closing Time.,"<span"">Respondents must have a valid ABN or NZBN in order to participate in this procurement processes",Defence’s objective of the RFP is to conduct a detailed evaluation of Proposals to select a number of Respondents to enter into an Innovation Contract with Defence to deliver a prototype system  for the Australian Army within 18 months after contract commencement.,https://www.innovationhub.defence.gov.au/call-for-submissions/,,,
Army Research Scheme 2021-22,https://www.tenders.gov.au/Atm/Show/be71c687-9911-44dc-944d-3ad3c90252a5,ARS2021,Department of Defence - DSRG,92111700 - Military science and research,14-Oct-2021 2:00 pm (ACT Local Time) Show close time for other time zones,8-Sep-2021,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Overseas",Request for Proposal,No,No,No,"The Australian Army Research Centre is seeking service providers to undertake paid research on topics that will inform future land force development and modernisation. The research outcomes sought are either articles (3,000 to 5,000 words) or stand-alone papers (10,000 to 20,000 words). Army will facilitate publication of research in the first instance in either the Australian Army Journal or the Army Research Papers Series. Topical areas of current research interest to Army include: The Army Research Scheme’s focus and funding is based on the questions listed.   Question 1: In the face of the present challenges to regional security, what opportunities are there for the Australian Army to help secure the Nation’s sovereignty? Question 2: How should the Australian Army, as part of the Joint and Integrated Force, prepare for the future operational environment? Question 3: What are the likely future trends in strategic competition and what are the implications for military modernisation?  Question 4: How will threats to human security from social, economic and environmental issues affect the tasks required of the Australian Army? Question 5: In an environment of rapid change, how does the Australian Army attain a competitive edge? Question 6: How can the Australian Army contribute to the development of a resilient national industrial technological support base? Question 7: How can the Australian Army build man-machine trust in a future in which artificial intelligence may play a significant role in warfare? Question 8: In a climate-disrupted future, how can the Australian Army secure a relative advantage over potential adversaries? Question 9: How can the Australian Army best support Government to compete in the ‘Grey Zone’? Question 10: What technological solutions may support the secure, resilient and rapid distribution of logistics material and support to the Army Future Force in 2040? Question 11: How does the Future Force collect, collate, and process multi-domain Intelligence, Surveillance and Reconnaissance (ISR) data in 2040? What are the likely technical impediments and what might be mitigation? Question 12: What are the force design implications for a future land force that may have to deal with the ‘primitive’ and ‘high tech’ threats and environments simultaneously? In the Response, the Tenderer is to state the question being addressed. A Tenderer can answer one or multiple questions that align with their experience and research interests. The other questions do not have to be addressed.   Alternative research topics Tenderers are invited to submit any research proposal on any topic that could be considered relevant to the Australian Army with a 5 to 10 year timeframe.   Applications for FY 2021-22 are now open. The application package consists of: Part A - Approach to Market Part B - Response form (MS Word) Part C - Draft Contract Terms The upper limit for funding individual proposals through the Army Research Scheme is $80,000 (GST-incl). Note that proposals requesting funding above this limit will not be considered.","All proposals WILL need Defence ethics approval, that will require submission to the Defence Research People - Low Risk Ethics panel at a minimum. For engagement beyond interviews, submission to the Department's of Defence and Veterans' Affairs Human Research Ethics Committee (DDVA HREC) may be needed. Appropriate time should be factored in proposals for ethics approval (approximately one to three months).","To be eligible to apply for the Army Research Scheme, applicants must meet ONE or more of the following criteria: a. have current or prior service in a military organisation, b. have an affiliation with an academic institution or think-tank, c. be a registered business or institution that specialises in rigorous academic research or strategic consultancy. The proposal must be detailed using the Part B - Response form provided and must specify the required deliverable(s) which will result from the research proposal. The value of the research proposal must not exceed $80,000 (GST-incl).",Approximately 12 months,Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification.,View Addenda,,
