Tags,,
cognitive ability,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Health Status,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Lung Neoplasms,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Punishment,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
price,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
economic change,DIVISION 14 ECONOMICS,
Ligaments,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Self-efficacy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
smoking,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
research practice,other irrelevant,
Project management,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Pandemics,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
carbon sequestration,DIVISION 03 CHEMICAL SCIENCES,
Electric network analysis,DIVISION 10 TECHNOLOGY,
invasive species,DIVISION 05 ENVIRONMENTAL SCIENCES,
mediation,research related,
Cultural Identity,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Gray Matter,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
levodopa drug combination carbidopa,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
rocks,DIVISION 04 EARTH SCIENCES,
Social Skills,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Mathematics,DIVISION 01 MATHEMATICAL SCIENCES,
Land use,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Metabolic Syndrome,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
pandemics,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
water scarcity,DIVISION 05 ENVIRONMENTAL SCIENCES,
music,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITIN,
Design,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Software defined networking,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Trace Elements,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Financial Data,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
city,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Teacher Training,DIVISION 13 EDUCATION,
Karyotype,DIVISION 06 BIOLOGICAL SCIENCES,
City Planning,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Risk Assessment,research related,
biodiversity,DIVISION 05 ENVIRONMENTAL SCIENCES,
Zinc,DIVISION 03 CHEMICAL SCIENCES,
Behavioral Sciences,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
bivalve,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Rural Population,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Smart city,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Open Source,research related,
home range,other irrelevant,
Physical Activity,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
marketing,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Curriculum,DIVISION 13 EDUCATION,
Motor Vehicles,DIVISION 09 ENGINEERING,
Sociology,DIVISION 16 STUDIES IN HUMAN SOCIETY,
mountain,DIVISION 04 EARTH SCIENCES,
Pharmaceutical Preparations,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
protected area,DIVISION 05 ENVIRONMENTAL SCIENCES,
coverage,other irrelevant,
mitochondrial DNA,DIVISION 06 BIOLOGICAL SCIENCES,
plant community,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
neighboring countries,other relevant,
town,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
speaking,DIVISION 13 EDUCATION,
Decision Making,other irrelevant,
Discrimination (Psychology),DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
intercultural communication,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
moral philosophy,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,
Neural Networks,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Alliances,other irrelevant,
occupation,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Banking Sector,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
cultural heritage,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Beverages,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
deliberative democracy,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Occupations,DIVISION 16 STUDIES IN HUMAN SOCIETY,
global climate,DIVISION 05 ENVIRONMENTAL SCIENCES,
water,DIVISION 05 ENVIRONMENTAL SCIENCES,
holistic approach,research related,
news,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,
development project,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
public management,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Vaccination,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Middle Aged,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
voting,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Choice Behavior,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
pragmatics,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
social psychology,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Anti-Inflammatory Agents,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Signal-To-Noise Ratio,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
website,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
exploitation,DIVISION 05 ENVIRONMENTAL SCIENCES,
Genetic algorithms,DIVISION 06 BIOLOGICAL SCIENCES,
Museums,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,
horses,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Geography,DIVISION 04 EARTH SCIENCES,
Threat,research related,
Electric vehicles,DIVISION 09 ENGINEERING,
Statistical methods,DIVISION 09 ENGINEERING,
social network,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
residential areas,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Influence,other irrelevant,
Technology,other irrelevant,
location factors,other irrelevant,
resources,other irrelevant,
retirement,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Inbreeding,DIVISION 06 BIOLOGICAL SCIENCES,
Blockchain,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Health Services Research,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Hygiene,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Liability,DIVISION 16 STUDIES IN HUMAN SOCIETY,
worldview,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Writer,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,
Mass Spectrometry,DIVISION 02 PHYSICAL SCIENCES,
social cohesion,DIVISION 16 STUDIES IN HUMAN SOCIETY,
climate change adaptation,DIVISION 05 ENVIRONMENTAL SCIENCES,
financial performance,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Polymerase Chain Reaction,DIVISION 06 BIOLOGICAL SCIENCES,
legal status,DIVISION 18 LAW AND LEGAL,
demand,other irrelevant,
Observation,other irrelevant,
vacation,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
substitution,other irrelevant,
Physical Functional Performance,DIVISION 06 BIOLOGICAL SCIENCES,
industry,DIVISION 09 ENGINEERING,
Health care professionals,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Lactic Acid,DIVISION 03 CHEMICAL SCIENCES,
Industrial Designs,DIVISION 09 ENGINEERING,
Coronary Disease,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Tourism Research,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Myocardial Ischemia,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
supervision,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
action research,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
sustainable development,DIVISION 05 ENVIRONMENTAL SCIENCES,
Reflexivity,DIVISION 01 MATHEMATICAL SCIENCES,
Malathion,DIVISION 05 ENVIRONMENTAL SCIENCES,
neoliberalism,DIVISION 16 STUDIES IN HUMAN SOCIETY,
air,DIVISION 05 ENVIRONMENTAL SCIENCES,
Jurisdiction,DIVISION 18 LAW AND LEGAL,
engineer,DIVISION 09 ENGINEERING,
Information and Communication Technology,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
mortality,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Chickens,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Jurisprudence,DIVISION 18 LAW AND LEGAL,
Macros,other irrelevant,
Climate Change,DIVISION 05 ENVIRONMENTAL SCIENCES,
Terrorism,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Suicidal Ideation,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Counseling,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
detection,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Smoking Cessation,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Goods,DIVISION 09 ENGINEERING,
Perches,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Democratic Theory,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Incivility,research related,
Financial Markets,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
migrant,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Imaging techniques,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Cryptography,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Sex Characteristics,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
catchment,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Psychological Stress,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Income Tax,DIVISION 14 ECONOMICS,
violence,DIVISION 18 LAW AND LEGAL,
political economy,DIVISION 14 ECONOMICS,
expert,research related,
producer,research related,
methodology,research related,
Elasticity,research related,
Corruption,DIVISION 16 STUDIES IN HUMAN SOCIETY,
green tea,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Peers,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Vitamin B Complex,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Obesity,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Income,DIVISION 14 ECONOMICS,
canopy,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
repetitive sequences,DIVISION 06 BIOLOGICAL SCIENCES,
Fatty Acid-Binding Proteins,DIVISION 06 BIOLOGICAL SCIENCES,
Gene expression,DIVISION 06 BIOLOGICAL SCIENCES,
Sports Medicine,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
ecosystem services,DIVISION 05 ENVIRONMENTAL SCIENCES,
Jordan,other irrelevant,
Assays,DIVISION 06 BIOLOGICAL SCIENCES,
health,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
public participation,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Logistics,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Gene Expression,DIVISION 06 BIOLOGICAL SCIENCES,
UNESCO,research related,
Torsades de Pointes,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Decapoda,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Group Homes,other irrelevant,
Masks,DIVISION 10 TECHNOLOGY,
Medical imaging,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Recurrent neural networks,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Cancer Survivors,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
communications,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Costs and Cost Analysis,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
reform,other irrelevant,
Labour Party,DIVISION 16 STUDIES IN HUMAN SOCIETY,
sediment,DIVISION 04 EARTH SCIENCES,
frogs,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
trial,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
manuka honey,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
livestock,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
First World War,DIVISION 21 HISTORY AND ARCHAEOLOGY,
parliament,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Resources,DIVISION 05 ENVIRONMENTAL SCIENCES,
sensory properties,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Biometrics,DIVISION 06 BIOLOGICAL SCIENCES,
cultural identity,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Papua-New Guinea,other irrelevant,
mental health support,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Acupuncture,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
quantitative method,research related,
Autonomy,DIVISION 09 ENGINEERING,
First Nations,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
pluralism,research related,
Social Responsibility,DIVISION 16 STUDIES IN HUMAN SOCIETY,
accused,DIVISION 18 LAW AND LEGAL,
Wireless networks,DIVISION 10 TECHNOLOGY,
Emotion Recognition,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Blood Vessels,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
cross-sectional study,research related,
Fishes,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Scotland,other irrelevant,
Exegesis,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,
multivariate analysis,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Chelidae,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Gene Flow,DIVISION 06 BIOLOGICAL SCIENCES,
Sex Determination Processes,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Police,DIVISION 18 LAW AND LEGAL,
Fusion reactions,DIVISION 02 PHYSICAL SCIENCES,
Acclimatization,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Economic Growth,DIVISION 14 ECONOMICS,
Hemoglobins,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Common Cold,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Prediabetic State,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Statistics,DIVISION 01 MATHEMATICAL SCIENCES,
Compassion Fatigue,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Learning algorithms,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
scandal,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
qualification,other irrelevant,
social economics,DIVISION 14 ECONOMICS,
Lenses,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
instruction,other irrelevant,
Adaptive boosting,DIVISION 09 ENGINEERING,
economic impact,DIVISION 14 ECONOMICS,
Oxygen Consumption,DIVISION 04 EARTH SCIENCES,
Guidelines,other irrelevant,
assault,DIVISION 16 STUDIES IN HUMAN SOCIETY,
dismissal,DIVISION 16 STUDIES IN HUMAN SOCIETY,
income,DIVISION 14 ECONOMICS,
Reuse,DIVISION 05 ENVIRONMENTAL SCIENCES,
Compliance,other irrelevant,
social value,DIVISION 16 STUDIES IN HUMAN SOCIETY,
interest group,other irrelevant,
household income,DIVISION 14 ECONOMICS,
Taxes,DIVISION 14 ECONOMICS,
South Australia,other irrelevant,
medication,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Quadriceps Muscle,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Breast,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Serogroup,DIVISION 06 BIOLOGICAL SCIENCES,
Episode of Care,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Light,DIVISION 02 PHYSICAL SCIENCES,
fee,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
agricultural development,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Letters,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,
nutrient,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
natural resources,DIVISION 05 ENVIRONMENTAL SCIENCES,
Broadcasting,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Fires,DIVISION 05 ENVIRONMENTAL SCIENCES,
Lead,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Diabetes Mellitus,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Social Movements,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Pain,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
capital city,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Coronavirus,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
threatened species,DIVISION 05 ENVIRONMENTAL SCIENCES,
Serum,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Humulus,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Radio access networks,DIVISION 10 TECHNOLOGY,
nurse,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Logistic Models,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Machine learning,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Attention Capture,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Health,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Empirical Evidence,research related,
doctrine,DIVISION 16 STUDIES IN HUMAN SOCIETY,
political behavior,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Diet,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
consultation,other irrelevant,
market,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
High Court,DIVISION 18 LAW AND LEGAL,
Recreation,DIVISION 16 STUDIES IN HUMAN SOCIETY,
tropical diseases,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
staff,DIVISION 16 STUDIES IN HUMAN SOCIETY,
population decline,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Infant Health,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Antarctica,DIVISION 04 EARTH SCIENCES,
Latent Class Analysis,research related,
Lactation,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Waist Circumference,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Sanitation,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Post-Traumatic Stress Disorders,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Widowhood,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Altruism,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
rating,DIVISION 14 ECONOMICS,
neoplasms,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Demography,DIVISION 16 STUDIES IN HUMAN SOCIETY,
secondary school,DIVISION 13 EDUCATION,
Legal System,DIVISION 18 LAW AND LEGAL,
Alternative Models,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Vision System,DIVISION 09 ENGINEERING,
Basal Metabolism,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
harbor,DIVISION 04 EARTH SCIENCES,
Spatial distribution,research related,
Citizenship,DIVISION 16 STUDIES IN HUMAN SOCIETY,
deliberation,DIVISION 16 STUDIES IN HUMAN SOCIETY,
empirical research,research related,
Deep learning,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Authentication,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
archaeology,DIVISION 21 HISTORY AND ARCHAEOLOGY,
Spine,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Mothers,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Rehabilitation,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
budget,DIVISION 14 ECONOMICS,
Evolutionary algorithms,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Coal,DIVISION 04 EARTH SCIENCES,
Image processing,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Biota,DIVISION 04 EARTH SCIENCES,
snails,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
tissue,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
cognition,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Patient Reported Outcome Measures,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
performance,other irrelevant,
child protection,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Video cameras,DIVISION 09 ENGINEERING,
leadership,DIVISION 16 STUDIES IN HUMAN SOCIETY,
ethnography,DIVISION 21 HISTORY AND ARCHAEOLOGY,
Ergometry,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Upper Extremity,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Athletic Injuries,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Construction Project,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Policy Responses,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Data mining,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
case studies,research related,
Brain computer interface,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Experiment,research related,
Drug Therapy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
ethics committee,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,
Paradigm Shift,research related,
Mental Fatigue,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
species recruitment,DIVISION 05 ENVIRONMENTAL SCIENCES,
insect,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Vitamin B 12,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Type 1 Diabetes Mellitus,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
present,other irrelevant,
Recommender systems,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Land Use,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Scalability,other irrelevant,
flooding,DIVISION 05 ENVIRONMENTAL SCIENCES,
Perth,other irrelevant,
Pathologists,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Tea,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Decentralization,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Destination,other irrelevant,
Health Policy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
nursing home,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
cooperation,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Fish,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
immigration,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Deep neural networks,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
rivers,DIVISION 04 EARTH SCIENCES,
Hand,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
restoration,DIVISION 05 ENVIRONMENTAL SCIENCES,
Auckland,other irrelevant,
Breeding,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Functional Food,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Homes for the Aged,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Asia,other irrelevant,
invertebrates,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
reporter,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Metabolism,DIVISION 06 BIOLOGICAL SCIENCES,
Swimming,other irrelevant,
Point-of-Care Testing,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Retrospective Studies,research related,
reporting system,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Cations,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
import,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
architect,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
sports,other irrelevant,
Sediments,DIVISION 04 EARTH SCIENCES,
Colorectal Neoplasms,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
candidacy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Autistic Disorder,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Tokyo,other irrelevant,
Trauma,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
narrative,research related,
organization,other irrelevant,
curriculum,DIVISION 13 EDUCATION,
personality,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Data structures,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
forest industries,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Bone and Bones,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Pharmacy Students,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
democracy,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Waist-Height Ratio,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
broadcaster,DIVISION 10 TECHNOLOGY,
Social Justice,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,
Endophenotypes,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Group,other irrelevant,
transaction,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Personnel,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
labor force,DIVISION 16 STUDIES IN HUMAN SOCIETY,
dialogue,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Cooking,other irrelevant,
Accreditation,DIVISION 09 ENGINEERING,
literature review,other irrelevant,
finishing,other irrelevant,
Health Literacy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Architecture,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,
Social Distance,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,
transition economics,DIVISION 14 ECONOMICS,
public,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Federal Republic of Germany,other irrelevant,
Nutritionists,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Patient rehabilitation,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
social research,DIVISION 16 STUDIES IN HUMAN SOCIETY,
Clergy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Tendinopathy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
resident,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Sampling,research related,
financing,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Middle East,other irrelevant,
Storytelling,research related,
Acute Coronary Syndrome,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
irrigation,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
Library Science,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Cell Phone Use,DIVISION 10 TECHNOLOGY,
Sustainable Development Goal,DIVISION 05 ENVIRONMENTAL SCIENCES,
Trajectories,DIVISION 09 ENGINEERING,
information system,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,
Anatomy,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
wisdom,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,
Innovation,other irrelevant,
intestinal microorganisms,DIVISION 06 BIOLOGICAL SCIENCES,
Hong Kong,other irrelevant,
Territories,DIVISION 05 ENVIRONMENTAL SCIENCES,
history,DIVISION 21 HISTORY AND ARCHAEOLOGY,
Excellence,other irrelevant,
Young Adult,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Proteomics,DIVISION 06 BIOLOGICAL SCIENCES,
Community Participation,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",
Weights and Measures,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
diagnostic,DIVISION 11 MEDICAL AND HEALTH SCIENCES,
Vocational Education,DIVISION 13 EDUCATION,
Materiality,DIVISION 09 ENGINEERING,
financial crisis,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",
Food,other relevant,
Pyrus,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,
