ATM ID,Category,Description,Title,_id
DFR RFT 02/2006,Education and Training Services,The Australian Government Department of Defence is seeking tenders from appropriately skilled and experienced organisations to provide Defence Force Recruiting (DFR) with alternative educational equivalency information on candidates who cannot provide for,Provision of Alternative Education Equivalency Assessments for entry into the ADF,6162aa1fe1b7f5c73e6fe19c
06/1416,Management advisory services,Provision of Expert Services to Review Customs Passengers Functions at International Airports,Provision of Expert Services to Review Customs Passengers Functions at International Airports,6162aa1fe1b7f5c73e6fe19d
345/0506,Healthcare Services,.,Survey of Antimicrobial Resistance in Food,6162aa1fe1b7f5c73e6fe19e
CSIRO2006-043,Engineering and Research and Technology Based Services,"CSIRO is issuing this Request for Tender in order to seek proposals for a consultancy study of the Preliminary Design, Costing and Business Plan for a National Low Emissions Gasification Test Facility in accordance with the requirements specified in this Tender.",National Low Emissions Gasification Test Facility Consultancy,6162aa1fe1b7f5c73e6fe19f
105/2006DEH,Environmental Services,"The Department of the Environment and Heritage invites Tenders to deliver the voluntary conservation agreement component of the Tasmanian Forest Conservation Fund (FCF). The FCF is a significant new programme with the objective of protecting up to 45,600 hectares of forested private land in Tasmania.",Forest Conservation Fund,6162aa1fe1b7f5c73e6fe1a0
06-1419,Management advisory services,Review of Customs Intelligence Operations,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe1a1
2006/18,Education and Training Services,"On 28 April 2006, the Minister for Employment and Workplace Relations launched the Unlawful Termination Assistance Scheme (UTAS). The Scheme provides financial assistance to eligible terminated employees to seek legal advice as to the merits of their unlawful termination claim, to assist them in making an informed decision about whether to commence further legal proceedings.               To compliment this assistance, the Minister also announced the development of a best practice education and training programme on fair and proper employment termination practices. This programme would assist employers and employees in their understanding of their rights and obligations under the unfair dismissal and unlawful termination provisions of the Workplace Relations Act 1996 (the Act).               The Department of Employment and Workplace Relations (DEWR) is undertaking a competitive tender process to purchase services for the development of a national advisory network to deliver information and advice to employers and employees about their rights and obligations under the unfair dismissal and unlawful termination provisions of the Act. A key focus of the tender will be the advocating of good management practices to support better practice in the workplace. The objectives of the National Advisor Network Programme (the Programme) are to:                  increase employers understanding of good management practices relating to hiring, performance management and conflict resolution;                     provide employers with an understanding of fair and proper employment termination practices, leading to reduced unfair dismissal and unlawful termination claims; and                     provide employers with information and advice about the unfair dismissal and unlawful termination provisions of the Act, leading to greater understanding of and compliance with their legal obligations under the Act;                  o  informative materials should also be developed for employers to provide to their employees concerning employee rights under the Act.                ",National Adviser Network Programme,6162aa1fe1b7f5c73e6fe1a2
2006/20,Education and Training Services,"The Department of Employment and Workplace Relations (the Department) is seeking proposals from organisations to provide the Wise Workforce Programme (the Programme) in specified Regions of Australia for the 2006-07 financial year.     The objectives of the Programme are to assist employers to:  1.  understand the value of Mature Age workers and Australia`s workforce demographics;  2.  appreciate the advantages of developing age positive workplace policies and practices for sustainable business growth; and   3. develop their own age positive workplace policies and practices.    The Programme is delivered in ten Regions nationally each year.    The successful tenderer will deliver:  1. Awareness  Providers will be required to raise awareness of:   (a) workforce ageing and its implications,   (b) the value of Mature Age workers,   (c) the advantages of age positive workplace policies and practices for recruitment and retention, and  (d) the ease with which age positive workplace policies and practices can be implemented in workplaces within Industry Sectors in the specified Regions  by marketing the Programme and its messages to Participants.   2. Assistance  The Provider will be required to provide assistance to Participants to implement age positive workplace policies and practices.    The Provider will be required to deliver the programme to Participants including businesses, employers, peak bodies and other organisations, government, and employment service providers from the Industry Sectors relevant to each Region.    ",Wise Workforce Programme 2006-07,6162aa1fe1b7f5c73e6fe1a3
2006/1084250,Management advisory services,"The provision of a Project Management team to support the Soldier System Integration Mission for Defence Science and Technology Organisation (DSTO) Edinburgh, South Australia.  ",DSTO Soldier System Integration Mission Project Management,6162aa1fe1b7f5c73e6fe1a4
AESSO A06010,Engineering and Research and Technology Based Services,Australian Defence Force Calibration Services.,Australian Defence Force Calibration Services.,6162aa1fe1b7f5c73e6fe1a5
RFT DDFC 3/06,Specialised educational services,The Department of Defence invites suitably qualified organisations or consultants to tender for the provision of services relating to a review of current Australian Defence Force Cadet and Cadet Staff curricula and training content and delivery. The revie,Review of Australian Defence Force Cadet and Cadet Staff Training,6162aa1fe1b7f5c73e6fe1a6
DHS0506-070,Management advisory services,The Department is seeking professional organisations that can provide a high standard of capability in the delivery of Quality Assurance Audit services for the Job Capacity Assessment measure.,Quality Assurance Audits of Job Capacity Assessments,6162aa1fe1b7f5c73e6fe1a7
DAFF 63/06,Education and Training Services,Request for Tender for the AAA FarmBis Mid Term Review and Review of States` Performance.,RFT for the AAA FarmBis Mid Term Review and Review of States Performance,6162aa1fe1b7f5c73e6fe1a8
FIN06/FMG022,Education and Training Services,The Department of Finance and Administration (Finance) requires training providers to develop and deliver basic training in public sector financial management and budgeting to the Australian Public Service ( APS) and other interested parties under deed of licence.,Appointment of training providers to develop and deliver financial management training to the public sector and other interested parties,6162aa1fe1b7f5c73e6fe1a9
IG 2005/1102942/1,Management advisory services,The Inspector General for Defence invites tenders to form a Standing Offer which will provide expeditious access to a range of audit and evaluation services.    ,RFT for Standing Offer.,6162aa1fe1b7f5c73e6fe1aa
PRN10943,Specialised educational services,"The Australian Government Department of Education, Science and Training (DEST) is seeking tenders for a Resource Materials Project to develop a reading assistance kit for tuition under the Reading Assistance Voucher(RAV) programme, to be conducted in 2007",Resource materials for the RAV Progemme 2007,6162aa1fe1b7f5c73e6fe1ab
154/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for the provision of waste management services,The provision of waste management services,6162aa1fe1b7f5c73e6fe1ac
159/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the National Reserve System and the implications of these impacts for developing and managing the National Reserve System.,Impacts of climate change on the development and management of the National Reserve System (NRS).,6162aa1fe1b7f5c73e6fe1ad
160/2006DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders from suitably qualified professionals to assess the potential impacts of climate change on the Australian Government`s protected areas (other than the Great Barrier Reef Marine Park  GBRMP) and the implications of these impacts for management of these areas.,Impacts and management implications of climate change for the Australian Government`s protected areas.,6162aa1fe1b7f5c73e6fe1ae
2006-1072000,Management advisory services,"Defence Science & Technology Organisation (DSTO), Department of Defence, is seeking to establish an Executive Coaches Panel which will comprise a list of providers from whom coaching services may be selected under a standing offer arrangement.",Executive Coaches Panel under Standing Offer Arrangement,6162aa1fe1b7f5c73e6fe1af
DIMA RFT 06/61,Education and Training Services,DIMA wishes to engage a production company to produce a high quality 60-90 minute DVD to facilitate the onshore orientation of humanitarian entrants from Africa.,To Undertake DVD Production Services,6162aa1fe1b7f5c73e6fe1b0
ITR 06/029/EWS,Engineering and Research and Technology Based Services,"Defence Materiel Organisation (DMO) invites suitably qualified and experienced companies to register their interest in becoming one of the suppliers for the development of a single integrated ADF command support system, the Joint Command Support Environme",Joint Project 2030 Phase 8,6162aa1fe1b7f5c73e6fe1b1
RFT-CORP210706MDProgram,Specialised educational services,"A customised Management Development Program, targeted at the Executive Level 2 (and equivalents) management cohort, is required to be designed and developed as a pilot program, intended to be delivered three (3) times, that may be adopted as an ongoing program for approximately 400 participants.",Management Development Program,6162aa1fe1b7f5c73e6fe1b2
PRN10857,Specialised educational services,To develop a preferred national funding model to facilitate portability and transparency of funding for students with disabilities who transfer between schools. This model would support the capacity of schools to deliver sustainable programmes and offer p,Investigating the Feasibility of Portable Funding for Students with Disabilities,6162aa1fe1b7f5c73e6fe1b3
143/2006DEH,Education and Training Services,The Department of the Environment and Heritage invites Tenders for the provision of project management learning and development activities and consultancy services.,"To establish a panel of service providers for provision of project management learning and development, and consultancy services",6162aa1fe1b7f5c73e6fe1b4
DAFF 64/06,Environmental Services,The Department is seeking to form a Panel of providers capable of undertaking work related to the development and implementation of the National System on an `as-required` basis.,RFT for the National System for the Prevention and Management of Marine Pest Incursions,6162aa1fe1b7f5c73e6fe1b5
2006UMPNER0001,Engineering and Research and Technology Based Services,RFT for the Establishment of a Panel Arrangement for the Provision of Expert Advice to the Uranium Mining and Processing and Nuclear Energy Review.,RFT to Establish a Panel of Expert Advisers,6162aa1fe1b7f5c73e6fe1b6
ACSC06_2006,Education and Training Services,The Australian Command and Staff College (ACSC) has a requirement for a three year contract to provide maritime and strategic focussed study units for the Navy single service module. These units are held over six weeks in the latter half of each calendar year. This contract will start in 2007.,Educational services for the Navy Single Service,6162aa1fe1b7f5c73e6fe1b7
2006/1103210,Management advisory services,"Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS)","Provide consulting services to facilitate establishment of change management, project management and governance processes of the Management Information System (FIS)",6162aa1fe1b7f5c73e6fe1b8
PRN10722,Specialised educational services,Refine and implement the draft Career Advice Australia (CAA) Evaluation Strategy,Carrer Advice Australia Evaluation Strategy,6162aa1fe1b7f5c73e6fe1b9
OHSC0106,Specialised educational services,"Tenders are invited from qualified and accredited national, regional and local training providers throughout Australia to conduct advanced on-road and off-road motorcycle rider safety training to Australian Defence Force Members, Reservists and Defence Ci",Provision of Advanced Motorcycle Rider Skills Training,6162aa1fe1b7f5c73e6fe1ba
DITR-RFTPost GradProg280706,Specialised educational services,"A tertiary program aimed at maintaining DITR`s expertise in economics and policy development and developing DITR`s focus on organisational management and leadership.  The program will be delivered during a normal working day i.e. Monday to Friday between 8.30 a.m. and 5.00 p.m.    The Department, through the Human Resource Management Branch, will be responsible for nominating staff for the program and overseeing all phases of program delivery and evaluation including monitoring of performance with payments at milestones.  ",Delivery of DITR Post Graduate Program,6162aa1fe1b7f5c73e6fe1bb
004/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for placement on a panel of national delivery agents for provision of conservation stewardship and acquisition services.,To establish a panel of national delivery agents for the Maintaining Australia`s Biodiversity Hotspots Programme,6162aa1fe1b7f5c73e6fe1bc
RFT-0607-111,Engineering and Research and Technology Based Services,Provision of Research Service For The Further Development of PMAST Software.,Provision of Research Service For The Further Development of PMAST Software.,6162aa1fe1b7f5c73e6fe1bd
003/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for a technical study into the relative benefits of current grazing land management practices in the mulga lands in terms of environmental sustainability and farm profitability.,Research Project: Mulga Harvesting in the Quilpie area of Queensland,6162aa1fe1b7f5c73e6fe1be
06.234,Specialised educational services,The services required by the Tax Office include the co-design and acquisition of tailored and targeted psychological wellbeing education programs for managers.,ATO - Psychological Wellbeing - Education Program,6162aa1fe1b7f5c73e6fe1bf
CIOG IAM211/06,Management advisory services,Provision of ICT research services to Defence,Provision of ICT Research Services to Defence,6162aa1fe1b7f5c73e6fe1c0
DEWR RFT2006/29,Education and Training Services,"The Department of Employment and Workplace Relations (the Department) is seeking proposals from organisations to establish and facilitate in selected regions Jobwise Outreach Mature Age Workshops and Self Help Groups (`the Self Help Groups`) targeted at people aged 45 years or over who are not eligible for the full range of Job Network services.    Increasing participation rates for mature age people in the Australian workforce, given the ageing of the population, is one of the most significant economic and social challenges of the next decade.      The Mature Age Workshops and Self Help Groups are part of the Australian Government`s strategy to improve participation rates for mature age people in the Australian workforce.    The Mature Age Workshops and Self Help Groups are a means of assisting mature age people to better connect to existing relevant programmes and services within their local area.  ",Provision of Jobwise Outreach Mature Age Workshops and Self Help Groups,6162aa1fe1b7f5c73e6fe1c1
007/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders to undertake the project listed above.,"An overview of the impacts of introduced roach, tench, redfin perch, eastern gambusia, streaked goby and yellowfin goby in Australia",6162aa1fe1b7f5c73e6fe1c2
008/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders to undertake the project listed above.,An overview of the impacts of translocated native fish in Australia,6162aa1fe1b7f5c73e6fe1c3
002/0607DEH,Environmental Services,The Australian Government Department of the Environment and Heritage invites Tenders for the development of a new National Action Plan for Education for Sustainable Development (NAP).,NATIONAL ACTION PLAN - EDUCATION FOR SUSTAINABLE DEVELOPMENT,6162aa1fe1b7f5c73e6fe1c4
RFT 06/66,Healthcare Services,The Department of Immigration and Multicultural Affairs (DIMA) extends this Request for Tender (RFT) for the Notes for Guidance for Medical Officers of the Commonwealth (MOCs).    A detailed description of DIMA?s requirements is set out in the Statement of Requirements at Schedule 4 of the RFT.     Interested parties (Tenderers) are invited to submit tenders (Tenders) to provide the Services in accordance with the RFT.  ,TO UNDERTAKE THE REVISION OF THE NOTES FOR GUIDANCE FOR MEDICAL OFFICERS,6162aa1fe1b7f5c73e6fe1c5
NWC RFT 02/2006,Management advisory services,Request for Public Relations consultant to redevelop the National Water Commission`s communications strategy and assist in implementing the revised communication strategy.,Public Relations Consultant Brief,6162aa1fe1b7f5c73e6fe1c6
06.205,Specialised educational services,"To provide accredited training to tax office employees from Intelligence, audit and investigations to meet the fraud control competency requirements in accordance with guideline 6 of the Fraud Control guidelines 2002",ATO - Accredited training servcies to meet Fraud control competencies,6162aa1fe1b7f5c73e6fe1c7
20060034,Education and Training Services,Establishment of a Panel Arrangement for the Provision of IT Training Services.,IT Training Services,6162aa1fe1b7f5c73e6fe1c8
LVCE 01,Management advisory services,Provision of professional services to develop and deliver a leadership development program for the Senior Executive Service (Band 1)/ military One Star level,Provision of professional services to develop and deliver a leadership development program for the Senior Executive Service (Band 1)/ military One Star level,6162aa1fe1b7f5c73e6fe1c9
CSIRO2006-042,Education and Training Services,"CSIRO is issuing this Expression of Interest (EOI) in order to seek proposals for the provision of CSIRO-wide People and Culture Services, inclusive of people services (executive services, management and business professional and administration services), learning and development services (education and training services), and health and well-being services (the Services).",Provision of CSIRO-wide People and Culture Services,6162aa1fe1b7f5c73e6fe1ca
GBRMPA 2006/07-4,Environmental Services,The GBRMPA is seeking tenders to provide Caretaker Services on Low Isles; a 1.61ha tropical vegetated sand cay located 15km off Port Douglas.,"Caretaker Services on Low Isles, Queensland",6162aa1fe1b7f5c73e6fe1cb
DAFF 71/06,Education and Training Services,"Request for Tender for the SPS Capacity Building Program, Training in Integrated Risk Management for Livestock Diseases.",RFT for the SPS Capacity Building Program,6162aa1fe1b7f5c73e6fe1cc
ADFA01_2006,Education and Training Services,ADFA requires the provision of services from suitably qualified and experienced personnel to deliver both initial and refresher First Aid training to the level of St Johns Level 2 or Red Cross Senior First Aid Certificate.,Provision of First Aid Training for ADFA,6162aa1fe1b7f5c73e6fe1cd
028/06,Disease prevention and control,The contractor will work under the direction of AusAID`s Program management team to support AusAID and the Government of Papua New Guinea to implement the HIV and AIDS Program.,PNG - Australia HIV and AIDS Program,6162aa1fe1b7f5c73e6fe1ce
REOI 06/62,Education and Training Services,"This REOI is the first step in a process to find and select a suitable education and/or training organisation(s) to partner DIMA in the College of Immigration. DIMA is seeking the partnering agreement (contract) with an external training and educational provider to build on the training solutions that DIMA currently has in place for the five streams of Compliance, Investigations, Detention Management and Immigration, and Intelligence",COLLEGE OF IMMIGRATION PARTNERSHIP,6162aa1fe1b7f5c73e6fe1cf
PRN 9497,Education and Training Services,The research project will investigate the nature and prevalence of covert bullying in Australian schools.,Covert Bullying - Its Nature and Prevalence in Australian Schools,6162aa1fe1b7f5c73e6fe1d0
CCR/06/2478,Education and Training Services,"The Department of Communications, Information Technology and the Arts (the Department) invites suitably experienced service providers to submit a tender for the provision of financial management training modules. ",RFT FOR THE PROVISION OF FINANCIAL MANAGEMENT TRAINING MODULES,6162aa1fe1b7f5c73e6fe1d1
CASA06046,Specialised educational services,This Request for Tender is raised to market test for a service provider to deliver Examination Services at various locations within Australia using the CyberExams System.    ,Examination Delivery Services (CyberExam),6162aa1fe1b7f5c73e6fe1d2
06/010436,Specialised educational services,"The Department of Foreign Affairs and Trade (DFAT), seeks to establish a panel of service providers to deliver Management of Language Tuition Services",Management of Language Tuition Services,6162aa1fe1b7f5c73e6fe1d3
021/0607DEH,Environmental Services,"The project is to produce revised and technically updated threat abatement plans (TAPs) for European red foxes, feral rabbits, feral cats and feral goats . The consultant will produce a streamlined TAP with a separate supporting TAP background document for each of the vertebrate pest species .","Revised Threat Abatement Plans for European Red Foxes, Feral Cats, Feral Goats and Feral Rabbits",6162aa1fe1b7f5c73e6fe1d4
DEWR RFT 2006/22,Education and Training Services,"The Department of Employment and Workplace Relations (the Department) is seeking to establish a panel of organisations (`the Panel`) to deliver Structured Training and Employment Projects (STEP) Employment and Related Services (STEP ERS) to Employers in labour market regions throughout Australia (`the Services`).     The Panel will  provide sustainable employment for Indigenous Australians by providing Employers with one or more of the following Services:         pre-employment support services that may include the provision of training and the development and implementation of recruitment strategies;        employment placement services to assist them place and retain Indigenous Australians in their workplaces; and        mentoring services to help them retain their Indigenous Australian employees.      The Services aim to provide sustainable employment for Indigenous Australians throughout Australia, particularly in the private sector and to equip Employers with the skills, knowledge and expertise necessary to continue to provide sustainable employment opportunities for Indigenous Australians in their organisations without the need for ongoing assistance from a Panel Member.",Structured Training and Employment Projects (STEP) Employment and Related Services Panel of Contractors,6162aa1fe1b7f5c73e6fe1d5
FaCSIA/06/T546,Education and Training Services,"The Australian Department of Families, Community Services and Indigenous Affairs (FaCSIA) invites suitably qualified organisations to tender for the provision of Indigenous money management training and multi-media materials.",Develop and remodel Indigenous money management training materials and develop multi-media materials,6162aa1fe1b7f5c73e6fe1d6
012/0607DEH,Environmental Services,The Department of the Environment and Heritage invites Tenders for proposals that deliver the highest quality scientific outcomes to address the most pressing marine mammal management needs. ,Request for proposals to address identified priorities in relation to marine mammal research,6162aa1fe1b7f5c73e6fe1d7
RFSOP013-HQ06,Specialised educational services,"Support of Analysis, Design, Development & Evaluation phases of Defence Training Model.  Support also from Specialist Training, Research, Management & ITC Consultancies, Course Admin & Contracting Out and Training Support Recruitment Agencies.",Standing Offer Panel for Vocational Education and Training,6162aa1fe1b7f5c73e6fe1d8
PRN11209,Specialised educational services,A project to examine how Information and Communication Technology  (ICT) can be best used to engage and motivate Indigenous students in remote and very remote areas.,Engaging remote and very remote Indigenous students with education using ICTs,6162aa1fe1b7f5c73e6fe1d9
PRN11226,Education and Training Services,DEST invites submission from suitable organisations with the capacity and capability to develop and deliver the 2007 National Schools Constitutional Convention programme about the Australian Constitution.,"Provision of the organisation, management and staging of the 2007 National Schools Constitutional Convention",6162aa1fe1b7f5c73e6fe1da
RFT 06/83,Healthcare Services,TO ENGAGE A DETENTION HEALTH RESEARCH PARTNER TO UNDERTAKE DATA CODING AND ANALYSIS OF HEALTH INFORMATION,TO ENGAGE A DETENTION HEALTH RESEARCH PARTNER TO UNDERTAKE DATA CODING AND ANALYSIS OF HEALTH INFORMATION,6162aa1fe1b7f5c73e6fe1db
PRN11025,Education and Training Services,"A National Project and Data Manager to oversee the Australian component of the OECD Survey of Teachers, Teaching and Learning (TALIS) in 2007.","OECD Survey of Teachers, Teaching and Learning - Australia",6162aa1fe1b7f5c73e6fe1dc
DIMA RFT 06/67,Healthcare Services,"DIMA wishes to engage a contractor or consortium of contractors to provide onshore medical assessment services in compliance with the migration legislative requirements of the Migration Act (1958) and the Migration Regulations (1994).  The Services shall include, but are not limited to, the following:  a.visa applicant examinations and assessment against the legislative criteria and policy guidelines conducted by suitably qualified medical personnel;   b.Medical Officer of the Commonwealth (MOC) opinions and Review MOC (RMOC) opinions;   c. management of the Approved Medical Practitioner (AMP) network (or similar as appropriate for service provision in rural and remote areas);  d. consultancy services;   e. fitness to depart assessments and fitness to travel assessments;   f. assessments of carer visa applicant`s prospective caree; and  g. additional medical services as requested (in the past assistance has been given in extraordinary situations such as the Kosovar evacuation from the Former Yugoslav Republic of Macedonia).  ",To undertake Onshore Medical Assessment Services,6162aa1fe1b7f5c73e6fe1dd
TRS06/261,Environmental Services,"The sites of the former power station on Home Island and the fuel transfer facility on West Island require remediation of hydrocarbon contaminated soils and removal of some infrastructure.  An Environmental Manager will guide the excavation of the sites, the creation of the biopiles and provide validation reporting.  Other responsibilities include demolition and disposal, the excavation of contaminated soils, the sourcing and placement of backfill and the construction and eventual disposal of biopiles.",Remediation of contaminated sites on Cocos (Keeling) Islands,6162aa1fe1b7f5c73e6fe1de
DAFF 67/06,Education and Training Services,"Reqeust for Tender for Quarantine Fumigation Training, Assessment and Audit Services.","RFT for Quarantine Fumigation Training, Assessment and Audit Services",6162aa1fe1b7f5c73e6fe1df
014/0607DEH,Environmental Services,"The Department of the Environment and Heritage invites Tenders to develop wetlands rehabilitation guidelines and associated literature review, case studies, fact sheets and undertake workshops.",Develop Rehabilitation guidelines for Great Barrier Reef (GBR) catchment wetlands,6162aa1fe1b7f5c73e6fe1e0
016/0607DEH,Environmental Services,The Department of the Environment and Heritage (DEH) is seeking proposals for projects that support the implementation of recovery plans for threatened marine species.,For Project Proposals to Support the Implementation of Marine Species Recovery and Protection,6162aa1fe1b7f5c73e6fe1e1
DEWR EOI 2006/35,Education and Training Services,"To assist in meeting skills shortages, a new streamlined and robust off-shore skills assessment process, to Australian standards, will be put in place in selected source countries (India, Sri Lanka, United Kingdom, South Africa, and the Philippines) and for selected skills shortage trades (general electricians, motor mechanics, refrigeration and air-conditioning mechanics, carpenters and joiners, bricklayers, and general plumbers) by 1 July 2007.     The new offshore assessment process will meet qualification recognition, skilled migration and licensing requirements.     The new arrangements to make it easier for migrants with skills to Australian standards to work as soon as they reach Australia.",Provision of offshore skills assessment services for potential skilled migrants to Australia.,6162aa1fe1b7f5c73e6fe1e2
ADCHQ09_2006,Education and Training Services,The Australian Defence College (ADC) is requesting the services of a  Managing Editor for the Australian Defence Force Journal (ADFJ). The ADFJ is the official Journal of the Australian Profession of Arms.  ,Managing Editor of the Australian Defence Force Journal,6162aa1fe1b7f5c73e6fe1e3
PRN11710,Education and Training Services,The Department is seeking a contractor to developa Communication and Promotional Strategy and develop and distribute a range of promotional materials.,Development of nationally coordinated promotion of the benefits of languages learning in schools,6162aa1fe1b7f5c73e6fe1e4
PRN11764,Education and Training Services,The Department is seeking a contractor to develop a resource for primary and secondary languages teachers to assist them in designing and implementing effective languages programmes that are relevant to teaching and learning in the 21st century.,"Guide to the Teaching, Learning and Assessing of Languages in the 21st Century",6162aa1fe1b7f5c73e6fe1e5
IR01/2006,Management advisory services,"Provision of Communication Services including pubilc relations and marketing campaigns, creative writing and editing, graphic design and website production under a standard offer panel",Provision of Communication Services,6162aa1fe1b7f5c73e6fe1e6
EMA06-0001,Education and Training Services,Attorney-Generals Department invites submissions for the provision of services for the program Inclusive Emergency Management with Culturally and Linguistically Diverse Communities. ,Provision of Services for Progam Inclusive EM with CALD,6162aa1fe1b7f5c73e6fe1e7
FIN06AGI013,Management advisory services,"The objective of this survey is to determine the usage, impact and adoption of open source solutions within the Australian Government and to raise the level of understanding within government of why and how the open source paradigm and its products, services and communities are important. ",Free and Open Source Software Survey of Australian Government Agencies,6162aa1fe1b7f5c73e6fe1e8
DE 06,Specialised educational services,DVA requires the services of suitably qualified diabetes educators to provide services to eligible veterans.  Requirements for the provision of service are contained in the Notes for Providers at Attachment A,PROVISION OF DIABETES EDUCATOR SERVICES TO VETERANS,6162aa1fe1b7f5c73e6fe1e9
NBA RFT 07/2006,Management advisory services,The National Blood Authority (NBA) wishes to engage a suitably qualified organisation to conduct an independent business study of the Operations of the Australian Red Cross Blood Service (ARCBS).,Provision of Business Study of the Operations of the Australian Red Cross Blood Service,6162aa1fe1b7f5c73e6fe1ea
2006/105786/1,Specialised educational services,"Provision of Training for Australian Defence Force (ADF) Test & Evaluation (T&E) Practitioners, including;  . Development of all courseware,  . Delivery of a course of training specifically targeted to meet the needs of ADF aerospace T&E practitioners,  ?",Provision of Training for Australian Defence Force (ADF),6162aa1fe1b7f5c73e6fe1eb
ADAS 03/06,Educational institutions,"The Defence Materiel Organisation (DMO) is seeking a reputable education and training institution to design, deliver and administer Post Graduate and Continuous Professional Development (CPD) Programs in Complex Project Management.",Development of Post Graduate and Continuous Professional Development Programs In Complex Project Mangement,6162aa1fe1b7f5c73e6fe1ec
2006/1146199,Management advisory services,"Defence Science & Technology Organisation (DSTO), Department of Defence, is seeking to establish an Culture Development Panel which will comprise a list of providers from whom culture support services may be selected under a standing offer arrangement.",Organisation Culture Renewal Under Standing Offer Arrangement,6162aa1fe1b7f5c73e6fe1ed
2006-003,Management advisory services,"Survey, Australia-wide: drug use and related issues.    Two modes: drop-and-collect, (~20,000 respondents) and/or CATI (~5,000)-tender for either or both.    Project Manager: the Australian Institute of Health and Welfare",2007 National Drug Strategy Household Survey,6162aa1fe1b7f5c73e6fe1ee
034/06,Specialised educational services,"The main purpose of ADS-PREP is to prepare Vietnamese ADS candidates for successful, tertiary level studies in Australia.  Enabling students to achieve sound English language abilities is fundamental to this goal.","ENGLISH LANGUAGE TRAINING PROJECT - Australian Development Scholarships Pre-Departure Training Project (ADS-PREP), Vietnam",6162aa1fe1b7f5c73e6fe1ef
024/00607DEH,Environmental Services,Experimental research to evaluate detection methods and sampling designs used to determine the abundance of cats that have established wild populations in Australia.,Research into wild cat populations in Australia.,6162aa1fe1b7f5c73e6fe1f0
06.244,Education and Training Services,The Tax Office requires a panel of providers to deliver a range of training services under the heading of high level negotiation and influencing skills. Services may be required either nationally or in a particular State or Territory. The term of the Panel will be for a period of three (3) years with two twelve month option periods.,ATO - High Level Negotiation and Influencing Skills,6162aa1fe1b7f5c73e6fe1f1
IPAC2006/13686,Management advisory services,"We are seeking a dynamic, helpful, highly capable provider with an excellent track record in the delivery of ISO 9001:2000 certification of complex service oriented business processes and the development and implementation of sustainable corporate quality systems.  The organisation will become a strategic partner with IP Australia along its quality journey and provide expert assistance to the CQO in the delivery of quality outcomes.",Provision of ISO 9001:2000 Advisory Services,6162aa1fe1b7f5c73e6fe1f2
RFT012-HQ06,Education and Training Services,"Commercial Delivery for conduct of C2, 4x4 wheel driver training for Army Logistics Training Centre (ALTC).",Commercial Provision of Driver Light Vehicle C (Licence Code C2) C2 Driver Course,6162aa1fe1b7f5c73e6fe1f3
EMA06-0002,Education and Training Services,The design and development of emergency management education and training related services to meet the diverse learning needs of our clients.,The Provision of Emergency Management Education and Training Related Services,6162aa1fe1b7f5c73e6fe1f4
TRS06/375,Education and Training Services,"The Department of Transport and Regional Services requires a highly capable Service Provider, with a sound understanding and knowledge of the aviation industry and proven capability to produce competency based training and assessment resources, to design and develop training and assessment resources that will complement the ASTF.    The Service Provider will be required to produce training and assessment resources that are suited for delivery through a variety of mechanisms to the diverse range of environments in which Australian airports operate.  Tenderers are to note that the subsequent delivery of training is not a component of this requirement.",Request for Tender in relation to the provision of services for the Development of the Aviation Security Training and Assessment Resources to Complement the Aviation Security Training Framework,6162aa1fe1b7f5c73e6fe1f5
DFAT06/130468,Specialised educational services,DFAT invites tenders for a provider to develop and deliver a Local Guard Security Training Program to security guards employed at DFAT`s overseas missions in specified locations.,Provision of the Development and Delivery of a Local Security Guard Training Program,6162aa1fe1b7f5c73e6fe1f6
PRC07,Management advisory services,"DVA is seeking a panel of consultants to provide, when requested, professional services associated with the review of hospital contract rates to the Hospital Policy Section within the Primary Care Policy Group.  ",Consultancy services associated with the review of hospital contract rates,6162aa1fe1b7f5c73e6fe1f7
FIN06/FeS005,Management advisory services,The Department of Finance and Administration (Finance) is seeking to appoint a Consultant to provide services in relation to the procurement of a departmental Financial Management Information System.,Provision of Services in Relation to the Procurement of A Financial Management Information System,6162aa1fe1b7f5c73e6fe1f8
035/06,Disease prevention and control,"The aim of the CAHHF is ""to support the ongoing development of China`s capacity to address HIV/AIDS, emerging infectious diseases and health systems strengthening"".",China-Australia Health and HIV/AIDS Facility (CAHHF),6162aa1fe1b7f5c73e6fe1f9
DEWR RFT 2006/39,Education and Training Services,This Request for Tender (RFT) is to engage a provider to provide Services in relation to the National Disability Recruitment Coordinator (NDRC) Programme (NDRC Programme) for two and one half years commencing on 1 January 2007 until 30 June 2009 (or such dates as advised by the Department).  ,National Disability Recruitment Coordinator Programme,6162aa1fe1b7f5c73e6fe1fa
