Staff ID,value,weight
Canberra00094,STUDIES IN HUMAN SOCIETY,3.89
Canberra00228,OTHERS(RELEVANT),3.88
Canberra00277,ENVIRONMENTAL,3.88
Canberra00194,OTHERS(RELEVANT),3.87
Canberra00190,AGRICULTURAL AND VETERINARY,3.86
Canberra00070,STUDIES IN HUMAN SOCIETY,3.86
Canberra00297,OTHERS(RELEVANT),3.86
Canberra00013,STUDIES IN CREATIVE ARTS AND WRITING,3.85
Canberra00040,"LANGUAGE, COMMUNICATION AND CULTURE",3.85
Canberra00277,EARTH,3.85
Canberra00284,OTHERS(IRRELEVANT),3.85
Canberra00162,TECHNOLOGY,3.84
Canberra00010,STUDIES IN HUMAN SOCIETY,3.84
Canberra00280,STUDIES IN HUMAN SOCIETY,3.84
Canberra00313,EDUCATION,3.83
Canberra00041,"LANGUAGE, COMMUNICATION AND CULTURE",3.83
Canberra00411,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.82
Canberra00093,LAW AND LEGAL STUDIES,3.81
Canberra00192,STUDIES IN HUMAN SOCIETY,3.81
Canberra00377,OTHERS(IRRELEVANT),3.81
Canberra00093,"LANGUAGE, COMMUNICATION AND CULTURE",3.8
Canberra00164,PHYSICAL,3.79
Canberra00297,OTHERS(IRRELEVANT),3.79
Canberra00379,OTHERS(IRRELEVANT),3.78
Canberra00275,OTHERS(IRRELEVANT),3.78
Canberra00228,PSYCHOLOGY AND COGNITIVE SCIENCES,3.77
Canberra00249,MEDICAL AND HEALTH,3.76
Canberra00233,EDUCATION,3.76
Canberra00430,PSYCHOLOGY AND COGNITIVE SCIENCES,3.76
Canberra00147,OTHERS(RELEVANT),3.76
Canberra00165,AGRICULTURAL AND VETERINARY,3.75
Canberra00354,OTHERS(RELEVANT),3.75
Canberra00095,OTHERS(IRRELEVANT),3.75
Canberra00098,OTHERS(RELEVANT),3.74
Canberra00239,OTHERS(IRRELEVANT),3.74
Canberra00139,OTHERS(RELEVANT),3.74
Canberra00310,OTHERS(RELEVANT),3.73
Canberra00111,OTHERS(IRRELEVANT),3.73
Canberra00360,BIOLOGICAL,3.72
Canberra00044,STUDIES IN HUMAN SOCIETY,3.71
Canberra00287,HISTORY AND ARCHAEOLOGY,3.71
Canberra00294,BIOLOGICAL,3.7
Canberra00428,ECONOMICS,3.7
Canberra00309,ECONOMICS,3.68
Canberra00228,BIOLOGICAL,3.67
Canberra00040,STUDIES IN CREATIVE ARTS AND WRITING,3.67
Canberra00428,INFORMATION AND COMPUTING,3.66
Canberra00284,AGRICULTURAL AND VETERINARY,3.65
Canberra00163,EARTH,3.65
Canberra00080,AGRICULTURAL AND VETERINARY,3.65
Canberra00329,STUDIES IN HUMAN SOCIETY,3.65
Canberra00210,STUDIES IN HUMAN SOCIETY,3.63
Canberra00089,MEDICAL AND HEALTH,3.63
Canberra00194,STUDIES IN HUMAN SOCIETY,3.62
Canberra00262,EDUCATION,3.62
Canberra00316,OTHERS(IRRELEVANT),3.62
Canberra00428,"LANGUAGE, COMMUNICATION AND CULTURE",3.62
Canberra00087,EDUCATION,3.61
Canberra00205,STUDIES IN HUMAN SOCIETY,3.61
Canberra00015,ENVIRONMENTAL,3.61
Canberra00204,CHEMICAL,3.61
Canberra00436,BIOLOGICAL,3.61
Canberra00087,HISTORY AND ARCHAEOLOGY,3.6
Canberra00414,TECHNOLOGY,3.6
Canberra00280,MEDICAL AND HEALTH,3.59
Canberra00307,EDUCATION,3.58
Canberra00263,EARTH,3.58
Canberra00094,OTHERS(IRRELEVANT),3.58
Canberra00304,INFORMATION AND COMPUTING,3.57
Canberra00290,OTHERS(RELEVANT),3.57
Canberra00389,STUDIES IN HUMAN SOCIETY,3.57
Canberra00188,PSYCHOLOGY AND COGNITIVE SCIENCES,3.56
Canberra00056,OTHERS(IRRELEVANT),3.55
Canberra00331,PSYCHOLOGY AND COGNITIVE SCIENCES,3.54
Canberra00419,EDUCATION,3.54
Canberra00360,HISTORY AND ARCHAEOLOGY,3.54
Canberra00252,INFORMATION AND COMPUTING,3.54
Canberra00091,EARTH,3.52
Canberra00427,OTHERS(IRRELEVANT),3.51
Canberra00013,OTHERS(IRRELEVANT),3.51
Canberra00356,TECHNOLOGY,3.5
Canberra00111,INFORMATION AND COMPUTING,3.49
Canberra00224,HISTORY AND ARCHAEOLOGY,3.49
Canberra00078,STUDIES IN HUMAN SOCIETY,3.48
Canberra00181,TECHNOLOGY,3.48
Canberra00008,"LANGUAGE, COMMUNICATION AND CULTURE",3.47
Canberra00410,AGRICULTURAL AND VETERINARY,3.47
Canberra00171,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.46
Canberra00371,STUDIES IN HUMAN SOCIETY,3.45
Canberra00379,OTHERS(RELEVANT),3.44
Canberra00019,MEDICAL AND HEALTH,3.43
Canberra00320,OTHERS(RELEVANT),3.41
Canberra00415,OTHERS(IRRELEVANT),3.41
Canberra00152,ECONOMICS,3.4
Canberra00162,OTHERS(RELEVANT),3.4
Canberra00428,OTHERS(IRRELEVANT),3.4
Canberra00195,ECONOMICS,3.4
Canberra00300,ENVIRONMENTAL,3.39
Canberra00411,OTHERS(RELEVANT),3.39
Canberra00132,TECHNOLOGY,3.38
Canberra00120,ECONOMICS,3.37
Canberra00433,OTHERS(RELEVANT),3.37
Canberra00297,ECONOMICS,3.37
Canberra00265,OTHERS(IRRELEVANT),3.37
Canberra00290,HISTORY AND ARCHAEOLOGY,3.36
Canberra00163,OTHERS(IRRELEVANT),3.36
Canberra00423,STUDIES IN HUMAN SOCIETY,3.36
Canberra00083,MEDICAL AND HEALTH,3.36
Canberra00221,OTHERS(IRRELEVANT),3.36
Canberra00174,STUDIES IN HUMAN SOCIETY,3.36
Canberra00360,"LANGUAGE, COMMUNICATION AND CULTURE",3.34
Canberra00137,STUDIES IN HUMAN SOCIETY,3.34
Canberra00158,"LANGUAGE, COMMUNICATION AND CULTURE",3.34
Canberra00298,PSYCHOLOGY AND COGNITIVE SCIENCES,3.34
Canberra00089,EDUCATION,3.34
Canberra00220,MEDICAL AND HEALTH,3.33
Canberra00317,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.33
Canberra00165,PSYCHOLOGY AND COGNITIVE SCIENCES,3.33
Canberra00035,OTHERS(IRRELEVANT),3.33
Canberra00123,STUDIES IN CREATIVE ARTS AND WRITING,3.33
Canberra00286,OTHERS(RELEVANT),3.33
Canberra00287,PSYCHOLOGY AND COGNITIVE SCIENCES,3.33
Canberra00272,OTHERS(IRRELEVANT),3.32
Canberra00139,PSYCHOLOGY AND COGNITIVE SCIENCES,3.31
Canberra00251,AGRICULTURAL AND VETERINARY,3.31
Canberra00283,"LANGUAGE, COMMUNICATION AND CULTURE",3.31
Canberra00118,STUDIES IN CREATIVE ARTS AND WRITING,3.31
Canberra00223,OTHERS(RELEVANT),3.3
Canberra00346,LAW AND LEGAL STUDIES,3.3
Canberra00289,OTHERS(IRRELEVANT),3.3
Canberra00262,OTHERS(RELEVANT),3.29
Canberra00070,MEDICAL AND HEALTH,3.28
Canberra00085,STUDIES IN HUMAN SOCIETY,3.28
Canberra00077,OTHERS(RELEVANT),3.27
Canberra00428,TECHNOLOGY,3.27
Canberra00018,OTHERS(IRRELEVANT),3.27
Canberra00151,BUILT ENVIRONMENT AND DESIGN,3.27
Canberra00410,OTHERS(RELEVANT),3.26
Canberra00335,PSYCHOLOGY AND COGNITIVE SCIENCES,3.26
Canberra00291,OTHERS(RELEVANT),3.26
Canberra00106,"LANGUAGE, COMMUNICATION AND CULTURE",3.26
Canberra00076,INFORMATION AND COMPUTING,3.25
Canberra00047,MEDICAL AND HEALTH,3.25
Canberra00031,OTHERS(IRRELEVANT),3.25
Canberra00159,OTHERS(IRRELEVANT),3.25
Canberra00252,OTHERS(IRRELEVANT),3.25
Canberra00256,MEDICAL AND HEALTH,3.24
Canberra00176,EDUCATION,3.24
Canberra00010,EDUCATION,3.23
Canberra00304,OTHERS(RELEVANT),3.23
Canberra00286,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.22
Canberra00379,MEDICAL AND HEALTH,3.22
Canberra00073,INFORMATION AND COMPUTING,3.22
Canberra00133,OTHERS(IRRELEVANT),3.22
Canberra00401,EARTH,3.22
Canberra00133,MEDICAL AND HEALTH,3.22
Canberra00085,EDUCATION,3.2
Canberra00320,ECONOMICS,3.2
Canberra00298,LAW AND LEGAL STUDIES,3.2
Canberra00059,STUDIES IN CREATIVE ARTS AND WRITING,3.19
Canberra00013,LAW AND LEGAL STUDIES,3.19
Canberra00273,OTHERS(RELEVANT),3.17
Canberra00181,"LANGUAGE, COMMUNICATION AND CULTURE",3.17
Canberra00350,OTHERS(IRRELEVANT),3.17
Canberra00223,OTHERS(IRRELEVANT),3.16
Canberra00280,OTHERS(IRRELEVANT),3.16
Canberra00126,MEDICAL AND HEALTH,3.16
Canberra00353,MEDICAL AND HEALTH,3.15
Canberra00354,LAW AND LEGAL STUDIES,3.14
Canberra00108,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",3.13
Canberra00196,OTHERS(IRRELEVANT),3.13
Canberra00039,STUDIES IN CREATIVE ARTS AND WRITING,3.13
Canberra00278,TECHNOLOGY,3.13
Canberra00380,ECONOMICS,3.12
Canberra00373,STUDIES IN HUMAN SOCIETY,3.12
Canberra00356,ENVIRONMENTAL,3.12
Canberra00414,OTHERS(IRRELEVANT),3.12
Canberra00446,MEDICAL AND HEALTH,3.12
Canberra00418,STUDIES IN HUMAN SOCIETY,3.12
Canberra00243,STUDIES IN CREATIVE ARTS AND WRITING,3.11
Canberra00189,MEDICAL AND HEALTH,3.11
Canberra00122,AGRICULTURAL AND VETERINARY,3.11
Canberra00299,STUDIES IN HUMAN SOCIETY,3.11
Canberra00392,MEDICAL AND HEALTH,3.11
Canberra00170,ENVIRONMENTAL,3.1
Canberra00131,"LANGUAGE, COMMUNICATION AND CULTURE",3.1
Canberra00189,EDUCATION,3.1
Canberra00133,ENVIRONMENTAL,3.1
Canberra00343,MEDICAL AND HEALTH,3.1
Canberra00311,STUDIES IN HUMAN SOCIETY,3.09
Canberra00029,OTHERS(RELEVANT),3.08
Canberra00212,MEDICAL AND HEALTH,3.08
Canberra00354,OTHERS(IRRELEVANT),3.08
Canberra00146,EDUCATION,3.08
Canberra00109,MEDICAL AND HEALTH,3.06
Canberra00114,BIOLOGICAL,3.06
Canberra00059,BIOLOGICAL,3.06
Canberra00107,MEDICAL AND HEALTH,3.05
Canberra00436,STUDIES IN HUMAN SOCIETY,3.04
Canberra00188,STUDIES IN HUMAN SOCIETY,3.04
Canberra00381,LAW AND LEGAL STUDIES,3.04
Canberra00087,INFORMATION AND COMPUTING,3.04
Canberra00023,EARTH,3.03
Canberra00111,OTHERS(RELEVANT),3.03
Canberra00395,MEDICAL AND HEALTH,3.02
Canberra00137,MEDICAL AND HEALTH,3.02
Canberra00039,HISTORY AND ARCHAEOLOGY,3.02
Canberra00157,OTHERS(IRRELEVANT),3.02
Canberra00221,EARTH,3.01
Canberra00251,PSYCHOLOGY AND COGNITIVE SCIENCES,3.01
Canberra00049,"LANGUAGE, COMMUNICATION AND CULTURE",3.01
Canberra00262,HISTORY AND ARCHAEOLOGY,3.01
Canberra00295,MEDICAL AND HEALTH,3
Canberra00353,EDUCATION,3
Canberra00131,STUDIES IN CREATIVE ARTS AND WRITING,2.99
Canberra00261,STUDIES IN HUMAN SOCIETY,2.99
Canberra00235,OTHERS(IRRELEVANT),2.99
Canberra00440,OTHERS(RELEVANT),2.99
Canberra00369,ENVIRONMENTAL,2.98
Canberra00368,STUDIES IN HUMAN SOCIETY,2.98
Canberra00023,"LANGUAGE, COMMUNICATION AND CULTURE",2.98
Canberra00225,OTHERS(IRRELEVANT),2.97
Canberra00059,OTHERS(RELEVANT),2.97
Canberra00077,INFORMATION AND COMPUTING,2.97
Canberra00049,HISTORY AND ARCHAEOLOGY,2.97
Canberra00320,PSYCHOLOGY AND COGNITIVE SCIENCES,2.96
Canberra00403,"LANGUAGE, COMMUNICATION AND CULTURE",2.96
Canberra00122,TECHNOLOGY,2.96
Canberra00143,LAW AND LEGAL STUDIES,2.96
Canberra00410,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.96
Canberra00343,BIOLOGICAL,2.96
Canberra00220,EDUCATION,2.96
Canberra00354,INFORMATION AND COMPUTING,2.95
Canberra00410,STUDIES IN CREATIVE ARTS AND WRITING,2.94
Canberra00315,OTHERS(RELEVANT),2.94
Canberra00222,OTHERS(RELEVANT),2.93
Canberra00156,AGRICULTURAL AND VETERINARY,2.93
Canberra00334,OTHERS(RELEVANT),2.92
Canberra00297,MEDICAL AND HEALTH,2.91
Canberra00019,OTHERS(RELEVANT),2.91
Canberra00062,OTHERS(RELEVANT),2.91
Canberra00201,STUDIES IN HUMAN SOCIETY,2.91
Canberra00401,LAW AND LEGAL STUDIES,2.9
Canberra00297,LAW AND LEGAL STUDIES,2.9
Canberra00281,"LANGUAGE, COMMUNICATION AND CULTURE",2.9
Canberra00381,ENVIRONMENTAL,2.9
Canberra00399,OTHERS(RELEVANT),2.9
Canberra00098,STUDIES IN HUMAN SOCIETY,2.89
Canberra00343,OTHERS(RELEVANT),2.89
Canberra00136,OTHERS(RELEVANT),2.89
Canberra00085,OTHERS(IRRELEVANT),2.88
Canberra00414,AGRICULTURAL AND VETERINARY,2.88
Canberra00316,PSYCHOLOGY AND COGNITIVE SCIENCES,2.88
Canberra00278,AGRICULTURAL AND VETERINARY,2.87
Canberra00015,BUILT ENVIRONMENT AND DESIGN,2.86
Canberra00372,OTHERS(IRRELEVANT),2.86
Canberra00435,BIOLOGICAL,2.86
Canberra00412,PHYSICAL,2.86
Canberra00176,STUDIES IN HUMAN SOCIETY,2.86
Canberra00099,OTHERS(IRRELEVANT),2.86
Canberra00034,ENVIRONMENTAL,2.85
Canberra00107,STUDIES IN HUMAN SOCIETY,2.85
Canberra00029,ECONOMICS,2.85
Canberra00313,OTHERS(IRRELEVANT),2.83
Canberra00230,EDUCATION,2.83
Canberra00369,PSYCHOLOGY AND COGNITIVE SCIENCES,2.83
Canberra00004,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.82
Canberra00077,STUDIES IN HUMAN SOCIETY,2.82
Canberra00123,OTHERS(RELEVANT),2.82
Canberra00419,LAW AND LEGAL STUDIES,2.81
Canberra00421,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.81
Canberra00398,EDUCATION,2.81
Canberra00204,PHYSICAL,2.8
Canberra00147,OTHERS(IRRELEVANT),2.8
Canberra00221,OTHERS(RELEVANT),2.79
Canberra00118,LAW AND LEGAL STUDIES,2.79
Canberra00297,HISTORY AND ARCHAEOLOGY,2.79
Canberra00131,OTHERS(IRRELEVANT),2.78
Canberra00070,EDUCATION,2.78
Canberra00369,OTHERS(RELEVANT),2.77
Canberra00297,TECHNOLOGY,2.77
Canberra00325,OTHERS(IRRELEVANT),2.77
Canberra00130,OTHERS(RELEVANT),2.77
Canberra00323,STUDIES IN CREATIVE ARTS AND WRITING,2.77
Canberra00058,EDUCATION,2.76
Canberra00126,STUDIES IN HUMAN SOCIETY,2.76
Canberra00329,EARTH,2.76
Canberra00164,EARTH,2.76
Canberra00440,EDUCATION,2.76
Canberra00273,HISTORY AND ARCHAEOLOGY,2.76
Canberra00300,OTHERS(RELEVANT),2.75
Canberra00014,MATHEMATICAL,2.75
Canberra00379,EDUCATION,2.74
Canberra00014,OTHERS(RELEVANT),2.73
Canberra00222,EDUCATION,2.73
Canberra00284,STUDIES IN HUMAN SOCIETY,2.73
Canberra00130,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.72
Canberra00315,ECONOMICS,2.72
Canberra00371,INFORMATION AND COMPUTING,2.72
Canberra00415,AGRICULTURAL AND VETERINARY,2.72
Canberra00320,"LANGUAGE, COMMUNICATION AND CULTURE",2.72
Canberra00210,ENGINEERING,2.72
Canberra00077,PSYCHOLOGY AND COGNITIVE SCIENCES,2.71
Canberra00336,ECONOMICS,2.71
Canberra00098,STUDIES IN CREATIVE ARTS AND WRITING,2.71
Canberra00172,ENGINEERING,2.71
Canberra00015,EARTH,2.7
Canberra00123,HISTORY AND ARCHAEOLOGY,2.7
Canberra00270,PSYCHOLOGY AND COGNITIVE SCIENCES,2.7
Canberra00010,BIOLOGICAL,2.69
Canberra00332,MEDICAL AND HEALTH,2.69
Canberra00132,OTHERS(IRRELEVANT),2.69
Canberra00295,LAW AND LEGAL STUDIES,2.69
Canberra00085,OTHERS(RELEVANT),2.69
Canberra00121,ECONOMICS,2.68
Canberra00230,OTHERS(RELEVANT),2.68
Canberra00295,STUDIES IN HUMAN SOCIETY,2.68
Canberra00350,STUDIES IN HUMAN SOCIETY,2.67
Canberra00350,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.67
Canberra00079,OTHERS(RELEVANT),2.67
Canberra00137,OTHERS(RELEVANT),2.67
Canberra00434,EARTH,2.67
Canberra00029,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.67
Canberra00382,PSYCHOLOGY AND COGNITIVE SCIENCES,2.67
Canberra00122,MEDICAL AND HEALTH,2.67
Canberra00049,LAW AND LEGAL STUDIES,2.67
Canberra00095,BUILT ENVIRONMENT AND DESIGN,2.67
Canberra00381,"LANGUAGE, COMMUNICATION AND CULTURE",2.67
Canberra00170,ENGINEERING,2.67
Canberra00169,OTHERS(RELEVANT),2.67
Canberra00087,"LANGUAGE, COMMUNICATION AND CULTURE",2.66
Canberra00268,MEDICAL AND HEALTH,2.66
Canberra00432,STUDIES IN CREATIVE ARTS AND WRITING,2.66
Canberra00343,"LANGUAGE, COMMUNICATION AND CULTURE",2.66
Canberra00165,MEDICAL AND HEALTH,2.66
Canberra00080,BIOLOGICAL,2.66
Canberra00119,PSYCHOLOGY AND COGNITIVE SCIENCES,2.65
Canberra00087,TECHNOLOGY,2.65
Canberra00115,OTHERS(IRRELEVANT),2.65
Canberra00084,MEDICAL AND HEALTH,2.65
Canberra00346,OTHERS(IRRELEVANT),2.65
Canberra00175,OTHERS(RELEVANT),2.65
Canberra00251,EARTH,2.64
Canberra00399,OTHERS(IRRELEVANT),2.64
Canberra00257,BIOLOGICAL,2.63
Canberra00242,ENGINEERING,2.63
Canberra00419,HISTORY AND ARCHAEOLOGY,2.63
Canberra00335,OTHERS(IRRELEVANT),2.63
Canberra00374,MEDICAL AND HEALTH,2.63
Canberra00374,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.63
Canberra00278,BIOLOGICAL,2.62
Canberra00075,PSYCHOLOGY AND COGNITIVE SCIENCES,2.62
Canberra00233,PSYCHOLOGY AND COGNITIVE SCIENCES,2.62
Canberra00327,INFORMATION AND COMPUTING,2.61
Canberra00037,"LANGUAGE, COMMUNICATION AND CULTURE",2.61
Canberra00212,STUDIES IN HUMAN SOCIETY,2.61
Canberra00368,LAW AND LEGAL STUDIES,2.61
Canberra00311,OTHERS(IRRELEVANT),2.61
Canberra00286,STUDIES IN HUMAN SOCIETY,2.61
Canberra00228,"LANGUAGE, COMMUNICATION AND CULTURE",2.6
Canberra00382,OTHERS(RELEVANT),2.6
Canberra00204,EARTH,2.6
Canberra00324,OTHERS(IRRELEVANT),2.6
Canberra00243,INFORMATION AND COMPUTING,2.6
Canberra00334,EARTH,2.6
Canberra00412,MEDICAL AND HEALTH,2.59
Canberra00374,BIOLOGICAL,2.59
Canberra00008,HISTORY AND ARCHAEOLOGY,2.59
Canberra00331,MEDICAL AND HEALTH,2.59
Canberra00317,"LANGUAGE, COMMUNICATION AND CULTURE",2.58
Canberra00140,OTHERS(IRRELEVANT),2.58
Canberra00435,ENVIRONMENTAL,2.58
Canberra00309,ENVIRONMENTAL,2.57
Canberra00091,BIOLOGICAL,2.57
Canberra00023,STUDIES IN HUMAN SOCIETY,2.57
Canberra00089,OTHERS(RELEVANT),2.57
Canberra00084,TECHNOLOGY,2.56
Canberra00353,OTHERS(IRRELEVANT),2.56
Canberra00401,HISTORY AND ARCHAEOLOGY,2.56
Canberra00331,ECONOMICS,2.56
Canberra00383,EDUCATION,2.56
Canberra00157,"LANGUAGE, COMMUNICATION AND CULTURE",2.56
Canberra00037,EDUCATION,2.55
Canberra00118,ENGINEERING,2.55
Canberra00257,OTHERS(RELEVANT),2.55
Canberra00249,INFORMATION AND COMPUTING,2.54
Canberra00174,EDUCATION,2.54
Canberra00150,STUDIES IN CREATIVE ARTS AND WRITING,2.54
Canberra00027,OTHERS(IRRELEVANT),2.54
Canberra00042,TECHNOLOGY,2.54
Canberra00285,STUDIES IN HUMAN SOCIETY,2.54
Canberra00125,MEDICAL AND HEALTH,2.54
Canberra00290,PHILOSOPHY AND RELIGIOUS STUDIES,2.54
Canberra00039,LAW AND LEGAL STUDIES,2.53
Canberra00380,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.53
Canberra00344,MEDICAL AND HEALTH,2.53
Canberra00242,OTHERS(IRRELEVANT),2.53
Canberra00334,ENGINEERING,2.53
Canberra00243,ENGINEERING,2.53
Canberra00414,OTHERS(RELEVANT),2.52
Canberra00231,"LANGUAGE, COMMUNICATION AND CULTURE",2.52
Canberra00089,STUDIES IN HUMAN SOCIETY,2.52
Canberra00262,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.52
Canberra00317,STUDIES IN CREATIVE ARTS AND WRITING,2.52
Canberra00278,CHEMICAL,2.52
Canberra00315,OTHERS(IRRELEVANT),2.52
Canberra00150,"LANGUAGE, COMMUNICATION AND CULTURE",2.52
Canberra00418,OTHERS(IRRELEVANT),2.52
Canberra00226,OTHERS(RELEVANT),2.51
Canberra00412,ENVIRONMENTAL,2.51
Canberra00368,"LANGUAGE, COMMUNICATION AND CULTURE",2.51
Canberra00093,STUDIES IN CREATIVE ARTS AND WRITING,2.51
Canberra00049,PSYCHOLOGY AND COGNITIVE SCIENCES,2.51
Canberra00369,HISTORY AND ARCHAEOLOGY,2.5
Canberra00204,AGRICULTURAL AND VETERINARY,2.5
Canberra00336,PSYCHOLOGY AND COGNITIVE SCIENCES,2.5
Canberra00403,ECONOMICS,2.5
Canberra00080,EARTH,2.5
Canberra00039,"LANGUAGE, COMMUNICATION AND CULTURE",2.5
Canberra00058,BIOLOGICAL,2.5
Canberra00056,LAW AND LEGAL STUDIES,2.5
Canberra00433,HISTORY AND ARCHAEOLOGY,2.49
Canberra00257,AGRICULTURAL AND VETERINARY,2.49
Canberra00221,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.49
Canberra00215,ECONOMICS,2.48
Canberra00251,OTHERS(IRRELEVANT),2.48
Canberra00243,PSYCHOLOGY AND COGNITIVE SCIENCES,2.48
Canberra00297,AGRICULTURAL AND VETERINARY,2.48
Canberra00256,EARTH,2.48
Canberra00164,BIOLOGICAL,2.48
Canberra00031,LAW AND LEGAL STUDIES,2.47
Canberra00295,OTHERS(IRRELEVANT),2.47
Canberra00325,BIOLOGICAL,2.47
Canberra00289,STUDIES IN HUMAN SOCIETY,2.47
Canberra00048,OTHERS(RELEVANT),2.47
Canberra00334,PSYCHOLOGY AND COGNITIVE SCIENCES,2.46
Canberra00009,HISTORY AND ARCHAEOLOGY,2.46
Canberra00278,PSYCHOLOGY AND COGNITIVE SCIENCES,2.46
Canberra00056,ENGINEERING,2.46
Canberra00224,EARTH,2.46
Canberra00399,STUDIES IN HUMAN SOCIETY,2.45
Canberra00056,PSYCHOLOGY AND COGNITIVE SCIENCES,2.45
Canberra00056,OTHERS(RELEVANT),2.45
Canberra00048,PSYCHOLOGY AND COGNITIVE SCIENCES,2.45
Canberra00183,HISTORY AND ARCHAEOLOGY,2.45
Canberra00262,PSYCHOLOGY AND COGNITIVE SCIENCES,2.44
Canberra00133,STUDIES IN HUMAN SOCIETY,2.44
Canberra00123,LAW AND LEGAL STUDIES,2.44
Canberra00342,OTHERS(RELEVANT),2.44
Canberra00118,ECONOMICS,2.44
Canberra00121,LAW AND LEGAL STUDIES,2.43
Canberra00127,OTHERS(RELEVANT),2.43
Canberra00152,STUDIES IN HUMAN SOCIETY,2.43
Canberra00314,OTHERS(IRRELEVANT),2.43
Canberra00421,OTHERS(IRRELEVANT),2.43
Canberra00410,ENGINEERING,2.43
Canberra00073,STUDIES IN CREATIVE ARTS AND WRITING,2.43
Canberra00222,STUDIES IN HUMAN SOCIETY,2.43
Canberra00188,EDUCATION,2.42
Canberra00412,ENGINEERING,2.42
Canberra00183,"LANGUAGE, COMMUNICATION AND CULTURE",2.42
Canberra00041,STUDIES IN HUMAN SOCIETY,2.42
Canberra00210,PSYCHOLOGY AND COGNITIVE SCIENCES,2.41
Canberra00145,PSYCHOLOGY AND COGNITIVE SCIENCES,2.41
Canberra00042,ENGINEERING,2.41
Canberra00114,PHYSICAL,2.4
Canberra00324,PSYCHOLOGY AND COGNITIVE SCIENCES,2.4
Canberra00013,ENGINEERING,2.4
Canberra00126,PSYCHOLOGY AND COGNITIVE SCIENCES,2.39
Canberra00261,OTHERS(IRRELEVANT),2.39
Canberra00373,"LANGUAGE, COMMUNICATION AND CULTURE",2.38
Canberra00149,HISTORY AND ARCHAEOLOGY,2.38
Canberra00346,MEDICAL AND HEALTH,2.38
Canberra00319,EDUCATION,2.38
Canberra00142,MEDICAL AND HEALTH,2.37
Canberra00430,INFORMATION AND COMPUTING,2.37
Canberra00372,ENGINEERING,2.37
Canberra00079,OTHERS(IRRELEVANT),2.37
Canberra00372,TECHNOLOGY,2.37
Canberra00313,STUDIES IN HUMAN SOCIETY,2.37
Canberra00044,INFORMATION AND COMPUTING,2.36
Canberra00029,ENVIRONMENTAL,2.36
Canberra00392,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.36
Canberra00205,OTHERS(IRRELEVANT),2.36
Canberra00014,OTHERS(IRRELEVANT),2.36
Canberra00296,MEDICAL AND HEALTH,2.36
Canberra00284,MEDICAL AND HEALTH,2.36
Canberra00098,OTHERS(IRRELEVANT),2.36
Canberra00290,TECHNOLOGY,2.36
Canberra00325,EDUCATION,2.36
Canberra00215,OTHERS(IRRELEVANT),2.35
Canberra00363,BIOLOGICAL,2.35
Canberra00147,MEDICAL AND HEALTH,2.35
Canberra00190,TECHNOLOGY,2.34
Canberra00302,INFORMATION AND COMPUTING,2.34
Canberra00377,ECONOMICS,2.34
Canberra00314,EDUCATION,2.34
Canberra00080,LAW AND LEGAL STUDIES,2.34
Canberra00430,OTHERS(RELEVANT),2.34
Canberra00302,TECHNOLOGY,2.34
Canberra00343,PSYCHOLOGY AND COGNITIVE SCIENCES,2.33
Canberra00335,EDUCATION,2.33
Canberra00399,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.33
Canberra00137,OTHERS(IRRELEVANT),2.32
Canberra00015,OTHERS(IRRELEVANT),2.32
Canberra00311,PSYCHOLOGY AND COGNITIVE SCIENCES,2.32
Canberra00039,PHYSICAL,2.31
Canberra00156,ENVIRONMENTAL,2.31
Canberra00424,OTHERS(IRRELEVANT),2.31
Canberra00052,STUDIES IN HUMAN SOCIETY,2.31
Canberra00316,EDUCATION,2.3
Canberra00022,OTHERS(IRRELEVANT),2.3
Canberra00379,MATHEMATICAL,2.3
Canberra00228,PHYSICAL,2.29
Canberra00192,AGRICULTURAL AND VETERINARY,2.29
Canberra00257,TECHNOLOGY,2.29
Canberra00270,BIOLOGICAL,2.28
Canberra00106,ENGINEERING,2.28
Canberra00099,OTHERS(RELEVANT),2.28
Canberra00243,"LANGUAGE, COMMUNICATION AND CULTURE",2.28
Canberra00428,BIOLOGICAL,2.28
Canberra00008,INFORMATION AND COMPUTING,2.27
Canberra00078,OTHERS(IRRELEVANT),2.27
Canberra00022,HISTORY AND ARCHAEOLOGY,2.27
Canberra00210,ECONOMICS,2.27
