Staff ID,Tag,weight,Tag_type
Canberra61585d35d7b0c43ebd755205,canberra,0.66,project_key
Canberra61585d35d7b0c43ebd755205,military personnel,1.0,project_key
Canberra61585d35d7b0c43ebd755205,artist,0.8,project_key
Canberra61585d35d7b0c43ebd755205,educator,0.51,project_key
Canberra61585d35d7b0c43ebd755205,military,0.38,project_key
Canberra61585d35d7b0c43ebd755205,festival,1.0,project_key
Canberra61585d35d7b0c43ebd755205,antagonism,0.47,project_key
Canberra61585d35d7b0c43ebd755205,data storage equipment,0.44,project_key
Canberra61585d35d7b0c43ebd755205,chemical analysis,0.23,project_key
Canberra61585d35d7b0c43ebd755205,world,0.2,project_key
Canberra61585d35d7b0c43ebd755205,ekphrasis,1.0,project_key
Canberra61585d35d7b0c43ebd755205,art form,0.38,project_key
Canberra61585d35d7b0c43ebd755205,general ability,0.3,project_key
Canberra61585d35d7b0c43ebd755205,poetic response,1.0,project_key
Canberra61585d35d7b0c43ebd755205,poetics,0.27,project_key
Canberra61585d35d7b0c43ebd755205,taxonomy,0.83,project_key
Canberra61585d35d7b0c43ebd755205,taxonomy,0.82,project_key
Canberra61585d35d7b0c43ebd755205,multiplicity,1.0,project_key
Canberra61585d35d7b0c43ebd755205,indeterminacy,0.98,project_key
Canberra61585d35d7b0c43ebd755205,assemblages,1.0,project_key
Canberra61585d35d7b0c43ebd755205,undecidability,0.4,project_key
Canberra61585d35d7b0c43ebd755205,figurative language,0.38,project_key
Canberra61585d35d7b0c43ebd755205,susan howe,1.0,project_key
Canberra61585d35d7b0c43ebd755205,charles olson,0.98,project_key
Canberra61585d35d7b0c43ebd755205,st茅phane mallarm茅,0.93,project_key
Canberra61585d35d7b0c43ebd755205,speech rhythm,0.92,project_key
Canberra61585d35d7b0c43ebd755205,poetic structure,0.56,project_key
Canberra61585d35d7b0c43ebd755205,prose poem,0.76,project_key
Canberra61585d35d7b0c43ebd755205,leaves,0.74,project_key
Canberra61585d35d7b0c43ebd755205,prose poetry,0.32,project_key
Canberra61585d35d7b0c43ebd755205,names,0.42,project_key
Canberra61585d35d7b0c43ebd755205,prose,0.41,project_key
Canberra61585d35d7b0c43ebd755205,art therapy,1.0,project_key
Canberra61585d35d7b0c43ebd755205,post-traumatic stress disorders,0.68,project_key
Canberra61585d35d7b0c43ebd755205,psychological posttraumatic growth,0.17,project_key
Canberra61585d35d7b0c43ebd755205,natural disasters,0.15,project_key
Canberra61585d35d7b0c43ebd755205,domestic violence,0.14,project_key
Canberra61585d35d7b0c43ebd755205,language,0.32,project_key
Canberra61585d35d7b0c43ebd755205,digitization,0.39,project_key
Canberra61585d35d7b0c43ebd755205,lived experience,0.33,project_key
Canberra61585d35d7b0c43ebd755205,long poem,0.95,project_key
Canberra61585d35d7b0c43ebd755205,erasure,0.82,project_key
Canberra61585d35d7b0c43ebd755205,gift,0.63,project_key
Canberra61585d35d7b0c43ebd755205,western australia,0.93,project_key
Canberra61585d35d7b0c43ebd755205,editor,0.54,project_key
Canberra61585d35d7b0c43ebd755205,curating,0.5,project_key
Canberra61585d35d7b0c43ebd755205,new zealand,0.58,project_key
Canberra61585d35d7b0c43ebd755205,experiment,0.71,project_key
Canberra61585d35d7b0c43ebd755205,prosody,0.41,project_key
Canberra61585d35d7b0c43ebd755205,peers,0.36,project_key
Canberra61585d35d7b0c43ebd755205,narrative,0.17,project_key
Canberra61585d35d7b0c43ebd755205,collaborative writing,1.0,project_key
Canberra61585d35d7b0c43ebd755205,octavio paz,0.84,project_key
Canberra61585d35d7b0c43ebd755205,free verse,0.8,project_key
Canberra61585d35d7b0c43ebd755205,film song,0.76,project_key
Canberra61585d35d7b0c43ebd755205,gerard manley hopkins,0.73,project_key
Canberra61585d35d7b0c43ebd755205,moritz,0.71,project_key
Canberra61585d35d7b0c43ebd755205,poem,1.0,project_key
Canberra61585d35d7b0c43ebd755205,book art,1.0,project_key
Canberra61585d35d7b0c43ebd755205,memoir,0.58,project_key
Canberra61585d35d7b0c43ebd755205,reader,0.36,project_key
Canberra61585d35d7b0c43ebd755205,outcomes research,0.28,project_key
Canberra61585d35d7b0c43ebd755205,stipulations,0.23,project_key
Canberra61585d35d7b0c43ebd755205,electronic mail,0.2,project_key
Canberra61585d35d7b0c43ebd755205,vocation,1.0,project_key
Canberra61585d35d7b0c43ebd755205,critical reflection,0.32,project_key
Canberra61585d35d7b0c43ebd755205,artifact,1.0,project_key
Canberra61585d35d7b0c43ebd755205,aesthetics,0.77,project_key
Canberra61585d35d7b0c43ebd755205,sequentiality,0.33,project_key
Canberra61585d35d7b0c43ebd755205,sylvia plath,0.55,project_key
Canberra61585d35d7b0c43ebd755205,schizoanalysis,0.32,project_key
Canberra61585d35d7b0c43ebd755205,poetic practice,1.0,project_key
Canberra61585d35d7b0c43ebd755205,paradigmatics,0.67,project_key
Canberra61585d35d7b0c43ebd755205,substitution,0.46,project_key
Canberra61585d35d7b0c43ebd755205,syntagmatic relations,0.79,project_key
Canberra61585d35d7b0c43ebd755205,found poem,0.84,project_key
Canberra61585d35d7b0c43ebd755205,human nature,0.11,project_key
Canberra61585d35d7b0c43ebd755205,dissenters,0.1,project_key
Canberra61585d35d7b0c43ebd755205,punctuation,0.1,project_key
Canberra61585d35d7b0c43ebd755205,pause,0.09,project_key
Canberra61585d4dd7b0c43ebd755206,psychology,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,curriculum,0.77,project_key
Canberra61585d4dd7b0c43ebd755206,worldview,0.36,project_key
Canberra61585d4dd7b0c43ebd755206,audit,0.35,project_key
Canberra61585d4dd7b0c43ebd755206,social inequality,0.35,project_key
Canberra61585d4dd7b0c43ebd755206,robotics,0.49,project_key
Canberra61585d4dd7b0c43ebd755206,robots,0.63,project_key
Canberra61585d4dd7b0c43ebd755206,thinking,0.79,project_key
Canberra61585d4dd7b0c43ebd755206,optimism,0.82,project_key
Canberra61585d4dd7b0c43ebd755206,direction compound,0.49,project_key
Canberra61585d4dd7b0c43ebd755206,pessimism,0.48,project_key
Canberra61585d4dd7b0c43ebd755206,students,0.09,project_key
Canberra61585d4dd7b0c43ebd755206,health care,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,health,0.73,project_key
Canberra61585d4dd7b0c43ebd755206,patient rehabilitation,0.3,project_key
Canberra61585d4dd7b0c43ebd755206,physiological stress,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,psychological stress,0.8,project_key
Canberra61585d4dd7b0c43ebd755206,emergencies,0.64,project_key
Canberra61585d4dd7b0c43ebd755206,psychology,0.56,project_key
Canberra61585d4dd7b0c43ebd755206,amylases,0.54,project_key
Canberra61585d4dd7b0c43ebd755206,embodiment,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,robot,0.75,project_key
Canberra61585d4dd7b0c43ebd755206,efficacy,0.64,project_key
Canberra61585d4dd7b0c43ebd755206,human computer interaction,0.61,project_key
Canberra61585d4dd7b0c43ebd755206,human,0.55,project_key
Canberra61585d4dd7b0c43ebd755206,hole,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,nonprofit organization,0.95,project_key
Canberra61585d4dd7b0c43ebd755206,reader,0.52,project_key
Canberra61585d4dd7b0c43ebd755206,research method,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,statistics,0.95,project_key
Canberra61585d4dd7b0c43ebd755206,learning,0.9,project_key
Canberra61585d4dd7b0c43ebd755206,statistics,0.9,project_key
Canberra61585d4dd7b0c43ebd755206,workplace,0.88,project_key
Canberra61585d4dd7b0c43ebd755206,cognition,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,data mining,0.27,project_key
Canberra61585d4dd7b0c43ebd755206,research personnel,0.24,project_key
Canberra61585d4dd7b0c43ebd755206,self report,0.2,project_key
Canberra61585d4dd7b0c43ebd755206,clinical competence,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,patient care,0.66,project_key
Canberra61585d4dd7b0c43ebd755206,resuscitation,0.4,project_key
Canberra61585d4dd7b0c43ebd755206,therapeutics,0.06,project_key
Canberra61585d4dd7b0c43ebd755206,suicide,0.98,project_key
Canberra61585d4dd7b0c43ebd755206,systematic reviews,0.81,project_key
Canberra61585d4dd7b0c43ebd755206,self-injurious behavior,0.53,project_key
Canberra61585d4dd7b0c43ebd755206,suicidal ideation,0.51,project_key
Canberra61585d4dd7b0c43ebd755206,community health services,0.27,project_key
Canberra61585d4dd7b0c43ebd755206,ecological momentary assessment,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,time travel,0.6,project_key
Canberra61585d4dd7b0c43ebd755206,sampling,0.58,project_key
Canberra61585d4dd7b0c43ebd755206,everyday life,0.55,project_key
Canberra61585d4dd7b0c43ebd755206,anxiety,0.74,project_key
Canberra61585d4dd7b0c43ebd755206,depression,0.67,project_key
Canberra61585d4dd7b0c43ebd755206,help-seeking behavior,0.2,project_key
Canberra61585d4dd7b0c43ebd755206,anxiety disorders,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,cell phone,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,episodic memory,0.92,project_key
Canberra61585d4dd7b0c43ebd755206,appointments and schedules,0.66,project_key
Canberra61585d4dd7b0c43ebd755206,psychotic disorders,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,schizophrenia,0.86,project_key
Canberra61585d4dd7b0c43ebd755206,pubmed,0.21,project_key
Canberra61585d4dd7b0c43ebd755206,social phobia,0.63,project_key
Canberra61585d4dd7b0c43ebd755206,population,0.4,project_key
Canberra61585d4dd7b0c43ebd755206,child,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,vocabulary,0.47,project_key
Canberra61585d4dd7b0c43ebd755206,general terms,0.45,project_key
Canberra61585d4dd7b0c43ebd755206,mental competency,0.36,project_key
Canberra61585d4dd7b0c43ebd755206,vocabulary,0.31,project_key
Canberra61585d4dd7b0c43ebd755206,twitter,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,politician,0.82,project_key
Canberra61585d4dd7b0c43ebd755206,social network,0.77,project_key
Canberra61585d4dd7b0c43ebd755206,dialogue,0.71,project_key
Canberra61585d4dd7b0c43ebd755206,broadcasting,0.21,project_key
Canberra61585d4dd7b0c43ebd755206,preschool children,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,travel,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,decision making,0.94,project_key
Canberra61585d4dd7b0c43ebd755206,decision making,0.72,project_key
Canberra61585d4dd7b0c43ebd755206,time,0.4,project_key
Canberra61585d4dd7b0c43ebd755206,child language,0.3,project_key
Canberra61585d4dd7b0c43ebd755206,animals,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,access to information,0.51,project_key
Canberra61585d4dd7b0c43ebd755206,birds,0.43,project_key
Canberra61585d4dd7b0c43ebd755206,food,0.28,project_key
Canberra61585d4dd7b0c43ebd755206,aptitude,0.26,project_key
Canberra61585d4dd7b0c43ebd755206,atlas,1.0,project_key
Canberra61585d4dd7b0c43ebd755206,mangrove,0.93,project_key
Canberra61585d4dd7b0c43ebd755206,flora,0.86,project_key
Canberra61585d4dd7b0c43ebd755206,fauna,0.72,project_key
Canberra61585d4dd7b0c43ebd755206,distribution,0.33,project_key
Canberra61585d66d7b0c43ebd755207,pandemics,0.25,project_key
Canberra61585d66d7b0c43ebd755207,pharmaceutical preparations,0.4,project_key
Canberra61585d66d7b0c43ebd755207,medicine,0.17,project_key
Canberra61585d66d7b0c43ebd755207,climate,0.09,project_key
Canberra61585d66d7b0c43ebd755207,health care,0.08,project_key
Canberra61585d66d7b0c43ebd755207,numbers needed to treat,1.0,project_key
Canberra61585d66d7b0c43ebd755207,decision support techniques,0.94,project_key
Canberra61585d66d7b0c43ebd755207,pharmacists,0.65,project_key
Canberra61585d66d7b0c43ebd755207,databases,0.21,project_key
Canberra61585d66d7b0c43ebd755207,constipation,1.0,project_key
Canberra61585d66d7b0c43ebd755207,child,0.42,project_key
Canberra61585d66d7b0c43ebd755207,feces,0.16,project_key
Canberra61585d66d7b0c43ebd755207,pharmacology,0.1,project_key
Canberra61585d66d7b0c43ebd755207,impetigo,1.0,project_key
Canberra61585d66d7b0c43ebd755207,systematic reviews,0.51,project_key
Canberra61585d66d7b0c43ebd755207,ozenoxacin,0.32,project_key
Canberra61585d66d7b0c43ebd755207,retapamulin,0.28,project_key
Canberra61585d66d7b0c43ebd755207,mass drug administration,0.22,project_key
Canberra61585d66d7b0c43ebd755207,pharmacist,0.99,project_key
Canberra61585d66d7b0c43ebd755207,mental health support,0.38,project_key
Canberra61585d66d7b0c43ebd755207,decision making process,0.14,project_key
Canberra61585d66d7b0c43ebd755207,health care services,0.14,project_key
Canberra61585d66d7b0c43ebd755207,communication,0.13,project_key
Canberra61585d66d7b0c43ebd755207,systematic review,0.94,project_key
Canberra61585d66d7b0c43ebd755207,meta-analysis,0.81,project_key
Canberra61585d66d7b0c43ebd755207,protocols,0.51,project_key
Canberra61585d66d7b0c43ebd755207,drugs,0.47,project_key
Canberra61585d66d7b0c43ebd755207,tropical diseases,0.2,project_key
Canberra61585d66d7b0c43ebd755207,peptic ulcer,1.0,project_key
Canberra61585d66d7b0c43ebd755207,disease management,0.93,project_key
Canberra61585d66d7b0c43ebd755207,stomach ulcer,0.34,project_key
Canberra61585d66d7b0c43ebd755207,mucous membrane,0.24,project_key
Canberra61585d66d7b0c43ebd755207,treatment adherence and compliance,0.18,project_key
Canberra61585d66d7b0c43ebd755207,cicatrix,1.0,project_key
Canberra61585d66d7b0c43ebd755207,wounds and injuries,0.25,project_key
Canberra61585d66d7b0c43ebd755207,therapeutics,0.14,project_key
Canberra61585d66d7b0c43ebd755207,insect bites and stings,0.15,project_key
Canberra61585d66d7b0c43ebd755207,folliculitis,0.14,project_key
Canberra61585d66d7b0c43ebd755207,pharmacy students,1.0,project_key
Canberra61585d66d7b0c43ebd755207,students,0.53,project_key
Canberra61585d66d7b0c43ebd755207,interviews,0.48,project_key
Canberra61585d66d7b0c43ebd755207,interview,0.31,project_key
Canberra61585d66d7b0c43ebd755207,curricula,0.18,project_key
Canberra61585d66d7b0c43ebd755207,vaccines,1.0,project_key
Canberra61585d66d7b0c43ebd755207,temperature,0.29,project_key
Canberra61585d66d7b0c43ebd755207,toxoids,0.19,project_key
Canberra61585d66d7b0c43ebd755207,vaccination,1.0,project_key
Canberra61585d66d7b0c43ebd755207,medicine,0.12,project_key
Canberra61585d66d7b0c43ebd755207,refrigeration,1.0,project_key
Canberra61585d66d7b0c43ebd755207,vaccination,0.8,project_key
Canberra61585d66d7b0c43ebd755207,pharmacy,1.0,project_key
Canberra61585d66d7b0c43ebd755207,immunization,0.49,project_key
Canberra61585d66d7b0c43ebd755207,coronavirus,1.0,project_key
Canberra61585d66d7b0c43ebd755207,middle east respiratory syndrome coronavirus,0.4,project_key
Canberra61585d66d7b0c43ebd755207,sars virus,0.38,project_key
Canberra61585d66d7b0c43ebd755207,common cold,1.0,project_key
Canberra61585d66d7b0c43ebd755207,curriculum,0.24,project_key
Canberra61585d66d7b0c43ebd755207,pharmacy education,0.3,project_key
Canberra61585d66d7b0c43ebd755207,workforce,0.95,project_key
Canberra61585d66d7b0c43ebd755207,drug,1.0,project_key
Canberra61585d66d7b0c43ebd755207,drug therapy,0.42,project_key
Canberra61585d66d7b0c43ebd755207,pharmacy practices,0.4,project_key
Canberra61585d66d7b0c43ebd755207,clinical practice,0.27,project_key
Canberra61585d66d7b0c43ebd755207,drug therapy,1.0,project_key
Canberra61585d66d7b0c43ebd755207,plasmas,0.58,project_key
Canberra61585d66d7b0c43ebd755207,pharmacodynamics,0.5,project_key
Canberra61585d66d7b0c43ebd755207,pharmacokinetics,0.44,project_key
Canberra61585d66d7b0c43ebd755207,drug therapy,0.37,project_key
Canberra61585d66d7b0c43ebd755207,human influenza,1.0,project_key
Canberra61585d66d7b0c43ebd755207,infection,0.2,project_key
Canberra61585d66d7b0c43ebd755207,epidemics,0.18,project_key
Canberra61585d66d7b0c43ebd755207,mass vaccination,1.0,project_key
Canberra61585d66d7b0c43ebd755207,vaccines,0.75,project_key
Canberra61585d66d7b0c43ebd755207,herd immunity,0.47,project_key
Canberra61585d66d7b0c43ebd755207,discoloration,1.0,project_key
Canberra61585d66d7b0c43ebd755207,infection,0.96,project_key
Canberra61585d66d7b0c43ebd755207,tissues,0.4,project_key
Canberra61585d66d7b0c43ebd755207,respiratory system,0.7,project_key
Canberra61585d66d7b0c43ebd755207,cold temperature,0.66,project_key
Canberra61585d66d7b0c43ebd755207,evidence-based medicine,1.0,project_key
Canberra61585d66d7b0c43ebd755207,chronic disease,0.16,project_key
Canberra61585d66d7b0c43ebd755207,needles,0.96,project_key
Canberra61585d66d7b0c43ebd755207,clergy,0.36,project_key
Canberra61585d66d7b0c43ebd755207,therapy,1.0,project_key
Canberra61585d66d7b0c43ebd755207,topical therapy,0.82,project_key
Canberra61585d66d7b0c43ebd755207,physical therapy,0.74,project_key
Canberra61585d66d7b0c43ebd755207,therapeutics,0.73,project_key
Canberra61585d66d7b0c43ebd755207,keratinophilic fungi,0.57,project_key
Canberra61585d66d7b0c43ebd755207,stifle,1.0,project_key
Canberra61585d66d7b0c43ebd755207,education,0.62,project_key
Canberra61585d66d7b0c43ebd755207,anaphylaxis,1.0,project_key
Canberra61585d66d7b0c43ebd755207,pharmacies,0.45,project_key
Canberra61585d66d7b0c43ebd755207,internship and residency,0.74,project_key
Canberra61585d66d7b0c43ebd755207,internship,0.73,project_key
Canberra61585d66d7b0c43ebd755207,malaysia,0.48,project_key
Canberra61585d66d7b0c43ebd755207,student,0.37,project_key
Canberra61585d66d7b0c43ebd755207,reporting system,0.33,project_key
Canberra61585d66d7b0c43ebd755207,curriculum,0.4,project_key
Canberra61585d66d7b0c43ebd755207,training program,0.35,project_key
Canberra61585d66d7b0c43ebd755207,certificate of competency,0.28,project_key
Canberra61585d66d7b0c43ebd755207,focus groups,0.95,project_key
Canberra61585d66d7b0c43ebd755207,modern 1601-history,0.61,project_key
Canberra61585d66d7b0c43ebd755207,cations,0.33,project_key
Canberra61585d66d7b0c43ebd755207,northern territory,1.0,project_key
Canberra61585d66d7b0c43ebd755207,learning,0.2,project_key
Canberra61585d66d7b0c43ebd755207,vulnerable populations,0.19,project_key
Canberra61585d66d7b0c43ebd755207,costs,0.12,project_key
Canberra61585d79d7b0c43ebd755209,deficit,1.0,project_key
Canberra61585d79d7b0c43ebd755209,news,0.89,project_key
Canberra61585d79d7b0c43ebd755209,news value,0.58,project_key
Canberra61585d79d7b0c43ebd755209,performance,0.55,project_key
Canberra61585d79d7b0c43ebd755209,news report,0.49,project_key
Canberra61585d79d7b0c43ebd755209,agricultural development,1.0,project_key
Canberra61585d79d7b0c43ebd755209,papua-new guinea,0.93,project_key
Canberra61585d79d7b0c43ebd755209,program,0.41,project_key
Canberra61585d79d7b0c43ebd755209,equity,0.15,project_key
Canberra61585d79d7b0c43ebd755209,gender,0.55,project_key
Canberra61585d79d7b0c43ebd755209,cultural factors,1.0,project_key
Canberra61585d79d7b0c43ebd755209,documentation,0.43,project_key
Canberra61585d79d7b0c43ebd755209,linguistics,1.0,project_key
Canberra61585d79d7b0c43ebd755209,humor,0.15,project_key
Canberra61585d79d7b0c43ebd755209,territories,0.39,project_key
Canberra61585d79d7b0c43ebd755209,social relations,1.0,project_key
Canberra61585d79d7b0c43ebd755209,research process,0.52,project_key
Canberra61585d79d7b0c43ebd755209,research planning,0.46,project_key
Canberra61585d79d7b0c43ebd755209,responsibility,0.3,project_key
Canberra61585d79d7b0c43ebd755209,workplace,0.36,project_key
Canberra61585d79d7b0c43ebd755209,resources,0.1,project_key
Canberra61585d79d7b0c43ebd755209,mother-tongue education,1.0,project_key
Canberra61585d79d7b0c43ebd755209,east timor,0.72,project_key
Canberra61585d79d7b0c43ebd755209,multilingual education,0.7,project_key
Canberra61585d79d7b0c43ebd755209,language policy,0.66,project_key
Canberra61585d79d7b0c43ebd755209,east-timor,1.0,project_key
Canberra61585d79d7b0c43ebd755209,sustainability,0.95,project_key
Canberra61585d79d7b0c43ebd755209,curriculum,0.69,project_key
Canberra61585d79d7b0c43ebd755209,literature,0.53,project_key
Canberra61585d79d7b0c43ebd755209,education,0.39,project_key
Canberra61585d79d7b0c43ebd755209,mother tongue,0.88,project_key
Canberra61585d79d7b0c43ebd755209,unesco,0.84,project_key
Canberra61585d79d7b0c43ebd755209,pilot project,0.81,project_key
Canberra61585d79d7b0c43ebd755209,evaluation,0.35,project_key
Canberra61585d79d7b0c43ebd755209,book review,1.0,project_key
Canberra61585d79d7b0c43ebd755209,new media,0.81,project_key
Canberra61585d79d7b0c43ebd755209,literacy,0.57,project_key
Canberra61585d79d7b0c43ebd755209,learning,0.28,project_key
Canberra61585d79d7b0c43ebd755209,research approach,0.26,project_key
Canberra61585d79d7b0c43ebd755209,language,1.0,project_key
Canberra61585d79d7b0c43ebd755209,dialect,1.0,project_key
Canberra61585d79d7b0c43ebd755209,indigenous children,0.23,project_key
Canberra61585d79d7b0c43ebd755209,federal government,0.16,project_key
Canberra61585d79d7b0c43ebd755209,child education,0.16,project_key
Canberra61585d79d7b0c43ebd755209,bilingual education,1.0,project_key
Canberra61585d79d7b0c43ebd755209,energy,0.28,project_key
Canberra61585d79d7b0c43ebd755209,evidence,0.17,project_key
Canberra61585d79d7b0c43ebd755209,dismantling,0.99,project_key
Canberra61585d79d7b0c43ebd755209,language policy,0.91,project_key
Canberra61585d79d7b0c43ebd755209,environmental issues,0.5,project_key
Canberra61585d79d7b0c43ebd755209,technical language,0.46,project_key
Canberra61585d79d7b0c43ebd755209,respect,0.4,project_key
Canberra61585d79d7b0c43ebd755209,eighteenth century,0.56,project_key
Canberra61585d79d7b0c43ebd755209,classroom,1.0,project_key
Canberra61585d79d7b0c43ebd755209,employment opportunity,0.66,project_key
Canberra61585d79d7b0c43ebd755209,drop-out,0.61,project_key
Canberra61585d79d7b0c43ebd755209,foreign language,0.53,project_key
Canberra61585d79d7b0c43ebd755209,student,0.47,project_key
Canberra61585d9dd7b0c43ebd75520c,gray literature,0.15,project_key
Canberra61585d9dd7b0c43ebd75520c,health,0.49,project_key
Canberra61585d9dd7b0c43ebd75520c,public policy,0.19,project_key
Canberra61585d9dd7b0c43ebd75520c,communicable diseases,0.56,project_key
Canberra61585d9dd7b0c43ebd75520c,northern territory,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,chronic disease,0.71,project_key
Canberra61585d9dd7b0c43ebd75520c,public health,0.47,project_key
Canberra61585d9dd7b0c43ebd75520c,program evaluation,0.45,project_key
Canberra61585d9dd7b0c43ebd75520c,indigenous health services,0.56,project_key
Canberra61585d9dd7b0c43ebd75520c,built environment,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,morbidity,0.39,project_key
Canberra61585d9dd7b0c43ebd75520c,health behavior,0.34,project_key
Canberra61585d9dd7b0c43ebd75520c,mortality,0.33,project_key
Canberra61585d9dd7b0c43ebd75520c,translational medical research,0.07,project_key
Canberra61585d9dd7b0c43ebd75520c,learning,0.64,project_key
Canberra61585d9dd7b0c43ebd75520c,implementation science,0.09,project_key
Canberra61585d9dd7b0c43ebd75520c,research personnel,0.09,project_key
Canberra61585d9dd7b0c43ebd75520c,problem-based learning,0.07,project_key
Canberra61585d9dd7b0c43ebd75520c,delphi technique,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,canada,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,longitudinal studies,0.07,project_key
Canberra61585d9dd7b0c43ebd75520c,quality of life,0.87,project_key
Canberra61585d9dd7b0c43ebd75520c,quality of life,0.71,project_key
Canberra61585d9dd7b0c43ebd75520c,evidence,0.6,project_key
Canberra61585d9dd7b0c43ebd75520c,qualitative method,0.86,project_key
Canberra61585d9dd7b0c43ebd75520c,website,0.24,project_key
Canberra61585d9dd7b0c43ebd75520c,qualitative research,0.23,project_key
Canberra61585d9dd7b0c43ebd75520c,planning,0.17,project_key
Canberra61585d9dd7b0c43ebd75520c,morus,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,new zealand,0.15,project_key
Canberra61585d9dd7b0c43ebd75520c,translating,0.27,project_key
Canberra61585d9dd7b0c43ebd75520c,language,0.27,project_key
Canberra61585d9dd7b0c43ebd75520c,evaluation studies,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,guidelines,0.72,project_key
Canberra61585d9dd7b0c43ebd75520c,software design,0.17,project_key
Canberra61585d9dd7b0c43ebd75520c,decision making,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,delivery of health care,0.49,project_key
Canberra61585d9dd7b0c43ebd75520c,health resources,0.13,project_key
Canberra61585d9dd7b0c43ebd75520c,health policy,0.41,project_key
Canberra61585d9dd7b0c43ebd75520c,systematic reviews,0.77,project_key
Canberra61585d9dd7b0c43ebd75520c,theoretical models,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,economics,0.96,project_key
Canberra61585d9dd7b0c43ebd75520c,uncertainty,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,qualitative research,0.38,project_key
Canberra61585d9dd7b0c43ebd75520c,equipment and supplies,0.33,project_key
Canberra61585d9dd7b0c43ebd75520c,stakeholder participation,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,sanitation,0.95,project_key
Canberra61585d9dd7b0c43ebd75520c,hand disinfection,0.84,project_key
Canberra61585d9dd7b0c43ebd75520c,peer review,0.3,project_key
Canberra61585d9dd7b0c43ebd75520c,income,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,hiv,0.82,project_key
Canberra61585d9dd7b0c43ebd75520c,health services needs and demand,0.53,project_key
Canberra61585d9dd7b0c43ebd75520c,homosexuality,0.35,project_key
Canberra61585d9dd7b0c43ebd75520c,taboo,0.35,project_key
Canberra61585d9dd7b0c43ebd75520c,testing,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,quantitative method,0.95,project_key
Canberra61585d9dd7b0c43ebd75520c,literature,0.82,project_key
Canberra61585d9dd7b0c43ebd75520c,interpersonal relations,0.25,project_key
Canberra61585d9dd7b0c43ebd75520c,smoking cessation,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,smoking,0.92,project_key
Canberra61585d9dd7b0c43ebd75520c,rating,0.72,project_key
Canberra61585d9dd7b0c43ebd75520c,staff,0.59,project_key
Canberra61585d9dd7b0c43ebd75520c,registries,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,neoplasms,0.25,project_key
Canberra61585d9dd7b0c43ebd75520c,neoplasm staging,0.45,project_key
Canberra61585d9dd7b0c43ebd75520c,head and neck neoplasms,0.41,project_key
Canberra61585d9dd7b0c43ebd75520c,cervix uteri,0.41,project_key
Canberra61585d9dd7b0c43ebd75520c,heart diseases,0.56,project_key
Canberra61585d9dd7b0c43ebd75520c,urban health,0.47,project_key
Canberra61585d9dd7b0c43ebd75520c,pedestrians,0.46,project_key
Canberra61585d9dd7b0c43ebd75520c,rivers,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,health promotion,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,insurance pools,0.17,project_key
Canberra61585d9dd7b0c43ebd75520c,weight loss,0.16,project_key
Canberra61585d9dd7b0c43ebd75520c,social planning,0.14,project_key
Canberra61585d9dd7b0c43ebd75520c,pediatric obesity,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,life style,0.75,project_key
Canberra61585d9dd7b0c43ebd75520c,obesity,0.43,project_key
Canberra61585d9dd7b0c43ebd75520c,south australia,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,data systems,0.99,project_key
Canberra61585d9dd7b0c43ebd75520c,ethics committees,0.08,project_key
Canberra61585d9dd7b0c43ebd75520c,obesity,1.0,project_key
Canberra61585d9dd7b0c43ebd75520c,pluralism,0.73,project_key
