Tag,division,weight
plasmas,PHYSICAL,1
platypus,BIOLOGICAL,1
pleistocene,BIOLOGICAL,1
pneumonia,MEDICAL AND HEALTH,1
policy reform,STUDIES IN HUMAN SOCIETY,0.333333333
policy reform,LAW AND LEGAL STUDIES,0.333333333
policy reform,HISTORY AND ARCHAEOLOGY,0.333333333
policymaker,OTHERS(IRRELEVANT),1
political apathy,STUDIES IN HUMAN SOCIETY,0.5
political apathy,HISTORY AND ARCHAEOLOGY,0.5
political decision,STUDIES IN HUMAN SOCIETY,1
political leaders,STUDIES IN HUMAN SOCIETY,0.5
political leaders,HISTORY AND ARCHAEOLOGY,0.5
political system,STUDIES IN HUMAN SOCIETY,1
political theory,STUDIES IN HUMAN SOCIETY,0.5
political theory,HISTORY AND ARCHAEOLOGY,0.5
politician,STUDIES IN HUMAN SOCIETY,0.5
politician,HISTORY AND ARCHAEOLOGY,0.5
polymethyl methacrylate,CHEMICAL,1
polypharmacy,MEDICAL AND HEALTH,1
popularity,OTHERS(IRRELEVANT),1
population density,STUDIES IN HUMAN SOCIETY,1
population groups,STUDIES IN HUMAN SOCIETY,1
population size,STUDIES IN HUMAN SOCIETY,1
power (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
practice guidelines,OTHERS(RELEVANT),1
pragmatism,OTHERS(IRRELEVANT),1
prazosin,MEDICAL AND HEALTH,1
precariousness,OTHERS(RELEVANT),1
predation,BIOLOGICAL,1
predictive analytics,INFORMATION AND COMPUTING,0.5
predictive analytics,MATHEMATICAL,0.5
prefrontal cortex,BIOLOGICAL,1
prenatal education,MEDICAL AND HEALTH,1
presidential election,STUDIES IN HUMAN SOCIETY,0.5
presidential election,LAW AND LEGAL STUDIES,0.5
pricing,ECONOMICS,1
primary health care,MEDICAL AND HEALTH,1
primary school teacher,EDUCATION,1
prisoners,STUDIES IN HUMAN SOCIETY,1
product,OTHERS(IRRELEVANT),1
professional practice,EDUCATION,1
professionalism,OTHERS(IRRELEVANT),1
profit,ECONOMICS,1
profitability,ECONOMICS,1
program,OTHERS(IRRELEVANT),1
project,OTHERS(IRRELEVANT),1
promotion,OTHERS(IRRELEVANT),1
prospective studies,OTHERS(RELEVANT),1
prostatic neoplasms,MEDICAL AND HEALTH,1
protection of children,STUDIES IN HUMAN SOCIETY,1
protest,OTHERS(IRRELEVANT),1
proton pump inhibitors,CHEMICAL,1
proxy,OTHERS(IRRELEVANT),1
psychologist,PSYCHOLOGY AND COGNITIVE SCIENCES,1
psychotic disorders,PSYCHOLOGY AND COGNITIVE SCIENCES,1
public authorities,STUDIES IN HUMAN SOCIETY,0.5
public authorities,LAW AND LEGAL STUDIES,0.5
public hospitals,MEDICAL AND HEALTH,0.5
public hospitals,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
public service,OTHERS(IRRELEVANT),1
purchasing,OTHERS(IRRELEVANT),1
qualitative method,OTHERS(RELEVANT),1
quality of service,OTHERS(IRRELEVANT),1
quotation,"LANGUAGE, COMMUNICATION AND CULTURE",1
radiation,PHYSICAL,1
rain,EARTH,1
rainfall,EARTH,1
ranking,OTHERS(IRRELEVANT),1
reaction time,OTHERS(IRRELEVANT),1
reader,OTHERS(IRRELEVANT),1
reading,OTHERS(IRRELEVANT),1
recidivism,STUDIES IN HUMAN SOCIETY,1
recognition (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
recommendation,INFORMATION AND COMPUTING,1
reconstruction,OTHERS(IRRELEVANT),1
recovery,MEDICAL AND HEALTH,0.5
recovery,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
refractive errors,MEDICAL AND HEALTH,1
refugee,STUDIES IN HUMAN SOCIETY,1
regional planning,BUILT ENVIRONMENT AND DESIGN,1
regression,MATHEMATICAL,1
rehabilitation (people),MEDICAL AND HEALTH,1
religion,PHILOSOPHY AND RELIGIOUS STUDIES,1
reptile,BIOLOGICAL,1
reptiles,AGRICULTURAL AND VETERINARY,0.5
reptiles,TECHNOLOGY,0.5
research agenda,OTHERS(RELEVANT),1
research approach,OTHERS(RELEVANT),1
research design,OTHERS(RELEVANT),1
research ethics,OTHERS(RELEVANT),1
research facility,OTHERS(RELEVANT),1
research personnel,OTHERS(RELEVANT),1
research projects,OTHERS(RELEVANT),1
retinal diseases,MEDICAL AND HEALTH,1
return to sport,OTHERS(IRRELEVANT),1
revenue,ECONOMICS,0.333333333
revenue,STUDIES IN HUMAN SOCIETY,0.333333333
revenue,LAW AND LEGAL STUDIES,0.333333333
review,OTHERS(RELEVANT),1
rhetoric,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
rhetoric,STUDIES IN CREATIVE ARTS AND WRITING,0.5
rheumatoid arthritis,MEDICAL AND HEALTH,1
ribosomal dna,TECHNOLOGY,0.5
ribosomal dna,BIOLOGICAL,0.5
riparian vegetation,AGRICULTURAL AND VETERINARY,1
risk communication,OTHERS(IRRELEVANT),1
risk-taking,OTHERS(IRRELEVANT),1
rna,TECHNOLOGY,0.5
rna,BIOLOGICAL,0.5
rock,EARTH,1
rubus,OTHERS(IRRELEVANT),1
rural community,AGRICULTURAL AND VETERINARY,1
sale,OTHERS(IRRELEVANT),1
sars virus,MEDICAL AND HEALTH,0.5
sars virus,BIOLOGICAL,0.5
saudi arabia,OTHERS(IRRELEVANT),1
scabies,MEDICAL AND HEALTH,1
scaling,OTHERS(IRRELEVANT),1
scenarios,OTHERS(IRRELEVANT),1
schizophrenia,PSYCHOLOGY AND COGNITIVE SCIENCES,1
school,EDUCATION,1
school law,LAW AND LEGAL STUDIES,1
screening,OTHERS(IRRELEVANT),1
second world war,HISTORY AND ARCHAEOLOGY,1
security systems,INFORMATION AND COMPUTING,0.333333333
security systems,ENGINEERING,0.333333333
security systems,TECHNOLOGY,0.333333333
sedentary behavior,MEDICAL AND HEALTH,1
seed,BIOLOGICAL,1
selenium,CHEMICAL,1
self concept,PSYCHOLOGY AND COGNITIVE SCIENCES,1
self-management,PSYCHOLOGY AND COGNITIVE SCIENCES,1
self-regulation,PSYCHOLOGY AND COGNITIVE SCIENCES,1
semantic web,INFORMATION AND COMPUTING,1
sensors,ENGINEERING,1
service delivery,OTHERS(IRRELEVANT),1
sex determination,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
sex determination,STUDIES IN HUMAN SOCIETY,0.5
sex education,EDUCATION,1
sex reversal,BIOLOGICAL,0.5
sex reversal,MEDICAL AND HEALTH,0.5
sexual violence,STUDIES IN HUMAN SOCIETY,1
shareholder,ECONOMICS,1
shoes,OTHERS(IRRELEVANT),1
skin temperature,MEDICAL AND HEALTH,1
small and medium-sized enterprises (smes),ECONOMICS,1
small business,ECONOMICS,1
smartphone,INFORMATION AND COMPUTING,0.333333333
smartphone,ENGINEERING,0.333333333
smartphone,TECHNOLOGY,0.333333333
smokers,MEDICAL AND HEALTH,0.5
smokers,LAW AND LEGAL STUDIES,0.5
social adjustment,STUDIES IN HUMAN SOCIETY,0.5
social adjustment,HISTORY AND ARCHAEOLOGY,0.5
social exclusion,STUDIES IN HUMAN SOCIETY,1
social interaction,STUDIES IN HUMAN SOCIETY,1
social support,STUDIES IN HUMAN SOCIETY,1
social web,STUDIES IN HUMAN SOCIETY,0.5
social web,INFORMATION AND COMPUTING,0.5
socialisation,STUDIES IN HUMAN SOCIETY,0.5
socialisation,HISTORY AND ARCHAEOLOGY,0.5
socioeconomics,STUDIES IN HUMAN SOCIETY,0.5
socioeconomics,ECONOMICS,0.5
software engineering,INFORMATION AND COMPUTING,0.333333333
software engineering,ENGINEERING,0.333333333
software engineering,TECHNOLOGY,0.333333333
sorting,OTHERS(IRRELEVANT),1
south africa,OTHERS(IRRELEVANT),1
southeast,OTHERS(IRRELEVANT),1
southeast asia,OTHERS(IRRELEVANT),1
species richness,BIOLOGICAL,1
specifications,OTHERS(RELEVANT),1
speed,PHYSICAL,1
sports events,OTHERS(IRRELEVANT),1
stable isotope,CHEMICAL,1
stewardship,OTHERS(IRRELEVANT),1
stroke,MEDICAL AND HEALTH,1
structural equation modeling,MATHEMATICAL,1
student,EDUCATION,1
studies abroad,EDUCATION,1
sugars,CHEMICAL,1
sulfur,CHEMICAL,1
supplier,OTHERS(IRRELEVANT),1
survey data,OTHERS(RELEVANT),1
sustainability reporting,STUDIES IN HUMAN SOCIETY,1
sweden,OTHERS(IRRELEVANT),1
sympathetic nervous system,TECHNOLOGY,0.333333333
sympathetic nervous system,BIOLOGICAL,0.333333333
sympathetic nervous system,MEDICAL AND HEALTH,0.333333333
synergy,OTHERS(RELEVANT),1
tai ji,EDUCATION,1
taiwan,OTHERS(IRRELEVANT),1
targeting,OTHERS(RELEVANT),1
task performance and analysis,OTHERS(RELEVANT),1
tasmania,OTHERS(IRRELEVANT),1
teaching practice,EDUCATION,1
technology adoption,OTHERS(RELEVANT),1
tectonics,EARTH,1
telemedicine,MEDICAL AND HEALTH,0.5
telemedicine,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
tertiary care centers,MEDICAL AND HEALTH,0.5
tertiary care centers,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
test,OTHERS(IRRELEVANT),1
textures,STUDIES IN CREATIVE ARTS AND WRITING,1
therapeutic alliance,PSYCHOLOGY AND COGNITIVE SCIENCES,1
tibia,MEDICAL AND HEALTH,1
transcriptomics,BIOLOGICAL,1
virion,TECHNOLOGY,1
virus replication,TECHNOLOGY,1
volleyball,EDUCATION,1
volunteers,OTHERS(IRRELEVANT),1
voter,OTHERS(IRRELEVANT),1
vulnerable populations,STUDIES IN HUMAN SOCIETY,1
waist-hip ratio,MEDICAL AND HEALTH,1
walk test,MEDICAL AND HEALTH,1
washing,OTHERS(IRRELEVANT),1
water resource,EARTH,1
water resources,EARTH,1
water sports,EDUCATION,1
watermarking,ENGINEERING,1
wavelet transforms,PHYSICAL,1
way of life,STUDIES IN HUMAN SOCIETY,1
weapons,ENGINEERING,1
weathering,EARTH,1
web sites,INFORMATION AND COMPUTING,0.333333333
web sites,ENGINEERING,0.333333333
web sites,TECHNOLOGY,0.333333333
weight loss,MEDICAL AND HEALTH,0.5
weight loss,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
western australia,OTHERS(IRRELEVANT),1
wetland,EARTH,1
wheat,AGRICULTURAL AND VETERINARY,1
widow,OTHERS(IRRELEVANT),1
wilderness,ENVIRONMENTAL,1
wildfire,ENVIRONMENTAL,1
wildland fire management,ENVIRONMENTAL,1
winter,EARTH,1
women's health,MEDICAL AND HEALTH,0.5
women's health,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
work place,STUDIES IN HUMAN SOCIETY,1
worker,STUDIES IN HUMAN SOCIETY,1
working life,OTHERS(IRRELEVANT),1
world war ii,HISTORY AND ARCHAEOLOGY,1
wounds and injuries,MEDICAL AND HEALTH,0.5
wounds and injuries,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
young,MEDICAL AND HEALTH,1
youth sports,EDUCATION,1
role play,OTHERS(RELEVANT),1
supervised learning,INFORMATION AND COMPUTING,1
endorsements,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
intrusion detection,INFORMATION AND COMPUTING,1
incentive,ECONOMICS,1
human erbb2 protein,MEDICAL AND HEALTH,1
retina,MEDICAL AND HEALTH,1
distributional impacts,OTHERS(IRRELEVANT),1
islam,OTHERS(IRRELEVANT),1
practice management,OTHERS(IRRELEVANT),1
developed countries,OTHERS(IRRELEVANT),1
lung,MEDICAL AND HEALTH,1
beetle,ENVIRONMENTAL,1
gross domestic product,ECONOMICS,1
help-seeking behavior,MEDICAL AND HEALTH,1
self-help groups,MEDICAL AND HEALTH,1
wrist,MEDICAL AND HEALTH,1
microfinance,ECONOMICS,1
hospital emergency service,MEDICAL AND HEALTH,1
parturition,ENGINEERING,1
phase transition,ENGINEERING,1
public housing,STUDIES IN HUMAN SOCIETY,1
fish communities,AGRICULTURAL AND VETERINARY,1
mathematics teaching,EDUCATION,1
japan,OTHERS(IRRELEVANT),1
financial management,ECONOMICS,1
body condition,MEDICAL AND HEALTH,1
disadvantage,OTHERS(IRRELEVANT),1
semiotics,"LANGUAGE, COMMUNICATION AND CULTURE",1
psychopathology,PSYCHOLOGY AND COGNITIVE SCIENCES,1
cameras,ENGINEERING,1
salts,PHYSICAL,1
consumption behavior,ECONOMICS,1
semester,EDUCATION,1
subjectivity,PSYCHOLOGY AND COGNITIVE SCIENCES,1
international accounting standards board,ECONOMICS,1
water policy,ENVIRONMENTAL,1
consciousness,PSYCHOLOGY AND COGNITIVE SCIENCES,1
baby,MEDICAL AND HEALTH,1
prose poem,"LANGUAGE, COMMUNICATION AND CULTURE",1
global financial crisis,ECONOMICS,1
face recognition,TECHNOLOGY,1
humanitarianism,PHILOSOPHY AND RELIGIOUS STUDIES,1
comparison,OTHERS(IRRELEVANT),1
eicosapentaenoic acid,CHEMICAL,1
social determinants of health,MEDICAL AND HEALTH,1
integrated model,OTHERS(RELEVANT),1
license,OTHERS(RELEVANT),1
engineers,TECHNOLOGY,1
micronesia,OTHERS(IRRELEVANT),1
walking speed,ENGINEERING,1
child custody,STUDIES IN HUMAN SOCIETY,1
research method,OTHERS(RELEVANT),1
suicide,PSYCHOLOGY AND COGNITIVE SCIENCES,1
information seeking behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1
head movements,MEDICAL AND HEALTH,1
multicultural society,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
multicultural society,STUDIES IN HUMAN SOCIETY,0.5
repository,INFORMATION AND COMPUTING,1
health care services,MEDICAL AND HEALTH,1
examination,OTHERS(RELEVANT),1
vision,MEDICAL AND HEALTH,1
electric fuses,TECHNOLOGY,1
water management,ENVIRONMENTAL,1
attack,TECHNOLOGY,1
social attitude,STUDIES IN HUMAN SOCIETY,1
political elite,STUDIES IN HUMAN SOCIETY,1
career development,EDUCATION,1
india,OTHERS(IRRELEVANT),1
cultural factors,"LANGUAGE, COMMUNICATION AND CULTURE",1
neuroimaging,MEDICAL AND HEALTH,1
sharing economy,ECONOMICS,1
self-injurious behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1
basin,EARTH,1
canberra,OTHERS(IRRELEVANT),1
patellar ligament,PSYCHOLOGY AND COGNITIVE SCIENCES,1
decision-making process,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
enforcement,LAW AND LEGAL STUDIES,1
wearable electronic devices,ENGINEERING,1
national security,STUDIES IN HUMAN SOCIETY,1
hot temperature,ENGINEERING,1
midwife,MEDICAL AND HEALTH,1
australian capital territory,OTHERS(IRRELEVANT),1
textbook,EDUCATION,1
reciprocity,OTHERS(IRRELEVANT),1
sex offenses,LAW AND LEGAL STUDIES,1
gender-specific factors,STUDIES IN HUMAN SOCIETY,1
trade agreement,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
camera,ENGINEERING,1
quality of health care,MEDICAL AND HEALTH,1
continent,EARTH,1
color,OTHERS(IRRELEVANT),1
lawyers,LAW AND LEGAL STUDIES,1
educator,EDUCATION,1
turkey,OTHERS(IRRELEVANT),1
child development,EDUCATION,1
female student,EDUCATION,1
degradation,BIOLOGICAL,1
group membership,"LANGUAGE, COMMUNICATION AND CULTURE",1
educational policy,EDUCATION,1
human capital,STUDIES IN HUMAN SOCIETY,1
developing country,OTHERS(IRRELEVANT),1
amplification,BIOLOGICAL,1
services,OTHERS(IRRELEVANT),1
criminals,LAW AND LEGAL STUDIES,1
world wide web,INFORMATION AND COMPUTING,1
competency,OTHERS(IRRELEVANT),1
segmentation,OTHERS(IRRELEVANT),1
educational research,EDUCATION,1
carbidopa,OTHERS(IRRELEVANT),1
research project,OTHERS(RELEVANT),1
technological change,ENGINEERING,1
physiological adaptation,PSYCHOLOGY AND COGNITIVE SCIENCES,1
data base,INFORMATION AND COMPUTING,1
psychological,PSYCHOLOGY AND COGNITIVE SCIENCES,1
high performance liquid chromatography,CHEMICAL,1
cell death,BIOLOGICAL,1
public transport,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
economic system,ECONOMICS,1
singapore,OTHERS(IRRELEVANT),1
sensitivity and specificity,MEDICAL AND HEALTH,1
news value,"LANGUAGE, COMMUNICATION AND CULTURE",1
breast feeding,MEDICAL AND HEALTH,1
animation,INFORMATION AND COMPUTING,1
functional foods,MEDICAL AND HEALTH,1
victoria (australia),OTHERS(IRRELEVANT),1
clone cells,BIOLOGICAL,1
pubmed,BIOLOGICAL,1
athlete,BIOLOGICAL,1
physiology,BIOLOGICAL,1
suburb,BUILT ENVIRONMENT AND DESIGN,1
health occupations,MEDICAL AND HEALTH,1
extremities,MEDICAL AND HEALTH,1
ecological momentary assessment,ENVIRONMENTAL,1
publications,"LANGUAGE, COMMUNICATION AND CULTURE",1
method,OTHERS(RELEVANT),1
land,AGRICULTURAL AND VETERINARY,1
uno,EARTH,1
defects,OTHERS(IRRELEVANT),1
stakeholder,OTHERS(RELEVANT),1
maccullochella peelii peelii,AGRICULTURAL AND VETERINARY,1
access control,ENGINEERING,1
woman,OTHERS(IRRELEVANT),1
endurance training,MEDICAL AND HEALTH,1
social problems,STUDIES IN HUMAN SOCIETY,1
peace process,STUDIES IN HUMAN SOCIETY,1
book review,STUDIES IN CREATIVE ARTS AND WRITING,1
adipose tissue,MEDICAL AND HEALTH,1
nitric acid,CHEMICAL,1
inhibition (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
mixed methods,OTHERS(RELEVANT),1
identification (psychology),PSYCHOLOGY AND COGNITIVE SCIENCES,1
optical flows,PHYSICAL,1
maintenance,ENGINEERING,1
hydrology,EARTH,1
scincidae,AGRICULTURAL AND VETERINARY,1
government supervision,STUDIES IN HUMAN SOCIETY,1
editor,"LANGUAGE, COMMUNICATION AND CULTURE",1
predator,ENVIRONMENTAL,1
representative democracy,STUDIES IN HUMAN SOCIETY,1
asymmetry,MATHEMATICAL,1
world war i,HISTORY AND ARCHAEOLOGY,1
intersectionality,OTHERS(IRRELEVANT),1
social status,STUDIES IN HUMAN SOCIETY,1
educational practice,EDUCATION,1
urban renewal,BUILT ENVIRONMENT AND DESIGN,1
big data,INFORMATION AND COMPUTING,1
inhabitant,STUDIES IN HUMAN SOCIETY,1
"health knowledge, attitudes, practice",PSYCHOLOGY AND COGNITIVE SCIENCES,1
paint,STUDIES IN CREATIVE ARTS AND WRITING,1
emerging asian countries,OTHERS(IRRELEVANT),1
family income,STUDIES IN HUMAN SOCIETY,1
world,OTHERS(IRRELEVANT),1
journalists,STUDIES IN CREATIVE ARTS AND WRITING,1
pleasure,PSYCHOLOGY AND COGNITIVE SCIENCES,1
loss,OTHERS(IRRELEVANT),1
near infrared spectroscopy,PHYSICAL,1
developing world,OTHERS(IRRELEVANT),1
internet of things,INFORMATION AND COMPUTING,1
researchers,OTHERS(IRRELEVANT),1
communication technology,INFORMATION AND COMPUTING,1
mask,MEDICAL AND HEALTH,1
feeding and eating disorders,MEDICAL AND HEALTH,0.5
feeding and eating disorders,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
social networking,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
social networking,STUDIES IN HUMAN SOCIETY,0.5
east-timor,OTHERS(IRRELEVANT),1
vip,OTHERS(IRRELEVANT),1
typology,OTHERS(RELEVANT),1
soldier,OTHERS(RELEVANT),1
anterior cruciate ligament injuries,MEDICAL AND HEALTH,1
australasia,OTHERS(IRRELEVANT),1
lakes,EARTH,1
employee,STUDIES IN HUMAN SOCIETY,1
accelerometry,MEDICAL AND HEALTH,1
social effects,OTHERS(IRRELEVANT),1
basketball,OTHERS(IRRELEVANT),1
accidental falls,MEDICAL AND HEALTH,1
twentieth century,OTHERS(IRRELEVANT),1
hydrological change,ENVIRONMENTAL,1
logic,ENGINEERING,1
emotions,PSYCHOLOGY AND COGNITIVE SCIENCES,1
sitting position,PSYCHOLOGY AND COGNITIVE SCIENCES,1
treaty,LAW AND LEGAL STUDIES,1
negotiating,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
human health,MEDICAL AND HEALTH,1
sexual and gender minorities,STUDIES IN HUMAN SOCIETY,1
hacker,INFORMATION AND COMPUTING,1
non-randomized controlled trials,OTHERS(RELEVANT),1
percutaneous coronary intervention,MEDICAL AND HEALTH,1
paper,ENGINEERING,1
anthropology,HISTORY AND ARCHAEOLOGY,1
triticum,AGRICULTURAL AND VETERINARY,1
pregnant women,MEDICAL AND HEALTH,1
narcissism,PSYCHOLOGY AND COGNITIVE SCIENCES,1
demographic statistics,STUDIES IN HUMAN SOCIETY,1
normative theory,OTHERS(IRRELEVANT),1
social theory,STUDIES IN HUMAN SOCIETY,1
industrial design,ENGINEERING,1
language policy,"LANGUAGE, COMMUNICATION AND CULTURE",1
case management,OTHERS(RELEVANT),1
immunization,PSYCHOLOGY AND COGNITIVE SCIENCES,1
political participation,STUDIES IN HUMAN SOCIETY,1
macular degeneration,MEDICAL AND HEALTH,1
economic geography,ECONOMICS,1
flexibility,OTHERS(IRRELEVANT),1
student teacher,EDUCATION,1
relationship commitment,"LANGUAGE, COMMUNICATION AND CULTURE",1
fatigue of materials,ENGINEERING,1
environmental health,MEDICAL AND HEALTH,1
retirement age,"LANGUAGE, COMMUNICATION AND CULTURE",1
diary,MEDICAL AND HEALTH,1
environmental factors,OTHERS(RELEVANT),1
chronic pain,MEDICAL AND HEALTH,1
income poverty,STUDIES IN HUMAN SOCIETY,1
venous thromboembolism,MEDICAL AND HEALTH,1
currency,ECONOMICS,1
epidemiology,MEDICAL AND HEALTH,1
interoperability,INFORMATION AND COMPUTING,1
controllers,ENGINEERING,1
minerals,EARTH,1
carbon monoxide,CHEMICAL,1
measuring,OTHERS(IRRELEVANT),1
automobiles,ENGINEERING,1
cyber physical system,INFORMATION AND COMPUTING,1
soils,AGRICULTURAL AND VETERINARY,1
sales,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
social environment,STUDIES IN HUMAN SOCIETY,1
iraq,OTHERS(IRRELEVANT),1
positioning,OTHERS(RELEVANT),1
firm,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
predators,AGRICULTURAL AND VETERINARY,1
school education,EDUCATION,1
antennas,TECHNOLOGY,1
skills,OTHERS(IRRELEVANT),1
respect,"LANGUAGE, COMMUNICATION AND CULTURE",1
delivery of health care,MEDICAL AND HEALTH,1
incubation,AGRICULTURAL AND VETERINARY,1
retapamulin,MEDICAL AND HEALTH,1
nutrition policy,MEDICAL AND HEALTH,1
psychology student,PSYCHOLOGY AND COGNITIVE SCIENCES,1
constructivism,OTHERS(IRRELEVANT),1
political attitude,STUDIES IN HUMAN SOCIETY,1
resistance training,MEDICAL AND HEALTH,1
family business,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
health practitioners,MEDICAL AND HEALTH,1
nursing models,MEDICAL AND HEALTH,1
tensors,MATHEMATICAL,1
disease management,MEDICAL AND HEALTH,1
acceleration,PHYSICAL,1
microsimulation,OTHERS(RELEVANT),1
intention,OTHERS(IRRELEVANT),1
sports science,MEDICAL AND HEALTH,1
pediatrics,MEDICAL AND HEALTH,1
information modeling,INFORMATION AND COMPUTING,1
mucosal immunity,MEDICAL AND HEALTH,1
time,OTHERS(IRRELEVANT),1
occupational health,MEDICAL AND HEALTH,1
meals,MEDICAL AND HEALTH,1
glycohemoglobin,MEDICAL AND HEALTH,1
confusion,PSYCHOLOGY AND COGNITIVE SCIENCES,1
mitochondrial genome,BIOLOGICAL,1
hospitalization,MEDICAL AND HEALTH,1
body weight,MEDICAL AND HEALTH,1
iron,EARTH,1
interpersonal relations,"LANGUAGE, COMMUNICATION AND CULTURE",1
eye,MEDICAL AND HEALTH,1
social inequality,STUDIES IN HUMAN SOCIETY,1
blood platelets,MEDICAL AND HEALTH,1
older people,MEDICAL AND HEALTH,1
administrative personnel,STUDIES IN HUMAN SOCIETY,1
clinical practice,MEDICAL AND HEALTH,1
curriculum development,EDUCATION,1
cultural difference,"LANGUAGE, COMMUNICATION AND CULTURE",1
qualitative study,OTHERS(RELEVANT),1
dialect,"LANGUAGE, COMMUNICATION AND CULTURE",1
acetaminophen,MEDICAL AND HEALTH,1
privilege,STUDIES IN HUMAN SOCIETY,1
public administration,STUDIES IN HUMAN SOCIETY,1
drying,ENVIRONMENTAL,1
heart,MEDICAL AND HEALTH,1
parastacidae,AGRICULTURAL AND VETERINARY,1
regulation,LAW AND LEGAL STUDIES,1
linkage,BIOLOGICAL,1
organic carbon,CHEMICAL,1
fruit,AGRICULTURAL AND VETERINARY,1
emergency,MEDICAL AND HEALTH,1
electroencephalography,MEDICAL AND HEALTH,1
interferons,MEDICAL AND HEALTH,1
friendship,"LANGUAGE, COMMUNICATION AND CULTURE",1
public services,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
profession,OTHERS(IRRELEVANT),1
confidence,PSYCHOLOGY AND COGNITIVE SCIENCES,1
invertebrate,AGRICULTURAL AND VETERINARY,1
travel,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
resource management,ENVIRONMENTAL,1
olympic games,OTHERS(RELEVANT),1
noise,PHYSICAL,1
muslims,PHILOSOPHY AND RELIGIOUS STUDIES,1
weight gain,MEDICAL AND HEALTH,1
alcohol drinking,MEDICAL AND HEALTH,1
criminal justice,LAW AND LEGAL STUDIES,1
mythology,HISTORY AND ARCHAEOLOGY,1
airport,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
communicable diseases,MEDICAL AND HEALTH,1
community engagement,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
classifiers,OTHERS(IRRELEVANT),1
habitats,ENVIRONMENTAL,1
confidence intervals,INFORMATION AND COMPUTING,1
river system,EARTH,1
modernity,"LANGUAGE, COMMUNICATION AND CULTURE",1
community service,STUDIES IN HUMAN SOCIETY,1
electric impedance,PHYSICAL,1
unemployment,STUDIES IN HUMAN SOCIETY,1
mouth,MEDICAL AND HEALTH,1
visual fields,PHYSICAL,1
hospital costs,MEDICAL AND HEALTH,1
rural area,BUILT ENVIRONMENT AND DESIGN,1
public-private partnerships,STUDIES IN HUMAN SOCIETY,1
suppliers,ENGINEERING,1
cognitive ability,MEDICAL AND HEALTH,1
health status,MEDICAL AND HEALTH,1
lung neoplasms,MEDICAL AND HEALTH,1
punishment,PSYCHOLOGY AND COGNITIVE SCIENCES,1
price,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
ligaments,MEDICAL AND HEALTH,1
carbon sequestration,CHEMICAL,1
electric network analysis,TECHNOLOGY,1
invasive species,ENVIRONMENTAL,1
gray matter,MEDICAL AND HEALTH,1
levodopa drug combination carbidopa,MEDICAL AND HEALTH,1
rocks,EARTH,1
social skills,STUDIES IN HUMAN SOCIETY,1
metabolic syndrome,MEDICAL AND HEALTH,1
water scarcity,ENVIRONMENTAL,1
design,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
software defined networking,INFORMATION AND COMPUTING,1
trace elements,MEDICAL AND HEALTH,1
financial data,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
city,BUILT ENVIRONMENT AND DESIGN,1
teacher training,EDUCATION,1
karyotype,BIOLOGICAL,1
city planning,BUILT ENVIRONMENT AND DESIGN,1
zinc,CHEMICAL,1
behavioral,PSYCHOLOGY AND COGNITIVE SCIENCES,1
bivalve,AGRICULTURAL AND VETERINARY,1
rural population,STUDIES IN HUMAN SOCIETY,1
smart city,INFORMATION AND COMPUTING,1
open source,OTHERS(RELEVANT),1
home range,OTHERS(IRRELEVANT),1
motor vehicles,ENGINEERING,1
mountain,EARTH,1
pharmaceutical preparations,MEDICAL AND HEALTH,1
protected area,ENVIRONMENTAL,1
coverage,OTHERS(IRRELEVANT),1
plant community,AGRICULTURAL AND VETERINARY,1
neighboring countries,OTHERS(RELEVANT),1
