,Name,Tag,Weight
2881,Tracey Benson,Teaching,0.08
2882,Tracey Benson,love,0.06
2883,Tracey Benson,education,0.06
2884,Tracey Benson,tropics,0.05
2885,Tracey Benson,indigenous knowledge,0.54
2886,Tracey Benson,policy,0.35
2887,Tracey Benson,ocean,0.33
2888,Tracey Benson,communication,0.29
2889,Tracey Benson,ecosystem assessment,0.27
2890,Tracey Benson,Anthropocene,0.25
2891,Tracey Benson,marine ecosystem,0.19
2892,Tracey Benson,document,0.14
2893,Tracey Benson,decision making,0.14
2894,Tracey Benson,science,0.12
2895,Tracey Benson,decision,0.12
2896,Tracey Benson,history,0.1
2897,Tracey Benson,paper,0.05
2898,Tracey Benson,Digital Divide,1.0
2899,Tracey Benson,Modems,0.42
2900,Tracey Benson,Internet Access,0.41
2901,Tracey Benson,Telecommunications,0.4
2902,Tracey Benson,Technology,0.38
2903,Tracey Benson,Cell Phone,0.35
2904,Tracey Benson,History,0.21
2905,Tracey Benson,Digital Divide,1.0
2906,Tracey Benson,digital divide,0.63
2907,Tracey Benson,art,0.6
2908,Tracey Benson,river,0.55
2909,Tracey Benson,indigenous knowledge,0.54
2910,Tracey Benson,resilience,0.5
2911,Tracey Benson,climate change,0.5
2912,Tracey Benson,New Zealand,0.48
2913,Tracey Benson,Indigenous Knowledge Systems,1.0
2914,Tracey Benson,Turtle,0.78
2915,Tracey Benson,Linkage,0.59
2916,Tracey Benson,Modems,0.42
2917,Tracey Benson,Internet Access,0.41
2918,Tracey Benson,Telecommunications,0.4
2919,Tracey Benson,Technology,0.38
2920,Bernie Bissett,Critical Care,1.0
2921,Bernie Bissett,Weaning,0.68
2922,Bernie Bissett,Muscles,0.68
2923,Bernie Bissett,Artificial Respiration,0.65
2924,Bernie Bissett,Intensive Care Units,0.61
2925,Bernie Bissett,Observational Studies,0.42
2926,Bernie Bissett,Maximal Respiratory Pressures,0.41
2927,Bernie Bissett,Physical Therapists,0.4
2928,Bernie Bissett,Muscle Weakness,0.37
2929,Bernie Bissett,Mechanical Ventilators,0.34
2930,Bernie Bissett,Cellulitis,0.3
2931,Bernie Bissett,Lung,0.26
2932,Bernie Bissett,Muscle Strength,0.26
2933,Bernie Bissett,Respiratory Muscles,0.22
2934,Bernie Bissett,Exercise,0.22
2935,Bernie Bissett,Rehabilitation,0.19
2936,Bernie Bissett,Quality of Life,0.19
2937,Bernie Bissett,Randomized Controlled Trials,0.17
2938,Bernie Bissett,Allied Health Personnel,0.15
2939,Bernie Bissett,Emergency Medicine,0.14
2940,Bernie Bissett,Critical Illness,0.14
2941,Bernie Bissett,Dyspnea,0.14
2942,Bernie Bissett,Edema,0.12
2943,Bernie Bissett,Intubation,0.12
2944,Bernie Bissett,Thoracic Surgery,0.11
2945,Bernie Bissett,Libraries,0.11
2946,Bernie Bissett,Leg,0.11
2947,Bernie Bissett,Nursing,0.1
2948,Bernie Bissett,Cross-Sectional Studies,0.09
2949,Bernie Bissett,Meta-Analysis,0.09
2950,Bernie Bissett,Systematic Reviews,0.09
2951,Bernie Bissett,Auscultation,0.09
2952,Bernie Bissett,Hospital Mortality,0.09
2953,Bernie Bissett,Therapeutics,0.08
2954,Bernie Bissett,Peptides,0.08
2955,Bernie Bissett,Prospective Studies,0.07
2956,Bernie Bissett,Oxygen,0.07
2957,Bernie Bissett,Ethics,0.07
2958,Bernie Bissett,Confidence Intervals,0.07
2959,Bernie Bissett,Muscle Fatigue,0.07
2960,Bernie Bissett,X-Rays,0.07
2961,Bernie Bissett,Fatigue,0.06
2962,Bernie Bissett,Body Mass Index,0.06
2963,Bernie Bissett,Length of Stay,0.06
2964,Bernie Bissett,Thorax,0.06
2965,Bernie Bissett,Ventilation,0.06
2966,Bernie Bissett,Guidelines,0.05
2967,Bernie Bissett,Child,0.05
2968,Bernie Bissett,Breathing Exercises,0.05
2969,Bernie Bissett,Control Groups,0.05
2970,Bernie Bissett,Cellulitis,1.0
2971,Bernie Bissett,Leg,0.67
2972,Bernie Bissett,Control Groups,0.17
2973,Bernie Bissett,Edema,0.67
2974,Bernie Bissett,Therapeutics,0.18
2975,Bernie Bissett,Peptides,1.0
2976,Bernie Bissett,Physics,0.24
2977,Bernie Bissett,Accidental Falls,0.15
2978,Bernie Bissett,Proteins,0.14
2979,Bernie Bissett,Ligands,0.13
2980,Bernie Bissett,Respiratory Muscles,1.0
2981,Bernie Bissett,Emergency Medicine,0.96
2982,Bernie Bissett,Artificial Respiration,1.0
2983,Bernie Bissett,Critical Care,0.81
2984,Bernie Bissett,Rehabilitation,0.82
2985,Bernie Bissett,Muscle Weakness,0.74
2986,Bernie Bissett,Maximal Respiratory Pressures,0.35
2987,Bernie Bissett,Thoracic Surgery,0.84
2988,Bernie Bissett,Observational Studies,0.9
2989,Bernie Bissett,Body Mass Index,0.51
2990,Bernie Bissett,Allied Health Personnel,1.0
2991,Bernie Bissett,Nursing,0.68
2992,Bernie Bissett,Exercise,0.98
2993,Bernie Bissett,Nurses,0.21
2994,Bernie Bissett,Guidelines,0.26
2995,Bernie Bissett,Randomized Controlled Trials,0.63
2996,Bernie Bissett,Lower Extremity,0.16
2997,Bernie Bissett,Recurrence,0.15
2998,Bernie Bissett,Intensive Care Units,0.94
2999,Bernie Bissett,Hypotension,0.19
3000,Bernie Bissett,Muscles,0.63
3001,Bernie Bissett,Muscle Strength,0.32
3002,Bernie Bissett,Quality of Life,0.14
3003,Bernie Bissett,Nonprofit Organization,1.0
3004,Bernie Bissett,Reader,0.55
3005,Bernie Bissett,Libraries,1.0
3006,Bernie Bissett,Lung,0.48
3007,Bernie Bissett,Child,0.48
3008,Bernie Bissett,Contraindications,0.47
3009,Bernie Bissett,Hemodynamics,0.35
3010,Bernie Bissett,Coma,0.24
3011,Bernie Bissett,Critical Illness,1.0
3012,Bernie Bissett,Meta-Analysis,0.81
3013,Bernie Bissett,Systematic Reviews,0.81
3014,Bernie Bissett,Mechanical Ventilators,0.36
3015,Bernie Bissett,Cross-Sectional Studies,1.0
3016,Bernie Bissett,Physical Therapists,1.0
3017,Bernie Bissett,Sedentary Behavior,0.47
3018,Bernie Bissett,Weaning,0.75
3019,Bernie Bissett,Dyspnea,0.83
3020,Bernie Bissett,Hospital Mortality,0.67
3021,Bernie Bissett,Early Ambulation,0.4
3022,Bernie Bissett,Sitting Position,0.34
3023,Bernie Bissett,Levonorgestrel,0.2
3024,Bernie Bissett,Tertiary Healthcare,0.18
3025,Bernie Bissett,Pathology,1.0
3026,Bernie Bissett,pathology,0.96
3027,Bernie Bissett,ultrasound,0.92
3028,Bernie Bissett,Intubation,0.87
3029,Bernie Bissett,Auscultation,0.39
3030,Bernie Bissett,Ethics,0.38
3031,Bernie Bissett,Oxygen,0.45
3032,Bernie Bissett,Respiratory Rate,0.33
3033,Bernie Bissett,Laparotomy,0.31
3034,Peter Bodycott,studies abroad,1.0
3035,Peter Bodycott,Hong Kong,0.71
3036,Peter Bodycott,student,0.4
3037,Peter Bodycott,education,0.35
3038,Peter Bodycott,reform,0.32
3039,Peter Bodycott,narrative,0.31
3040,Peter Bodycott,teacher,0.3
3041,Peter Bodycott,English language,0.25
3042,Peter Bodycott,university,0.22
3043,Peter Bodycott,overseas,0.21
3044,Peter Bodycott,educational reform,0.19
3045,Peter Bodycott,learning,0.18
3046,Peter Bodycott,internationalization,0.18
3047,Peter Bodycott,coping,0.17
3048,Peter Bodycott,resources,0.17
3049,Peter Bodycott,linguistics,0.14
3050,Peter Bodycott,Teaching,0.14
3051,Peter Bodycott,cultural difference,0.13
3052,Peter Bodycott,self-concept,0.13
3053,Peter Bodycott,Tamil,0.13
3054,Peter Bodycott,language policy,0.12
3055,Peter Bodycott,self-efficacy,0.12
3056,Peter Bodycott,curriculum,0.11
3057,Peter Bodycott,urban development,0.11
3058,Peter Bodycott,reform policy,0.1
3059,Peter Bodycott,leadership,0.1
3060,Peter Bodycott,semester,0.08
3061,Peter Bodycott,interaction,0.08
3062,Peter Bodycott,leader,0.08
3063,Peter Bodycott,acculturation,0.08
3064,Peter Bodycott,monitoring,0.08
3065,Peter Bodycott,painter,0.08
3066,Peter Bodycott,experience,0.07
3067,Peter Bodycott,literacy,0.07
3068,Peter Bodycott,university education,0.07
3069,Peter Bodycott,dialect,0.06
3070,Peter Bodycott,interpretation,0.06
3071,Peter Bodycott,teacher training,0.06
3072,Peter Bodycott,benchmarking,0.06
3073,Peter Bodycott,credit,0.06
3074,Peter Bodycott,society,0.06
3075,Peter Bodycott,female student,0.06
3076,Peter Bodycott,intuition,0.05
3077,Peter Bodycott,number of children,0.05
3078,Peter Bodycott,secondary school,0.05
3079,Peter Bodycott,coherence,0.05
3080,Peter Bodycott,interpersonal communication,0.05
3081,Peter Bodycott,Group,0.05
3082,Peter Bodycott,urban development,1.0
3083,Peter Bodycott,rural area,0.32
3084,Peter Bodycott,education,0.37
3085,Peter Bodycott,teacher,0.35
3086,Peter Bodycott,urbanization,0.18
3087,Peter Bodycott,student,0.72
3088,Peter Bodycott,Hong Kong,1.0
3089,Peter Bodycott,resource,0.66
3090,Peter Bodycott,resources,0.39
3091,Peter Bodycott,acculturation,0.42
3092,Peter Bodycott,university,0.57
3093,Peter Bodycott,administrative regions,0.52
3094,Peter Bodycott,dialect,0.42
3095,Peter Bodycott,female student,0.37
3096,Peter Bodycott,overseas,0.54
3097,Peter Bodycott,prosperity,0.26
3098,Peter Bodycott,migration,0.18
3099,Peter Bodycott,economics,0.11
3100,Peter Bodycott,globalization,1.0
3101,Peter Bodycott,internationalization,1.0
3102,Peter Bodycott,cultural difference,0.43
3103,Peter Bodycott,policy,0.53
3104,Peter Bodycott,self-efficacy,1.0
3105,Peter Bodycott,coping,0.16
3106,Peter Bodycott,self-esteem,0.5
3107,Peter Bodycott,studies abroad,1.0
3108,Peter Bodycott,Group,0.25
3109,Peter Bodycott,ethnic identity,0.21
3110,Peter Bodycott,curriculum,1.0
3111,Peter Bodycott,interaction,0.86
3112,Peter Bodycott,education curriculum,0.48
3113,Peter Bodycott,narrative,0.53
3114,Peter Bodycott,evidence,0.12
3115,Peter Bodycott,learning,1.0
3116,Peter Bodycott,interpretation,0.97
3117,Peter Bodycott,self-concept,1.0
3118,Peter Bodycott,linguistics,0.68
3119,Peter Bodycott,university education,0.29
3120,Peter Bodycott,credit,0.24
3121,Peter Bodycott,semester,0.23
3122,Peter Bodycott,research project,0.12
3123,Peter Bodycott,self-confidence,0.37
3124,Peter Bodycott,industry,0.08
3125,Peter Bodycott,New Zealand,1.0
3126,Peter Bodycott,bachelor,0.58
3127,Peter Bodycott,qualification,0.51
3128,Peter Bodycott,travel,0.43
3129,Peter Bodycott,society,0.33
3130,Peter Bodycott,traditional society,1.0
3131,Peter Bodycott,social development,0.68
3132,Peter Bodycott,respect,0.61
3133,Peter Bodycott,choice of studies,0.26
3134,Peter Bodycott,rating,0.12
3135,Peter Bodycott,literacy,1.0
3136,Peter Bodycott,Teaching,0.49
3137,Peter Bodycott,learning to read,1.0
3138,Peter Bodycott,reconstruction,0.72
3139,Peter Bodycott,multimedia,0.72
3140,Peter Bodycott,political economy,0.7
3141,Peter Bodycott,English language,1.0
3142,Peter Bodycott,reform,0.71
3143,Peter Bodycott,number of children,0.6
3144,Peter Bodycott,educational reform,0.63
3145,Peter Bodycott,reform policy,0.65
3146,Peter Bodycott,learning disorder,0.42
3147,Peter Bodycott,interpersonal communication,1.0
3148,Peter Bodycott,leadership,1.0
3149,Peter Bodycott,management style,0.55
3150,Peter Bodycott,benchmarking,0.68
3151,Peter Bodycott,leader,0.99
3152,Peter Bodycott,intuition,0.82
3153,Peter Bodycott,Intuition,0.61
3154,Peter Bodycott,Storytelling,0.38
3155,Peter Bodycott,language policy,1.0
3156,Peter Bodycott,planning organization,0.24
3157,Peter Bodycott,curriculum planning,0.23
3158,Peter Bodycott,stereotype,0.47
3159,Peter Bodycott,Tamil,1.0
3160,Peter Bodycott,teacher training,0.09
3161,Peter Bodycott,Singapore,0.09
3162,Peter Bodycott,metaphor,0.09
3163,Peter Bodycott,monitoring,1.0
3164,Peter Bodycott,painter,0.99
3165,Peter Bodycott,mother tongue,0.39
3166,Peter Bodycott,video recording,0.38
3167,Douglas Boer,Criminals,1.0
3168,Douglas Boer,Erotica,0.3
3169,Douglas Boer,Systematic Reviews,0.23
3170,Douglas Boer,Tissue and Organ Procurement,0.22
3171,Douglas Boer,Risk Assessment,0.21
3172,Douglas Boer,Bereavement,0.2
3173,Douglas Boer,Tissue Donors,0.19
3174,Douglas Boer,Child Abuse,0.18
3175,Douglas Boer,Singapore,0.14
3176,Douglas Boer,Child,0.17
3177,Douglas Boer,Recidivism,0.15
3178,Douglas Boer,Intellectual Disability,0.14
3179,Douglas Boer,Sexual Behavior,0.13
3180,Douglas Boer,Grief,0.13
3181,Douglas Boer,Internet,0.06
3182,Douglas Boer,Crime,0.11
3183,Douglas Boer,Fantasy,0.1
3184,Douglas Boer,Attitude to Health,0.1
3185,Douglas Boer,Manuals,0.09
3186,Douglas Boer,Disabled Persons,0.08
3187,Douglas Boer,Prisons,0.07
3188,Douglas Boer,Transplant Recipients,0.07
3189,Douglas Boer,Halfway Houses,0.06
3190,Douglas Boer,Delivery of Health Care,0.06
3191,Douglas Boer,Organizations,0.06
3192,Douglas Boer,Mental Health,0.06
3193,Douglas Boer,Psychology,0.05
3194,Douglas Boer,Students,0.05
3195,Douglas Boer,Research Personnel,0.05
3196,Douglas Boer,Longitudinal Studies,0.05
3197,Douglas Boer,Technology,0.05
3198,Douglas Boer,offender,0.43
3199,Douglas Boer,reintegration,0.17
3200,Douglas Boer,risk assessment,0.17
3201,Douglas Boer,Child abuse,0.16
3202,Douglas Boer,Child pornography,0.16
3203,Douglas Boer,offense,0.12
3204,Douglas Boer,research ethics,0.08
3205,Douglas Boer,intellectual disability,0.07
3206,Douglas Boer,ethics committee,0.06
3207,Douglas Boer,ranking,0.06
3208,Douglas Boer,contact,0.05
3209,Douglas Boer,correctional services,0.05
3210,Douglas Boer,act,0.05
3211,Douglas Boer,Grief,0.31
3212,Douglas Boer,Tissue and Organ Procurement,0.94
3213,Douglas Boer,Wounds and Injuries,0.39
3214,Douglas Boer,Compassion Fatigue,0.31
3215,Douglas Boer,Delivery of Health Care,0.46
3216,Douglas Boer,Research Ethics Committees,1.0
3217,Douglas Boer,research ethics,0.95
3218,Douglas Boer,ethics committee,0.75
3219,Douglas Boer,act,0.55
3220,Douglas Boer,Novice,0.5
3221,Douglas Boer,Manuals,1.0
3222,Douglas Boer,Disabled Persons,0.97
3223,Douglas Boer,Intellectual Disability,0.94
3224,Douglas Boer,Organizations,0.72
3225,Douglas Boer,Private Sector,0.53
3226,Douglas Boer,Transplant Recipients,1.0
3227,Douglas Boer,Tissue Donors,0.6
3228,Douglas Boer,Systematic Reviews,0.58
3229,Douglas Boer,Transplants,0.66
3230,Douglas Boer,Bereavement,1.0
3231,Douglas Boer,Research Personnel,0.53
3232,Douglas Boer,Longitudinal Studies,0.35
3233,Douglas Boer,Communication,0.29
3234,Douglas Boer,Child Abuse,1.0
3235,Douglas Boer,Criminals,1.0
3236,Douglas Boer,Child abuse,0.87
3237,Douglas Boer,offender,0.66
3238,Douglas Boer,Fantasy,1.0
3239,Douglas Boer,Risk Assessment,0.83
3240,Douglas Boer,Child,0.27
3241,Douglas Boer,Minors,0.17
3242,Douglas Boer,risk assessment,0.97
3243,Douglas Boer,Systems Theory,0.61
3244,Douglas Boer,Grounded Theory,0.5
3245,Douglas Boer,Prisons,1.0
3246,Douglas Boer,Singapore,0.98
3247,Douglas Boer,reintegration,0.94
3248,Douglas Boer,Recidivism,0.39
3249,Douglas Boer,LIGO (observatory),1.0
3250,Douglas Boer,gravitational waves,0.77
3251,Douglas Boer,astronomy,0.36
3252,Douglas Boer,sky,0.21
3253,Douglas Boer,sensitivity,0.19
3254,Douglas Boer,Cluster Analysis,0.5
3255,Douglas Boer,Brazil,0.25
3256,Douglas Boer,Attitude to Health,1.0
3257,Douglas Boer,Mental Health,0.59
3258,Douglas Boer,Technology,0.49
3259,Douglas Boer,Disclosure,0.41
3260,Douglas Boer,Erotica,1.0
3261,Douglas Boer,Child pornography,0.78
3262,Douglas Boer,contact,0.44
3263,Douglas Boer,ranking,1.0
3264,Douglas Boer,correctional services,0.83
3265,Douglas Boer,Students,0.79
3266,Douglas Boer,intellectual disability,1.0
3267,Douglas Boer,Sexual Behavior,0.96
3268,Douglas Boer,Therapeutics,0.09
3269,Douglas Boer,Internet,0.1
3270,Douglas Boer,Psychopathy,1.0
3271,Douglas Boer,Offenders,0.86
3272,Douglas Boer,Crime,0.6
3273,Douglas Boer,Scoring,0.59
3274,Douglas Boer,Sex Offenses,0.38
3275,Douglas Boer,sexual violence,0.36
3276,Douglas Boer,offense,0.27
3277,Livio Bonollo,Design Education,1.0
3278,Livio Bonollo,Furniture Design,0.52
3279,Livio Bonollo,Product Design,0.33
3280,Livio Bonollo,Art,0.32
3281,Livio Bonollo,Research Design,0.32
3282,Livio Bonollo,Visual Languages,0.29
3283,Livio Bonollo,Creativity,0.28
3284,Livio Bonollo,Language,0.28
3285,Livio Bonollo,Organism,0.27
3286,Livio Bonollo,Reference,0.22
3287,Livio Bonollo,Emotion,0.21
3288,Livio Bonollo,Modeling,0.14
3289,Livio Bonollo,Nature,0.12
3290,Livio Bonollo,Designer,0.11
3291,Livio Bonollo,Progression,0.11
3292,Livio Bonollo,Artifact,0.09
3293,Livio Bonollo,Evolutionary,0.08
3294,Livio Bonollo,Design Schools,0.08
3295,Livio Bonollo,Outcomes Research,0.07
3296,Livio Bonollo,User Perspective,0.06
3297,Livio Bonollo,Qualitative Methods,0.06
3298,Livio Bonollo,Logic,0.06
3299,Livio Bonollo,Quantitative Methods,0.06
3300,Livio Bonollo,Art School,0.06
3301,Livio Bonollo,Environmental Design,0.06
3302,Livio Bonollo,Supervisors,0.05
3303,Livio Bonollo,Preview,0.05
3304,Livio Bonollo,Axiomatics,0.05
3305,Livio Bonollo,Diagrams,0.05
3306,Livio Bonollo,infectious waste,0.56
3307,Livio Bonollo,waste management system,0.43
3308,Livio Bonollo,health care,0.36
3309,Livio Bonollo,stakeholder,0.11
3310,Livio Bonollo,norm,0.06
3311,Livio Bonollo,waste disposal,0.06
3312,Livio Bonollo,surveying,0.06
3313,Livio Bonollo,sustainability,0.05
3314,Livio Bonollo,Furniture Design,1.0
3315,Livio Bonollo,Organism,0.51
3316,Livio Bonollo,Reference,0.42
3317,Livio Bonollo,Emotion,0.4
3318,Livio Bonollo,Designer,0.21
3319,Livio Bonollo,infectious waste,1.0
3320,Livio Bonollo,waste management system,0.76
3321,Livio Bonollo,health care,0.64
3322,Livio Bonollo,stakeholder,0.2
3323,Livio Bonollo,norm,0.12
3324,Livio Bonollo,Design Education,1.0
3325,Livio Bonollo,Art,0.65
3326,Livio Bonollo,Research Design,0.64
3327,Livio Bonollo,Design Schools,0.16
3328,Livio Bonollo,Outcomes Research,0.15
3329,Livio Bonollo,Education,1.0
3330,Livio Bonollo,Systems analysis,0.88
3331,Livio Bonollo,Product Design,0.66
3332,Livio Bonollo,Visual Languages,0.58
3333,Livio Bonollo,Creativity,0.57
3334,Livio Bonollo,Language,0.57
3335,Mei Ying Boon,Ocular Vision,1.0
3336,Mei Ying Boon,Visual Evoked Potentials,0.88
3337,Mei Ying Boon,Vision Disorders,0.88
3338,Mei Ying Boon,Color,0.8
3339,Mei Ying Boon,Macular Degeneration,0.69
3340,Mei Ying Boon,Virtual Reality,0.57
3341,Mei Ying Boon,Contrast Sensitivity,0.56
3342,Mei Ying Boon,Low Vision,0.51
3343,Mei Ying Boon,Eye,0.5
3344,Mei Ying Boon,Meridians,0.46
3345,Mei Ying Boon,Visual Fields,0.45
3346,Mei Ying Boon,Child,0.44
3347,Mei Ying Boon,Amblyopia,0.41
3348,Mei Ying Boon,Retinitis Pigmentosa,0.4
3349,Mei Ying Boon,Optometrists,0.39
3350,Mei Ying Boon,Astigmatism,0.38
3351,Mei Ying Boon,Handheld Computers,0.37
3352,Mei Ying Boon,Eyeglasses,0.33
3353,Mei Ying Boon,Visual Acuity,0.32
3354,Mei Ying Boon,Ophthalmologists,0.27
3355,Mei Ying Boon,Phosphenes,0.27
3356,Mei Ying Boon,Aptitude,0.27
3357,Mei Ying Boon,Contact Lenses,0.25
3358,Mei Ying Boon,Ocular Motility Disorders,0.25
3359,Mei Ying Boon,Vision Tests,0.25
3360,Mei Ying Boon,Glaucoma,0.25
3361,Mei Ying Boon,Diabetic Retinopathy,0.23
3362,Mei Ying Boon,Color Vision,0.22
3363,Mei Ying Boon,Anisotropy,0.22
3364,Mei Ying Boon,Refractive Errors,0.21
3365,Mei Ying Boon,Snakes,0.2
3366,Mei Ying Boon,Referral and Consultation,0.18
3367,Mei Ying Boon,Equipment and Supplies,0.18
3368,Mei Ying Boon,Mydriatics,0.18
3369,Mei Ying Boon,Electrodiagnosis,0.17
3370,Mei Ying Boon,Population,0.16
3371,Mei Ying Boon,Alpha Rhythm,0.16
3372,Mei Ying Boon,Built Environment,0.16
3373,Mei Ying Boon,Elderly,0.16
3374,Mei Ying Boon,Delivery of Health Care,0.15
3375,Mei Ying Boon,Lenses,0.15
3376,Mei Ying Boon,Fractals,0.14
3377,Mei Ying Boon,Reading,0.14
3378,Mei Ying Boon,General Practitioners,0.14
3379,Mei Ying Boon,Compliance,0.14
3380,Mei Ying Boon,Power (Psychology),0.13
3381,Mei Ying Boon,Accidental Falls,0.13
3382,Mei Ying Boon,Climate,0.12
3383,Mei Ying Boon,Tropicamide,0.12
3384,Mei Ying Boon,Lenses,0.33
3385,Mei Ying Boon,Color,0.62
3386,Mei Ying Boon,Color Vision,1.0
3387,Mei Ying Boon,Eyeglasses,1.0
3388,Mei Ying Boon,Vision Tests,1.0
3389,Mei Ying Boon,Paint,1.0
3390,Mei Ying Boon,Vision Disorders,1.0
3391,Mei Ying Boon,Compliance,0.71
3392,Mei Ying Boon,Meridians,0.23
3393,Mei Ying Boon,Amblyopia,0.78
3394,Mei Ying Boon,Visual Evoked Potentials,0.78
3395,Mei Ying Boon,Child,0.33
3396,Mei Ying Boon,Anisotropy,0.88
3397,Mei Ying Boon,Astigmatism,0.95
3398,Mei Ying Boon,Electrodiagnosis,1.0
3399,Mei Ying Boon,Eye,0.25
3400,Mei Ying Boon,Refractive Errors,0.24
3401,Mei Ying Boon,Color vision,1.0
3402,Mei Ying Boon,color vision,0.95
3403,Mei Ying Boon,Light emitting diodes,0.67
3404,Mei Ying Boon,illuminating,0.67
3405,Mei Ying Boon,examination,0.56
3406,Mei Ying Boon,visual impairment,1.0
3407,Mei Ying Boon,Luminance,0.79
3408,Mei Ying Boon,Safety standards,0.25
3409,Mei Ying Boon,empirical research,0.17
3410,Mei Ying Boon,contact,0.14
3411,Mei Ying Boon,Outcome Assessment (Health Care),1.0
3412,Mei Ying Boon,Low Vision,0.65
3413,Mei Ying Boon,Ocular Vision,0.53
3414,Mei Ying Boon,Blindness,0.52
3415,Mei Ying Boon,Regional Health Planning,0.43
3416,Mei Ying Boon,Workforce,1.0
3417,Mei Ying Boon,health care,0.72
3418,Mei Ying Boon,Delivery of Health Care,0.63
3419,Mei Ying Boon,worker,0.48
3420,Mei Ying Boon,Health,0.25
3421,Mei Ying Boon,Ocular Motility Disorders,0.71
3422,Mei Ying Boon,Virtual Reality,1.0
3423,Mei Ying Boon,Patient Compliance,0.71
3424,Mei Ying Boon,Education,0.46
3425,Mei Ying Boon,Snakes,1.0
3426,Mei Ying Boon,Contact Lenses,0.93
3427,Mei Ying Boon,Handheld Computers,0.31
3428,Mei Ying Boon,Contrast Sensitivity,0.55
3429,Mei Ying Boon,Chromatic,0.84
3430,Mei Ying Boon,Video Games,0.29
3431,Mei Ying Boon,Evaluation,0.48
3432,Mei Ying Boon,Equipment and Supplies,0.42
3433,Mei Ying Boon,Color Gamut,0.23
3434,Mei Ying Boon,Feedback,0.41
3435,Mei Ying Boon,Virtual reality,0.71
3436,Mei Ying Boon,Gene therapy,0.53
3437,Mei Ying Boon,Navigation,0.23
3438,Mei Ying Boon,Retinal Diseases,0.22
3439,Mei Ying Boon,Phosphenes,1.0
3440,Mei Ying Boon,Retinitis Pigmentosa,0.77
3441,Mei Ying Boon,Prosthetics,0.69
3442,Mei Ying Boon,Collision avoidance,0.61
3443,Mei Ying Boon,fractal dimensions,1.0
3444,Mei Ying Boon,Fractals,0.97
3445,Mei Ying Boon,Bioelectric potentials,0.95
3446,Mei Ying Boon,evoked potentials,0.94
3447,Mei Ying Boon,Fractal dimension,0.88
3448,Mei Ying Boon,Mydriatics,1.0
3449,Mei Ying Boon,Tropicamide,0.57
3450,Mei Ying Boon,Young Adult,0.14
3451,Mei Ying Boon,Pharmacokinetics,0.13
3452,Mei Ying Boon,Population,0.07
3453,Mei Ying Boon,Optometrists,1.0
3454,Mei Ying Boon,Licensure,0.76
3455,Mei Ying Boon,Visual Acuity,0.34
3456,Mei Ying Boon,Telescopes,0.28
3457,Mei Ying Boon,Dry cleaning,1.0
3458,Mei Ying Boon,Organic solvents,0.84
3459,Mei Ying Boon,cleaners,0.72
3460,Mei Ying Boon,cleaning,0.58
3461,Mei Ying Boon,Causality,0.84
3462,Mei Ying Boon,Diary,0.48
3463,Mei Ying Boon,Aptitude,0.5
3464,Mei Ying Boon,Child Labor,0.43
3465,Mei Ying Boon,Prostheses and Implants,0.74
3466,Mei Ying Boon,Pedestrians,0.38
3467,"Linda Botterill, FASSA",farm,0.22
3468,"Linda Botterill, FASSA",agricultural policy,0.12
3469,"Linda Botterill, FASSA",risk management,0.34
3470,"Linda Botterill, FASSA",politics,0.1
3471,"Linda Botterill, FASSA",farmer,0.35
3472,"Linda Botterill, FASSA",public policy,0.29
3473,"Linda Botterill, FASSA",agriculture,0.06
3474,"Linda Botterill, FASSA",party system,0.23
3475,"Linda Botterill, FASSA",climate,0.18
3476,"Linda Botterill, FASSA",welfare,0.17
3477,"Linda Botterill, FASSA",political psychology,0.17
3478,"Linda Botterill, FASSA",disaster,0.17
3479,"Linda Botterill, FASSA",food,0.16
3480,"Linda Botterill, FASSA",literature,0.15
3481,"Linda Botterill, FASSA",deregulation,0.14
3482,"Linda Botterill, FASSA",evidence,0.13
3483,"Linda Botterill, FASSA",development policy,0.13
3484,"Linda Botterill, FASSA",history,0.12
3485,"Linda Botterill, FASSA",loan,0.12
3486,"Linda Botterill, FASSA",industry,0.12
3487,"Linda Botterill, FASSA",policy approach,0.11
3488,"Linda Botterill, FASSA",regional policy,0.11
3489,"Linda Botterill, FASSA",coalition,0.1
3490,"Linda Botterill, FASSA",science policy,0.1
3491,"Linda Botterill, FASSA",government policy,0.1
3492,"Linda Botterill, FASSA",criticism,0.1
3493,"Linda Botterill, FASSA",decision making,0.15
3494,"Linda Botterill, FASSA",termination,0.09
3495,"Linda Botterill, FASSA",critic,0.09
3496,"Linda Botterill, FASSA",income,0.09
3497,"Linda Botterill, FASSA",economic liberalism,0.09
3498,"Linda Botterill, FASSA",rationality,0.09
3499,"Linda Botterill, FASSA",decision-making process,0.08
3500,"Linda Botterill, FASSA",election,0.08
3501,"Linda Botterill, FASSA",resilience,0.08
3502,"Linda Botterill, FASSA",political science,0.08
3503,"Linda Botterill, FASSA",private sector,0.1
3504,"Linda Botterill, FASSA",grant,0.07
3505,"Linda Botterill, FASSA",psychology,0.07
3506,"Linda Botterill, FASSA",experience,0.07
3507,"Linda Botterill, FASSA",marketing,0.07
3508,"Linda Botterill, FASSA",legitimacy,0.07
3509,"Linda Botterill, FASSA",institutionalism,0.07
3510,"Linda Botterill, FASSA",water,0.07
3511,"Linda Botterill, FASSA",uncertainty,0.07
3512,"Linda Botterill, FASSA",voter,0.07
