id,topic,weight
Grants623b08b8b34a6bd48ae4c20c,9, 0.2872653
Grants623b08b8b34a6bd48ae4c20c,11, 0.25667253
Grants623b08b8b34a6bd48ae4c20c,16, 0.12078218
Grants623b08b8b34a6bd48ae4c20c,19, 0.30254608
Grants623b08bab34a6bd48ae4c20d,5, 0.10986126
Grants623b08bab34a6bd48ae4c20d,8, 0.39010563
Grants623b08bab34a6bd48ae4c20d,11, 0.13064069
Grants623b08bab34a6bd48ae4c20d,19, 0.3366585
Grants623b08bdb34a6bd48ae4c20e,9, 0.68384707
Grants623b08bdb34a6bd48ae4c20e,19, 0.2836809
Grants623b08c0b34a6bd48ae4c20f,10, 0.10416104
Grants623b08c0b34a6bd48ae4c20f,12, 0.041343514
Grants623b08c0b34a6bd48ae4c20f,18, 0.5725905
Grants623b08c0b34a6bd48ae4c20f,19, 0.24915977
Grants623b08c3b34a6bd48ae4c210,8, 0.083638035
Grants623b08c3b34a6bd48ae4c210,11, 0.123104624
Grants623b08c3b34a6bd48ae4c210,16, 0.22001733
Grants623b08c3b34a6bd48ae4c210,19, 0.38788748
Grants623b08c3b34a6bd48ae4c210,21, 0.15670964
Grants623b08c7b34a6bd48ae4c211,1, 0.25722167
Grants623b08c7b34a6bd48ae4c211,11, 0.08646789
Grants623b08c7b34a6bd48ae4c211,17, 0.29144722
Grants623b08c7b34a6bd48ae4c211,19, 0.33563867
Grants623b08c9b34a6bd48ae4c212,0, 0.19651447
Grants623b08c9b34a6bd48ae4c212,9, 0.5471957
Grants623b08c9b34a6bd48ae4c212,19, 0.22544108
Grants623b08ccb34a6bd48ae4c213,3, 0.52052283
Grants623b08ccb34a6bd48ae4c213,11, 0.17550486
Grants623b08ccb34a6bd48ae4c213,19, 0.27312392
Grants623b08cfb34a6bd48ae4c214,3, 0.16503398
Grants623b08cfb34a6bd48ae4c214,4, 0.4806628
Grants623b08cfb34a6bd48ae4c214,11, 0.088926084
Grants623b08cfb34a6bd48ae4c214,19, 0.23808804
Grants623b08d1b34a6bd48ae4c215,4, 0.47116795
Grants623b08d1b34a6bd48ae4c215,9, 0.115287654
Grants623b08d1b34a6bd48ae4c215,11, 0.105873965
Grants623b08d1b34a6bd48ae4c215,19, 0.28613272
Grants623b08d4b34a6bd48ae4c216,5, 0.09410429
Grants623b08d4b34a6bd48ae4c216,8, 0.38187307
Grants623b08d4b34a6bd48ae4c216,11, 0.09235607
Grants623b08d4b34a6bd48ae4c216,19, 0.4001925
Grants623b08d6b34a6bd48ae4c217,0, 0.3298499
Grants623b08d6b34a6bd48ae4c217,11, 0.15916832
Grants623b08d6b34a6bd48ae4c217,19, 0.4764264
Grants623b08d9b34a6bd48ae4c218,0, 0.25138274
Grants623b08d9b34a6bd48ae4c218,8, 0.37715444
Grants623b08d9b34a6bd48ae4c218,11, 0.029694818
Grants623b08d9b34a6bd48ae4c218,19, 0.3169631
Grants623b08dbb34a6bd48ae4c219,2, 0.37863758
Grants623b08dbb34a6bd48ae4c219,9, 0.46746835
Grants623b08dbb34a6bd48ae4c219,19, 0.12189305
Grants623b08ddb34a6bd48ae4c21a,6, 0.39729443
Grants623b08ddb34a6bd48ae4c21a,11, 0.071100324
Grants623b08ddb34a6bd48ae4c21a,14, 0.12195243
Grants623b08ddb34a6bd48ae4c21a,19, 0.3840797
Grants623b08dfb34a6bd48ae4c21b,14, 0.87023205
Grants623b08dfb34a6bd48ae4c21b,20, 0.093398765
Grants623b08e2b34a6bd48ae4c21c,9, 0.42768705
Grants623b08e2b34a6bd48ae4c21c,11, 0.23413879
Grants623b08e2b34a6bd48ae4c21c,19, 0.29704124
Grants623b08e4b34a6bd48ae4c21d,11, 0.1976997
Grants623b08e4b34a6bd48ae4c21d,14, 0.25707906
Grants623b08e4b34a6bd48ae4c21d,19, 0.28868246
Grants623b08e4b34a6bd48ae4c21d,20, 0.22730567
Grants623b08e6b34a6bd48ae4c21e,3, 0.6352705
Grants623b08e6b34a6bd48ae4c21e,11, 0.12041195
Grants623b08e6b34a6bd48ae4c21e,19, 0.21963924
Grants623b08e9b34a6bd48ae4c21f,7, 0.41645485
Grants623b08e9b34a6bd48ae4c21f,9, 0.40278116
Grants623b08e9b34a6bd48ae4c21f,17, 0.094391756
Grants623b08ecb34a6bd48ae4c220,0, 0.18987511
Grants623b08ecb34a6bd48ae4c220,7, 0.07636502
Grants623b08ecb34a6bd48ae4c220,10, 0.2953798
Grants623b08ecb34a6bd48ae4c220,11, 0.07177977
Grants623b08ecb34a6bd48ae4c220,19, 0.34166896
Grants623b08efb34a6bd48ae4c221,5, 0.59605575
Grants623b08efb34a6bd48ae4c221,11, 0.1204627
Grants623b08efb34a6bd48ae4c221,19, 0.24592817
Grants623b08f1b34a6bd48ae4c222,11, 0.10986062
Grants623b08f1b34a6bd48ae4c222,14, 0.5907885
Grants623b08f1b34a6bd48ae4c222,19, 0.26336023
Grants623b08f3b34a6bd48ae4c223,1, 0.25015098
Grants623b08f3b34a6bd48ae4c223,2, 0.113314
Grants623b08f3b34a6bd48ae4c223,9, 0.31818086
Grants623b08f3b34a6bd48ae4c223,11, 0.085413635
Grants623b08f3b34a6bd48ae4c223,19, 0.20717575
Grants623b08f6b34a6bd48ae4c224,14, 0.8582457
Grants623b08f6b34a6bd48ae4c224,20, 0.10538825
Grants623b08f9b34a6bd48ae4c225,9, 0.46467382
Grants623b08f9b34a6bd48ae4c225,11, 0.15487307
Grants623b08f9b34a6bd48ae4c225,13, 0.11813639
Grants623b08f9b34a6bd48ae4c225,19, 0.23308372
Grants623b08fbb34a6bd48ae4c226,6, 0.19861518
Grants623b08fbb34a6bd48ae4c226,11, 0.1353434
Grants623b08fbb34a6bd48ae4c226,19, 0.62678176
Grants623b08feb34a6bd48ae4c227,0, 0.2233894
Grants623b08feb34a6bd48ae4c227,3, 0.30803087
Grants623b08feb34a6bd48ae4c227,11, 0.18102783
Grants623b08feb34a6bd48ae4c227,19, 0.2547781
Grants623b0901b34a6bd48ae4c228,0, 0.18252493
Grants623b0901b34a6bd48ae4c228,9, 0.5514042
Grants623b0901b34a6bd48ae4c228,19, 0.23408
Grants623b0903b34a6bd48ae4c229,9, 0.6837143
Grants623b0903b34a6bd48ae4c229,19, 0.27675307
Grants623b0906b34a6bd48ae4c22a,9, 0.64424634
Grants623b0906b34a6bd48ae4c22a,13, 0.1380017
Grants623b0906b34a6bd48ae4c22a,19, 0.18988863
Grants623b0908b34a6bd48ae4c22b,9, 0.76313984
Grants623b0908b34a6bd48ae4c22b,19, 0.20752661
Grants623b090ab34a6bd48ae4c22c,11, 0.09768379
Grants623b090ab34a6bd48ae4c22c,14, 0.54876214
Grants623b090ab34a6bd48ae4c22c,19, 0.32155856
Grants623b090db34a6bd48ae4c22d,11, 0.09693156
Grants623b090db34a6bd48ae4c22d,14, 0.5804987
Grants623b090db34a6bd48ae4c22d,19, 0.29057732
Grants623b090fb34a6bd48ae4c22e,3, 0.27444044
Grants623b090fb34a6bd48ae4c22e,10, 0.15020305
Grants623b090fb34a6bd48ae4c22e,18, 0.21465155
Grants623b090fb34a6bd48ae4c22e,19, 0.32923266
Grants623b0912b34a6bd48ae4c22f,3, 0.45247722
Grants623b0912b34a6bd48ae4c22f,11, 0.0958129
Grants623b0912b34a6bd48ae4c22f,19, 0.41848797
Grants623b0915b34a6bd48ae4c230,4, 0.45993015
Grants623b0915b34a6bd48ae4c230,11, 0.16527535
Grants623b0915b34a6bd48ae4c230,19, 0.3293333
Grants623b0918b34a6bd48ae4c231,4, 0.8838037
Grants623b0918b34a6bd48ae4c231,19, 0.06270937
Grants623b091bb34a6bd48ae4c232,9, 0.79160315
Grants623b091bb34a6bd48ae4c232,19, 0.16293515
Grants623b091eb34a6bd48ae4c233,10, 0.18801542
Grants623b091eb34a6bd48ae4c233,14, 0.4346001
Grants623b091eb34a6bd48ae4c233,19, 0.33621565
Grants623b0921b34a6bd48ae4c234,0, 0.1583977
Grants623b0921b34a6bd48ae4c234,9, 0.3833488
Grants623b0921b34a6bd48ae4c234,11, 0.21192294
Grants623b0921b34a6bd48ae4c234,17, 0.20324972
Grants623b0923b34a6bd48ae4c235,9, 0.48578292
Grants623b0923b34a6bd48ae4c235,10, 0.13078265
Grants623b0923b34a6bd48ae4c235,17, 0.062441703
Grants623b0923b34a6bd48ae4c235,19, 0.28951383
Grants623b0927b34a6bd48ae4c236,6, 0.18253584
Grants623b0927b34a6bd48ae4c236,10, 0.10357261
Grants623b0927b34a6bd48ae4c236,11, 0.1875819
Grants623b0927b34a6bd48ae4c236,19, 0.25944546
Grants623b0927b34a6bd48ae4c236,20, 0.23006202
Grants623b092ab34a6bd48ae4c237,5, 0.6617443
Grants623b092ab34a6bd48ae4c237,11, 0.09336345
Grants623b092ab34a6bd48ae4c237,19, 0.21167079
Grants623b092cb34a6bd48ae4c238,4, 0.38274813
Grants623b092cb34a6bd48ae4c238,6, 0.16044936
Grants623b092cb34a6bd48ae4c238,11, 0.1252976
Grants623b092cb34a6bd48ae4c238,19, 0.2987587
Grants623b0930b34a6bd48ae4c239,9, 0.6832698
Grants623b0930b34a6bd48ae4c239,19, 0.2771979
Grants623b0936b34a6bd48ae4c23a,1, 0.37681448
Grants623b0936b34a6bd48ae4c23a,11, 0.22978453
Grants623b0936b34a6bd48ae4c23a,19, 0.3522662
Grants623b0939b34a6bd48ae4c23b,5, 0.10864523
Grants623b0939b34a6bd48ae4c23b,9, 0.56524193
Grants623b0939b34a6bd48ae4c23b,10, 0.104782365
Grants623b0939b34a6bd48ae4c23b,19, 0.19311075
Grants623b093cb34a6bd48ae4c23c,6, 0.38496515
Grants623b093cb34a6bd48ae4c23c,13, 0.41672218
Grants623b093cb34a6bd48ae4c23c,17, 0.16632003
Grants623b093fb34a6bd48ae4c23d,5, 0.4416267
Grants623b093fb34a6bd48ae4c23d,11, 0.26300788
Grants623b093fb34a6bd48ae4c23d,19, 0.25937635
Grants623b0942b34a6bd48ae4c23e,11, 0.4457437
Grants623b0942b34a6bd48ae4c23e,19, 0.5064053
Grants623b0944b34a6bd48ae4c23f,2, 0.3490061
Grants623b0944b34a6bd48ae4c23f,13, 0.3263618
Grants623b0944b34a6bd48ae4c23f,17, 0.27917522
Grants623b0947b34a6bd48ae4c240,9, 0.47710806
Grants623b0947b34a6bd48ae4c240,11, 0.12676781
Grants623b0947b34a6bd48ae4c240,19, 0.3549932
Grants623b0949b34a6bd48ae4c241,0, 0.4115565
Grants623b0949b34a6bd48ae4c241,5, 0.065788575
Grants623b0949b34a6bd48ae4c241,10, 0.1097947
Grants623b0949b34a6bd48ae4c241,19, 0.3719079
Grants623b094cb34a6bd48ae4c242,9, 0.5602796
Grants623b094cb34a6bd48ae4c242,19, 0.25911853
Grants623b094cb34a6bd48ae4c242,20, 0.14859769
Grants623b094eb34a6bd48ae4c243,2, 0.38405126
Grants623b094eb34a6bd48ae4c243,18, 0.1337714
Grants623b094eb34a6bd48ae4c243,19, 0.3227262
Grants623b094eb34a6bd48ae4c243,20, 0.122251615
Grants623b0957b34a6bd48ae4c244,0, 0.35429904
Grants623b0957b34a6bd48ae4c244,14, 0.2194829
Grants623b0957b34a6bd48ae4c244,19, 0.194005
Grants623b0957b34a6bd48ae4c244,21, 0.20741442
Grants623b0959b34a6bd48ae4c245,8, 0.34521917
Grants623b0959b34a6bd48ae4c245,11, 0.09083226
Grants623b0959b34a6bd48ae4c245,16, 0.047455844
Grants623b0959b34a6bd48ae4c245,19, 0.48726445
Grants623b095cb34a6bd48ae4c246,0, 0.08377399
Grants623b095cb34a6bd48ae4c246,2, 0.38679832
Grants623b095cb34a6bd48ae4c246,5, 0.120913796
Grants623b095cb34a6bd48ae4c246,11, 0.121370815
Grants623b095cb34a6bd48ae4c246,19, 0.26049268
Grants623b095eb34a6bd48ae4c247,11, 0.08698224
Grants623b095eb34a6bd48ae4c247,15, 0.38851184
Grants623b095eb34a6bd48ae4c247,19, 0.4899558
Grants623b0961b34a6bd48ae4c248,0, 0.50462586
Grants623b0961b34a6bd48ae4c248,10, 0.098457955
Grants623b0961b34a6bd48ae4c248,19, 0.35578135
Grants623b0963b34a6bd48ae4c249,10, 0.2914095
Grants623b0963b34a6bd48ae4c249,11, 0.3994493
Grants623b0963b34a6bd48ae4c249,19, 0.26800495
Grants623b0966b34a6bd48ae4c24a,7, 0.33504888
Grants623b0966b34a6bd48ae4c24a,11, 0.15263098
Grants623b0966b34a6bd48ae4c24a,19, 0.46912563
Grants623b0968b34a6bd48ae4c24b,1, 0.22234964
Grants623b0968b34a6bd48ae4c24b,11, 0.18998283
Grants623b0968b34a6bd48ae4c24b,19, 0.54220235
Grants623b096bb34a6bd48ae4c24c,5, 0.6457835
Grants623b096bb34a6bd48ae4c24c,11, 0.087439515
Grants623b096bb34a6bd48ae4c24c,19, 0.23222506
Grants623b096db34a6bd48ae4c24d,0, 0.31236103
Grants623b096db34a6bd48ae4c24d,11, 0.070015326
Grants623b096db34a6bd48ae4c24d,13, 0.19456683
Grants623b096db34a6bd48ae4c24d,19, 0.17782937
Grants623b096db34a6bd48ae4c24d,21, 0.21857458
Grants623b096fb34a6bd48ae4c24e,4, 0.16846083
Grants623b096fb34a6bd48ae4c24e,6, 0.0842961
Grants623b096fb34a6bd48ae4c24e,11, 0.0808303
Grants623b096fb34a6bd48ae4c24e,17, 0.29233596
Grants623b096fb34a6bd48ae4c24e,19, 0.34316093
Grants623b0972b34a6bd48ae4c24f,17, 0.5588428
Grants623b0972b34a6bd48ae4c24f,19, 0.3998257
Grants623b0975b34a6bd48ae4c250,5, 0.060443275
Grants623b0975b34a6bd48ae4c250,8, 0.38758495
Grants623b0975b34a6bd48ae4c250,11, 0.22446491
Grants623b0975b34a6bd48ae4c250,19, 0.29030466
Grants623b0978b34a6bd48ae4c251,8, 0.17764726
Grants623b0978b34a6bd48ae4c251,10, 0.12720521
Grants623b0978b34a6bd48ae4c251,11, 0.11120365
Grants623b0978b34a6bd48ae4c251,15, 0.22474392
Grants623b0978b34a6bd48ae4c251,19, 0.33160013
Grants623b097ab34a6bd48ae4c252,9, 0.31802365
Grants623b097ab34a6bd48ae4c252,11, 0.096171
Grants623b097ab34a6bd48ae4c252,14, 0.09798617
Grants623b097ab34a6bd48ae4c252,18, 0.08521385
Grants623b097ab34a6bd48ae4c252,19, 0.37397876
Grants623b097db34a6bd48ae4c253,11, 0.082838625
Grants623b097db34a6bd48ae4c253,14, 0.2294562
Grants623b097db34a6bd48ae4c253,17, 0.3999292
Grants623b097db34a6bd48ae4c253,19, 0.26049912
Grants623b097fb34a6bd48ae4c254,9, 0.6287696
Grants623b097fb34a6bd48ae4c254,11, 0.15498328
Grants623b097fb34a6bd48ae4c254,13, 0.1241906
Grants623b097fb34a6bd48ae4c254,19, 0.051134374
Grants623b0982b34a6bd48ae4c255,1, 0.29522398
Grants623b0982b34a6bd48ae4c255,4, 0.2576862
Grants623b0982b34a6bd48ae4c255,19, 0.3605928
Grants623b0986b34a6bd48ae4c256,11, 0.082629226
Grants623b0986b34a6bd48ae4c256,16, 0.30585042
Grants623b0986b34a6bd48ae4c256,19, 0.57553095
Grants623b098ab34a6bd48ae4c257,2, 0.39466512
Grants623b098ab34a6bd48ae4c257,12, 0.18926579
Grants623b098ab34a6bd48ae4c257,19, 0.38152012
Grants623b098db34a6bd48ae4c258,2, 0.52956986
Grants623b098db34a6bd48ae4c258,6, 0.19354375
Grants623b098db34a6bd48ae4c258,19, 0.24902287
Grants623b0990b34a6bd48ae4c259,5, 0.101938784
Grants623b0990b34a6bd48ae4c259,11, 0.36609298
Grants623b0990b34a6bd48ae4c259,19, 0.5011163
Grants623b0994b34a6bd48ae4c25a,5, 0.11301
Grants623b0994b34a6bd48ae4c25a,11, 0.23311728
Grants623b0994b34a6bd48ae4c25a,14, 0.17916508
Grants623b0994b34a6bd48ae4c25a,19, 0.4464878
Grants623b0996b34a6bd48ae4c25b,4, 0.5209808
Grants623b0996b34a6bd48ae4c25b,14, 0.18606639
Grants623b0996b34a6bd48ae4c25b,19, 0.259729
Grants623b099db34a6bd48ae4c25c,2, 0.5504262
Grants623b099db34a6bd48ae4c25c,11, 0.090094835
Grants623b099db34a6bd48ae4c25c,19, 0.32748517
Grants623b09a0b34a6bd48ae4c25d,11, 0.09158772
Grants623b09a0b34a6bd48ae4c25d,14, 0.23267357
Grants623b09a0b34a6bd48ae4c25d,19, 0.65105855
Grants623b09a2b34a6bd48ae4c25e,1, 0.27885002
Grants623b09a2b34a6bd48ae4c25e,9, 0.18678792
Grants623b09a2b34a6bd48ae4c25e,11, 0.12885752
Grants623b09a2b34a6bd48ae4c25e,19, 0.36458454
Grants623b09a5b34a6bd48ae4c25f,5, 0.46729138
Grants623b09a5b34a6bd48ae4c25f,9, 0.09605622
Grants623b09a5b34a6bd48ae4c25f,11, 0.12400627
Grants623b09a5b34a6bd48ae4c25f,19, 0.27544987
Grants623b09a7b34a6bd48ae4c260,11, 0.1271962
Grants623b09a7b34a6bd48ae4c260,13, 0.55228436
Grants623b09a7b34a6bd48ae4c260,19, 0.2829642
Grants623b09aab34a6bd48ae4c261,9, 0.17098355
Grants623b09aab34a6bd48ae4c261,11, 0.26039347
Grants623b09aab34a6bd48ae4c261,19, 0.51103747
Grants623b09acb34a6bd48ae4c262,11, 0.10619459
Grants623b09acb34a6bd48ae4c262,19, 0.85245836
Grants623b09afb34a6bd48ae4c263,9, 0.70464665
Grants623b09afb34a6bd48ae4c263,19, 0.26167747
Grants623b09b1b34a6bd48ae4c264,1, 0.31525296
Grants623b09b1b34a6bd48ae4c264,7, 0.0842987
Grants623b09b1b34a6bd48ae4c264,17, 0.12607466
Grants623b09b1b34a6bd48ae4c264,19, 0.39996034
Grants623b09b3b34a6bd48ae4c265,12, 0.2614204
Grants623b09b3b34a6bd48ae4c265,15, 0.10430273
Grants623b09b3b34a6bd48ae4c265,16, 0.20802014
Grants623b09b3b34a6bd48ae4c265,19, 0.3935139
Grants623b09bab34a6bd48ae4c266,0, 0.1900094
Grants623b09bab34a6bd48ae4c266,1, 0.22130525
Grants623b09bab34a6bd48ae4c266,2, 0.4870085
Grants623b09bab34a6bd48ae4c266,19, 0.06609881
Grants623b09bcb34a6bd48ae4c267,3, 0.19680607
Grants623b09bcb34a6bd48ae4c267,5, 0.5205971
Grants623b09bcb34a6bd48ae4c267,11, 0.069242164
Grants623b09bcb34a6bd48ae4c267,19, 0.18607861
Grants623b09bfb34a6bd48ae4c268,0, 0.50600344
Grants623b09bfb34a6bd48ae4c268,11, 0.047191467
Grants623b09bfb34a6bd48ae4c268,14, 0.17054963
Grants623b09bfb34a6bd48ae4c268,19, 0.20567155
Grants623b09bfb34a6bd48ae4c268,21, 0.039657813
Grants623b09c2b34a6bd48ae4c269,8, 0.24785116
Grants623b09c2b34a6bd48ae4c269,10, 0.15049386
Grants623b09c2b34a6bd48ae4c269,19, 0.558469
Grants623b09c5b34a6bd48ae4c26a,4, 0.6890667
Grants623b09c5b34a6bd48ae4c26a,19, 0.27725023
Grants623b09c7b34a6bd48ae4c26b,2, 0.4403862
Grants623b09c7b34a6bd48ae4c26b,9, 0.5027916
Grants623b09cab34a6bd48ae4c26c,4, 0.29654464
Grants623b09cab34a6bd48ae4c26c,11, 0.06616977
Grants623b09cab34a6bd48ae4c26c,14, 0.17496914
Grants623b09cab34a6bd48ae4c26c,19, 0.24042849
Grants623b09cab34a6bd48ae4c26c,20, 0.1961253
Grants623b09ceb34a6bd48ae4c26d,11, 0.48468292
Grants623b09ceb34a6bd48ae4c26d,16, 0.0933118
Grants623b09ceb34a6bd48ae4c26d,19, 0.29099748
Grants623b09ceb34a6bd48ae4c26d,20, 0.09203416
Grants623b09d0b34a6bd48ae4c26e,10, 0.11545724
Grants623b09d0b34a6bd48ae4c26e,19, 0.27848804
Grants623b09d0b34a6bd48ae4c26e,20, 0.57520443
Grants623b09d3b34a6bd48ae4c26f,7, 0.516656
Grants623b09d3b34a6bd48ae4c26f,9, 0.24397859
Grants623b09d3b34a6bd48ae4c26f,19, 0.20337355
Grants623b09d5b34a6bd48ae4c270,6, 0.14585285
Grants623b09d5b34a6bd48ae4c270,10, 0.33556142
Grants623b09d5b34a6bd48ae4c270,16, 0.1306963
Grants623b09d5b34a6bd48ae4c270,19, 0.3551121
Grants623b09d8b34a6bd48ae4c271,6, 0.13536476
Grants623b09d8b34a6bd48ae4c271,10, 0.34432414
Grants623b09d8b34a6bd48ae4c271,12, 0.039731752
Grants623b09d8b34a6bd48ae4c271,16, 0.13511902
Grants623b09d8b34a6bd48ae4c271,19, 0.31324977
Grants623b09dab34a6bd48ae4c272,7, 0.29045254
Grants623b09dab34a6bd48ae4c272,19, 0.6781968
Grants623b09e1b34a6bd48ae4c273,0, 0.5082518
Grants623b09e1b34a6bd48ae4c273,9, 0.43492004
Grants623b09e4b34a6bd48ae4c274,0, 0.19950825
Grants623b09e4b34a6bd48ae4c274,9, 0.43978032
Grants623b09e4b34a6bd48ae4c274,11, 0.08680379
Grants623b09e4b34a6bd48ae4c274,19, 0.24117333
Grants623b09e7b34a6bd48ae4c275,3, 0.6526462
Grants623b09e7b34a6bd48ae4c275,11, 0.07898433
Grants623b09e7b34a6bd48ae4c275,19, 0.23514818
Grants623b09e9b34a6bd48ae4c276,9, 0.54927486
Grants623b09e9b34a6bd48ae4c276,10, 0.12909822
Grants623b09e9b34a6bd48ae4c276,19, 0.28840402
Grants623b09ecb34a6bd48ae4c277,0, 0.17531422
Grants623b09ecb34a6bd48ae4c277,5, 0.34803396
Grants623b09ecb34a6bd48ae4c277,11, 0.19438781
Grants623b09ecb34a6bd48ae4c277,19, 0.25195518
Grants623b09eeb34a6bd48ae4c278,11, 0.08891741
Grants623b09eeb34a6bd48ae4c278,19, 0.27585194
Grants623b09eeb34a6bd48ae4c278,20, 0.5959668
Grants623b09f1b34a6bd48ae4c279,5, 0.15341939
Grants623b09f1b34a6bd48ae4c279,9, 0.086026795
Grants623b09f1b34a6bd48ae4c279,11, 0.103356875
Grants623b09f1b34a6bd48ae4c279,17, 0.31420493
Grants623b09f1b34a6bd48ae4c279,19, 0.30618188
Grants623b09f3b34a6bd48ae4c27a,7, 0.42908332
Grants623b09f3b34a6bd48ae4c27a,14, 0.13412924
Grants623b09f3b34a6bd48ae4c27a,19, 0.41135857
Grants623b09f6b34a6bd48ae4c27b,10, 0.08955851
Grants623b09f6b34a6bd48ae4c27b,17, 0.37822905
Grants623b09f6b34a6bd48ae4c27b,19, 0.49765828
Grants623b09f9b34a6bd48ae4c27c,9, 0.54101986
Grants623b09f9b34a6bd48ae4c27c,11, 0.16184913
Grants623b09f9b34a6bd48ae4c27c,19, 0.26108572
Grants623b09fcb34a6bd48ae4c27d,1, 0.1432417
Grants623b09fcb34a6bd48ae4c27d,11, 0.19075699
Grants623b09fcb34a6bd48ae4c27d,14, 0.2356613
Grants623b09fcb34a6bd48ae4c27d,19, 0.3947618
Grants623b09ffb34a6bd48ae4c27e,6, 0.2663332
Grants623b09ffb34a6bd48ae4c27e,11, 0.20292409
Grants623b09ffb34a6bd48ae4c27e,12, 0.08287819
Grants623b09ffb34a6bd48ae4c27e,19, 0.41227955
Grants623b0a01b34a6bd48ae4c27f,11, 0.1198699
Grants623b0a01b34a6bd48ae4c27f,18, 0.5803858
Grants623b0a01b34a6bd48ae4c27f,19, 0.26889178
Grants623b0a04b34a6bd48ae4c280,9, 0.30383587
Grants623b0a04b34a6bd48ae4c280,11, 0.35098377
Grants623b0a04b34a6bd48ae4c280,19, 0.30762377
Grants623b0a07b34a6bd48ae4c281,9, 0.7206529
Grants623b0a07b34a6bd48ae4c281,19, 0.24798846
Grants623b0a09b34a6bd48ae4c282,5, 0.19227558
Grants623b0a09b34a6bd48ae4c282,9, 0.36459813
Grants623b0a09b34a6bd48ae4c282,10, 0.1533705
Grants623b0a09b34a6bd48ae4c282,19, 0.25702497
Grants623b0a0cb34a6bd48ae4c283,9, 0.2159334
Grants623b0a0cb34a6bd48ae4c283,11, 0.20608598
Grants623b0a0cb34a6bd48ae4c283,19, 0.5387164
Grants623b0a0eb34a6bd48ae4c284,9, 0.7020665
Grants623b0a0eb34a6bd48ae4c284,19, 0.2615632
Grants623b0a11b34a6bd48ae4c285,0, 0.34017828
Grants623b0a11b34a6bd48ae4c285,1, 0.17429541
Grants623b0a11b34a6bd48ae4c285,11, 0.07097831
Grants623b0a11b34a6bd48ae4c285,19, 0.3853238
Grants623b0a14b34a6bd48ae4c286,0, 0.34368473
Grants623b0a14b34a6bd48ae4c286,1, 0.16562346
Grants623b0a14b34a6bd48ae4c286,11, 0.06807557
Grants623b0a14b34a6bd48ae4c286,19, 0.39439982
Grants623b0a16b34a6bd48ae4c287,9, 0.7703719
Grants623b0a16b34a6bd48ae4c287,10, 0.096189216
Grants623b0a16b34a6bd48ae4c287,19, 0.09888712
Grants623b0a1eb34a6bd48ae4c288,2, 0.3822225
Grants623b0a1eb34a6bd48ae4c288,9, 0.1827861
Grants623b0a1eb34a6bd48ae4c288,11, 0.06860586
Grants623b0a1eb34a6bd48ae4c288,19, 0.33999002
Grants623b0a22b34a6bd48ae4c289,5, 0.19615498
Grants623b0a22b34a6bd48ae4c289,11, 0.08068645
Grants623b0a22b34a6bd48ae4c289,14, 0.117178954
Grants623b0a22b34a6bd48ae4c289,18, 0.1400533
Grants623b0a22b34a6bd48ae4c289,19, 0.44099352
Grants623b0a25b34a6bd48ae4c28a,5, 0.104171626
Grants623b0a25b34a6bd48ae4c28a,11, 0.15081307
Grants623b0a25b34a6bd48ae4c28a,14, 0.13846049
Grants623b0a25b34a6bd48ae4c28a,19, 0.57833236
Grants623b0a28b34a6bd48ae4c28b,2, 0.23336348
Grants623b0a28b34a6bd48ae4c28b,11, 0.15164676
Grants623b0a28b34a6bd48ae4c28b,14, 0.4148501
Grants623b0a28b34a6bd48ae4c28b,15, 0.1570756
Grants623b0a2cb34a6bd48ae4c28c,1, 0.25541627
Grants623b0a2cb34a6bd48ae4c28c,11, 0.11954076
Grants623b0a2cb34a6bd48ae4c28c,19, 0.58578014
Grants623b0a2eb34a6bd48ae4c28d,7, 0.2212869
Grants623b0a2eb34a6bd48ae4c28d,11, 0.33397543
Grants623b0a2eb34a6bd48ae4c28d,19, 0.41151574
Grants623b0a36b34a6bd48ae4c28e,11, 0.12437041
Grants623b0a36b34a6bd48ae4c28e,14, 0.40857562
Grants623b0a36b34a6bd48ae4c28e,15, 0.117951676
Grants623b0a36b34a6bd48ae4c28e,19, 0.30818188
Grants623b0a38b34a6bd48ae4c28f,6, 0.28514522
Grants623b0a38b34a6bd48ae4c28f,9, 0.04568997
Grants623b0a38b34a6bd48ae4c28f,10, 0.19957125
Grants623b0a38b34a6bd48ae4c28f,16, 0.13000695
Grants623b0a38b34a6bd48ae4c28f,19, 0.3073643
Grants623b0a3bb34a6bd48ae4c290,6, 0.28049856
Grants623b0a3bb34a6bd48ae4c290,8, 0.100464724
Grants623b0a3bb34a6bd48ae4c290,11, 0.06747887
Grants623b0a3bb34a6bd48ae4c290,14, 0.2882821
Grants623b0a3bb34a6bd48ae4c290,19, 0.23912409
Grants623b0a3fb34a6bd48ae4c291,2, 0.37196854
Grants623b0a3fb34a6bd48ae4c291,11, 0.07871716
Grants623b0a3fb34a6bd48ae4c291,14, 0.29233694
Grants623b0a3fb34a6bd48ae4c291,19, 0.22666876
Grants623b0a42b34a6bd48ae4c292,4, 0.5487251
Grants623b0a42b34a6bd48ae4c292,11, 0.19309512
Grants623b0a42b34a6bd48ae4c292,19, 0.23031525
Grants623b0a44b34a6bd48ae4c293,3, 0.28489864
Grants623b0a44b34a6bd48ae4c293,10, 0.28567836
Grants623b0a44b34a6bd48ae4c293,19, 0.38623688
