Staff ID,value,Weight
Canberra00302,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.34
Canberra00377,DIVISION 14 ECONOMICS,2.34
Canberra00314,DIVISION 13 EDUCATION,2.34
Canberra00080,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.34
Canberra00430,DIVISION 23 OTHERS(RELEVANT),2.34
Canberra00302,DIVISION 10 TECHNOLOGY,2.34
Canberra00343,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.33
Canberra00335,DIVISION 13 EDUCATION,2.33
Canberra00399,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.33
Canberra00137,DIVISION 24 OTHERS(IRRELEVANT),2.3200000000000003
Canberra00015,DIVISION 24 OTHERS(IRRELEVANT),2.32
Canberra00311,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.32
Canberra00039,DIVISION 02 PHYSICAL SCIENCES,2.31
Canberra00156,DIVISION 05 ENVIRONMENTAL SCIENCES,2.31
Canberra00424,DIVISION 24 OTHERS(IRRELEVANT),2.31
Canberra00052,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.31
Canberra00316,DIVISION 13 EDUCATION,2.3000000000000003
Canberra00022,DIVISION 24 OTHERS(IRRELEVANT),2.3
Canberra00379,DIVISION 01 MATHEMATICAL SCIENCES,2.3
Canberra00228,DIVISION 02 PHYSICAL SCIENCES,2.29
Canberra00192,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.29
Canberra00257,DIVISION 10 TECHNOLOGY,2.29
Canberra00270,DIVISION 06 BIOLOGICAL SCIENCES,2.2800000000000002
Canberra00106,DIVISION 09 ENGINEERING,2.2800000000000002
Canberra00099,DIVISION 23 OTHERS(RELEVANT),2.2800000000000002
Canberra00243,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.28
Canberra00428,DIVISION 06 BIOLOGICAL SCIENCES,2.28
Canberra00008,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.27
Canberra00078,DIVISION 24 OTHERS(IRRELEVANT),2.27
Canberra00022,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.27
Canberra00210,DIVISION 14 ECONOMICS,2.27
Canberra00396,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.27
Canberra00222,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.27
Canberra00297,DIVISION 09 ENGINEERING,2.2600000000000002
Canberra00094,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.2600000000000002
Canberra00317,DIVISION 23 OTHERS(RELEVANT),2.2600000000000002
Canberra00295,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.26
Canberra00039,DIVISION 04 EARTH SCIENCES,2.26
Canberra00428,DIVISION 09 ENGINEERING,2.26
Canberra00305,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.25
Canberra00387,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.25
Canberra00270,DIVISION 24 OTHERS(IRRELEVANT),2.25
Canberra00287,DIVISION 04 EARTH SCIENCES,2.25
Canberra00410,DIVISION 10 TECHNOLOGY,2.24
Canberra00221,DIVISION 13 EDUCATION,2.24
Canberra00183,DIVISION 14 ECONOMICS,2.23
Canberra00228,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.23
Canberra00410,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.23
Canberra00320,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.2199999999999998
Canberra00026,DIVISION 14 ECONOMICS,2.2199999999999998
Canberra00115,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.2199999999999998
Canberra00277,DIVISION 10 TECHNOLOGY,2.2199999999999998
Canberra00098,DIVISION 14 ECONOMICS,2.21
Canberra00117,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.21
Canberra00087,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.21
Canberra00310,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.21
Canberra00039,DIVISION 06 BIOLOGICAL SCIENCES,2.21
Canberra00323,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.21
Canberra00320,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,2.21
Canberra00099,DIVISION 04 EARTH SCIENCES,2.2
Canberra00125,DIVISION 13 EDUCATION,2.2
Canberra00410,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.2
Canberra00176,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,2.2
Canberra00250,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.2
Canberra00099,DIVISION 06 BIOLOGICAL SCIENCES,2.2
Canberra00430,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.2
Canberra00368,DIVISION 24 OTHERS(IRRELEVANT),2.2
Canberra00325,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.19
Canberra00183,DIVISION 24 OTHERS(IRRELEVANT),2.19
Canberra00163,DIVISION 23 OTHERS(RELEVANT),2.19
Canberra00162,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.19
Canberra00148,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.18
Canberra00081,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.18
Canberra00303,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.1799999999999997
Canberra00434,DIVISION 24 OTHERS(IRRELEVANT),2.1799999999999997
Canberra00285,DIVISION 24 OTHERS(IRRELEVANT),2.1799999999999997
Canberra00146,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.17
Canberra00023,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,2.17
Canberra00118,DIVISION 06 BIOLOGICAL SCIENCES,2.17
Canberra00027,DIVISION 23 OTHERS(RELEVANT),2.17
Canberra00078,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.17
Canberra00089,DIVISION 04 EARTH SCIENCES,2.17
Canberra00273,DIVISION 24 OTHERS(IRRELEVANT),2.17
Canberra00230,DIVISION 24 OTHERS(IRRELEVANT),2.17
Canberra00387,DIVISION 03 CHEMICAL SCIENCES,2.17
Canberra00216,DIVISION 05 ENVIRONMENTAL SCIENCES,2.17
Canberra00094,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.17
Canberra00171,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00044,DIVISION 23 OTHERS(RELEVANT),2.16
Canberra00126,DIVISION 04 EARTH SCIENCES,2.16
Canberra00313,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00015,DIVISION 23 OTHERS(RELEVANT),2.16
Canberra00312,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.16
Canberra00167,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.16
Canberra00027,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.16
Canberra00170,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.16
Canberra00063,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,2.16
Canberra00075,DIVISION 23 OTHERS(RELEVANT),2.16
Canberra00171,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.16
Canberra00167,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.16
Canberra00281,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.1500000000000004
Canberra00106,DIVISION 05 ENVIRONMENTAL SCIENCES,2.15
Canberra00213,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.15
Canberra00157,DIVISION 23 OTHERS(RELEVANT),2.15
Canberra00250,DIVISION 06 BIOLOGICAL SCIENCES,2.15
Canberra00099,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.14
Canberra00392,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.14
Canberra00190,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.14
Canberra00307,DIVISION 24 OTHERS(IRRELEVANT),2.1399999999999997
Canberra00237,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.1399999999999997
Canberra00126,DIVISION 10 TECHNOLOGY,2.1300000000000003
Canberra00181,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.1300000000000003
Canberra00250,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.13
Canberra00224,DIVISION 24 OTHERS(IRRELEVANT),2.12
Canberra00296,DIVISION 06 BIOLOGICAL SCIENCES,2.12
Canberra00152,DIVISION 24 OTHERS(IRRELEVANT),2.12
Canberra00287,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.12
Canberra00093,DIVISION 10 TECHNOLOGY,2.1100000000000003
Canberra00231,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.11
Canberra00353,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.11
Canberra00377,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.11
Canberra00174,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.11
Canberra00311,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.11
Canberra00166,DIVISION 14 ECONOMICS,2.11
Canberra00183,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.11
Canberra00020,DIVISION 24 OTHERS(IRRELEVANT),2.1
Canberra00041,DIVISION 23 OTHERS(RELEVANT),2.1
Canberra00000,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.1
Canberra00280,DIVISION 23 OTHERS(RELEVANT),2.1
Canberra00039,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.1
Canberra00019,DIVISION 18 LAW AND LEGAL STUDIES,2.0999999999999996
Canberra00139,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,2.09
Canberra00210,DIVISION 23 OTHERS(RELEVANT),2.08
Canberra00415,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.08
Canberra00395,DIVISION 06 BIOLOGICAL SCIENCES,2.08
Canberra00419,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.0700000000000003
Canberra00145,DIVISION 09 ENGINEERING,2.0700000000000003
Canberra00256,DIVISION 05 ENVIRONMENTAL SCIENCES,2.0700000000000003
Canberra00249,DIVISION 10 TECHNOLOGY,2.07
Canberra00227,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.07
Canberra00336,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",2.06
Canberra00162,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.06
Canberra00065,DIVISION 23 OTHERS(RELEVANT),2.06
Canberra00139,DIVISION 24 OTHERS(IRRELEVANT),2.06
Canberra00009,DIVISION 24 OTHERS(IRRELEVANT),2.06
Canberra00189,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.06
Canberra00121,DIVISION 04 EARTH SCIENCES,2.06
Canberra00215,DIVISION 23 OTHERS(RELEVANT),2.06
Canberra00419,DIVISION 04 EARTH SCIENCES,2.0500000000000003
Canberra00378,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.0500000000000003
Canberra00295,DIVISION 10 TECHNOLOGY,2.05
Canberra00399,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.05
Canberra00036,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.05
Canberra00220,DIVISION 21 HISTORY AND ARCHAEOLOGY,2.05
Canberra00000,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.04
Canberra00290,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.04
Canberra00040,DIVISION 23 OTHERS(RELEVANT),2.04
Canberra00263,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.04
Canberra00278,DIVISION 23 OTHERS(RELEVANT),2.0300000000000002
Canberra00356,DIVISION 24 OTHERS(IRRELEVANT),2.0300000000000002
Canberra00189,DIVISION 23 OTHERS(RELEVANT),2.0300000000000002
Canberra00107,DIVISION 04 EARTH SCIENCES,2.0300000000000002
Canberra00317,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.0300000000000002
Canberra00336,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.0300000000000002
Canberra00087,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,2.03
Canberra00194,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,2.02
Canberra00286,DIVISION 06 BIOLOGICAL SCIENCES,2.02
Canberra00251,DIVISION 23 OTHERS(RELEVANT),2.02
Canberra00118,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.02
Canberra00331,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.02
Canberra00041,DIVISION 24 OTHERS(IRRELEVANT),2.0100000000000002
Canberra00327,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.0100000000000002
Canberra00063,DIVISION 23 OTHERS(RELEVANT),2.01
Canberra00304,DIVISION 14 ECONOMICS,2.01
Canberra00089,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",2.01
Canberra00118,DIVISION 23 OTHERS(RELEVANT),2.01
Canberra00270,DIVISION 14 ECONOMICS,2.01
Canberra00359,DIVISION 11 MEDICAL AND HEALTH SCIENCES,2.0
Canberra00159,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,2.0
Canberra00281,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.0
Canberra00401,DIVISION 14 ECONOMICS,2.0
Canberra00049,DIVISION 14 ECONOMICS,2.0
Canberra00227,DIVISION 01 MATHEMATICAL SCIENCES,2.0
Canberra00305,DIVISION 01 MATHEMATICAL SCIENCES,2.0
Canberra00237,DIVISION 23 OTHERS(RELEVANT),2.0
Canberra00231,DIVISION 01 MATHEMATICAL SCIENCES,2.0
Canberra00159,DIVISION 16 STUDIES IN HUMAN SOCIETY,2.0
Canberra00077,DIVISION 01 MATHEMATICAL SCIENCES,2.0
Canberra00114,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,2.0
Canberra00439,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.9900000000000002
Canberra00122,DIVISION 24 OTHERS(IRRELEVANT),1.99
Canberra00118,DIVISION 05 ENVIRONMENTAL SCIENCES,1.99
Canberra00325,DIVISION 23 OTHERS(RELEVANT),1.99
Canberra00133,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00381,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00080,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.99
Canberra00243,DIVISION 13 EDUCATION,1.99
Canberra00294,DIVISION 10 TECHNOLOGY,1.99
Canberra00407,DIVISION 23 OTHERS(RELEVANT),1.98
Canberra00315,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.98
Canberra00380,DIVISION 09 ENGINEERING,1.98
Canberra00094,DIVISION 10 TECHNOLOGY,1.98
Canberra00420,DIVISION 14 ECONOMICS,1.98
Canberra00359,DIVISION 13 EDUCATION,1.98
Canberra00175,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.98
Canberra00369,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.98
Canberra00183,DIVISION 23 OTHERS(RELEVANT),1.98
Canberra00334,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.97
Canberra00056,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.97
Canberra00360,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.96
Canberra00147,DIVISION 13 EDUCATION,1.96
Canberra00299,DIVISION 23 OTHERS(RELEVANT),1.96
Canberra00421,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.96
Canberra00311,DIVISION 23 OTHERS(RELEVANT),1.96
Canberra00192,DIVISION 03 CHEMICAL SCIENCES,1.96
Canberra00300,DIVISION 14 ECONOMICS,1.96
Canberra00015,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.96
Canberra00199,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.96
Canberra00290,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.96
Canberra00162,DIVISION 06 BIOLOGICAL SCIENCES,1.9500000000000002
Canberra00212,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.95
Canberra00354,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.95
Canberra00254,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.95
Canberra00233,DIVISION 24 OTHERS(IRRELEVANT),1.94
Canberra00059,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.94
Canberra00124,DIVISION 14 ECONOMICS,1.94
Canberra00448,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.94
Canberra00337,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.94
Canberra00192,DIVISION 13 EDUCATION,1.94
Canberra00026,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.94
Canberra00392,DIVISION 06 BIOLOGICAL SCIENCES,1.94
Canberra00117,DIVISION 10 TECHNOLOGY,1.94
Canberra00015,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.94
Canberra00099,DIVISION 10 TECHNOLOGY,1.9300000000000002
Canberra00029,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.93
Canberra00153,DIVISION 24 OTHERS(IRRELEVANT),1.93
Canberra00419,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,1.9200000000000002
Canberra00119,DIVISION 13 EDUCATION,1.92
Canberra00121,DIVISION 06 BIOLOGICAL SCIENCES,1.92
Canberra00288,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.92
Canberra00165,DIVISION 10 TECHNOLOGY,1.92
Canberra00346,DIVISION 18 LAW AND LEGAL STUDIES,1.9100000000000001
Canberra00258,DIVISION 23 OTHERS(RELEVANT),1.9100000000000001
Canberra00397,DIVISION 23 OTHERS(RELEVANT),1.9100000000000001
Canberra00295,DIVISION 05 ENVIRONMENTAL SCIENCES,1.9100000000000001
Canberra00231,DIVISION 06 BIOLOGICAL SCIENCES,1.91
Canberra00079,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.9000000000000001
Canberra00401,DIVISION 23 OTHERS(RELEVANT),1.9000000000000001
Canberra00331,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.9
Canberra00436,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.9
Canberra00120,DIVISION 24 OTHERS(IRRELEVANT),1.9
Canberra00380,DIVISION 10 TECHNOLOGY,1.9
Canberra00022,DIVISION 10 TECHNOLOGY,1.9
Canberra00107,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.8900000000000001
Canberra00213,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.8900000000000001
Canberra00190,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.8900000000000001
Canberra00238,DIVISION 23 OTHERS(RELEVANT),1.8900000000000001
Canberra00410,DIVISION 14 ECONOMICS,1.8900000000000001
Canberra00112,DIVISION 13 EDUCATION,1.89
Canberra00109,DIVISION 13 EDUCATION,1.89
Canberra00277,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.89
Canberra00192,DIVISION 06 BIOLOGICAL SCIENCES,1.8800000000000001
Canberra00432,DIVISION 23 OTHERS(RELEVANT),1.8800000000000001
Canberra00407,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,1.88
Canberra00031,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.88
Canberra00380,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.88
Canberra00368,DIVISION 13 EDUCATION,1.88
Canberra00419,DIVISION 06 BIOLOGICAL SCIENCES,1.88
Canberra00256,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.88
Canberra00215,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.88
Canberra00015,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.88
Canberra00205,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.88
Canberra00000,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.88
Canberra00286,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.88
Canberra00254,DIVISION 23 OTHERS(RELEVANT),1.87
Canberra00039,DIVISION 13 EDUCATION,1.87
Canberra00056,DIVISION 06 BIOLOGICAL SCIENCES,1.87
Canberra00433,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.87
Canberra00228,DIVISION 13 EDUCATION,1.87
Canberra00228,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.87
Canberra00270,DIVISION 04 EARTH SCIENCES,1.87
Canberra00153,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.87
Canberra00329,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.8699999999999999
Canberra00283,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.86
Canberra00088,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.8599999999999999
Canberra00225,DIVISION 23 OTHERS(RELEVANT),1.8599999999999999
Canberra00304,DIVISION 10 TECHNOLOGY,1.8599999999999999
Canberra00430,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.8599999999999999
Canberra00287,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.85
Canberra00105,DIVISION 04 EARTH SCIENCES,1.85
Canberra00160,DIVISION 05 ENVIRONMENTAL SCIENCES,1.85
Canberra00367,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.85
Canberra00242,DIVISION 13 EDUCATION,1.85
Canberra00428,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.85
Canberra00102,DIVISION 23 OTHERS(RELEVANT),1.85
Canberra00331,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.85
Canberra00320,DIVISION 04 EARTH SCIENCES,1.85
Canberra00052,DIVISION 24 OTHERS(IRRELEVANT),1.84
Canberra00164,DIVISION 23 OTHERS(RELEVANT),1.84
Canberra00183,DIVISION 13 EDUCATION,1.8399999999999999
Canberra00289,DIVISION 23 OTHERS(RELEVANT),1.83
Canberra00277,DIVISION 14 ECONOMICS,1.83
Canberra00127,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.83
Canberra00395,DIVISION 13 EDUCATION,1.83
Canberra00069,DIVISION 02 PHYSICAL SCIENCES,1.83
Canberra00392,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.83
Canberra00307,DIVISION 23 OTHERS(RELEVANT),1.83
Canberra00291,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.83
Canberra00327,DIVISION 13 EDUCATION,1.83
Canberra00166,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.83
Canberra00440,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.83
Canberra00419,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,1.83
Canberra00411,DIVISION 14 ECONOMICS,1.8299999999999998
Canberra00077,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.8299999999999998
Canberra00041,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.82
Canberra00013,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.82
Canberra00273,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.82
Canberra00275,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.82
Canberra00295,DIVISION 14 ECONOMICS,1.8199999999999998
Canberra00188,DIVISION 23 OTHERS(RELEVANT),1.8199999999999998
Canberra00423,DIVISION 23 OTHERS(RELEVANT),1.8199999999999998
Canberra00378,DIVISION 13 EDUCATION,1.81
Canberra00230,DIVISION 01 MATHEMATICAL SCIENCES,1.81
Canberra00201,DIVISION 06 BIOLOGICAL SCIENCES,1.81
Canberra00098,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.81
Canberra00202,DIVISION 13 EDUCATION,1.81
Canberra00231,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.81
Canberra00398,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.81
Canberra00395,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.8000000000000003
Canberra00369,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.8
Canberra00022,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.7999999999999998
Canberra00322,DIVISION 13 EDUCATION,1.79
Canberra00058,DIVISION 24 OTHERS(IRRELEVANT),1.79
Canberra00052,DIVISION 14 ECONOMICS,1.79
Canberra00430,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,1.79
Canberra00418,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.78
Canberra00381,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES,1.78
Canberra00078,DIVISION 21 HISTORY AND ARCHAEOLOGY,1.78
Canberra00164,DIVISION 13 EDUCATION,1.78
Canberra00001,DIVISION 23 OTHERS(RELEVANT),1.78
Canberra00263,DIVISION 06 BIOLOGICAL SCIENCES,1.78
Canberra00263,DIVISION 24 OTHERS(IRRELEVANT),1.78
Canberra00283,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.78
Canberra00427,DIVISION 13 EDUCATION,1.78
Canberra00029,DIVISION 06 BIOLOGICAL SCIENCES,1.78
Canberra00108,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.7799999999999998
Canberra00440,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.77
Canberra00158,DIVISION 24 OTHERS(IRRELEVANT),1.77
Canberra00319,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.77
Canberra00215,DIVISION 10 TECHNOLOGY,1.77
Canberra00143,DIVISION 14 ECONOMICS,1.77
Canberra00041,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.77
Canberra00055,DIVISION 24 OTHERS(IRRELEVANT),1.77
Canberra00205,DIVISION 23 OTHERS(RELEVANT),1.76
Canberra00339,DIVISION 24 OTHERS(IRRELEVANT),1.76
Canberra00298,DIVISION 23 OTHERS(RELEVANT),1.76
Canberra00305,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES,1.76
Canberra00224,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.76
Canberra00442,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.76
Canberra00091,DIVISION 07 AGRICULTURAL AND VETERINARY SCIENCES,1.76
Canberra00249,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES,1.75
Canberra00399,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.75
Canberra00270,DIVISION 13 EDUCATION,1.7400000000000002
Canberra00403,DIVISION 23 OTHERS(RELEVANT),1.74
Canberra00013,DIVISION 08 INFORMATION AND COMPUTING SCIENCES,1.74
Canberra00037,DIVISION 11 MEDICAL AND HEALTH SCIENCES,1.74
Canberra00087,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING,1.74
Canberra00078,"DIVISION 15 COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1.74
Canberra00160,DIVISION 16 STUDIES IN HUMAN SOCIETY,1.74
Canberra00411,DIVISION 06 BIOLOGICAL SCIENCES,1.74
Canberra00389,"DIVISION 20 LANGUAGE, COMMUNICATION AND CULTURE",1.73
Canberra00224,DIVISION 12 BUILT ENVIRONMENT AND DESIGN,1.7200000000000002
Canberra00415,DIVISION 23 OTHERS(RELEVANT),1.7200000000000002
