Tags,Weight_sum,Staff_cnt,Weight_avg_all,Weight_avg_ind
Electrodes,1.63,6,0.004369973190348525,0.27166666666666667
Reserve Bank,1.63,3,0.004369973190348525,0.5433333333333333
Artificial Respiration,1.63,2,0.004369973190348525,0.815
Osteoporosis,1.63,4,0.004369973190348525,0.4075
Prenatal Education,1.63,5,0.004369973190348525,0.32599999999999996
Harm,1.63,4,0.004369973190348525,0.4075
Usefulness,1.62,4,0.004343163538873995,0.405
humor,1.62,3,0.004343163538873995,0.54
pouches,1.62,3,0.004343163538873995,0.54
Pottery,1.62,3,0.004343163538873995,0.54
Social Norms,1.62,6,0.004343163538873995,0.27
growth differentiation factors,1.62,2,0.004343163538873995,0.81
Statistical methods,1.62,6,0.004343163538873995,0.27
Anxiety Disorders,1.62,3,0.004343163538873995,0.54
Gilles Deleuze,1.62,3,0.004343163538873995,0.54
accountability,1.62,6,0.004343163538873995,0.27
tissue,1.62,6,0.004343163538873995,0.27
sexuality,1.62,4,0.004343163538873995,0.405
International Law,1.62,2,0.004343163538873995,0.81
intercultural comparison,1.62,3,0.004343163538873995,0.54
Outcomes Research,1.62,5,0.004343163538873995,0.324
Pelvis,1.6199999999999999,4,0.004343163538873995,0.40499999999999997
Hospital Departments,1.61,7,0.004316353887399464,0.23
International Students,1.61,4,0.004316353887399464,0.4025
Microbial Drug Resistance,1.61,4,0.004316353887399464,0.4025
Environmental justice,1.61,5,0.004316353887399464,0.322
human well-being,1.61,3,0.004316353887399464,0.5366666666666667
directive,1.6099999999999999,3,0.004316353887399463,0.5366666666666666
Qualified Audit Reports,1.6099999999999999,2,0.004316353887399463,0.8049999999999999
social condition,1.6099999999999999,4,0.004316353887399463,0.40249999999999997
narcissism,1.6099999999999999,4,0.004316353887399463,0.40249999999999997
Frontotemporal Dementia With Motor Neuron Disease,1.6099999999999999,2,0.004316353887399463,0.8049999999999999
Sustainable Development Goal,1.6099999999999999,5,0.004316353887399463,0.32199999999999995
Editing,1.6099999999999999,4,0.004316353887399463,0.40249999999999997
geochemistry,1.6099999999999999,4,0.004316353887399463,0.40249999999999997
Gender Wage Gap,1.6099999999999999,3,0.004316353887399463,0.5366666666666666
residential environment,1.6099999999999999,3,0.004316353887399463,0.5366666666666666
Agglomeration,1.6099999999999999,4,0.004316353887399463,0.40249999999999997
Destination,1.6099999999999999,6,0.004316353887399463,0.2683333333333333
Mediterranean Islands,1.6,2,0.004289544235924933,0.8
Sediment,1.6,3,0.004289544235924933,0.5333333333333333
Spillover,1.6,3,0.004289544235924933,0.5333333333333333
clips,1.6,2,0.004289544235924933,0.8
Norway,1.6,4,0.004289544235924933,0.4
Placement,1.6,4,0.004289544235924933,0.4
Multi agent systems,1.6,5,0.004289544235924933,0.32
System Performance,1.6,2,0.004289544235924933,0.8
African Union,1.6,2,0.004289544235924933,0.8
Public Governance,1.6,4,0.004289544235924933,0.4
Conjugate Vaccines,1.6,2,0.004289544235924933,0.8
teaching strategy,1.6,3,0.004289544235924933,0.5333333333333333
set theory,1.6,2,0.004289544235924933,0.8
Analysis of variance (ANOVA),1.6,5,0.004289544235924933,0.32
Social Skills,1.6,5,0.004289544235924933,0.32
Information Services,1.6,4,0.004289544235924933,0.4
Residential Care,1.6,3,0.004289544235924933,0.5333333333333333
Policy Development,1.6,3,0.004289544235924933,0.5333333333333333
Ear,1.6,3,0.004289544235924933,0.5333333333333333
lakes,1.6,4,0.004289544235924933,0.4
entrepreneurship,1.6,6,0.004289544235924933,0.26666666666666666
outgroup,1.6,4,0.004289544235924933,0.4
pregnant women,1.6,4,0.004289544235924933,0.4
Urinary Incontinence,1.6,3,0.004289544235924933,0.5333333333333333
psychologist,1.5999999999999999,5,0.0042895442359249325,0.31999999999999995
group cohesion,1.5999999999999999,7,0.0042895442359249325,0.22857142857142856
Modems,1.5999999999999999,4,0.0042895442359249325,0.39999999999999997
Peer Influence,1.59,6,0.004262734584450402,0.265
public opinion,1.59,5,0.004262734584450402,0.318
legal status,1.59,5,0.004262734584450402,0.318
Wavelets,1.59,3,0.004262734584450402,0.53
environmental assessment,1.59,3,0.004262734584450402,0.53
Land management,1.59,4,0.004262734584450402,0.3975
Social Conditions,1.59,4,0.004262734584450402,0.3975
Early childhood,1.59,2,0.004262734584450402,0.795
Legal History,1.5899999999999999,5,0.004262734584450402,0.31799999999999995
serodiagnosis,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
factory,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
Adulthood,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Head Protective Devices,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Corporate Sustainability,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
Glucocorticoids,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Growth Differentiation Factor 15,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Late Holocene,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
Corruption in sports,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
British Columbia,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Adequacy,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
social economy,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
imports,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
Marketing Research,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Alternatives,1.5899999999999999,4,0.004262734584450402,0.39749999999999996
aquarium fish,1.5899999999999999,2,0.004262734584450402,0.7949999999999999
Silicon Dioxide,1.5899999999999999,3,0.004262734584450402,0.5299999999999999
Stuttering,1.58,2,0.004235924932975871,0.79
organizational culture,1.58,3,0.004235924932975871,0.5266666666666667
Electrocardiography,1.58,3,0.004235924932975871,0.5266666666666667
fishing,1.58,2,0.004235924932975871,0.79
resting periods,1.58,2,0.004235924932975871,0.79
Fossil Fuels,1.58,2,0.004235924932975871,0.79
Forensic Genetics,1.58,5,0.004235924932975871,0.316
Accounting Theory,1.58,2,0.004235924932975871,0.79
Anthocyanins,1.58,2,0.004235924932975871,0.79
suicide rate,1.58,2,0.004235924932975871,0.79
space policy,1.58,2,0.004235924932975871,0.79
Economic Forecasting,1.58,2,0.004235924932975871,0.79
Survey Data,1.58,7,0.004235924932975871,0.22571428571428573
Moral Panic,1.58,3,0.004235924932975871,0.5266666666666667
Liability,1.58,6,0.004235924932975871,0.26333333333333336
Cyberspace,1.58,4,0.004235924932975871,0.395
Influence Diagnostics,1.58,2,0.004235924932975871,0.79
Cystic Fibrosis,1.58,2,0.004235924932975871,0.79
Counterfeit Drugs,1.58,5,0.004235924932975871,0.316
Polyploidy,1.58,2,0.004235924932975871,0.79
state formation,1.58,3,0.004235924932975871,0.5266666666666667
Open Source,1.58,5,0.004235924932975871,0.316
Data compression,1.58,2,0.004235924932975871,0.79
Network protocols,1.58,7,0.004235924932975871,0.22571428571428573
field theory,1.58,2,0.004235924932975871,0.79
Letters,1.5799999999999998,5,0.004235924932975871,0.31599999999999995
Clay,1.5799999999999998,6,0.004235924932975871,0.2633333333333333
ROM,1.57,3,0.004209115281501341,0.5233333333333333
Wire,1.57,4,0.004209115281501341,0.3925
Interferon Type I,1.57,4,0.004209115281501341,0.3925
Optimization Problem,1.57,4,0.004209115281501341,0.3925
Smart meters,1.57,4,0.004209115281501341,0.3925
Genetic Structures,1.57,3,0.004209115281501341,0.5233333333333333
ecosystem research,1.57,3,0.004209115281501341,0.5233333333333333
tertiary sector,1.57,4,0.004209115281501341,0.3925
Image classification,1.57,4,0.004209115281501341,0.3925
Elbow,1.57,3,0.004209115281501341,0.5233333333333333
policy making,1.5699999999999998,6,0.00420911528150134,0.26166666666666666
Adaptive Immunity,1.5699999999999998,4,0.00420911528150134,0.39249999999999996
Massage,1.5699999999999998,3,0.00420911528150134,0.5233333333333333
Insurance,1.5699999999999998,3,0.00420911528150134,0.5233333333333333
Internet Banking,1.5699999999999998,2,0.00420911528150134,0.7849999999999999
private security and military companies,1.5699999999999998,2,0.00420911528150134,0.7849999999999999
community education,1.5699999999999998,2,0.00420911528150134,0.7849999999999999
learning objective,1.5699999999999998,5,0.00420911528150134,0.31399999999999995
Secretory Immunoglobulin A,1.56,5,0.00418230563002681,0.312
Glaucoma,1.56,3,0.00418230563002681,0.52
Pharmaceutical Services,1.56,6,0.00418230563002681,0.26
dating,1.56,4,0.00418230563002681,0.39
genetic modification,1.56,2,0.00418230563002681,0.78
Membranes,1.56,5,0.00418230563002681,0.312
Cultural Studies,1.56,3,0.00418230563002681,0.52
Webcasts,1.56,2,0.00418230563002681,0.78
cleaning,1.56,3,0.00418230563002681,0.52
international law,1.56,3,0.00418230563002681,0.52
history of ideas,1.56,4,0.00418230563002681,0.39
satire,1.56,2,0.00418230563002681,0.78
Sleep Apnea Syndromes,1.56,3,0.00418230563002681,0.52
Disease Progression,1.56,4,0.00418230563002681,0.39
Augmentation,1.56,3,0.00418230563002681,0.52
Radial basis function networks,1.56,2,0.00418230563002681,0.78
expert knowledge,1.56,3,0.00418230563002681,0.52
school development,1.56,2,0.00418230563002681,0.78
Training Support,1.56,3,0.00418230563002681,0.52
Organizational Discourse,1.56,2,0.00418230563002681,0.78
human ERBB2 protein,1.56,6,0.00418230563002681,0.26
Research Directions,1.56,4,0.00418230563002681,0.39
Child Schooling,1.56,2,0.00418230563002681,0.78
amendment,1.56,5,0.00418230563002681,0.312
regulatory framework,1.56,3,0.00418230563002681,0.52
eyes,1.56,3,0.00418230563002681,0.52
clinical services,1.56,4,0.00418230563002681,0.39
Accounting Choice,1.56,2,0.00418230563002681,0.78
Urology,1.56,3,0.00418230563002681,0.52
Learner Perceptions,1.56,2,0.00418230563002681,0.78
Feces,1.5599999999999998,5,0.004182305630026809,0.31199999999999994
Grief,1.55,5,0.004155495978552279,0.31
Traits,1.55,3,0.004155495978552279,0.5166666666666667
interdisciplinary research,1.55,7,0.004155495978552279,0.22142857142857145
music lessons,1.55,2,0.004155495978552279,0.775
Nuclear Medicine,1.55,4,0.004155495978552279,0.3875
Guidance,1.55,4,0.004155495978552279,0.3875
Multiculturalism,1.55,4,0.004155495978552279,0.3875
working group,1.55,4,0.004155495978552279,0.3875
telecommunication,1.55,5,0.004155495978552279,0.31
Chemical sensors,1.55,2,0.004155495978552279,0.775
normativity,1.55,4,0.004155495978552279,0.3875
Acrylic Paint,1.55,2,0.004155495978552279,0.775
Metalloids,1.55,4,0.004155495978552279,0.3875
Orthodoxy,1.55,4,0.004155495978552279,0.3875
Fraud,1.55,3,0.004155495978552279,0.5166666666666667
Behavioral Sciences,1.55,7,0.004155495978552279,0.22142857142857145
Pavilion,1.55,2,0.004155495978552279,0.775
Access control,1.55,5,0.004155495978552279,0.31
Written Feedback,1.55,2,0.004155495978552279,0.775
Currency Area,1.55,2,0.004155495978552279,0.775
Prince Edward Island,1.55,2,0.004155495978552279,0.775
arsenosugar,1.55,6,0.004155495978552279,0.25833333333333336
Walter Benjamin,1.55,2,0.004155495978552279,0.775
prey availability,1.55,4,0.004155495978552279,0.3875
ecosystem process,1.55,4,0.004155495978552279,0.3875
Immunoglobulin A,1.5499999999999998,3,0.004155495978552279,0.5166666666666666
Measure of Risk,1.5499999999999998,3,0.004155495978552279,0.5166666666666666
Fluorescence,1.5499999999999998,2,0.004155495978552279,0.7749999999999999
Environmental Disclosure,1.5499999999999998,2,0.004155495978552279,0.7749999999999999
Reliance,1.5499999999999998,3,0.004155495978552279,0.5166666666666666
Tunnels,1.5499999999999998,4,0.004155495978552279,0.38749999999999996
Mustela erminea,1.54,2,0.004128686327077748,0.77
political reform,1.54,2,0.004128686327077748,0.77
rationalism,1.54,3,0.004128686327077748,0.5133333333333333
art market,1.54,2,0.004128686327077748,0.77
nitrogen,1.54,4,0.004128686327077748,0.385
Heuristics,1.54,4,0.004128686327077748,0.385
Chronic Disease Hospitals,1.54,2,0.004128686327077748,0.77
economic model,1.54,3,0.004128686327077748,0.5133333333333333
Homosexuality,1.54,3,0.004128686327077748,0.5133333333333333
analytical framework,1.54,5,0.004128686327077748,0.308
Disease Outbreaks,1.54,4,0.004128686327077748,0.385
Africa,1.54,4,0.004128686327077748,0.385
Cost of Illness,1.54,5,0.004128686327077748,0.308
penguins,1.54,3,0.004128686327077748,0.5133333333333333
aquatic ecosystems,1.54,4,0.004128686327077748,0.385
political right,1.54,2,0.004128686327077748,0.77
video recording,1.54,4,0.004128686327077748,0.385
Electrospray Ionization Mass Spectrometry,1.54,2,0.004128686327077748,0.77
population distribution,1.54,3,0.004128686327077748,0.5133333333333333
plantations,1.54,3,0.004128686327077748,0.5133333333333333
Program processors,1.54,3,0.004128686327077748,0.5133333333333333
esthetics,1.5399999999999998,4,0.004128686327077747,0.38499999999999995
Internal-External Control,1.5300000000000002,3,0.004101876675603217,0.5100000000000001
typhoon,1.5300000000000002,3,0.004101876675603217,0.5100000000000001
Hamburg,1.5300000000000002,3,0.004101876675603217,0.5100000000000001
Substitution reactions,1.53,4,0.004101876675603217,0.3825
Scheduling,1.53,3,0.004101876675603217,0.51
Fuzzy rules,1.53,5,0.004101876675603217,0.306
Adolf Loos,1.53,2,0.004101876675603217,0.765
Corporate Accountability,1.53,2,0.004101876675603217,0.765
Breakwaters,1.53,2,0.004101876675603217,0.765
organ donation,1.53,3,0.004101876675603217,0.51
Labeling,1.53,3,0.004101876675603217,0.51
governance arrangement,1.53,5,0.004101876675603217,0.306
Beryllium,1.53,3,0.004101876675603217,0.51
Sexual Child Abuse,1.53,3,0.004101876675603217,0.51
pharmacokinetics,1.53,2,0.004101876675603217,0.765
theory-practice,1.53,5,0.004101876675603217,0.306
Microplastic,1.53,2,0.004101876675603217,0.765
Discourse Theory,1.53,3,0.004101876675603217,0.51
free movement of capital,1.53,2,0.004101876675603217,0.765
Gene therapy,1.53,2,0.004101876675603217,0.765
Aboriginal Art,1.53,3,0.004101876675603217,0.51
Life cycle,1.53,3,0.004101876675603217,0.51
Hydrogen,1.53,2,0.004101876675603217,0.765
eagles,1.53,2,0.004101876675603217,0.765
unmanned underwater vehicles,1.5299999999999998,3,0.0041018766756032166,0.5099999999999999
hemodynamic responses,1.5299999999999998,3,0.0041018766756032166,0.5099999999999999
Non-governmental Organisations (NGOs),1.5299999999999998,3,0.0041018766756032166,0.5099999999999999
information management,1.5299999999999998,4,0.0041018766756032166,0.38249999999999995
Prose,1.5299999999999998,5,0.0041018766756032166,0.30599999999999994
homelessness,1.52,5,0.004075067024128686,0.304
Cell Line,1.52,4,0.004075067024128686,0.38
Caravan,1.52,2,0.004075067024128686,0.76
Litoria,1.52,2,0.004075067024128686,0.76
Political Competition,1.52,2,0.004075067024128686,0.76
turtles,1.52,3,0.004075067024128686,0.5066666666666667
Artworld,1.52,2,0.004075067024128686,0.76
Differential Evolution,1.52,2,0.004075067024128686,0.76
Carbidopa,1.52,6,0.004075067024128686,0.25333333333333335
systems engineering,1.52,2,0.004075067024128686,0.76
life skills,1.52,3,0.004075067024128686,0.5066666666666667
State-owned Enterprises,1.52,4,0.004075067024128686,0.38
language of instruction,1.52,3,0.004075067024128686,0.5066666666666667
economic system,1.52,6,0.004075067024128686,0.25333333333333335
Thematic Analysis,1.52,3,0.004075067024128686,0.5066666666666667
Melanoma-Specific Antigens,1.52,4,0.004075067024128686,0.38
Colonial Frontier,1.52,3,0.004075067024128686,0.5066666666666667
criminalization,1.52,4,0.004075067024128686,0.38
Collagen,1.52,3,0.004075067024128686,0.5066666666666667
Piet Mondrian,1.51,2,0.004048257372654155,0.755
International rivers,1.51,2,0.004048257372654155,0.755
disaster management,1.51,4,0.004048257372654155,0.3775
Hospitality Education,1.51,2,0.004048257372654155,0.755
myopia,1.51,2,0.004048257372654155,0.755
Game,1.51,4,0.004048257372654155,0.3775
First Nations,1.51,5,0.004048257372654155,0.302
Dynamic mechanical analysis,1.51,4,0.004048257372654155,0.3775
self-defense,1.51,3,0.004048257372654155,0.5033333333333333
Flavonoids,1.51,2,0.004048257372654155,0.755
Patient Readmission,1.51,4,0.004048257372654155,0.3775
Empathy,1.51,3,0.004048257372654155,0.5033333333333333
Sensor arrays,1.51,2,0.004048257372654155,0.755
Chelodina,1.51,2,0.004048257372654155,0.755
Water Management,1.51,3,0.004048257372654155,0.5033333333333333
Income Growth,1.51,2,0.004048257372654155,0.755
labor supply,1.51,3,0.004048257372654155,0.5033333333333333
Legal institutions,1.51,4,0.004048257372654155,0.3775
private university,1.51,4,0.004048257372654155,0.3775
Emerging Technologies,1.51,3,0.004048257372654155,0.5033333333333333
Astigmatism,1.51,3,0.004048257372654155,0.5033333333333333
Spectrum Analysis,1.51,4,0.004048257372654155,0.3775
Sexual and Gender Minorities,1.51,5,0.004048257372654155,0.302
Information Dissemination,1.51,4,0.004048257372654155,0.3775
Qatar,1.51,2,0.004048257372654155,0.755
Tactics,1.51,5,0.004048257372654155,0.302
coherence,1.51,4,0.004048257372654155,0.3775
Critical Reflection,1.51,3,0.004048257372654155,0.5033333333333333
Musculoskeletal Pain,1.51,3,0.004048257372654155,0.5033333333333333
Canes,1.51,4,0.004048257372654155,0.3775
propagule,1.51,2,0.004048257372654155,0.755
provocation,1.51,4,0.004048257372654155,0.3775
Calculative Commitment,1.5099999999999998,3,0.004048257372654155,0.5033333333333333
Alzheimer Disease,1.5099999999999998,2,0.004048257372654155,0.7549999999999999
Social Work,1.5099999999999998,3,0.004048257372654155,0.5033333333333333
Erythrocytes,1.5,3,0.004021447721179625,0.5
Pharmacy Education,1.5,5,0.004021447721179625,0.3
Transplants,1.5,4,0.004021447721179625,0.375
minority policy,1.5,3,0.004021447721179625,0.5
Trifolium,1.5,2,0.004021447721179625,0.75
instruction,1.5,8,0.004021447721179625,0.1875
Human Experience,1.5,3,0.004021447721179625,0.5
Regulator Genes,1.5,2,0.004021447721179625,0.75
Merging,1.5,3,0.004021447721179625,0.5
Sports Psychology,1.5,2,0.004021447721179625,0.75
brain research,1.5,2,0.004021447721179625,0.75
Textbooks,1.5,7,0.004021447721179625,0.21428571428571427
Adolescent Health,1.5,3,0.004021447721179625,0.5
Asian Americans,1.5,2,0.004021447721179625,0.75
Data Mining,1.5,4,0.004021447721179625,0.375
Lunch,1.5,3,0.004021447721179625,0.5
Customer Involvement,1.5,2,0.004021447721179625,0.75
skin (animal),1.5,4,0.004021447721179625,0.375
Troponin,1.5,2,0.004021447721179625,0.75
Healthcare Financing,1.5,3,0.004021447721179625,0.5
coastal water,1.5,2,0.004021447721179625,0.75
Service System,1.5,2,0.004021447721179625,0.75
Copyright Law,1.5,3,0.004021447721179625,0.5
Experimental Study,1.5,2,0.004021447721179625,0.75
Telecommunication networks,1.5,4,0.004021447721179625,0.375
wind farm,1.4900000000000002,3,0.003994638069705094,0.49666666666666676
virus replication,1.49,3,0.003994638069705094,0.49666666666666665
risk reduction,1.49,2,0.003994638069705094,0.745
Accelerometry,1.49,5,0.003994638069705094,0.298
International Criminal Court,1.49,2,0.003994638069705094,0.745
Lepidoptera,1.49,5,0.003994638069705094,0.298
Language Acquisition,1.49,3,0.003994638069705094,0.49666666666666665
concept formation,1.49,4,0.003994638069705094,0.3725
Viability,1.49,4,0.003994638069705094,0.3725
Pupil,1.49,4,0.003994638069705094,0.3725
English Sounds,1.49,2,0.003994638069705094,0.745
pigments,1.49,2,0.003994638069705094,0.745
Agony,1.49,2,0.003994638069705094,0.745
Empirical Analysis,1.49,4,0.003994638069705094,0.3725
Emperor,1.49,2,0.003994638069705094,0.745
plant species,1.49,5,0.003994638069705094,0.298
Replicator Dynamics,1.48,2,0.003967828418230563,0.74
election result,1.48,3,0.003967828418230563,0.49333333333333335
trout,1.48,4,0.003967828418230563,0.37
Archaeometry,1.48,2,0.003967828418230563,0.74
Earth,1.48,3,0.003967828418230563,0.49333333333333335
Hip Osteoarthritis,1.48,4,0.003967828418230563,0.37
world order,1.48,3,0.003967828418230563,0.49333333333333335
catchability,1.48,2,0.003967828418230563,0.74
Walk Test,1.48,5,0.003967828418230563,0.296
collective research,1.48,2,0.003967828418230563,0.74
Central Bank,1.48,4,0.003967828418230563,0.37
Normative Commitment,1.48,3,0.003967828418230563,0.49333333333333335
Laser excitation,1.48,2,0.003967828418230563,0.74
Opinion Leaders,1.48,2,0.003967828418230563,0.74
Open Work,1.48,3,0.003967828418230563,0.49333333333333335
Health Financing,1.48,3,0.003967828418230563,0.49333333333333335
Bacillariophyceae,1.48,4,0.003967828418230563,0.37
Fluorescence In Situ Hybridization,1.48,4,0.003967828418230563,0.37
international cooperation,1.48,3,0.003967828418230563,0.49333333333333335
W chromosome,1.48,3,0.003967828418230563,0.49333333333333335
Ruin,1.48,4,0.003967828418230563,0.37
sea level rise,1.48,4,0.003967828418230563,0.37
aluminum,1.48,4,0.003967828418230563,0.37
Weapons,1.48,5,0.003967828418230563,0.296
Goldfish,1.48,2,0.003967828418230563,0.74
Gold nanoparticles,1.48,2,0.003967828418230563,0.74
Amphetamine,1.48,4,0.003967828418230563,0.37
experimental design,1.48,2,0.003967828418230563,0.74
Torpor,1.48,2,0.003967828418230563,0.74
landscape management,1.48,2,0.003967828418230563,0.74
Enterovirus,1.48,3,0.003967828418230563,0.49333333333333335
Domus Magazine,1.48,2,0.003967828418230563,0.74
critic,1.48,7,0.003967828418230563,0.21142857142857144
Synchronization,1.48,4,0.003967828418230563,0.37
Threat,1.48,7,0.003967828418230563,0.21142857142857144
Printmaking,1.4700000000000002,2,0.003941018766756033,0.7350000000000001
agglutination tests,1.4700000000000002,2,0.003941018766756033,0.7350000000000001
political strategy,1.4700000000000002,4,0.003941018766756033,0.36750000000000005
Imagery,1.4700000000000002,5,0.003941018766756033,0.29400000000000004
Spatiality,1.4700000000000002,3,0.003941018766756033,0.49000000000000005
Inflation,1.47,2,0.003941018766756032,0.735
ozenoxacin,1.47,5,0.003941018766756032,0.294
Pain Management,1.47,5,0.003941018766756032,0.294
Biotechnology,1.47,4,0.003941018766756032,0.3675
Fingers,1.47,4,0.003941018766756032,0.3675
ADHD,1.47,2,0.003941018766756032,0.735
rights of nature,1.47,2,0.003941018766756032,0.735
Stereotyping,1.47,3,0.003941018766756032,0.49
RNA Replicase,1.47,2,0.003941018766756032,0.735
glaciation,1.47,2,0.003941018766756032,0.735
ADTN,1.47,4,0.003941018766756032,0.3675
atlas,1.47,2,0.003941018766756032,0.735
Curriculum Development,1.47,2,0.003941018766756032,0.735
guild,1.47,2,0.003941018766756032,0.735
Stanza,1.47,4,0.003941018766756032,0.3675
Time measurement,1.47,3,0.003941018766756032,0.49
Urban Labor Markets,1.47,2,0.003941018766756032,0.735
Data structures,1.47,5,0.003941018766756032,0.294
Competition Policy,1.47,2,0.003941018766756032,0.735
International Child Abduction,1.47,2,0.003941018766756032,0.735
Speech synthesis,1.47,2,0.003941018766756032,0.735
recourse,1.47,4,0.003941018766756032,0.3675
Construction Sites,1.47,2,0.003941018766756032,0.735
geomorphology,1.47,4,0.003941018766756032,0.3675
small-scale farming,1.47,2,0.003941018766756032,0.735
Liability of Foreignness,1.47,2,0.003941018766756032,0.735
Synchrotron Radiation,1.47,2,0.003941018766756032,0.735
Organizational Communication,1.47,2,0.003941018766756032,0.735
Information theory,1.47,3,0.003941018766756032,0.49
Truncated Regression,1.47,2,0.003941018766756032,0.735
tadpoles,1.47,3,0.003941018766756032,0.49
Interpolation,1.46,3,0.0039142091152815014,0.48666666666666664
Rape victims,1.46,3,0.0039142091152815014,0.48666666666666664
Enoxaparin,1.46,2,0.0039142091152815014,0.73
Estimator,1.46,4,0.0039142091152815014,0.365
knowledge-based system,1.46,3,0.0039142091152815014,0.48666666666666664
Stomach Ulcer,1.46,3,0.0039142091152815014,0.48666666666666664
valuation,1.46,3,0.0039142091152815014,0.48666666666666664
ecological factor,1.46,4,0.0039142091152815014,0.365
obligation,1.46,4,0.0039142091152815014,0.365
Subjective Evaluation,1.46,2,0.0039142091152815014,0.73
hazard,1.46,4,0.0039142091152815014,0.365
Professional Education,1.46,7,0.0039142091152815014,0.20857142857142857
road network,1.46,4,0.0039142091152815014,0.365
Narrative Text,1.46,3,0.0039142091152815014,0.48666666666666664
anthropology,1.46,6,0.0039142091152815014,0.24333333333333332
Lynx,1.46,2,0.0039142091152815014,0.73
Female Labor Supply,1.46,2,0.0039142091152815014,0.73
bail,1.46,3,0.0039142091152815014,0.48666666666666664
Literary Culture,1.46,3,0.0039142091152815014,0.48666666666666664
Consumptive use,1.46,2,0.0039142091152815014,0.73
Law Reform,1.46,4,0.0039142091152815014,0.365
Architectural Historian,1.46,2,0.0039142091152815014,0.73
listener,1.46,3,0.0039142091152815014,0.48666666666666664
seed germination,1.46,4,0.0039142091152815014,0.365
fish industry,1.46,3,0.0039142091152815014,0.48666666666666664
microRNA,1.46,2,0.0039142091152815014,0.73
benthic boundary layer,1.46,2,0.0039142091152815014,0.73
bioactive properties,1.46,4,0.0039142091152815014,0.365
organizational change,1.4500000000000002,4,0.003887399463806971,0.36250000000000004
sperm,1.4500000000000002,4,0.003887399463806971,0.36250000000000004
predation risk,1.4500000000000002,4,0.003887399463806971,0.36250000000000004
Telescopes,1.4500000000000002,3,0.003887399463806971,0.4833333333333334
Creative Nonfiction,1.45,3,0.0038873994638069704,0.48333333333333334
Emerging Market Economies,1.45,2,0.0038873994638069704,0.725
Poliovirus Vaccines,1.45,2,0.0038873994638069704,0.725
Cefazolin,1.45,2,0.0038873994638069704,0.725
content analysis,1.45,7,0.0038873994638069704,0.20714285714285713
economic change,1.45,5,0.0038873994638069704,0.29
recreation,1.45,4,0.0038873994638069704,0.3625
lipids,1.45,5,0.0038873994638069704,0.29
Diagnostic Services,1.45,4,0.0038873994638069704,0.3625
Dichotomy,1.45,5,0.0038873994638069704,0.29
Applied Linguistics,1.45,2,0.0038873994638069704,0.725
Reproductive Health,1.45,3,0.0038873994638069704,0.48333333333333334
savings,1.45,3,0.0038873994638069704,0.48333333333333334
Intellectual Property,1.45,3,0.0038873994638069704,0.48333333333333334
social impact assessment,1.45,2,0.0038873994638069704,0.725
Critical Pathways,1.45,2,0.0038873994638069704,0.725
Nonparametric Statistics,1.45,5,0.0038873994638069704,0.29
auction,1.45,2,0.0038873994638069704,0.725
Lighting,1.45,4,0.0038873994638069704,0.3625
Inclusivity,1.45,3,0.0038873994638069704,0.48333333333333334
Artificial Intelligence,1.4400000000000002,4,0.0038605898123324402,0.36000000000000004
ecological approach,1.44,3,0.0038605898123324394,0.48
Doll,1.44,3,0.0038605898123324394,0.48
haplotypes,1.44,3,0.0038605898123324394,0.48
redundancy,1.44,2,0.0038605898123324394,0.72
national politics,1.44,3,0.0038605898123324394,0.48
Bronchiolitis,1.44,3,0.0038605898123324394,0.48
compliance,1.44,3,0.0038605898123324394,0.48
tributary,1.44,3,0.0038605898123324394,0.48
spatial data,1.44,3,0.0038605898123324394,0.48
Phenotype,1.44,6,0.0038605898123324394,0.24
Housing Supply,1.44,2,0.0038605898123324394,0.72
Ecstasy,1.44,2,0.0038605898123324394,0.72
indebtedness,1.44,5,0.0038605898123324394,0.288
Speech-language Pathology,1.44,2,0.0038605898123324394,0.72
Potentially Inappropriate Medication List,1.44,2,0.0038605898123324394,0.72
Synchrotrons,1.44,2,0.0038605898123324394,0.72
neoliberalism,1.44,8,0.0038605898123324394,0.18
Organizational Factors,1.44,3,0.0038605898123324394,0.48
decision making process,1.44,4,0.0038605898123324394,0.36
Circus,1.44,2,0.0038605898123324394,0.72
mephedrone,1.44,2,0.0038605898123324394,0.72
High-tech,1.44,2,0.0038605898123324394,0.72
Chile,1.44,4,0.0038605898123324394,0.36
Local Communities,1.44,6,0.0038605898123324394,0.24
Dynamic Pricing,1.44,2,0.0038605898123324394,0.72
Accounting Profession,1.44,2,0.0038605898123324394,0.72
