Name,ID,attributes
Provision of Internal Audit Services and Subject Matter Expertise for Multiple 2021-22 Internal Audits,ASA RFQ SR_717058635,"{'ATM ID': 'ASA RFQ SR_717058635', 'Agency': 'Airservices Australia', 'Category': '84111603 - Internal audits', 'Close Date & Time': '17-Sep-2021 5:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '25-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Quote', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Airservices Internal Audit is seeking to engage suitably qualified Contractor(s) to support delivery of five (5) audits, under the direction of the Airservices Audit Lead. • Cyber Threats – Information Technology (corporate) and Operational Technology • Information Technology (incl. Operational Technology) systems commissioning • Assets & systems management – end to end • Project delivery governance • Enterprise investment planning – end to end', 'Other Instructions': 'Respondents must direct any questions regarding the Request for Quote (RFQ) to the following email address: Viren.Fernando@airservicesaustralia.com.', 'Conditions for Participation': 'Pelase refer to the RFQ document.\xa0', 'Timeframe for Delivery': 'Pelase refer to the RFQ document.\xa0', 'Address for Lodgement': '1 electronic copy of the Response Schedule submitted via AusTender in accordance with the AusTender terms and conditions of tendering.  Note: Please do not submit any responses in a RAR compressed file format.'}"
National Project Manager services for Australia's involvement in the Programme for International Student Assessment,ESE21/3067,"{'ATM ID': 'ESE21/3067', 'Agency': 'Department of Education, Skills and Employment', 'Category': '80101600 - Project management', 'Close Date & Time': '19-Sep-2021 4:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '10-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender APP Reference: PISA2025', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': ""The Programme of International Student Assessment (PISA) is an international assessment of 15 year old school students, which has been conducted on a triennial basis by the Organisation for Economic Co-operation and Development (OECD). The main services to be provided by Australia's PISA 2025 National Project Manager (NPM) include reviewing test items, questionnaires and other assessment materials to be used in Australia for PISA 2025, undertaking a wide range of tasks associated with preparing for and administering the field trial and main study, reporting Australian results from the main study, and close liasion and collaboration with local and international stakeholders to effectively manage Australia's involvement in PISA 2025."", 'Other Instructions': 'Nil', 'Conditions for Participation': 'Refer to RFT', 'Timeframe for Delivery': 'Refer to RFT Estimated Value (AUD): From$5,000,000.00to$6,800,000.00', 'Address for Lodgement': 'Responses via AusTender - www.tenders.gov.au', 'Addenda Available': 'View Addenda'}"
The Supply/Provision of a Telecommunications Interception and Surveillance Device Platform,RFT 1-2022,"{'ATM ID': 'RFT 1-2022', 'Agency': 'Australian Federal Police', 'Category': '43230000 - Software', 'Close Date & Time': '20-Sep-2021 11:00 am (ACT Local Time) Show close time for other time zones', 'Publish Date': '13-Aug-2021', 'Location': 'ACT  Canberra', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The AFP has a vision to upgrade and significantly enhance the existing LEMF platform with a Next-Generation LEMF (NG-LEMF). The NG-LEMF will enable end-to-end lifecycle management for TI and SD collected data such as audio, video, location data, SMS, Intercept Related Information (IRI), IP data and associated metadata (Product) and a framework to deliver advanced monitoring and data visualisation. The NG-LEMF will also ingest additional product types (e.g. video, OSINT, historical telecommunications metadata) into the underpinning data layer to allow linking with collected TI and SD Product providing additional insights to Users. The AFP requires a Solution that will replace the current LEMF platform, namely the TI collection capability and the front-end applications used by Monitors and Investigators to view and analyse TI and SD Product.\xa0 For clarity, the AFP only seeks a Solution and associated services, and does not seek to procure any other part of the NG-LEMF. The AFP will develop the NG-LEMF outside the scope of this procurement, and will be primarily responsible for integrating the Solution into the NG-LEMF as it develops. The Successful Tenderer will be responsible for ensuring that the Solution is capable of being integrated with the NG-LEMF (if and when the AFP determines that the Solution will be integrated) and otherwise ensuring that the Solution meets the requirements specified within this Statement of Requirement.\xa0 \xa0', 'Other Instructions': 'Queries and Addenda - Tenderers should direct any queries arising from this RFT (quoting the RFT number) to:\xa0 Contact Officer: RFT 1-2022 Contact Officer Business Area: Covert and Technical Operations Email:\xa0 AFP-RFT@afp.gov.au\xa0 All such queries are to be directed to the Contact Officer via email only. Telephone queries or complaints will not be taken.', 'Conditions for Participation': 'The AFP will exclude a Tender from further consideration if it considers that the Tenderer does not comply with all of the following: \xa0 a) the Tenderer must: (i) exist as a legal entity (see RFT clause 2.3.1(c));\xa0 (ii) be solvent;\xa0 (iii) hold all Authorisations necessary for it to be able to perform the Services tendered for in accordance with applicable laws; and \xa0 b) in relation to the Tenderer, the Tenderer must:\xa0 (i) hold all Valid and Satisfactory Statement of Tax Records in relation to the Tenderer by the Tender Closing Time (refer to RFT Schedule 13 – Procurement Connected Policies); or\xa0 (ii) if all Valid and Satisfactory Statements of Tax Record cannot be provided by the Tender Closing Time in accordance with RFT clause 2.1.1(b)(i), hold a receipt or receipts issued by the Australian Tax Office demonstrating that all the relevant Statements of Tax Record have been requested from the Australian Taxation Office by the Tender Closing Time; and\xa0 \xa0 c) in relation to any First Tier Subcontractor known at the time of submission that the Tenderer proposes to engage to deliver goods or services with an estimated value of over $4 million (GST inclusive) over the Contract Period, the Tenderer must:\xa0 (i) hold all Valid and Satisfactory Statement of Tax Records in relation to the First Tier Subcontractor by the Tender Closing Time (refer to RFT Schedule 13 – Procurement Connected Policies); or\xa0 (ii) if all Valid and Satisfactory Statements of Tax Record cannot be provided by the Tender Closing Time in accordance with RFT clause 2.1.1(c)(i), hold a receipt or receipts issued by the Australian Tax Office demonstrating that all the relevant Statements of Tax Record have been requested from the Australian Taxation Office by the Tender Closing Time; each being a ""Condition for Participation"".', 'Timeframe for Delivery': 'The AFP intends that the Solution be implemented and Accepted into Service by no later than September 30, 2022.', 'Address for Lodgement': 'Tenders must be lodged electronically via the Australian Government Tender System, AusTender, at https://www.tenders.gov.au before the Tender Closing Time and in accordance with the Tender lodgement procedures set out in this RFT and on AusTender.', 'Addenda Available': 'View Addenda'}"
"Lavarack E0611 Refurbishment, QLD",EST06562A,"{'ATM ID': 'EST06562A', 'Agency': 'Department of Defence - DSRG', 'Category': '72102800 - Refurbishing services', 'Close Date & Time': '20-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '24-Aug-2021', 'Location': 'QLD', 'ATM Type': 'Request for Tender APP Reference: DOD/EIG/2021/012', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Refurbishment and upgrade works including replacement of the existing air conditioning system and associated switchboard, remediation of existing plant rooms, internal refurbishment (wall, floor, ceiling, toilets, kitchen, windows) and roof repairs.\xa0', 'Other Instructions': 'The tender documents (including Contract) are attached on AusTender (under ‘Go to ATM documents’). The scopes of works and associated documents have not been attached. To obtain the full scope of works documentation, tenderers are to submit a signed Confidentiality Agreement as follows: 1. Click on Go to ATM Documents 2. Download the tender documents 3. Go to Confidentiality Agreement 4. Print and sign the Confidentiality Agreement 5. Return the signed copy by email, as a scanned PDF file, to the Contact Officer / PDS Contractor noted below Tenderers are to note that without the Confidentiality Agreement being returned to the Contact Officer / PDS Contractor, the complete Scope of Works cannot be released. Any questions relating to this tender are to be forwarded via email to the Contact Officer / PDS Contractor nominated below.\xa0 The cut-off date for questions pertaining to this tender is seven (7) days before the tender close date.\xa0 Industry Briefing: Refer to Part 2, Tender Particulars of the Tender Conditions.', 'Conditions for Participation': 'The Tenderer must at the time of submitting its Tender satisfy each condition for participation as follows: • The Tenderer must comply with the Building Code 2016 at the time of submitting its registration of interest or if no registration of interest was submitted, at the time of submitting its tender. • The Tenderer must not be precluded from tendering for Australian Government funded work or specifically excluded from participating in this tender process. • The tenderer must complete and sign the Tender Form and Statutory Declaration. • The tenderer must complete and return the signed Confidentiality Agreement.', 'Timeframe for Delivery': 'To be determined following selection of successful tenderer', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification."", 'Addenda Available': 'View Addenda'}"
"Many Peaks Road Repairs, QLD",EST06214,"{'ATM ID': 'EST06214', 'Agency': 'Department of Defence - DSRG', 'Category': '81101500 - Civil engineering', 'Close Date & Time': '20-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '24-Aug-2021', 'Location': 'QLD', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'This project involves significant amendments and repairs to the existing 1.4km access road that connects the AP37 NAVAID facility at the RAAF Many Peaks Radar and Communications Station, Townsville with The Esplanade, a Townsville City Council (TCC) road.\xa0 The works requires the removal and upgrade of the existing road pavement to provide a 5m wide, two lane concrete road surface. The works also includes for the upgrade of the upper service track adjacent to the AP37 NAVAID facility compound from the current gravel track to a sealed bitumen pavement.', 'Other Instructions': 'The tender documents (including Contract) are attached on AusTender (under ‘Go to ATM documents’). The scopes of works and associated documents have not been attached. To obtain the full scope of works documentation, tenderers are to submit a signed Confidentiality Agreement as follows: 1. Click on Go to ATM Documents 2. Download the tender documents 3. Go to Confidentiality Agreement 4. Print and sign the Confidentiality Agreement 5. Return the signed copy by email, as a scanned PDF file, to the Contact Officer / PDS Contractor noted below Tenderers are to note that without the Confidentiality Agreement being returned to the Contact Officer / PDS Contractor, the complete Scope of Works cannot be released. Any questions relating to this tender are to be forwarded via email to the Contact Officer / PDS Cotractor nominated below.\xa0 The cut-off date for questions pertaining to this tender is seven (7) days before the tender close date.\xa0 Industry Briefing: Refer to Part 2, Tender Particulars of the Tender Conditions.', 'Conditions for Participation': 'The Tenderer must at the time of submitting its Tender satisfy each condition for participation as follows: - The Tenderer must comply with the Building Code 2016 at the time of submitting its registration of interest or if no registration of interest was submitted, at the time of submitting its tender. - The Tenderer must not be precluded from tendering for Australian Government funded work or specifically excluded from participating in this tender process. - The tenderer must complete and return the signed Confidentiality Agreement. - The Tenderer must complete and sign the Tender Form and Statutory Declaration.', 'Timeframe for Delivery': 'Within 16 weeks from Commencement on Site, but no later than 25 June 2022.\xa0', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification.""}"
"HMAS Albatross and HMAS Creswell Roads Remediation Project, NSW and ACT",EST06222,"{'ATM ID': 'EST06222', 'Agency': 'Department of Defence - DSRG', 'Category': '81101500 - Civil engineering', 'Close Date & Time': '20-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '24-Aug-2021', 'Location': 'ACT, NSW', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'HMAS Albatross and HMAS Creswell road remediation seeks primarily to rejuvenate the existing base road network. Works will comprise of full depth pavement replacement in areas of pavement that show signs of extensive cracking and pavement failure.\xa0 The full depth pavement replacement involves removing the aged and deteriorated existing asphalt and road base layers and constructing full depth pavement in its place. This new pavement works have been designed so that the proposed finished surface levels match into existing kerbs and gutters while providing compliant road cross-fall grades. pavement remediation is proposed to roads within the highest priority area of each Base.', 'Other Instructions': 'The tender documents (including Contract) are attached on AusTender (under ‘Go to ATM documents’). The scopes of works and associated documents have not been attached. To obtain the full scope of works documentation, tenderers are to submit a signed Confidentiality Agreement as follows: 1. Click on Go to ATM Documents 2. Download the tender documents 3. Go to Confidentiality Agreement 4. Print and sign the Confidentiality Agreement 5. Return the signed copy by email, as a scanned PDF file, to the Contact Officer / PDS Contractor noted below Tenderers are to note that without the Confidentiality Agreement being returned to the Contact Officer / PDS Contractor, the complete Scope of Works cannot be released. Any questions relating to this tender are to be forwarded via email to the Contact Officer / PDS Contractor nominated below.\xa0 The cut-off date for questions pertaining to this tender is seven (7) days before the tender close date.\xa0 Industry Briefing: Refer to Part 2, Tender Particulars of the Tender Conditions.', 'Conditions for Participation': 'The Tenderer must at the time of submitting its Tender satisfy each condition for participation as follows: - The Tenderer must comply with the Building Code 2016 at the time of submitting its registration of interest or if no registration of interest was submitted, at the time of submitting its tender. - The Tenderer must not be precluded from tendering for Australian Government funded work or specifically excluded from participating in this tender process. - The tenderer must complete and return the signed Confidentiality Agreement. - The Tenderer must complete and sign the Tender Form and Statutory Declaration. - The Tenderer must provide a Workplace Relations Management Plan with their Tender.\xa0 - The Tenderer must complete and lodge Tender Schedule J – Indigenous Procurement Policy.', 'Timeframe for Delivery': 'Within 32 Weeks from Award Date.', 'Address for Lodgement': ""Tender responses are to be submitted electronically via the AusTender website www.tenders.gov.au using the 'Lodgement Page' link on this tender notification.""}"
Outdoor Aquaria Roof System/Glass House Supplier,AIMSRFT694,"{'ATM ID': 'AIMSRFT694', 'Agency': 'Australian Institute of Marine Science', 'Category': '72131600 - Commercial or industrial construction', 'Close Date & Time': '20-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '19-Aug-2021', 'Location': 'QLD', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Roofing suppliers of specialist products that meet the performance criteria are now invited to submit Tenders to undertake the role of Outdoor Aquaria Roof Supplier to assist in the successful development of the SeaSim expansion project. The specific requirements for the product and services are further detailed in Section 2 and Appendix A. \xa0 The roofing system requires full spectrum sunlight to be transmitted and is likely a lightweight clear span material. Products that have been reviewed previously and are potentially suitable include: EFTE Plexiglass Acrylic systems Glass Other materials and products may also be suitable, however roofing products that prevent the transmission of UV light such as polycarbonates are not suitable.', 'Conditions for Participation': 'Refer to Request For Tender document.', 'Timeframe for Delivery': 'The contract award is expected in October 2021. Refer to item 1.2 of the Request For Tender document.', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with instructions in Request documentation and utilising the Response Form provided', 'Addenda Available': 'View Addenda'}"
Construction of an Evaporation Pond Diversion System at Darwin International Airport,SR689206451-2,"{'ATM ID': 'SR689206451-2', 'Agency': 'Airservices Australia', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '20-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '25-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The Scope of Works is to provide an automated system to control drainage from the fire station training area evaporation pond such that after a training event is conducted, the first flush of a rainfall event is automatically diverted and discharged via the trade waste system before switching to stormwater discharge after a set volume.\xa0', 'Conditions for Participation': 'Tenders must be lodged through AusTender. Tenders must also note the mandatory criteria: (a)The Tenderer and any subcontractors proposed in the Tenderer’s Tender must not be named as not complying with the Workplace Gender Equality Act 2012 (Cth). (b)The Tenderer and any subcontractors in the Tenderer’s Tender must not be named on the Consolidated List, being the list of persons and entities who are subject to targeted financial sanctions or travel bans under Australian sanction laws, as maintained by the Department of Foreign Affairs and Trade at http://dfat.gov.au/international-relations/security/sanctions/Pages/consolidated-list.aspx.', 'Timeframe for Delivery': 'From Commencement Date specified on the Draft Agreement.', 'Address for Lodgement': 'Via AusTender'}"
Establish the Job Role Assessment and Support Services Panel,HOMEAFFAIRS/2007/RFT,"{'ATM ID': 'HOMEAFFAIRS/2007/RFT', 'Agency': 'Department of Home Affairs', 'Category': '85122200 - Individual health screening and assessment services', 'Close Date & Time': '20-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '17-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS  Canberra, Sydney, Melbourne, Adelaide, Perth, Brisbane, Darwin, Hobart', 'ATM Type': 'Request for Tender APP Reference: HOMEAFFAIRS/2007/APP', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'The Department seeks to establish a panel of suitable providers able to deliver on one or more of the following Service Capabilities further described in this Statement of Requirement:  (a) \xa0  Service Capability One: Medical and Fitness Assessments including:   \xa0\xa0\xa0\xa0  (i) \xa0\xa0\xa0  Medical Assessments;   \xa0\xa0\xa0\xa0  (ii) \xa0\xa0  Short and Long Term Overseas Medical Assessments; and   \xa0\xa0\xa0\xa0  (iii) \xa0  ABF Fitness Testing;  (b) \xa0  Service Capability Two: Psychological and Psychometric Assessments;  (c) \xa0  Service Capability Three: Exposure to Abhorrent Violent or Objectionable Materials Services , including risk mitigation (interventional) services for specific exposures; and   (d) \xa0  Service Capability Four: Vaccinations and Communicable Disease Testing including risk mitigation services for occupational infectious diseases risks.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': '3 years with 2 option to extend being for 12 additional months each extension period', 'Address for Lodgement': 'Electronic lodgement via AusTender at www.tenders.gov.au.', 'Addenda Available': 'View Addenda'}"
Procurement of Level 2 ETC Services in North Central Queensland,21AMSA178,"{'ATM ID': '21AMSA178', 'Agency': 'Australian Maritime Safety Authority', 'Category': '25111500 - Commercial marine craft', 'Close Date & Time': '20-Sep-2021 2:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '25-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'As a result of the Inter-Governmental Agreement on the National Maritime Emergency Response Arrangements (NMERA), AMSA will provide emergency towage capability around the Australian coastline in line with the assessed levels of risk.\xa0 To ensure the availability of suitable vessels for its Emergency Towage Vessel (ETV) Program, AMSA has three categories of response capability and associated contracts with suppliers. Level 2: Requires that arrangements are in place for suitably equipped ETVs to respond at short notice to directions from AMSA to perform first strike emergency towage capability in the event of shipping incidents or casualties. A harbour tug provider in specific regions is contracted to maintain the capability so as to be able to make suitable tugs available when required. One of these regions is the subject of this ATM – North Central Queensland.', 'Conditions for Participation': 'The respondent must have and maintain, or?have the ability to?obtain, a valid Australian Business Number (ABN), Australian Company Number (ACN) prior to the contract execution and for the term of the contract.', 'Timeframe for Delivery': 'The anticipated term for the resulting contract is from 1 October 2021 to 31 March 2023 with two one (1) year extension options, exercisable at AMSA’s discretion.', 'Address for Lodgement': 'https://www.tenders.gov.au/'}"
Survey of invertebrate pests and beneficials harbouring in the chaff residue of harvest weed-seed controlled systems in,PROC-9176409,"{'ATM ID': 'PROC-9176409', 'Agency': 'Grains Research and Development Corporation', 'Category': '70140000 - Crop production and management and protection', 'Close Date & Time': '20-Sep-2021 5:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '20-Aug-2021', 'Location': 'VIC, SA, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': ""Background Harvest weed seed control (HWSC) systems including chaff piles, chaff tramlining, chaff lining, are important alternate tactics to herbicide management of weeds. Adoption of these HWSC systems is increasing in the Southern Region and grain growers are observing an increase of invertebrates in paddocks where the HWSC chaff is present and there is concern to the potential risk of associated crop damage. Further adoption of HWSC systems may be deterred by the unknown impact of invertebrate pests in subsequent crops. A GRDC research investment in WA (DAW1904-009RTX) determined that the geographic location of the paddock with chaff, influenced the abundance and composition of invertebrates, and that the presence of HWSC chaff increased the number of pest and natural enemy invertebrates present. This investment will quantify and interpret the pest and natural enemy invertebrate populations that harbour in the chaff residue of the HWSC systems; chaff lining, chaff tramlining and chaff piles and assess the associated crop damage. The research will be conducted in representative locations across GRDC Southern rainfall zones. Investment\xa0\xa0description  This investment will expand the understanding of the species and the population numbers of invertebrate pests and natural enemies that harbour in HWSC chaff residue of GRDC's Southern region and assess the associated crop damage. The research outcomes will inform future initiatives on management of crop pests and address potential barriers to HWSC systems adoption by quantifying the risk to crop from invertebrate pests. GRDC now seek to approach the market for a suitable applicant to provide applied field research and entomology expertise in invertebrate diagnostics and ecology. *SAGI South are available for consultation during the development of your tender. Outcome  By March 2024, growers and advisors of GRDC Southern rainfall zone will have access to current information on invertebrate pests and beneficial species harbouring in HWSC chaff residue system and the associated crop damage risk. This knowledge will lead to an increased confidence in adoption of appropriate HWSC techniques to manage weeds. Outputs  Output 1 \xa0-\xa0\xa0By March 2024 growers and advisors will have access to current information on invertebrate pests and beneficial species harbouring in HWSC chaff residue systems in the GRDC Southern region. Description: Surveillance of pest and beneficial invertebrate species population in 3 types of Harvest Weed Seed Control systems (chaff line, chaff tramlines and chaff cart dumps) and a control site without HWSC in representative locations across the GRDC Southern rainfall zones. Surveillance to be conducted 3 times during the season (post-harvest, seedling emergence and grain fill) over 2 seasons. Use of proven methodology from Western research investment DAW1904-009RTX and through consultation with SAGI – South on experimental design and data analysis as required. Observational survey of crop damage caused by invertebrate pests associated with HWSC chaff residue at seedling emergence and grain fill. May use data logger to capture location microclimate. Analysis and interpretation of the relationship between invertebrate biodiversity, environment and microclimate of HWSC systems to inform potential risk to crop and subsequent development of management strategies. Output\xa0\xa02 \xa0-\xa0\xa0By March 2024, delivery of a communication package stemming from the research outcomes. Description: A communications and extension plan will be developed in consultation with GRDC within the first 3 months of project commencement. The communications plan will ensure the outputs generated in this investment reach the intended audience and promote adoption of recommendations. Communication and extension will be delivered and promoted through existing GRDC, WeedSmart, National Pest Information Network and the contractor’s media channels and platforms. Communications may include development of publications to inform growers, agronomist and advisors. Extension may include presenting at GRDC Research Updates, Grower Network Meetings or in webinars or podcast interviews."", 'Other Instructions': 'Further Details on this procurement are available on the GRDC website under Open Tenders.', 'Conditions for Participation': 'Conditions for participation The Tenderer\xa0\xa0and any subcontractor must not be named on the Consolidated List, being the\xa0\xa0list of persons and entities who are subject to targeted financial sanctions\xa0\xa0or travel bans under Australian sanction laws, as maintained by the Department\xa0\xa0of Foreign Affairs and Trade. The Tenderer and any subcontractor must not have a judicial decision against it (not including decisions under appeal) relating to employee entitlements and who have not paid the claim. The Tenderer must be a single legal entity or recognised firm of partners The Tenderer and any proposed subcontractor must be compliant with the Workplace Gender Equality Act 2012', 'Timeframe for Delivery': 'This investment will be contracted on a GRDC Research Agreement and is anticipated to run over a period of 2 years and 5 months. Estimated Value (AUD): From$400,000.00to$440,000.00', 'Address for Lodgement': 'Applying Tenderers must submit their responses electronically through the Grains Investment Portal at https://access.grdc.com.au.'}"
Criminology Research Projects' Round 2021,P21/358,"{'ATM ID': 'P21/358', 'Agency': 'Australian Institute of Criminology', 'Category': '93131703 - Research programs', 'Close Date & Time': '21-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '3-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'Applicants are required to submit a detailed proposal for a criminological research project that will make a valuable contribution to knowledge and address policy-relevant needs in the area of crime and criminal justice.', 'Other Instructions': 'Projects to be supported through this Approach to Market are: a) Criminological research that is relevant to the public policy of the Commonwealth, the states, the Australian Capital Territory and the Northern Territory and\xa0 activities related to that research (including, for example, the publication of that research), b)\xa0 In addition to the above, the Advisory Council welcomes\xa0 applications that address any of the following subjects: coercive control within abusive intimate relationships, overrepresentation of Aboriginal and Torres Strait Islander people in the criminal justice system, or sexual offence victim/survivor experience of the criminal justice system. \xa0', 'Conditions for Participation': '*APPLICATIONS MUST BE LODGED THROUGH AUSTENDER BY 12:00PM (MIDDAY) ACT LOCAL TIME, 21 SEPTEMBER 2021.', 'Timeframe for Delivery': 'Decided on a case-by-case basis but from January 2022.', 'Address for Lodgement': 'www.tenders.gov.au', 'Addenda Available': 'View Addenda'}"
Defence Space Domain Awareness Project Industry Briefing,RASSD/IB/21250/1,"{'ATM ID': 'RASSD/IB/21250/1', 'Agency': 'Department of Defence - CASG', 'Category': '92111700 - Military science and research', 'Close Date & Time': '21-Sep-2021 4:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '19-Aug-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Industry Briefing', 'Multi Agency Access': 'No', 'Panel Arrangement': 'No', 'Multi-stage': 'No', 'Description': 'The Space Domain Awareness Project (JP9360) invites you to join us for a Project Industry Briefing where you will hear from Defence about the current thinking for Space Domain Awareness and the JP9360 project. The aim is to provide you with an update on the progress of JP9360 Space Domain Awareness project, the Request for Proposal HSD/RFP/13668/1 and future Industry engagement opportunities.\xa0 \xa0 The briefing will be held virtually and is open to all industry and academic participants in the Space Domain Awareness eco-system. \xa0 If you are interested in attending this free event please RSVP via link: https://kapara.rdbk.com.au/landers/ef88fc.html by close of business, Monday 30 August 2021 with the following information: \xa0 • Name of organisation\xa0 • Name of Participant • Job Title • Email • Phone number \xa0 The Commonwealth reserves the right to determine who can participate at its sole direction. Should your registration not be successful, Defence will contact you by way of email to discuss. \xa0 Further information\xa0 The Contact Officer for further information is Melanie Bushby, SDA Project Industry Coordinator - SpaceAwareness.ProjectOfice@defence.gov.au.', 'Conditions for Participation': 'N/A', 'Timeframe for Delivery': 'N/A', 'Address for Lodgement': 'N/A'}"
Defence Infrastructure Panel 2022 – 2027 for Capital Facilities and Infrastructure Specialist Services,AZ6324,"{'ATM ID': 'AZ6324', 'Agency': 'Department of Defence - DSRG', 'Category': '72100000 - Building construction and support and maintenance and repair services', 'Close Date & Time': '22-Sep-2021 12:00 pm (ACT Local Time) Show close time for other time zones', 'Publish Date': '28-Jul-2021', 'Location': 'ACT, NSW, VIC, SA, WA, QLD, NT, TAS', 'ATM Type': 'Request for Tender', 'Multi Agency Access': 'Yes', 'Multi Agency Access Type': 'All Agencies', 'Panel Arrangement': 'Yes', 'Multi-stage': 'No', 'Description': 'Capital Facilities and Infrastructure Specialist Services as part of the Defence Infrastructure Panel 2022 - 2027 (Panel) under a panel arrangement to support the Commonwealth across Australia. The Panel will comprise panel consultants to provide ongoing infrastructure related services in support of the Commonwealth across Australia. The Panel will replace the existing Defence Infrastructure Panel which is due to expire in January 2022. Defence intends to release the Panel service categories in three tranches. Each service category under the Panel will be the subject of a separate open approach to market (ATM) and requires a separate tender response. (Tenderers may submit a tender for one or more of the service categories for the Panel.) The ATM documentation for this service category is being released as part of Tranche One.', 'Other Instructions': 'All ATM documentation for Tranche One has been loaded onto AusTender. To access: 1. Click “ATM Documents” For ease of completing the tender documents, they have been split up and provided in a Zip file.', 'Conditions for Participation': 'Refer to the ATM documentation.', 'Timeframe for Delivery': 'The initial term of the Panel agreement will be five (5) years, with an option to extend by a further three (3) years.', 'Address for Lodgement': 'AusTender at www.tenders.gov.au in accordance with the instructions in the ATM documentation.Tenderers that are submitting a tender for more than one of the service categories for the Panel must ensure that they submit their Tenders for Capital Facilities and Infrastructure Specialist Services to the correct ATM ID electronic tender box.', 'Addenda Available': 'View Addenda'}"
