weight,orig_id,orig_title,orig_category,orig_sub category,orif_description,_id,relevant_title,relevant_category,relevant_sub category,orif_description,"relevancy scoring by linnie(irrelevant,0;relevant,descend from 1 to 5)"
-0.962817447,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6234095528a0c11b54da35e0,ILC Economic and Community Participation Program 每 Economic Participation Grant Opportunity 2020-21,Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Economic Participation (EP) grant opportunity 2020-21. 
 The aim of the EP grant opportunity is to improve the economic participation of people with disability, particularly in light of the impact of COVID-19. 
 The expected outcomes for the EP grant opportunity are: 
 
 People with disability will have improved job readiness, employment related skills and knowledge (whether industry specific or generalist). 
 People with disability and other stakeholders will have increased access to employer groups and employment support networks. 
 Increased willingness and capability of employers and organisations to employ people with disability. 
",1
-0.861753657,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6234039428a0c11b54da33a4,Information Linkages and Capacity Building (ILC) Economic Participation of People with Disability Grant Round 2019-20,Services for People with Disabilities,0,"The Australian Government is inviting applications in an open process to apply to deliver activities under the Community Inclusion and Capacity Development (CICD) Program 每 Economic Participation of People with Disability Grant Round from June 2019 to 2020.?  
 Information, Linkages and Capacity Building (ILC) is funded under CICD Program. The objective of the CICD Program is to build innovative ways to increase the independence, social, community and economic participation of people with disability. 
 The objective of this ILC Grant round is to improve the economic participation of people with disability across Australia. 
 Applications must: 
 
 build the capacity of people with disability to be active in the economy, particularly through employment 
 support employers to enhance their knowledge and capabilities to employ people with disability. 
 
 Eligible grant activities could include: 
 Capacity Building for Employers - build the capacity of workplaces to attract, employ and retain people with disability. 
 Pathways to Employment 每 projects that build employable skills of people with disability in workplace settings. 
 Fostering Entrepreneurship 每 projects that build capability for people with disability to develop and maintain successful self-employment. 
 Other 每 other innovative projects to increase employment of people with disability.",1
-0.5846481,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6234005d28a0c11b54da3260,Disability Employment Services Registration of Interest,Services for People with Disabilities,201002 - Employment Services,"The Australian Government is committed to improving employment opportunities and outcomes for people with disability. The Disability Employment Service (DES) program plays an important role in improving the social and economic participation of people with disability. The Government has been working with the sector to find ways to improve the performance of DES so that more people with disability achieve the social, emotional and financial benefits that work brings.",1
-0.49461664,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",62340b0628a0c11b54da367f,Murray-Darling Basin Economic Development Program (Round 3),Regional Development,0,"The Australian Government is inviting applications through an open competitive process to deliver projects under the Murray-Darling Basin Economic Development Program (Round 3) in eligible Murray-Darling Basin communities.?? 
 The objective of the program is to assist eligible communities to undertake economic development projects to respond to the impact of water recovery activities under the Murray-Darling Basin Plan. 
 The intended outcomes of the program are to: increase the capacity of eligible communities to diversify and strengthen local economies; enhance the resilience of these communities to manage current and future economic challenges and changes; and increase the opportunities for employment within these communities. 
 The third round of the program is open to 38 eligible communities impacted by water recovery activities under the Murray-Darling Basin Plan.? 
 Only identified communities are eligible for funding as part of this grant opportunity. For more information on the identified communities, please refer to section 5.2 and Appendix A of the Grant Opportunity Guidelines. 
 The grant opportunity will run from 1 June 2021 to 31 May 2022.",5
-0.474883043,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6234051528a0c11b54da343d,Economic and Community Participation (ECP) Grant Round 2019-2020,Services for People with Disabilities,0,"The Australian Government is inviting applications via an open competitive process to apply to deliver ILC activities under Outcome 1.2 每 Community Inclusion and Capacity Development Grants nationally for up to three years from 2019-20.?  
 The ECP Program aims to build the capacity of the community to create opportunities for people with disability to contribute to community prosperity and participate in community life. 
 The objective of this ECP grant round is to improve the economic and community participation of people with disability across Australia. 
 This grant round aims to fund projects which provide a catalyst for increasing access and inclusion in economic and community participation for people with disability across Australia. 
 There are two streams under the ECP Program within this grant round.  
 
 ?Economic Participation stream 
 
 Sector based initiatives to create pathways to employment and drive inclusive practices for people with disability to contribute to Australia＊s economic prosperity and 
 
 Social and Community Participation stream 
 
 Inclusive practices to create opportunities for people with disability to participate in community life, with a focus on arts, culture, sport and recreation.  
 
 
 The specific outcomes for the ECP Program include:  
 
 People with disability participate in and benefit from the same community activities as everyone else. 
 People with disability actively contribute to leading, shaping and influencing their community.? 
",2
-0.45162327,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6162aa1fe1b7f5c73e6fe168,National Disability Employment Information & Advice Service for Employers Seeking to Employ People with Disabilities.,Education and Training Services,0,The Department of Employment and Workplace Relations (the Department) is to engage a provider to establish and provide the new National Disability Employment Information and Advice Service (Service) for an initial period of two years.  The Service is part of the Department＊s Employer Demand and Workplace Flexibility Strategy (Strategy).  The Strategy aims to increase the employment of people with disabilities by increasing employer awareness of the benefits of hiring job seekers with disabilities.,1
-0.45089513,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",623401d628a0c11b54da32f1,Settlement Engagement and Transition Support (SETS) Community Capacity Building,Settlement Services,0,"SETS is an early intervention program that equips and empowers eligible clients and communities to address their identified settlement needs in order to improve social participation, economic well-being, independence, personal well-being and community connectedness.  
 The SETS program consists of two components: SETS-Client Services and SETS-Community Capacity Building. The Department has separate grant opportunities for the two components. This grant opportunity relates to SETS-Community Capacity Building only.?  
 Some relatively new and emerging communities may lack capacity or capability to develop information networks and require support to maximise social inclusion and participation. The objective of SETS-Community Capacity Building is to empower new and emerging community groups and organisations to support their specific communities towards collectively increasing the social participation, economic and personal wellbeing of community members, to ensure that positive settlement outcomes are sustained in the long term. 
 Support may include development of leadership and governance skills, linkages to the broader community, interaction with government and local stakeholders, and access to resources and facilities.?",3
-0.43123492,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",6162aa1fe1b7f5c73e6fe9ae,NDIS Targeted Research Program (TRP) 每 Economic Participation and Employment,Management advisory services,0,"The NDIA invites Tenders for the provision of services as part of Targeted Research Program (TRP) to conduct a review of best available evidence for Interventions to improve the economic participation and employment of people with autism, intellectual disability and/or psychosocial disability.",1
-0.409720983,62340f8728a0c11b54da3821,"Information, Linkages and Capacity Building (ILC): Economic and Community Participation Program",Services for People with Disabilities,0,"The Australian Government is inviting organisations via an open competitive grant process to apply to deliver services under the Information, Linkages and Capacity Building Program＊s Building Employer Confidence and Inclusion in Disability Grant. 
 In 2018, the unemployment rate for people with disability was 10.3%, more than double the unemployment rate of people without disability (4.6%). It is recognised that people with disability can face many, and sometimes overlapping, barriers to employment, which prevent their full social and economic participation in Australian society. People with disability should have the same opportunities to share the benefits of employment as people without disability. To support people with disability to gain employment and improve their overall wellbeing, the aim of this grant opportunity is to: 
 
 build the confidence and ability of employers to hire, support and retain employees with disability 
 create inclusive workplaces by breaking down attitudinal barriers about people with disability? 
 
 Research indicates that while the overwhelming majority of employers (93% of large businesses and 89% of medium sized businesses) indicate openness to hiring people with disability, only around a third of businesses actually do so. Many employers do not know where to start and need support to build their capability and confidence to hire, support and retain people with disability. 
 ?",623400a728a0c11b54da327b,Disability Employment Services 2018,Services for People with Disabilities,201002 - Employment Services,"? 
 A grants round is being conducted to select service Providers for a Panel to deliver the Disability Employment Service program (DES), the Government＊s specialised employment service that supports people with disability into the open employment market.?The DES grants will run for an initial term of five years from 1?July?2018 to 30?June?2023, with options to extend for up to an additional 10 years. The?program was announced as part of the Social Services Portfolio Outcome 3: Disability and Carers. 
 ?",1
-0.94839461,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe69d,NOPSEMA Review,Management advisory services,0,The Department seeks the services of a Supplier with relevant experience to facilitate a comprehensive review of the operation of the National Offshore Petroleum Safety and Environmental Management Authority (NOPSEMA) (the Review) in accordance with the Review＊s Terms of Reference (Attachment A).,1
-0.945441972,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe545,Review of Asset Register and Revaluation of River Murray Operations infrastructure assets,Management advisory services,0,Review of the asset register and revaluation of the River Murray Operations assets.,1
-0.878035055,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe449,Teradata Technical Specialist,Engineering and Research and Technology Based Services,0,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Enterprise Applications to perform ICT Services.? The Tax Office is seeking a results driven Specified Personnel to fill a contract position within the Data Warehouse (DWH) group in the Enterprise Applications Branch, Business Intelligence Portfolio. The DWH group has four technical teams supporting: Teradata Operations; Data Design and ETL Processing, Enterprise Reporting Capability and,? DWH Physical Data Model design. The teams are responsible for building, managing and supporting Tax Office Business Intelligence (BI) technical capabilities, including data warehousing, data mining, analytics and enterprise reporting.The new position located in Canberra requires a Highly Protected security clearance and the successful candidate must be prepared to undergo the security clearance process at this level.",5
-0.747246923,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe47c,Services to Support a Review of Onshore Operations,Strategic planning consultation services,0,Austrade is seeking to procure the services of experienced adviser/s to support an internal review of Austrade's onshore operations ('the Review').,1
0.001673403,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe314,Conduct an Air Weapons Simulation Review,Engineering and Research and Technology Based Services,0,"Requirements for model and tool development come from a variety of sources, including weapons operators, DMO and internal DSTO clients.",3
0.002376056,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe98b,Review and Update Civics Education Resource Democracy Rules,Education and Training Services,0,"Review and Update Civics Education Resource, Democracy Rules, as more fully described in the Statement of Requirements",3
0.006975876,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe408,Domestic Submarine Design Capability Review,Engineering and Research and Technology Based Services,0,"Project SEA 1000 covers the proposed acquisition of the Royal Australian Navy＊s Future Submarine, to replace the Collins Class submarines as they are withdrawn from service from 2025.? Preliminary work is aimed at supporting future project submissions to Government.",5
0.007518658,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe714,Research Impact Assessment Panel,Management advisory services,0,CSIRO through this RFT is seeking responses from suitably qualified and experienced service providers for the provision of establishing a panel of Suppliers to undertake Research Impact Assessment Reviews and development support.,1
0.010764323,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe8dd,Papua New Guinea Domestic Maritime Legislation Review,Management advisory services,0,Papua New Guinea Domestic Maritime Legislation Review,3
0.012167018,6162aa1fe1b7f5c73e6fe1a1,Review of Customs Intelligence Operations,Management advisory services,0,Review of Customs Intelligence Operations,6162aa1fe1b7f5c73e6fe793,Agricultural and veterinary (agvet) chemical regulation: Review of intellectual property arrangements,Strategic planning consultation services,0,Agricultural and veterinary (agvet) chemical regulation: Review of intellectual property arrangements,3
-0.906256749,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe569,Request for Tender to establish a Training and Resources Panel for the Financial Management Program,Education and Training Services,0,"The Australian Government Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of establishing a Training and Resources Panel for the Financial Management Program (FMP).",1
-0.728407908,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe0aa,Provision of Consultancy Services for National Consultations on Indigenous Homelessness.,Specialised educational services,0,The Commonwealth Department of Family and Community Services (FaCS) invites suitably qualified organisations to tender for the provision of services for national consultations on Indigenous homelessness.,2
-0.727969396,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe2fc,Request for Tender to establish a Panel for the provision of Project Advisory and Management Services in Support of Indigenous Housing and Infrastructure Programs,Management advisory services,0,"The Australian Department of Families, Community Services and Indigenous Affairs (FaCSIA) invites suitably qualified organisations to tender for the provision of contract services to establish a Panel for the provision of Project Advisory and Management Services in support of indigenous housing and infrastructure Programs.",2
-0.691387578,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe459,"Participatory Planning, Research and Evaluation Panel",Strategic planning consultation services,0,"The Australian Government Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations or individuals to tender for inclusion on a Panel for Participatory Planning, Research and Evaluation.",4
-0.56712367,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe40c,To develop National Standards for Out of-Home Care,Social policy services,0,"The Australian Government Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of consultancy services to develop National Standards for Out-of-Home Care.The National Framework for Protecting Australia＊s Children was endorsed by the Council of Australian Governments (COAG) on 30 April 2009. The development of National Standards for Out-of-Home Care is one of the key, early actions under the National Framework.?",2
-0.555538098,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe263,Tender for the provision of Contract Services for an Economic Model on Care Provision,Healthcare Services,0,"The Australian Department of Families, Community Services and Indigenous Affairs (FaCSIA) invites suitably qualified organisations to tender for the provision of contract services for an Economic Model on Care Provision.",2
-0.516952901,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe493,Provision of Mentor Training and Support Services,Education and Training Services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) is seeking Expressions of Interest (EOI) from suitably qualified organisations to deliver the Community Development Employment Projects (CDEP) Program Mentor Support Service in Indigenous communities in regional and remote Australia.",2
-0.509590117,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe39d,"Tender for a Panel of Contractors to provide facilitation, delivery and development of course material for the Indigenous Leadership Program.",Specialised educational services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of facilitation and development panel to assist in delivering and developing information to Indigenous participants of the Indigenous Leadership Program and other Indigenous forums.",4
-0.49433945,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe2d4,"Consultancy Services for a research project entitled 'Young People Not Studying, Not Working and Not Receiving Welfare Payments ? Are They at Risk?' conducted under the auspices of the National Youth Affairs Research Scheme (NYARS)",Educational and research structures,0,"The Australian Department of Families, Community Services and Indigenous Affairs (FaCSIA) invites suitably qualified organisations to tender for the provision of Consultancy Services for a NYARS research project entitled ＆Young People Not Studying, Not Working and Not Receiving Welfare Payments 每 Are They at Risk?＊",5
-0.45341028,6162aa1fe1b7f5c73e6fe49b,National Emergency Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to tender for the provision of National Emergency Management Services.",6162aa1fe1b7f5c73e6fe4a4,Panel for the Provision Environmental Management Services,Strategic planning consultation services,0,"The Australian Department of Families, Housing, Community Services and Indigenous Affairs (FaHCSIA) invites suitably qualified organisations to submit a tender for inclusion on the Departments Environmental Management Services Panel.",1
-0.959731327,62340ea228a0c11b54da37cb,Supporting Younger Veterans (SYV) Grants Program,Veterans,0,"The Australian Government is inviting ex-service organisations (ESOs), or non-ESOs working in partnership with an ESO, through a targeted competitive process to apply for grant funding under the SYV program. 
 The objectives of the program are to: 
 
 deliver services to the younger veterans＊ community that build community capacity for the future and complement services already provided by the Commonwealth 
 expand on existing or well established services offered to the younger veterans＊ community to new regions within Australia or in development of new services that will be offered in more than one location 
 raise awareness of the important issues faced by the younger veterans＊ community. 
 
 The intended outcomes of the program are to: 
 
 support the development of well-researched and tailored services for the younger veterans＊ community, with a particular focus on services supporting those at risk of experiencing poor mental health 
 develop capability within the veteran community that services the unique needs of the younger veterans＊ community 
 fund organisations that can sustainably deliver services to the younger veterans＊ community now and into the future 
 increase collaboration amongst organisations to expand services and harness existing expertise for the benefit of the younger veterans＊ community 
 increase awareness of younger veterans＊ community issues and/or services within the Australian and veteran communities, where doing so would benefit the younger veterans＊ community. 
",623409e928a0c11b54da3619,Supporting Younger Veterans (SYV) Grants Program,Veterans,0,"The Australian Government is inviting applications through a targeted competitive process to apply for grant funding under the SYV program.  
 The objectives of the program are to:  
 
 deliver services to the younger veterans＊ community that build community capacity for the future and complement services already provided by the Commonwealth 
 expand on existing or well established services offered to the younger veterans＊ community to new regions within Australia or in development of new services that will be offered in more than one location  
 raise awareness of the important issues faced by the younger veterans＊ community. 
 
 The intended outcomes of the program are to: 
 
 support the development of well-researched and tailored services for the younger veterans＊ community, with a particular focus on services supporting those at risk of experiencing poor mental health 
 develop capability within the veteran community that services the unique needs of the younger veterans＊ community 
 fund organisations that can sustainably deliver services to the younger veterans＊ community now and into the future 
 increase collaboration amongst organisations to expand services and harness existing expertise for the benefit of the younger veterans＊ community 
 increase awareness of younger veterans＊ community issues and/or services within the Australian and veteran communities, where doing so would benefit the younger veterans＊ community. 
 
 ?",1
-0.591653705,62340ea228a0c11b54da37cb,Supporting Younger Veterans (SYV) Grants Program,Veterans,0,"The Australian Government is inviting ex-service organisations (ESOs), or non-ESOs working in partnership with an ESO, through a targeted competitive process to apply for grant funding under the SYV program. 
 The objectives of the program are to: 
 
 deliver services to the younger veterans＊ community that build community capacity for the future and complement services already provided by the Commonwealth 
 expand on existing or well established services offered to the younger veterans＊ community to new regions within Australia or in development of new services that will be offered in more than one location 
 raise awareness of the important issues faced by the younger veterans＊ community. 
 
 The intended outcomes of the program are to: 
 
 support the development of well-researched and tailored services for the younger veterans＊ community, with a particular focus on services supporting those at risk of experiencing poor mental health 
 develop capability within the veteran community that services the unique needs of the younger veterans＊ community 
 fund organisations that can sustainably deliver services to the younger veterans＊ community now and into the future 
 increase collaboration amongst organisations to expand services and harness existing expertise for the benefit of the younger veterans＊ community 
 increase awareness of younger veterans＊ community issues and/or services within the Australian and veteran communities, where doing so would benefit the younger veterans＊ community. 
",623409cf28a0c11b54da3610,Veteran and Community Grants,Veterans,0,"The Australian Government is inviting ex-service organisations (ESOs), or non-ESOs working in partnership with an ESO, through a targeted competitive process to apply for grant funding under the Veteran and Community Grants Program from 3 November 2020 to 29 January 2021. 
 The objective of the program is to maintain and improve the independence and quality of life for members of the Australian veteran community by providing funding for projects that sustain or enhance health and wellbeing. 
 The intended outcomes of the program are to deliver projects that: 
 
 are sustainable and have an ongoing benefit for members of the Australian veteran community 
 increase opportunities for members of the Australian veteran community to engage in social and community activities and/or improve health behaviours and support healthy places.  
 
 PLEASE NOTE: There have been a number of changes to the Veteran and Community Grants Program for 2020-21, including changes to the eligibility criteria, maximum grant value, and considerations for grants activities in the COVID-19 environment. Please ensure you read the Grant Opportunity Guidelines carefully before filling out an application form.",1
